"Sample","TLR4","CX3CR1","HMGB1","HMGB1.1","HIF1A","CD14","MAPK14","ICAM1","ICAM1.1","TNFSF10","TNFSF10.1","CXCL8","S100A8","S100A9","BCL2","BCL2.1","VCAM1","MMP9","CXCL10","TLR2","IL1B","IL6","IL1R2","CRP","ITGAM","S100A12","CX3CR1.1","PTX3","ARG1","CCR7","SOCS3","SOCS3.1","ELANE","CCR2","CCL25","BCL2.2","BCL2.3","NLRP3","P2RX7","TNF","MMP8","IL10","PDCD1","CCR2.1","IFNB1","IFNA1","HLA-DRA","MYD88","GATA3","GATA3.1","GATA3.2","C3AR1","CCL19","IFNG","MAPK14.1","CALCA","CALCA.1","PLAUR","HLA-DRA.1","MAPK14.2","IFNA2","IL1R2.1","CXCL8.1","MAPK14.3","LBP","PLAUR.1","LCN2","OLFM4","SOCS3.2","TNFSF10.2","S100A8.1","LBP.1","PLAUR.2","HMGB1.2","ICAM1.2","NLRP3.1","NLRP3.2","CCL2","FCGR1A","CALCA.2","CALCA.3","NOTCH1","TREM1","CD177","C5AR1","TLR4.1","NOTCH1.1","TLR4.2","HMGB1.3","HMGB1.4","SOCS3.3","P2RX7.1","ARG1.1","ARG1.2","ARG1.3","MMP8.1","TLR4.3","CRP.1","IL1B.1","Label"
"GSM1373914",6.6596,3.94471,8.68508,10.5408,10.9291,8.09389,10.7632,6.54724,5.71703,8.50567,9.6471,5.30078,14.1371,14.0981,3.98941,4.11077,2.09689,12.0684,4.26635,10.6261,7.70839,3.52623,13.4263,3.39334,10.4549,13.5021,6.07927,5.34358,12.4804,7.85794,6.92193,5.29692,5.68479,6.45006,3.70847,5.13875,5.17877,5.8206,3.4985,5.13048,12.7564,3.92834,5.21323,4.66822,2.98879,2.17713,9.73464,11.1109,2.59312,2.92358,5.6437,9.87256,4.05727,3.09101,9.70765,3.50139,3.0952,6.66888,9.24292,7.42459,2.3832,12.8119,3.22845,9.65519,4.78147,7.21026,13.1332,12.6418,5.02802,7.1624,6.54825,2.67755,5.38983,11.4013,5.50281,4.05274,2.65803,2.78605,2.84145,4.50644,2.65227,6.49232,8.34722,11.9319,9.56808,7.45781,4.2735,7.85825,9.91388,5.81811,8.66669,3.13616,4.59223,5.24714,2.49963,12.1595,6.31552,2.69278,7.56656,"Septic"
"GSM1373917",7.18737,6.51763,8.88786,10.9302,10.5785,10.6097,10.2788,6.86365,6.17465,9.1934,10.4187,3.77799,14.0909,13.9998,4.08113,6.26167,2.52893,11.4116,3.93872,10.5406,7.46199,3.63244,11.2268,3.41776,10.6803,13.2301,10.044,5.19249,10.4141,9.04302,6.19487,4.41851,10.9637,9.49674,3.32848,5.09471,4.07105,6.07814,4.68366,4.87459,10.573,4.10307,4.93094,7.20312,2.45208,2.19428,10.7115,10.9795,2.96945,2.89337,7.01373,8.4792,3.93341,2.9052,9.05005,3.09641,3.32752,8.21385,10.5072,7.13446,2.05386,10.1214,2.45312,8.83819,4.67939,8.29537,10.6645,10.2768,3.86829,7.9926,6.88733,2.849,6.22128,11.5681,4.9047,3.98391,2.8343,2.69195,2.87958,4.13967,2.08314,7.38819,8.69205,10.9872,10.3946,7.21606,4.69566,7.86194,10.1209,6.47918,7.82581,6.28765,3.31918,3.16592,2.24074,10.3145,6.51386,2.03588,7.77215,"Septic"
"GSM1373920",7.75688,6.01743,8.38822,10.4495,11.3716,10.4898,11.0106,6.96983,5.79797,9.492,10.6531,5.36837,14.2016,14.0967,4.37573,4.61271,2.59584,13.3004,3.57326,10.4264,7.67346,3.42296,12.816,3.74638,11.4932,13.7664,9.21362,8.10989,12.205,6.18918,6.64854,5.2814,8.10443,7.94303,3.7539,5.12817,4.1069,6.53854,3.6041,5.0179,12.1013,4.22031,5.16037,6.0664,2.49496,2.31676,9.28922,11.5626,2.18686,3.00811,6.24232,9.49813,3.8074,2.6009,9.97514,2.9016,3.12215,7.59711,8.92588,8.2113,2.06056,11.8681,3.27443,9.85963,4.33203,7.6002,12.6766,11.8807,3.50833,8.4864,5.77088,3.19711,6.45797,11.1554,5.45307,4.1219,2.67209,2.53224,2.82622,4.36779,2.60653,7.29417,9.31616,12.2435,10.9288,8.40992,4.77339,9.07288,9.60514,6.45749,9.02333,4.61332,4.39489,5.59206,2.63412,11.6352,7.60764,2.33785,7.82731,"Septic"
"GSM1373923",7.99254,6.06603,7.99719,10.5513,10.5922,10.2957,10.4578,6.8392,5.63396,9.48039,10.6074,3.89648,14.084,13.9005,4.11186,4.77145,2.13663,11.7792,3.87115,10.7137,8.52298,3.60121,12.3332,3.77235,10.1722,13.5173,8.90386,4.12508,10.7855,6.80739,6.9329,5.24474,6.42281,8.43233,3.30187,5.29622,4.13049,5.81976,4.30645,5.5086,10.274,5.42411,5.43658,6.5474,2.92325,2.4927,9.20739,11.0711,2.07231,3.02387,5.7629,9.75067,3.88972,2.77235,9.036,3.09533,3.85,8.06802,9.00104,7.22418,2.55879,11.4484,2.7815,8.89331,4.43176,8.05563,9.58707,8.9228,3.85166,8.18892,6.99804,3.06716,5.94874,11.1248,4.91745,3.96884,2.7689,2.82661,2.91594,4.75157,2.54581,6.93372,9.32381,11.0835,9.80267,8.17263,5.33247,8.58418,9.70752,6.42903,8.73702,6.02409,3.62669,4.11813,2.16249,10.3315,7.38348,2.37642,8.41241,"Septic"
"GSM1373926",8.34519,4.60992,8.28584,10.6816,11.4129,8.79466,11.0614,7.27606,5.95568,9.08159,10.3419,5.99431,14.2117,14.1038,4.09396,4.24484,2.86897,13.2848,4.2061,11.074,8.62267,3.50869,13.0394,3.59981,10.9504,13.7923,7.70256,7.0013,11.3885,4.91409,7.47644,5.11952,8.79267,6.35144,3.20777,5.18437,3.83477,6.5506,4.07928,5.06403,12.2122,4.78224,4.91705,4.38368,2.63226,2.54411,8.25288,10.9082,1.97559,2.89355,5.09542,9.23249,4.53834,2.73648,9.50729,3.0354,3.3079,7.27598,8.03069,7.73872,2.12462,12.2547,3.65146,9.36612,4.74307,7.37332,12.4028,12.195,3.30987,8.65252,5.69927,3.2284,5.70644,11.2499,4.99295,4.39978,2.89728,2.92352,2.63518,4.6117,2.80148,7.60312,8.86698,11.1395,10.0238,8.38189,4.47893,9.13532,9.80571,6.18831,9.72001,3.8504,3.14014,3.89762,2.26979,11.8989,8.03863,2.41108,8.50767,"Septic"
"GSM1373929",9.22221,4.90567,8.17499,10.3959,11.5669,9.79532,10.9947,8.22464,7.44509,9.72959,10.6988,7.17812,14.1227,14.0317,4.40932,3.29903,2.11834,11.4534,5.17636,12.5872,9.00332,3.38964,12.9489,3.53572,10.6232,13.7746,8.88699,2.98106,9.72855,5.51601,8.19634,6.69741,5.66837,7.10214,2.85734,4.67776,4.32714,6.39949,3.73134,5.07456,11.8113,4.05467,4.89356,5.77615,2.69743,2.26686,9.39746,11.7221,2.11834,2.70518,5.25771,11.5402,4.25928,2.41564,10.3578,3.03003,3.59713,8.76626,9.01877,8.47608,2.54532,12.2923,3.63999,10.1144,4.44796,8.78523,11.3669,8.10077,3.64207,8.86898,6.38512,2.30535,7.24095,11.0896,6.6316,4.38965,2.45635,2.94239,4.47955,4.60368,2.3378,7.1072,9.29212,12.3455,10.4608,9.64429,5.0037,9.5181,9.60074,6.47532,9.74126,5.55932,2.86262,3.63703,2.01586,11.1898,8.27973,2.22113,8.91541,"Septic"
"GSM1373932",8.07887,7.39791,7.23659,9.9683,10.4507,10.0265,9.97802,6.85175,6.09162,9.41305,10.5567,4.59833,14.0334,13.6769,4.20279,6.11528,2.54256,11.1506,4.3811,10.381,7.97141,3.25066,10.0028,4.11544,10.1167,13.0536,10.3822,3.89402,8.71424,5.80071,6.14204,5.29928,7.03068,8.28371,3.54204,5.26994,4.81344,6.22686,4.19356,5.26225,9.29004,3.66418,5.51779,6.41624,3.25182,2.23854,10.2052,10.9594,2.30858,3.90518,7.10596,8.71761,4.01422,3.75095,8.85739,3.3182,3.63832,8.29352,9.57925,7.13558,2.1613,8.5778,3.05254,8.76344,4.35311,8.26397,9.92472,8.49965,4.07459,8.29873,7.45815,2.81366,6.01153,10.8137,5.2761,4.31414,2.3745,2.7448,2.70813,4.88861,3.09722,7.43593,9.32604,10.3499,10.2969,8.49034,4.51789,8.32869,9.05877,5.3323,7.87673,5.69559,3.25402,3.05628,2.17665,9.20902,7.15285,2.22493,8.00261,"Septic"
"GSM1373935",8.27066,6.05018,8.02159,10.6098,11.1803,10.2758,10.8807,7.11074,6.16656,9.00708,9.83051,5.24236,14.1056,14.0377,3.97976,5.61255,2.40234,12.9515,3.89466,11.576,7.92686,3.45896,12.7313,3.62853,10.7802,13.7078,8.89327,4.80422,10.124,6.97616,7.62981,5.25871,5.7053,8.3822,3.37492,5.13631,4.10222,7.12839,4.55485,5.36539,11.6204,5.86401,4.9362,6.53723,2.6133,2.65463,10.1559,11.1244,2.45871,3.6005,6.4334,9.77513,4.03624,3.13413,9.60603,2.83596,3.6438,7.34956,9.81133,7.79764,2.19103,11.8768,2.80969,9.35225,4.10222,7.65561,11.1234,10.088,3.33775,8.43677,6.3591,2.37184,6.19206,11.3165,5.01376,4.79294,3.31594,2.57815,2.86654,4.57748,2.17678,6.69212,8.72336,12.3063,10.2626,8.36156,4.79815,8.93382,9.87621,6.25927,9.53357,6.2441,2.57021,3.64592,2.2763,11.5263,7.98937,2.4298,7.8982,"Septic"
"GSM1373938",8.81322,5.99251,8.2039,10.7076,11.1579,10.5232,11.1235,7.94136,6.87159,9.67236,10.5856,6.25582,14.0482,13.9516,4.10996,5.06202,2.2333,11.9962,4.27576,11.7261,8.40396,3.71966,12.6017,3.38015,11.2387,13.2955,9.34546,6.84825,9.70955,6.00075,6.48498,5.08719,9.35532,8.29341,3.42032,5.06202,3.67475,6.30112,4.42211,4.94159,11.643,5.18173,5.04719,6.70494,2.77172,1.89519,9.25747,11.3618,2.14479,3.33989,6.16895,10.0833,4.12397,3.73244,10.0052,3.1494,3.36611,8.72312,8.72837,8.23393,2.14685,12.0301,3.25705,9.90531,4.42768,8.99252,11.2296,11.0852,3.28879,8.82316,6.73808,2.87549,6.22888,11.2776,5.4009,4.25985,3.20321,2.31243,4.23627,4.2382,2.71942,7.53629,9.74606,13.148,10.2232,9.13275,4.52453,9.41601,9.43193,5.98879,8.12998,5.419,3.95329,3.81988,1.96179,11.1885,8.2899,1.97917,8.22586,"Septic"
"GSM1373941",7.94027,5.03844,7.68528,10.4239,11.121,8.92444,10.6562,6.98586,5.61471,8.21756,9.04588,4.94883,13.9923,13.7576,4.2286,6.13806,2.14002,12.8442,3.97415,10.725,7.44113,3.65186,12.7802,3.52283,10.4809,13.4234,7.60912,5.86427,11.0205,8.51433,6.66171,5.52823,5.21593,7.16194,2.88156,5.48622,3.68885,5.87737,4.38802,5.43993,12.5724,5.02565,5.4588,5.38709,2.77919,2.24971,9.28797,10.8879,2.35839,3.7556,6.75924,8.84815,4.02787,2.91762,9.3702,2.99902,4.04053,6.93618,9.19219,7.56074,2.16718,12.4142,3.01722,9.23366,4.46294,7.29879,12.7125,10.3398,3.72117,7.66713,6.81916,2.83687,5.42528,11.0483,4.96976,3.86534,2.58265,2.7884,2.87801,4.40743,2.437,6.92739,7.7922,12.999,9.68955,7.95362,4.4209,8.1843,9.51044,6.22939,8.49437,4.25636,4.35027,4.23724,2.2689,11.9582,6.84814,2.10177,7.42135,"Septic"
