"Sample","TLR4","CX3CR1","HMGB1","HMGB1.1","HIF1A","CD14","MAPK14","ICAM1","ICAM1.1","TNFSF10","TNFSF10.1","CXCL8","S100A8","S100A9","BCL2","BCL2.1","VCAM1","MMP9","CXCL10","TLR2","IL1B","IL6","IL1R2","CRP","ITGAM","S100A12","CX3CR1.1","PTX3","ARG1","CCR7","SOCS3","SOCS3.1","ELANE","CCR2","CCL25","BCL2.2","BCL2.3","NLRP3","P2RX7","TNF","MMP8","IL10","PDCD1","CCR2.1","IFNB1","IFNA1","HLA-DRA","MYD88","GATA3","GATA3.1","GATA3.2","C3AR1","CCL19","IFNG","MAPK14.1","CALCA","CALCA.1","PLAUR","HLA-DRA.1","MAPK14.2","IFNA2","IL1R2.1","CXCL8.1","MAPK14.3","LBP","PLAUR.1","LCN2","OLFM4","SOCS3.2","TNFSF10.2","S100A8.1","LBP.1","PLAUR.2","HMGB1.2","ICAM1.2","NLRP3.1","NLRP3.2","CCL2","FCGR1A","CALCA.2","CALCA.3","NOTCH1","TREM1","CD177","C5AR1","TLR4.1","NOTCH1.1","TLR4.2","HMGB1.3","HMGB1.4","SOCS3.3","P2RX7.1","ARG1.1","ARG1.2","ARG1.3","MMP8.1","TLR4.3","CRP.1","IL1B.1","Label"
"GSM1373944",7.81135,7.22576,8.3193,10.8409,10.6513,10.551,10.3159,7.45964,7.11177,9.73287,10.3165,3.9669,13.7556,13.5868,4.18814,5.29264,2.54603,10.8503,4.1055,10.8719,8.87019,3.79378,10.6335,3.72901,10.0517,12.633,9.62998,3.25783,8.57995,7.82743,6.71486,4.55287,6.47068,9.01879,3.2306,5.30032,3.81823,6.62749,4.98913,5.11503,6.61063,3.99645,4.77989,6.86338,2.61046,1.96798,10.3722,11.4191,1.91294,3.07662,6.46526,8.7237,4.02664,2.65672,9.23389,2.71336,2.94025,8.41031,9.90511,7.34958,3.31112,9.7377,3.06482,9.1866,4.36074,8.29037,8.71692,7.05683,3.78528,8.60962,8.55163,2.93803,6.37265,11.4143,5.42185,4.36191,3.84781,2.04847,3.48048,4.93019,2.71168,7.51173,9.7788,11.1117,10.285,8.29152,4.31525,8.36287,9.63519,6.43878,8.10308,6.65767,3.43138,4.18594,2.09029,6.31623,6.96691,2.25355,8.72983,"Septic"
"GSM1373947",7.35744,8.02972,8.7543,11.2341,10.5555,9.77873,9.92402,6.77246,6.36611,10.0729,11.2312,6.07995,13.9312,13.7936,4.07092,6.60879,2.48558,9.37737,5.95208,10.4351,8.14666,3.31384,8.74644,3.07741,9.70335,12.563,10.837,3.89839,7.54584,7.50066,6.06749,5.00593,9.35853,9.55302,2.79776,4.75529,3.22952,6.54262,5.24304,5.30805,7.88087,4.61359,5.08289,7.23413,2.89464,2.33739,10.9618,10.9501,3.63624,3.52291,7.24542,8.41861,3.55175,3.89721,8.44508,3.05698,3.32387,7.99385,10.4185,6.73831,2.35932,7.79584,3.01711,8.46302,4.07012,7.95568,9.20493,3.77814,3.41778,9.17965,5.55473,2.98224,6.3581,11.6603,4.66552,4.74945,3.18524,2.25978,2.64181,4.06175,2.34586,7.3316,8.59978,8.81062,9.62649,7.47592,4.57458,7.5857,10.1622,6.51897,7.15705,7.55596,2.872,3.2999,1.90151,8.31656,6.56753,2.10625,8.14227,"Septic"
"GSM1373950",7.55235,7.46138,7.39765,10.2624,11.4518,10.1394,9.88118,7.64927,6.8607,9.90031,11.2198,9.70278,13.7925,13.5666,3.93076,6.07887,2.41993,10.3987,5.17082,10.9378,7.22474,3.72623,10.6056,3.61944,9.93421,11.6706,10.7807,5.48527,8.41101,6.27653,5.66066,4.85644,8.82759,8.44483,3.63469,5.30872,3.86549,6.57987,4.39807,4.92965,8.24523,3.45032,4.99475,5.99932,2.88433,2.21767,11.6018,11.1574,3.03318,3.39248,7.76468,9.12059,3.83275,3.88384,8.48524,3.07006,3.31945,9.27314,11.1821,6.69731,2.25611,9.15091,5.29651,8.38617,4.31664,9.10759,9.99021,6.34325,3.32129,9.18526,6.96124,2.70702,6.55395,10.8332,5.33274,4.11423,3.10209,2.87112,2.33546,4.90712,2.37561,6.95532,9.21809,6.42498,10.5189,7.77332,4.77446,8.21578,9.19784,5.8683,7.31347,6.19185,2.81792,3.28688,2.10889,9.17844,7.33607,2.09536,7.31861,"Septic"
"GSM1373953",7.98803,5.77564,8.28704,10.6266,11.3492,9.34967,11.1736,6.45774,5.71632,9.06403,9.86712,5.68221,14.0153,13.9515,4.04595,4.75924,2.07385,12.6397,4.00167,10.808,7.7835,3.46281,12.6184,3.11324,10.7342,13.5509,8.88651,6.13031,11.2811,7.54203,7.05396,5.6759,6.95662,8.49272,3.2312,5.25523,3.90516,6.12775,4.39734,4.74719,12.8521,4.75068,4.63337,7.18827,2.52343,2.43612,9.78804,11.2289,2.33943,3.2406,6.34953,9.5313,3.83022,2.53783,9.89828,3.13086,3.40854,6.98897,9.35905,7.99682,2.20253,11.9822,3.38605,9.79796,4.21157,7.0803,12.9291,12.3972,3.62338,8.22078,6.01369,2.94852,5.82455,11.4265,5.20142,4.38579,2.63393,2.22537,3.08915,4.61493,2.63011,7.06107,7.81993,12.8052,9.61097,8.03798,4.35011,8.2966,9.94487,6.26366,9.18227,6.12581,3.99371,4.08791,2.52537,12.1615,7.09874,2.13988,7.70353,"Septic"
"GSM1373956",7.01905,5.30953,8.23649,10.359,10.3106,9.17539,10.2917,6.18774,3.93699,8.86672,9.47905,3.73845,13.963,13.627,3.87191,4.63455,2.86328,12.2426,4.14994,10.3277,6.44889,3.7634,12.775,3.40207,9.94633,13.4716,8.03174,5.64286,10.8422,5.28871,5.97734,5.34369,5.5056,8.80696,3.34374,5.49282,4.72085,5.837,3.74692,4.89345,12.0944,4.37309,5.52166,6.91654,3.16611,2.61563,9.38195,10.5347,2.13806,3.146,5.54456,8.6428,4.22889,2.66941,8.98527,3.14296,4.02018,6.71221,8.67735,7.11366,2.25235,12.1704,2.76169,8.79802,4.17104,7.34249,11.6138,10.2952,3.9887,7.51163,6.30508,2.95607,5.30762,11.1165,5.02742,4.22081,2.95572,2.81533,2.62148,4.93383,2.50094,6.3026,6.2849,11.2468,9.07534,7.22636,4.19558,7.43882,9.77807,6.0176,8.07877,4.55442,3.21162,4.0886,2.14223,11.7981,6.30282,2.04438,6.32791,"Septic"
"GSM1373959",7.96499,6.22163,8.18689,10.7135,10.8942,9.76511,10.303,6.59073,5.46467,8.67671,9.38619,5.7112,14.0798,13.7823,4.20382,4.66861,2.39013,11.7512,4.61228,10.9269,7.93058,3.41719,12.2794,3.30934,10.0665,13.3386,9.60321,5.192,9.6326,4.85523,6.63599,5.69034,5.71442,9.45262,3.11785,5.41869,3.80674,5.58355,5.29304,4.59415,12.1329,5.32353,4.86155,7.46112,2.63128,2.20748,10.5721,10.7498,2.50862,3.44852,5.64869,9.50471,4.48735,3.34961,8.9262,2.89644,3.99258,6.91316,9.88968,7.3846,2.14506,11.599,3.8151,8.77299,4.2837,7.17066,12.0977,11.9801,3.54881,7.54527,6.04717,2.96103,5.75619,11.3776,4.81381,3.88803,2.92412,3.0852,2.79236,4.61549,2.58251,7.01305,8.13556,12.1449,8.99694,7.64271,4.73358,8.0671,9.8384,6.05487,8.58408,6.46673,3.45729,3.73417,2.24834,11.6862,6.66649,2.46798,7.6764,"Septic"
"GSM1373962",8.55953,6.25112,8.03111,11.0572,11.013,10.8073,11.0201,7.54715,7.17737,9.27823,10.5445,4.9361,14.0463,14.0457,3.62428,5.35056,2.46555,12.0056,3.95989,11.986,8.95883,3.25377,12.5122,3.61062,10.6951,13.3493,9.27659,4.23747,10.9515,6.87656,7.56837,5.86782,4.73676,8.10668,3.2761,4.68732,3.30285,7.19407,4.43599,5.50832,11.0188,5.79348,5.13056,5.77765,2.5037,2.21422,9.2372,11.4141,3.11423,3.27318,6.02738,9.77826,3.60839,2.42597,9.7183,2.86635,3.74648,8.16729,9.14347,7.70427,1.76669,11.9844,3.26899,9.6677,4.33825,7.99293,11.6237,8.36931,3.07578,8.6473,4.74867,2.66257,6.48172,11.3083,5.31401,5.30776,3.58493,2.42874,3.56237,4.42767,2.9424,7.25008,9.0057,12.6311,10.2492,8.83327,4.43599,8.72717,9.46644,6.43256,9.1508,5.80841,3.01418,4.20038,2.01238,10.8743,7.67218,2.3796,8.70309,"Septic"
"GSM1373965",6.99772,4.86927,7.5053,10.3607,10.9627,8.41003,10.0036,6.67362,5.60205,8.82801,9.72437,5.16121,13.9678,13.6516,4.28681,5.04883,2.67173,12.9486,4.93623,10.0886,7.79822,3.49324,12.3673,3.54468,9.95254,13.2437,6.41812,5.70875,10.6888,6.49927,6.62898,5.37453,8.43002,6.57443,3.31101,5.15666,4.12009,4.93936,4.33338,5.30229,10.6624,4.33901,5.30781,4.40664,3.11669,2.2922,8.28922,10.4184,1.97023,3.72878,5.49884,6.62164,4.60373,3.11758,8.2991,3.39481,3.38012,6.61309,7.90383,6.56089,2.33629,11.6649,3.33722,8.07992,4.38083,6.84595,11.1067,10.1453,3.50483,7.47321,6.39987,2.94419,5.11785,11.1015,4.69128,3.71885,3.18383,2.99681,2.90048,5.16805,2.63371,6.64701,7.56477,11.1637,9.17301,6.99917,4.61799,7.80431,9.19677,6.05041,8.39009,3.94892,3.11061,3.54665,2.10371,10.5738,6.32404,2.2883,7.6658,"Septic"
"GSM1373967",7.81068,7.2912,7.09911,10.0002,9.74427,9.94736,9.9736,6.79944,5.87299,9.18918,10.6949,3.66925,13.6305,13.638,3.73682,5.11677,2.24511,11.8485,4.20387,10.9752,7.16788,3.61515,12.037,3.81565,10.0787,13.0734,9.94923,4.13412,9.98457,6.18377,5.58394,4.58363,8.30085,7.46244,3.47645,5.28479,3.66713,5.97763,5.36508,4.8682,7.90934,3.87645,5.54354,5.49433,2.59286,2.19868,9.61452,11.3784,2.45263,3.26918,7.17061,8.91539,3.87363,2.86364,8.69286,3.20129,3.68185,8.60522,9.23694,6.73822,2.07309,11.32,2.54969,8.86573,4.53037,8.62594,10.2265,9.25674,3.22997,7.95209,6.37662,2.89269,6.47986,10.4444,5.12244,3.75742,2.48951,2.45417,2.41225,4.82513,2.69142,7.34068,9.77848,9.56654,10.1418,8.00107,5.12351,7.59611,8.18814,5.31973,6.23852,5.83616,2.88116,3.51098,2.38403,8.11252,6.21304,2.11494,7.21283,"Septic"
"GSM1373970",7.96859,6.25524,8.06908,10.4946,10.6938,10.3677,10.6008,7.1417,6.39404,9.1406,10.2576,4.78725,13.6685,13.4401,4.09713,3.46153,2.20071,9.558,4.29009,11.2732,8.27332,3.77094,12.2912,3.65657,10.2733,12.4507,8.90461,3.34694,10.3427,6.36329,5.82356,4.69566,6.95424,8.03879,3.52211,5.53233,4.1807,5.55721,5.33053,4.73758,6.29391,4.03425,5.23599,6.12977,2.73557,2.30089,9.84496,10.9563,2.12801,3.10298,6.01819,10.36,4.39026,3.12712,8.77014,3.71431,3.69636,8.80632,9.433,7.57699,2.3648,11.3495,3.6951,8.75361,4.85828,8.86481,6.1926,4.47206,3.61112,7.81094,8.11017,3.14053,5.80998,10.947,5.10667,3.52941,2.57992,2.93492,3.26185,5.22338,2.92391,7.65068,8.57659,9.44402,9.96796,7.84252,4.31862,8.01183,9.30695,5.83715,7.1118,6.59669,3.42549,3.8588,2.29193,6.4109,6.6964,2.8458,8.12602,"Septic"
"GSM1373973",10.0563,5.66612,8.54267,10.6516,11.4579,10.7355,11.1672,7.49789,7.03805,9.52889,10.276,6.03845,14.2833,14.1857,3.83901,4.5722,2.18163,12.7177,5.35326,12.3379,8.6787,3.37504,13.496,3.71386,11.3739,13.5282,9.65639,6.29669,11.6944,5.28778,7.96847,6.72981,4.84786,8.64751,2.87866,5.06658,3.45124,7.45031,4.49444,5.78506,12.1808,5.46145,4.82248,7.20041,2.6677,1.98393,9.29375,11.6264,2.07791,3.14971,5.78497,10.84,3.62071,3.12044,10.4344,2.7226,3.53655,8.5207,8.89583,8.97878,2.09497,12.9445,3.3408,10.397,4.41835,8.61004,10.3879,8.96694,3.41599,9.11708,5.69568,2.51039,6.77304,11.2641,5.95973,5.85236,3.52472,2.79564,3.98617,4.49348,2.32793,7.52285,8.61989,13.3084,10.9163,10.2992,4.88206,10.6296,9.71117,6.20503,9.87966,6.22305,3.92229,4.05699,2.3903,11.6335,9.72319,2.13095,8.7451,"Septic"
"GSM1373976",8.56301,6.19508,7.45911,10.1014,10.6091,10.0404,10.4539,6.46807,5.36346,8.84391,9.81872,3.32895,13.8432,13.6842,4.22273,5.40984,2.63386,12.765,3.91923,10.5095,8.12623,3.45768,11.6444,3.67605,10.5076,13.008,9.24748,3.36923,7.81221,6.79524,7.22795,6.18173,4.70043,8.9774,3.51502,5.45144,4.15618,6.43686,5.25025,5.13336,11.3041,4.45592,5.59169,7.38378,2.92799,2.13725,10.2269,10.7617,2.55615,3.27845,6.75427,7.21086,4.13548,3.00014,9.11415,3.32232,3.79575,6.8708,9.47554,7.40653,2.04479,11.219,2.63775,9.08444,4.28201,7.0676,11.1012,10.7068,3.48032,7.67518,6.51083,2.97577,5.59248,10.8436,4.70475,4.74854,3.47713,2.40895,2.84918,4.68414,2.77333,7.13181,8.1785,11.8964,9.32888,8.53308,5.23314,8.49637,8.97539,5.57448,8.80812,5.97843,2.39853,2.9786,1.85831,11.0029,7.31018,2.26612,8.02267,"Septic"
"GSM1373979",8.74158,6.99716,7.74131,10.3991,11.3233,11.062,10.5095,7.08746,6.44039,9.25884,10.3832,6.62232,14.1307,13.9998,3.81979,4.47517,2.10687,12.1614,3.88545,11.888,7.96771,3.14633,12.7215,3.57989,10.7844,13.4988,10.8403,5.23671,10.8435,7.14837,6.01334,4.86082,6.45883,9.48361,3.28654,4.60879,3.99771,7.04863,5.56503,5.22783,9.48439,4.62282,4.89347,7.87164,2.77172,2.32426,10.6314,11.464,2.38617,2.63825,5.78093,10.3954,4.15158,2.90441,9.1449,3.23196,3.51498,8.29655,10.1316,7.41192,2.00873,11.9464,3.71808,8.9922,4.17181,8.25394,9.40619,9.65358,3.5491,8.76088,7.13661,2.31284,6.86672,11.1636,5.46659,5.04111,2.67313,2.09336,2.99463,4.80422,2.22533,7.24251,10.1159,8.11808,10.4618,9.0743,4.40208,9.52709,9.85155,6.36242,7.85538,8.08935,4.02441,4.34008,2.38244,9.49566,8.71172,2.38608,7.84773,"Septic"
"GSM1373981",8.79122,4.47611,7.199,9.85621,11.3367,10.6231,10.7615,7.84075,6.92375,10.0454,11.0154,5.35346,14.0569,13.9193,3.93897,3.50972,2.37977,12.3443,6.21283,11.9734,8.44768,3.79804,12.9526,3.58711,10.4853,13.2931,8.40802,4.51471,10.3071,5.80631,7.8667,5.61224,5.62314,9.00725,3.45899,5.24917,4.32506,7.05049,5.19702,4.9763,10.072,4.31032,5.08328,7.40316,2.73645,2.32683,10.7737,11.3544,1.96557,2.86128,5.22836,9.896,3.96525,2.46317,9.74136,3.15691,3.70671,7.92544,10.2896,7.99112,2.05742,12.1835,3.12152,9.68995,4.15694,8.02429,10.0594,7.88281,3.78501,8.85572,7.48913,2.56513,6.80339,10.6645,5.85145,4.74798,3.35199,2.61682,3.6916,4.80313,2.24795,7.11599,8.79075,11.6446,10.0948,8.88743,4.96536,9.29908,8.9093,5.72358,9.77645,7.01039,4.14317,3.96989,2.32346,10.0514,8.35882,2.28559,8.45711,"Septic"
"GSM1373984",7.34881,4.36026,8.38286,10.6174,10.3916,8.56282,10.2763,6.00286,5.66772,8.51687,9.53406,3.80569,14.168,14.0475,4.28636,3.2471,2.48724,11.5255,4.5975,9.85663,6.76383,3.78437,13.3004,3.54324,10.173,13.5894,7.03828,4.75155,11.3375,4.71116,6.70742,5.15047,8.19087,8.50412,3.44946,5.14986,3.68926,5.39753,4.39649,5.29014,12.2704,5.57418,5.10537,6.59755,2.59182,2.98432,8.71404,10.7682,1.7937,3.53444,5.88946,9.07657,4.03206,2.75118,9.10104,3.16942,3.29091,7.18475,8.13037,7.2864,2.43104,12.6537,2.73843,8.99659,4.18661,7.60489,12.6111,10.7627,3.65771,7.93126,6.81952,2.88538,5.87167,11.022,4.98042,3.36649,2.97058,2.67808,3.16637,4.98719,2.86354,5.966,7.15768,12.5378,9.68346,7.53044,5.14014,8.44188,9.85967,6.28388,8.66961,4.38704,4.30993,4.9158,2.53244,12.0932,7.466,2.37601,6.8182,"Septic"
