"Noise_Level","MCC","F1","AUC","TPR","TNR","PPV","NPV"
0,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1
20,0.98752708206288,0.998181818181818,1,1,0.98,0.996470588235294,1
30,0.997921180343813,0.99969696969697,1,1,0.996666666666667,0.999411764705882,1
40,0.986905510545828,0.997818411822207,1,0.9975,0.99,0.998300653594771,0.99
50,0.989605901719067,0.998484848484849,1,1,0.983333333333333,0.997058823529412,1
