"Metric","Mean","SD"
"MCC",0.96067529496116,0.0512114760724129
"F1",0.991712344937975,0.0108047773036961
"AUC",0.999833333333333,0.00099098065001761
"TPR",0.988,0.0192799681461659
"TNR",0.981666666666667,0.0524110062892033
"PPV",0.995753846153846,0.0121397240744454
"NPV",0.957261904761905,0.0680644159752395
