"Sample","IL8","CCR2","IL10","HIF1A","ITGAM","TREM1","HLA-DRA","C5AR1","PLAUR","LCN2","NLRP3","IL6","BCL2","CALCA","TLR4","ELANE","NLRP3.1","CCR7","CCL2","MAPK14","TNF","NOTCH1","S100A8","MMP8","MAPK14.1","CCL25","MYD88","CD14","CX3CR1","S100A12","S100A9","IL1R2","P2RX7","HIF1A.1","VCAM1","CCL19","CCR2.1","IL1R2.1","TLR2","CCR2.2","IL1B","CCR2.3","SOCS3","C3AR1","MAPK14.2","HMGB1","CXCL10","MMP9","BCL2.1","TNFSF10","PTX3","PDCD1","ICAM1","ARG1","IL10.1","CX3CR1.1","OLFM4","SOCS3.1","HLA-DRA.1","FCGR1A","IL8.1","IFNG","HMGB1.1","BCL2.2","CCR2.4","VCAM1.1","NLRP3.2","VCAM1.2","BCL2.3","PLAUR.1","HIF1A.2","MAPK14.3","CD14.1","GATA3","PLAUR.2","Label"
"GSM1206481",12.87070111,6.366422194,4.551082267,6.887887858,7.281273497,8.273808709,13.53393037,8.898935481,10.02500586,7.478666706,5.315297303,10.42189118,3.321928095,3.321928095,6.959832866,4.275044586,8.446784353,11.7661326,13.89616178,3.321928095,10.66075658,8.354422021,12.80904096,3.321928095,4.594760549,3.321928095,8.958038531,10.65698836,4.831111607,9.02266253,13.3959707,3.321928095,9.432069654,8.362234114,3.321928095,4.305867512,6.879793016,6.269970523,6.511091396,7.31345139,13.43733678,5.883019586,7.973933286,7.492329133,5.143722359,3.321928095,13.04092959,7.815859819,7.367601497,9.559718493,3.321928095,3.321928095,7.312662383,3.321928095,10.64287762,8.219889119,3.791350506,5.281775798,13.5680271,7.928106486,13.77496839,8.348084496,6.685799477,7.965911727,3.816199044,3.321928095,8.296816362,3.321928095,3.802916126,10.80278339,7.276800001,4.310788148,12.94814115,5.800664586,9.636914023,"Control"
"GSM1206483",13.61274807,4.313881735,5.655979808,6.753815529,6.905338437,9.410492565,13.33748852,9.517603097,10.20439765,7.271097872,6.095751666,12.13418769,3.321928095,3.321928095,6.877631655,3.964759342,9.071914106,11.75900091,13.84621986,3.971087358,11.22476799,8.3419779,12.18963935,3.321928095,4.392218028,3.321928095,8.370253247,9.510035304,4.410369804,8.102229584,13.00873801,3.321928095,9.599622842,8.159803993,3.321928095,3.670967914,5.679181163,7.77589494,7.720928209,5.867891956,13.70530899,4.458948448,7.928450066,7.899036488,5.711214283,4.02780506,12.65367203,6.245475901,7.847094408,7.613376612,3.321928095,3.404654157,6.656434242,3.321928095,11.01318859,7.07551675,3.321928095,4.948871222,13.34341348,8.121704533,14.09217735,9.110591433,7.073962903,8.4230621,3.321928095,3.321928095,8.754286805,3.321928095,3.784967296,11.18009381,7.434704123,4.320361524,11.94086706,5.896012747,10.13045857,"Sepsis"
"GSM1206484",11.52334282,7.159222261,5.938827289,8.414225445,7.183039451,8.618344965,13.2552861,9.115993519,9.805304093,9.615840421,4.981434314,7.864726744,3.321928095,4.260473887,8.118006041,6.043464927,8.179773408,11.70507984,13.84299977,3.678026113,9.711739627,8.15173276,13.54731945,4.948533874,4.442167764,3.321928095,9.325012462,11.95251777,3.680162936,9.355333955,13.75781888,3.321928095,8.484728869,9.799557492,3.321928095,4.012092054,7.695165588,8.245339459,6.817664121,8.163508305,12.986368,5.829894466,9.040052068,7.93499109,5.347376504,3.321928095,11.12799903,4.582680111,8.243930117,10.05169025,3.321928095,5.401728456,6.851745763,4.629875941,10.44901984,7.285037101,8.397135345,5.584306932,13.45770135,10.06235236,12.87871237,9.714017412,7.045645532,8.701345011,3.997610023,3.488903963,7.647196559,3.321928095,4.301965536,10.38811274,8.720220398,4.078424576,13.43733678,6.303918916,9.35191132,"Sepsis"
"GSM1206486",13.43312858,5.906713338,5.167247752,7.003387531,6.561373561,7.784253152,13.57564457,8.379127802,9.706998582,9.392629227,5.469338962,11.32229316,3.321928095,3.321928095,7.526252806,6.349018996,8.405162316,11.60090367,13.73801204,3.773435775,10.90374391,8.453794776,12.87871237,3.321928095,4.340799927,3.321928095,8.734457762,10.02500586,5.107276289,8.82206972,13.38722265,3.321928095,9.875671963,8.376094266,3.321928095,3.972445015,6.765536424,5.466431004,5.829489704,6.824824393,13.85754449,5.135104638,8.071905548,7.637327201,4.744263211,3.321928095,12.96743887,6.814045703,7.988910246,9.411189439,3.321928095,3.321928095,7.059422021,3.321928095,10.60694593,8.80933913,7.348990615,4.80329935,13.75781888,8.626909095,14.01678575,7.873076117,6.80078228,8.56695896,3.321928095,5.461888607,8.324475256,3.594578469,5.025019955,10.92107352,7.451014263,3.742865375,12.43085907,6.608892916,10.13045857,"Control"
"GSM1206487",13.14965473,7.690039156,5.65281961,7.550688528,7.157482828,9.071914106,13.24065428,10.72764191,9.919333549,7.699186023,5.691664498,7.261860365,3.321928095,3.321928095,7.083340434,5.243531099,8.46742991,11.66002521,13.28626855,3.332970391,8.055414699,8.145719138,13.32267101,3.321928095,4.617457165,3.321928095,8.183327942,11.63952717,4.227691987,9.635329148,13.54731945,4.159890889,6.766271085,8.479534985,3.321928095,3.321928095,8.601396465,9.456581306,7.023679935,8.808278016,12.44116807,7.118748803,6.765928742,7.85863735,5.581048447,3.321928095,7.003387531,6.395241925,7.696507772,6.914748726,3.321928095,3.977661056,5.990627642,3.321928095,10.55143414,7.053569553,5.264358373,3.59628678,13.43733678,6.18218057,13.94045155,4.664658345,7.461714074,8.228620787,4.968950801,3.321928095,8.306333109,3.321928095,3.951634335,10.41713987,7.711806849,4.90665502,13.37754306,5.536524909,9.389689584,"Sepsis"
"GSM1206488",13.86058195,3.805429441,4.266057589,7.004319409,6.258538824,9.222010383,13.22684498,9.066679801,10.36491794,9.533633173,6.680120036,13.10411985,3.321928095,3.321928095,7.020890531,6.464997152,9.705312449,11.6970542,13.86615537,3.321928095,11.72791256,8.184848323,12.31180198,3.577248587,4.162211648,3.321928095,8.328168706,10.28932331,4.84083675,8.322726654,12.9182386,3.321928095,8.807008094,8.033030956,3.617249227,3.670150555,4.98385133,6.498440416,6.867496407,4.818915719,13.84299977,3.321928095,7.623887798,6.49726457,4.922205759,3.321928095,11.88190222,6.461116976,8.038949461,8.431766614,3.321928095,4.056321734,7.033653476,4.235209101,10.40871094,7.813679045,7.690549496,3.854975409,13.54731945,7.295185915,13.97682809,6.215477067,6.982659823,8.662997577,3.321928095,5.47326725,9.302398118,3.321928095,4.867945154,11.92585816,7.434246845,3.392391228,12.49759404,6.309658042,11.13549989,"Sepsis"
"GSM1206489",13.70198462,5.392203445,6.308062015,8.089205844,6.54590623,8.022002682,13.65196116,7.51009367,9.891475883,9.454732382,5.990627642,12.56042729,3.321928095,3.321928095,7.927537335,5.644782117,8.920770246,11.576635,13.84947354,3.321928095,10.90898468,8.023320842,12.64199711,3.321928095,4.356242605,3.321928095,8.641524905,9.597168737,4.753748339,9.009346969,13.21853438,3.321928095,10.26374707,9.308174709,3.84924837,6.131573434,6.152135768,6.066747932,6.386883502,6.343361836,13.79563126,4.796771112,8.617208042,6.866525945,4.867079319,3.321928095,13.29067693,6.68725558,8.270648831,9.672585135,3.511833142,3.634535542,7.61781525,3.910572947,11.08325697,8.552892285,7.87867854,5.74541076,13.52946712,8.629239433,14.01678575,8.716116922,6.957577228,8.587650312,3.321928095,5.798782055,8.554063295,3.321928095,4.658551876,11.03916367,8.50904621,4.151148555,11.98203679,6.450060821,10.21404139,"Control"
"GSM1206490",11.46950047,7.030403118,3.321928095,7.744088505,8.179773408,8.941608461,13.15412973,9.599622842,9.799557492,8.198828625,5.134448325,6.681809086,3.321928095,3.321928095,7.415746088,5.376534887,8.282883443,11.93178697,12.97485094,3.321928095,10.4099638,9.320806014,11.8475317,3.321928095,4.062924001,3.321928095,7.990437377,9.732378136,4.94114118,10.14902261,13.01804592,3.321928095,8.109704775,8.787226693,3.321928095,3.321928095,8.675139483,8.279544283,6.19195696,8.744660149,11.245025,5.899147631,6.761308863,7.865974875,4.705253083,4.375395594,11.69225756,7.717002603,8.544140761,7.623887798,3.321928095,4.734484515,6.729839357,3.321928095,11.06715514,7.913142205,4.304618948,4.988475833,13.52946712,7.061366734,12.52028232,9.184708667,8.197815607,9.194530603,3.321928095,3.321928095,7.833957293,3.321928095,3.321928095,10.12913301,9.130900942,3.998397177,11.82528009,5.831231709,9.001369213,"Sepsis"
"GSM1206491",13.58928918,6.36706186,5.321054342,6.52544758,7.103901364,8.949510056,13.14423667,10.58702152,9.92547322,7.489246853,5.609987935,10.38010496,3.321928095,3.321928095,6.52785565,3.6874958,8.439234322,11.71337312,13.81269749,3.72487914,10.00882838,7.994027408,12.8925102,3.321928095,4.271911118,3.321928095,8.56869929,10.76900915,4.078187941,9.081156235,13.65528667,3.52825365,7.689337237,7.711328326,3.321928095,3.321928095,7.252944217,7.537639804,6.965412532,7.450215744,13.47838672,5.783441004,7.055776601,8.317450128,5.092616331,3.783961748,8.959300084,7.933915465,7.688280894,7.280785918,4.717689116,3.534695628,6.531428476,3.321928095,10.41146616,7.795650694,4.375033869,4.568773151,13.45052565,6.36599186,14.01678575,4.403535407,7.304902498,8.546857457,3.442883621,3.321928095,7.892309159,3.321928095,3.321928095,10.88544725,7.387481203,4.882043815,12.97047315,5.489654566,9.703983274,"Sepsis"
"GSM1206492",11.76241108,7.011593575,3.321928095,7.822127503,7.666231034,6.967270876,12.94328378,6.926344574,8.570691958,10.12913301,6.162157059,6.721836354,4.139079708,3.321928095,6.788160452,7.705387057,9.019724859,12.12638387,10.91766781,3.564465386,11.29164245,9.694259542,11.84096003,5.041604848,5.052367364,3.517216094,7.452911369,8.390823868,6.228887424,9.156451422,12.7676243,3.321928095,5.744280449,8.889746973,4.526626574,3.321928095,7.498025549,7.099385541,3.321928095,7.571910573,11.53442416,5.691664498,6.949263463,7.036829057,6.107805837,3.321928095,9.525114062,6.032328583,9.487816178,8.128410077,3.321928095,6.071161017,6.605727707,5.444593186,10.820891,9.183387336,8.06009594,3.321928095,13.11314394,3.321928095,12.58786983,9.751679092,8.377238147,9.961974566,3.321928095,6.826771011,8.637976577,3.321928095,7.01706157,9.797711622,8.312615079,5.378589487,10.70545262,8.304385218,9.0033662,"Sepsis"
"GSM1206493",13.6228312,4.966963904,5.069166158,7.24399151,6.518386275,8.834983961,13.31381794,8.979467132,10.2179422,7.769600581,5.826192028,11.78606798,3.321928095,3.321928095,6.23863176,4.39414519,8.648412394,11.83480983,13.87342438,3.321928095,10.51798995,8.451541431,12.61263459,3.321928095,4.139079708,3.321928095,8.436176813,10.5583894,4.243375471,8.943172849,13.17095528,3.321928095,8.561462624,8.265155549,3.321928095,4.610108738,5.759997125,6.029330891,6.564041469,5.706778203,13.90911498,4.798122881,8.089686378,6.496356698,5.188688661,3.321928095,11.8757654,8.148961361,7.319604888,8.535773652,3.321928095,3.321928095,7.127148262,3.53119776,10.44787835,7.678744613,4.267362848,5.061584866,13.42804219,6.912185572,13.99792779,8.420456864,6.921890157,7.894859937,3.321928095,3.321928095,8.445036714,3.321928095,3.743047449,11.23475965,7.899859935,3.791597044,12.82615925,6.056617585,10.18364466,"Control"
"GSM1206494",13.87699932,4.363234115,6.044679149,7.805817246,5.9334962,9.188128346,13.46232026,7.704175947,10.0361034,9.669688961,6.92036384,13.41409816,3.321928095,3.321928095,7.993011998,6.223926044,9.610191691,11.73349805,13.9894369,3.49673304,11.77756939,7.954172445,12.33477573,3.321928095,3.592033283,3.321928095,8.320751616,9.224719791,5.27122918,8.829829388,13.06519974,3.321928095,9.814600938,8.716758769,3.958707053,5.942405525,5.757318458,6.589653495,6.464601125,5.91757628,13.93613979,3.321928095,9.094973159,6.97674154,4.852309061,3.472228557,13.47838672,6.832796223,8.29398279,9.45980874,3.57760837,3.692444704,7.843213785,3.875694221,10.72764191,8.470924777,7.685265917,5.90345892,13.68736138,8.465971139,14.16340757,9.886703998,6.841779693,8.730286133,3.321928095,6.111490076,9.27440678,3.321928095,5.260512135,11.32683171,8.28335804,3.321928095,11.84096003,6.43312014,10.44505156,"Sepsis"
"GSM1206495",13.87699932,4.860922249,4.272458919,6.962474217,6.51244265,8.979467132,13.45770135,9.315387338,10.15126353,9.369080948,6.372523965,12.02733352,3.321928095,3.321928095,7.400171461,6.229225641,9.312364575,11.72349634,13.95898877,4.879414135,10.96537546,8.131662891,12.5174009,3.321928095,3.658168184,3.321928095,8.549240306,10.31248982,4.657003927,8.417641115,13.05125873,3.321928095,8.827595372,7.963843955,4.088339458,3.321928095,5.407090389,6.306991616,6.654896839,5.107276289,13.89246064,3.321928095,7.786290721,7.084169055,4.64840438,3.321928095,11.86356917,7.162721522,8.084957658,8.596738016,3.321928095,4.254600864,7.106012719,4.257604061,10.36623823,8.112771718,7.629006542,4.155117389,13.47838672,8.178232488,14.11029923,6.850560496,6.980301445,8.668038305,3.321928095,5.582834339,8.876515066,3.951634335,4.330316054,11.58895634,7.337664099,3.321928095,12.66962928,6.254624209,10.64153551,"Sepsis"
"GSM1206496",13.3959707,5.452472325,4.275044586,7.675255797,7.019167801,8.701345011,13.44229139,8.916370431,10.03285354,7.527027791,5.799903488,11.46490939,3.321928095,3.321928095,6.746140895,4.72029197,8.639756335,11.69990865,13.80991608,4.042666245,10.28636081,8.047537216,12.63105417,3.321928095,4.261394625,3.321928095,8.575937209,10.4827334,4.685205737,9.23244764,13.24065428,3.321928095,9.497000206,8.602974009,3.321928095,5.031697608,6.415015164,6.178314887,6.660035692,6.280056269,13.62548223,4.505833335,7.925771265,7.373256587,5.144652003,3.321928095,12.66962928,7.806684396,7.454138291,9.060410667,3.558169615,3.321928095,7.174109857,3.321928095,10.97091001,7.701640227,3.321928095,5.574022186,13.55169159,7.81773988,13.99792779,8.38724918,7.247986115,8.065321087,3.321928095,3.321928095,8.323176579,3.321928095,4.390560989,11.05556302,8.411317376,4.17357161,12.57387884,5.602083468,9.993278168,"Control"
"GSM1206497",13.19687041,6.512891562,3.321928095,8.360565583,6.947270226,7.851461614,13.19198549,8.837477444,9.661983876,9.64857521,5.355920749,8.488826747,4.198665837,3.321928095,7.076602958,6.973278598,8.397135345,12.09250255,13.39143171,4.077815199,11.23669028,8.720911635,12.00227584,3.321928095,4.451030409,3.321928095,7.775415763,9.429398461,5.630013596,9.448086801,12.98101516,3.321928095,6.196790635,9.343138819,4.644752128,3.321928095,7.301895416,6.900087769,4.088597796,7.196529052,12.59880274,5.724708314,6.765928742,7.282898363,5.530476904,4.70935844,12.08473257,7.152289282,8.705685982,8.836259373,3.321928095,4.483062994,7.004319409,3.582457672,11.17410649,8.856148472,7.432012779,4.642691133,13.44229139,5.520007037,13.95481222,10.06445841,8.226325135,9.396822111,3.321928095,5.73868336,8.17373859,4.067584985,5.672625035,10.85082862,9.110049386,4.454649726,11.39335596,7.302294994,10.25306425,"Sepsis"
