"Noise_Level","MCC","F1","AUC","TPR","TNR","PPV","NPV"
0,0.971568542494924,0.985238095238095,1,0.975,1,1,0.968333333333333
10,0.834440362711815,0.929246031746032,0.95875,0.9475,0.835,0.9215,0.935
20,0.778498263504186,0.899873015873016,0.9525,0.91,0.815,0.912,0.890666666666667
30,0.896420396949148,0.958134920634921,0.98125,0.95,0.94,0.9755,0.931666666666667
40,0.716556947310946,0.886269841269841,0.89,0.9175,0.725,0.867,0.876666666666667
50,0.626861967335465,0.78765873015873,0.7625,0.85,0.56,0.7395,0.845
