"Sample","PLAUR","P2RX7","ICAM1","HIF1A","MMP9","OLFM4","GATA3","CCL2","IFNG","MAPK14","IL1R2","MMP8","ARG1","CCR2","TNFSF10","TREM1","IL1B","CCR7","CRP","IL6","IL10","TLR4","TLR2","S100A8","LCN2","NOTCH1","FCGR1A","VCAM1","NLRP3","S100A9","S100A12","PTX3","CX3CR1","CXCL10","CXCL8","ITGAM","CD14","BCL2","IFNB1","C3AR1","CCL19","MYD88","SOCS3","IFNA2","PDCD1","HMGB1","C5AR1","ELANE","IFNA1","HLA-DRA","TNF","CD177","Label"
"S137731",2.3239501349467,0.208084820533545,0.208084820533545,5.12380360759477,0.208084820533545,3.01281904190869,0.208084820533545,0.208084820533545,0.208084820533545,6.076411597753,5.63502234095467,6.88098033442309,3.46981999697914,0.208084820533545,5.45169656704885,2.3239501349467,3.46981999697914,0.208084820533545,0.208084820533545,0.208084820533545,0.208084820533545,6.30991986608918,6.30991986608918,10.1015764216039,4.09153683955429,2.3239501349467,0.208084820533545,0.208084820533545,0.208084820533545,10.0050333719979,7.88507440715337,0.208084820533545,0.208084820533545,0.208084820533545,0.208084820533545,5.12380360759477,0.208084820533545,0.208084820533545,0.208084820533545,3.81437482842763,0.208084820533545,0.208084820533545,3.81437482842763,0.208084820533545,0.208084820533545,3.81437482842763,4.32357978197435,0.208084820533545,0.208084820533545,0.208084820533545,0.208084820533545,2.3239501349467,"Sepsis"
"S154114",2.87231998024539,1.28760725909188,3.26669864915841,4.96232446817043,5.18489947900334,1.09613216860778,0.208084820533545,0.208084820533545,0.208084820533545,5.94684422497951,3.12208151242317,2.44711000657928,1.58197653378499,3.36613624213907,5.13935600287835,3.04372867887294,4.00029065837725,2.00364653059197,0.208084820533545,0.208084820533545,1.28760725909188,5.88751767415789,5.25489911721906,9.19279468062433,2.0892009074907,4.32806863512697,3.08345708511368,0.208084820533545,1.91164185628096,10.2428019913533,6.62212518022779,0.208084820533545,2.91721044722781,0.208084820533545,1.09613216860778,5.91478729932594,4.04064750980322,2.44711000657928,0.208084820533545,3.30063300044363,0.208084820533545,4.27839050436891,4.85366583507557,0.208084820533545,0.208084820533545,3.77936649662625,4.84233447859237,0.208084820533545,0.208084820533545,1.44560445597191,0.208084820533545,6.31344788505937,"Sepsis"
"S155286",2.23693354543413,1.59449500875407,2.3562047617376,4.84534532453989,1.7907288291981,1.3538021627194,1.02858413944089,1.02858413944089,0.208084820533545,5.28992399630991,2.66019256805187,1.3538021627194,1.3538021627194,5.06001763917761,5.73694754533156,3.65158318174794,3.65158318174794,1.95828606178814,0.208084820533545,0.208084820533545,0.208084820533545,6.57257878925519,5.20231596710438,8.71389412991026,1.3538021627194,3.73778595332436,2.23693354543413,0.208084820533545,3.18140244399618,9.64916001712561,5.3858218723197,0.208084820533545,3.30029225433225,1.02858413944089,1.7907288291981,4.6820695533075,4.47304635426943,2.23693354543413,0.208084820533545,1.3538021627194,0.208084820533545,3.46165017915125,2.66019256805187,0.208084820533545,0.208084820533545,4.47304635426943,4.31460468313028,0.208084820533545,0.208084820533545,1.7907288291981,0.208084820533545,1.02858413944089,"Sepsis"
"S212463",0.208084820533545,0.208084820533545,1.92936261040482,5.85185137128602,3.51577916914256,0.208084820533545,1.92936261040482,0.208084820533545,0.208084820533545,5.15189579395859,3.73372117938704,1.92936261040482,1.92936261040482,3.25797719698858,4.71672839357597,4.61131830055401,2.94173068897838,1.92936261040482,0.208084820533545,0.208084820533545,0.208084820533545,6.32097681932034,5.48559246530119,8.77082216883626,0.208084820533545,4.49755466053301,1.92936261040482,0.208084820533545,3.25797719698858,9.63569129058016,6.14365060047112,0.208084820533545,2.53035139853744,0.208084820533545,1.92936261040482,5.54396663991504,4.99325570200021,2.53035139853744,0.208084820533545,0.208084820533545,0.208084820533545,2.94173068897838,5.15189579395859,0.208084820533545,0.208084820533545,4.37399041086701,3.51577916914256,0.208084820533545,0.208084820533545,0.208084820533545,0.208084820533545,1.92936261040482,"Sepsis"
"S220171",2.36675514699623,2.11500806826403,3.19432066197581,5.27700870084328,4.32945325185529,0.208084820533545,1.36010930678815,1.36010930678815,0.208084820533545,5.90093202416517,4.01844494832724,3.42330627567343,1.36010930678815,4.43712566283517,5.18752650551941,4.01844494832724,3.62022847729038,1.36010930678815,0.208084820533545,0.208084820533545,1.36010930678815,6.29269378195072,5.67826689191433,9.15669699532944,2.11500806826403,3.62022847729038,1.36010930678815,0.208084820533545,3.19432066197581,10.070794009275,6.21939276725593,0.208084820533545,3.94721321901827,0.208084820533545,3.31347643326946,5.49156187827919,5.27700870084328,2.11500806826403,0.208084820533545,3.31347643326946,0.208084820533545,3.31347643326946,4.91752565969774,0.208084820533545,0.208084820533545,3.87223694007566,3.94721321901827,1.36010930678815,0.208084820533545,2.36675514699623,0.208084820533545,5.21797595096169,"Sepsis"
"S235545",2.36030783268688,1.68591489749749,2.48462205629269,4.52114367072632,3.51687499644677,1.89276564052279,0.208084820533545,0.208084820533545,1.08552046761373,5.37481707429732,4.67870464306003,2.80024641733771,1.89276564052279,4.97034136259722,5.21270741213203,3.13215843373735,3.62485810078503,2.48462205629269,0.208084820533545,0.208084820533545,1.08552046761373,6.12322124995058,5.9385691652027,9.05749904013565,1.4312172915045,3.33764414174506,2.89101043028599,0.208084820533545,3.13215843373735,10.2740950781205,6.91679759065375,1.08552046761373,4.1421308755366,0.208084820533545,0.208084820533545,5.31214541678034,4.67870464306003,1.89276564052279,0.208084820533545,2.2228668021142,0.208084820533545,3.98964987018189,4.60208381504522,0.208084820533545,0.208084820533545,4.067923157489,4.02932262903135,1.08552046761373,0.208084820533545,0.208084820533545,0.208084820533545,3.57189586234517,"Sepsis"
"S266144",2.2218789765023,2.2218789765023,0.208084820533545,4.54715023658619,4.1763979085736,2.2218789765023,0.208084820533545,0.208084820533545,0.208084820533545,5.91610564120089,4.1763979085736,5.97787828556421,4.84152824708536,2.2218789765023,4.96882007805935,3.67454655804526,2.2218789765023,0.208084820533545,0.208084820533545,0.208084820533545,0.208084820533545,6.25235317786,5.4767759637726,10.0479482315272,0.208084820533545,0.208084820533545,2.88981418658644,0.208084820533545,0.208084820533545,9.88425105490755,6.39501760731408,2.2218789765023,2.88981418658644,0.208084820533545,0.208084820533545,4.1763979085736,3.33634241783977,0.208084820533545,0.208084820533545,2.88981418658644,0.208084820533545,2.88981418658644,3.67454655804526,0.208084820533545,0.208084820533545,3.33634241783977,2.88981418658644,0.208084820533545,0.208084820533545,0.208084820533545,0.208084820533545,5.3885181080638,"Sepsis"
"S297580",2.250106931564,0.208084820533545,2.250106931564,4.31986421544199,4.41544622257157,1.70723503497692,0.208084820533545,0.208084820533545,0.208084820533545,5.75770888327597,3.98759802475916,1.70723503497692,3.85712500158579,3.71348395986411,4.94974655450078,2.250106931564,2.250106931564,1.70723503497692,0.208084820533545,0.208084820533545,1.70723503497692,6.50676717225946,5.23766978412188,9.07938812274637,1.70723503497692,3.98759802475916,1.70723503497692,0.208084820533545,1.70723503497692,10.195189639895,6.5908233713369,1.70723503497692,3.16673864437113,0.208084820533545,0.208084820533545,5.38630376138686,3.85712500158579,1.70723503497692,0.208084820533545,1.70723503497692,0.208084820533545,3.55366416456609,3.55366416456609,0.208084820533545,0.208084820533545,3.55366416456609,4.41544622257157,1.70723503497692,0.208084820533545,0.208084820533545,0.208084820533545,0.208084820533545,"Sepsis"
"S300271",2.37600578295118,1.94335479580176,1.65099623598937,5.07244505824492,4.67112945257823,0.208084820533545,0.208084820533545,0.208084820533545,0.208084820533545,6.03720772627571,3.61377103597796,2.8367084158517,2.54778968060783,5.12533823143223,5.17635662028656,1.94335479580176,2.8367084158517,1.94335479580176,0.208084820533545,0.208084820533545,1.24872950477845,5.89225638206394,5.74803683109323,9.95594462904059,1.24872950477845,3.75567084966621,1.65099623598937,0.208084820533545,2.9610400559019,10.4030564962842,6.81693796787907,1.65099623598937,4.05864300319746,0.208084820533545,1.65099623598937,5.20120348542295,4.67112945257823,2.69994336729427,0.208084820533545,3.0750913320238,0.208084820533545,3.9450571326706,3.0750913320238,0.208084820533545,1.24872950477845,4.52112521112185,4.67112945257823,0.208084820533545,0.208084820533545,0.208084820533545,0.208084820533545,5.15107341338164,"Sepsis"
"S342306",0.208084820533545,0.208084820533545,0.208084820533545,3.71021999065857,2.05867011530819,0.208084820533545,0.208084820533545,0.208084820533545,0.208084820533545,4.93332825439658,4.12647816321752,0.208084820533545,3.71021999065857,3.93348390870818,5.37317393013738,4.71124859577233,3.44517757731728,0.208084820533545,0.208084820533545,0.208084820533545,0.208084820533545,6.64699270896509,6.76716170606657,7.72247543660502,2.05867011530819,4.93332825439658,0.208084820533545,0.208084820533545,3.44517757731728,8.75148400899503,4.44845967860795,0.208084820533545,3.71021999065857,0.208084820533545,2.05867011530819,5.29530324552369,3.44517757731728,2.69055930559691,0.208084820533545,2.69055930559691,0.208084820533545,4.12647816321752,2.05867011530819,0.208084820533545,0.208084820533545,2.69055930559691,4.71124859577233,0.208084820533545,0.208084820533545,0.208084820533545,0.208084820533545,0.208084820533545,"Sepsis"
"S364132",2.96308710287666,0.208084820533545,2.61700187812151,4.81410487855211,2.4037305180784,1.38228798469929,1.38228798469929,0.208084820533545,0.208084820533545,5.14635243878131,2.80098693637677,3.66839260189563,1.82836569601936,3.57274752949103,6.04773121747293,2.14879399738768,3.23947736331051,2.61700187812151,0.208084820533545,0.208084820533545,1.38228798469929,5.302405782587,5.24199836361392,8.30360217559065,2.4037305180784,3.92186339611022,1.82836569601936,0.208084820533545,1.82836569601936,9.3057228852171,4.38122900619266,0.208084820533545,4.93358429858778,1.82836569601936,2.96308710287666,4.97130269882659,3.1081336848362,2.96308710287666,0.208084820533545,1.38228798469929,0.208084820533545,3.47016915014908,3.84228542887818,0.208084820533545,0.208084820533545,4.43629520929324,4.13699919768768,0.208084820533545,0.208084820533545,3.35954797160215,0.208084820533545,1.82836569601936,"Sepsis"
"S368122",3.36890862020658,2.62502043914862,0.208084820533545,3.36890862020658,0.208084820533545,0.208084820533545,0.208084820533545,0.208084820533545,0.208084820533545,3.36890862020658,0.208084820533545,0.208084820533545,3.36890862020658,0.208084820533545,4.94445932115282,3.36890862020658,0.208084820533545,0.208084820533545,0.208084820533545,0.208084820533545,0.208084820533545,5.78817013636917,4.21241729176843,6.64523031636544,2.62502043914862,2.62502043914862,2.62502043914862,0.208084820533545,0.208084820533545,7.8739092685834,4.21241729176843,0.208084820533545,2.62502043914862,0.208084820533545,4.49990844301032,5.1239757111106,0.208084820533545,2.62502043914862,0.208084820533545,0.208084820533545,0.208084820533545,2.62502043914862,0.208084820533545,0.208084820533545,0.208084820533545,4.73930419588282,2.62502043914862,0.208084820533545,0.208084820533545,0.208084820533545,0.208084820533545,0.208084820533545,"Control"
