"Sample","OLFM4","NLRP3","CCR7","CRP","MAPK14","CX3CR1","ELANE","GATA3","HIF1A","HLA.DRA","HMGB1","ICAM1","IFNA2","IFNB1","IFNG","IL1B","IL6","CXCL8","IL10","CXCL10","ITGAM","ARG1","LBP","LCN2","MMP8","MMP9","MYD88","NOTCH1","P2RX7","PDCD1","PLAUR","TREM1","CD177","PTX3","BCL2","S100A8","S100A9","S100A12","CCL2","CCL19","CCL25","TLR2","TLR4","TNF","C3AR1","C5AR1","CCR2","VCAM1","IL1R2","CALCA","TNFSF10","SOCS3","CD14","Label"
"GSM1691747",5.426153113,7.630286172,10.53592323,3.386686659,10.14045379,7.539752245,4.286176554,6.972350915,10.23146463,10.6502141,6.907627969,7.229343377,2.676026454,2.20242673,4.160131617,8.731708922,3.240673768,5.882244955,3.904312845,4.722454876,8.800573561,5.63593026,3.063739343,6.568288855,7.921427075,8.164841697,10.7322192,9.364789405,7.196436232,4.544301532,9.751318565,9.915027422,4.728181827,4.412570329,8.74687706,10.77706479,10.18096309,10.92599779,3.646615243,4.440469671,3.149480966,9.85767736,9.993633949,6.450187586,8.599719379,9.660498383,8.361590309,3.664682568,8.717961404,2.921088153,11.67202805,7.104384369,9.485699579,"Healthy"
"GSM1691748",6.101369626,7.779022222,9.834768298,3.861971067,9.950248003,7.599248663,4.89097613,7.316701986,10.23175414,11.17741386,6.948488379,7.709003196,2.696689446,2.522734404,4.124471828,8.325020035,3.295157709,5.867690886,3.797998861,4.362119472,9.575689191,4.68690977,3.193665797,6.789928369,6.747002646,8.677994813,10.74033448,9.857337984,7.310081304,4.177600904,9.627250897,10.03250202,5.048061856,4.042706811,8.846309134,10.97483058,10.40045143,11.03745191,4.459840549,4.450909987,3.468842095,10.01452248,9.869212463,7.302440154,8.713645457,9.968709516,8.809448491,3.320730118,8.902284019,2.982750977,11.16268211,6.807663742,10.04847045,"Healthy"
"GSM1691749",6.010096561,7.485691183,11.34309983,3.570360418,9.808758173,7.137717484,5.03104681,7.216361902,10.10954394,11.3175082,7.228609379,7.37581617,2.584009529,2.399790159,3.971121434,8.107849238,3.349971282,5.468751755,3.388924575,5.280032054,8.813852715,5.300367284,3.257806716,6.575082365,7.350555562,8.312393256,10.66874322,9.278674067,7.106370327,4.196436171,9.53213282,10.03247924,5.221584564,4.471458609,9.379526666,10.34100778,9.724217567,11.14040514,4.339632562,5.104327708,3.35313842,9.24969631,9.322020796,6.870681881,7.06432777,9.838836829,7.710820808,3.321941592,8.224708406,2.929103262,11.05544092,6.989879775,9.176031726,"Healthy"
"GSM1691750",6.73716903,7.408621766,10.96076009,3.483426069,10.22764829,6.037909774,6.39781383,6.030458734,10.6718946,10.49106033,7.496204839,8.050408888,2.291739654,2.849320163,3.686498494,7.55603183,3.185103822,6.178352264,3.642801923,4.31706363,9.355618673,10.01802815,3.149548734,8.49253135,9.070649105,10.59846113,10.91206489,9.322510903,6.163934325,4.243648178,10.58338037,10.44165317,5.927375873,3.741739604,8.808007679,11.81813182,10.6802679,11.73614501,3.638102953,4.653633903,3.558081117,10.4228181,10.74756373,6.401113189,7.929029338,10.23285357,7.636090362,3.275191387,10.7332046,2.678029983,11.54371624,7.086922535,9.965127615,"Sepsis"
"GSM1691753",11.34109366,8.910940905,7.087582266,3.836747134,11.63050955,5.826191067,7.66903376,4.63276105,11.29103879,9.575240912,6.179465407,9.96712744,2.661967964,3.063385328,3.340342106,10.59319255,3.46286061,4.812254787,6.022378944,9.618056761,10.58862137,9.0999739,3.692933379,11.05509143,12.71163327,11.6330601,11.03523257,8.935487515,6.072587297,4.328584296,9.093923354,9.853978545,11.81092727,4.600970173,4.996834476,11.75972121,11.25747581,12.41414386,3.54408839,5.1521547,3.77251238,11.13384011,11.21140583,7.389335975,10.42820546,9.596661835,7.516098309,3.396665159,11.76316827,4.348004565,11.84215675,10.85730953,9.523429913,"Sepsis"
"GSM1691755",9.616263749,6.690006589,7.183216635,4.081371606,11.62852875,6.561621908,5.140483262,4.496295671,10.51504262,10.36239737,6.750029323,8.748994669,3.207276644,2.59085613,5.017912808,9.317039114,3.664490127,3.957863493,4.952318911,9.710681549,10.29129936,8.871843373,3.446172635,9.047933827,11.85443332,8.429941015,10.99632942,8.699330289,7.300332799,5.42040485,10.42251014,8.103196005,11.87015347,4.648803701,5.679967872,12.24990228,11.32705315,12.46359773,3.707537998,4.761627047,3.777897425,11.04665744,10.81975726,6.353568975,9.796546772,9.194806677,8.142608977,3.900869428,11.41043852,4.496793587,12.19792625,9.802798798,8.145783634,"Sepsis"
"GSM1691758",11.76632955,8.718983712,10.3003339,3.514864911,10.43956487,6.977795201,7.911187912,6.255674241,10.90302783,10.44970381,7.121158955,9.957234431,3.015359361,2.643391074,6.407984585,11.87923846,8.098056202,11.40441581,8.623215488,4.279894611,9.680021947,8.716234822,3.481656484,11.44449389,12.99931999,9.505193499,10.85177344,8.900234464,6.644263972,4.572540444,11.00986683,10.3368686,11.50300677,7.070851938,7.281878133,12.18882013,11.85042925,12.67847826,11.30996106,4.905649541,3.56586941,10.27906256,10.38759245,9.955105144,11.24924377,8.935906412,6.269485356,3.379694596,11.02957874,3.89617775,9.580222288,10.27414798,9.585959637,"Sepsis"
"GSM1691761",5.850318732,7.230932509,9.919738645,3.682335609,11.420707,6.253621357,7.000370075,6.406860273,10.59126945,9.729124321,7.353173518,10.06227637,2.777119968,2.414053137,5.916099464,11.4636992,3.416438385,8.393805137,4.062572453,4.484583322,10.41248775,8.929292898,4.033138628,8.816532631,11.11318482,11.79112265,10.94204179,9.388517731,5.37043008,5.004063854,11.36624777,9.834861969,11.55220328,6.776028404,7.906899243,12.21540806,11.4824429,12.74223066,4.683494606,4.84170251,3.282471898,10.38278435,11.31928157,8.747544763,9.409563844,10.0997532,6.668387028,3.743192582,10.97639758,4.325960185,11.08805347,9.372230814,9.119790764,"Sepsis"
"GSM1691764",10.90943719,8.901898837,9.583653979,3.635497519,11.42645196,6.494967501,6.329309829,5.808592775,11.10418783,10.62102661,5.449968041,8.729731548,2.410995131,2.32196054,3.315871274,9.736025258,3.767611356,3.96091616,5.381626965,7.637099574,10.06238919,7.97985387,3.667705219,10.73044851,12.8354635,11.43423244,10.80153817,8.992212545,7.828435902,4.520533168,9.618714401,9.705478011,11.49886065,4.49255738,7.394727032,11.83131148,11.40960102,12.44781453,6.167887354,4.62825751,3.480817949,10.08587493,10.98009466,6.590579842,9.426613677,9.308727352,9.478426418,3.474313186,10.24424878,3.535751773,11.7302384,10.70380798,10.44845873,"Sepsis"
"GSM1691766",7.569801591,8.515940911,7.387677603,3.47161034,11.56056309,7.635309174,6.357699218,4.379538024,10.86590965,9.488156168,6.570545479,9.67159998,2.468545715,2.418977453,3.928948844,9.291344926,3.150362937,5.626213538,6.250538181,5.948404541,10.47660377,9.865246568,3.201486586,10.42369566,12.61098189,11.25968957,11.64487844,8.910365068,7.491139445,3.592421552,10.59656928,9.039069411,12.05715895,5.76206053,6.329418538,12.1523365,11.47249438,12.67816741,6.083254274,5.061951642,3.538600647,11.44667584,11.28111834,8.142756798,11.167901,10.18451072,8.673210661,3.629115014,12.14810786,3.703617892,11.61607029,9.967105913,10.50299901,"Sepsis"
"GSM1691769",7.914214805,8.726494874,8.952856642,4.179119469,11.52696309,7.340700027,4.841269437,4.914117816,10.92684373,10.57036403,6.479663746,7.752497016,2.531780298,3.040536306,3.840182322,9.473459737,3.770372051,3.91041766,5.296783617,6.145941479,9.973032054,7.865946528,3.572504209,6.388667953,10.12134297,10.20402781,11.15224098,8.761080587,7.216319962,4.674487954,9.978134254,9.649835105,12.18359574,4.451942836,7.33508048,11.97782127,11.41609501,12.47295645,5.653525641,4.812771344,4.241147662,10.62257051,11.30211954,7.277027538,9.454398671,9.736058613,9.411246671,3.565406115,10.06826622,4.422146296,12.16322765,10.27961523,10.77526606,"Sepsis"
"GSM1691772",8.423998697,8.105575377,8.299134375,4.151959736,11.55979698,6.696172836,5.517870089,5.359900331,10.80667878,10.60509548,6.464992468,8.53301564,2.957449257,2.479793633,3.973037307,9.974254185,3.168302655,3.844478145,4.245857216,5.777565207,10.48886488,9.741607047,3.601242961,7.876822895,9.588291934,11.52770768,10.89226642,9.638090269,7.025511706,4.576840019,9.342421824,10.37437318,11.27925434,4.62091722,6.797699203,11.9763642,11.56893491,12.67059702,4.047241426,5.321935432,3.413642274,11.13311194,11.35753628,6.408334229,8.875955503,9.735213599,8.329855104,3.740629188,11.19190564,3.673649044,11.78521295,10.37244593,9.98852386,"Sepsis"
"GSM1691775",4.997575107,7.783617485,9.587465028,3.63764462,10.3568592,7.297980217,5.987635372,6.398972721,10.07980435,11.00853794,7.437675433,7.058900605,2.471198513,2.308323638,4.542510705,8.214522806,3.384878017,4.323687317,3.425648903,3.728153781,9.92634073,7.190866728,3.211218189,7.75860624,9.679025089,9.843931721,10.70615114,9.755014388,7.221746695,4.333770886,10.05122594,10.29094164,7.518104683,5.269505692,7.391499977,11.82049947,10.99919574,11.91007383,3.780252333,4.888138204,3.615456971,10.328799,10.05807321,6.410856384,8.380404948,10.15717568,8.644269607,4.177183678,9.733865518,3.714926296,11.27497489,7.113552982,9.72675518,"Sepsis"
"GSM1691778",11.6942904,8.626770653,9.115088038,3.890693053,11.53114173,6.655615399,10.00639073,5.448193443,10.29034539,10.35919901,6.90697472,7.457700403,2.940518647,2.211554471,3.445913332,9.369534543,3.356507883,4.260754444,5.067087999,4.040455038,10.8287869,9.891866186,2.963779499,9.736812534,12.13517634,11.40973194,11.15344884,9.596156349,7.473404326,4.33473069,10.23778213,9.864143928,11.87827303,5.471581039,7.460100818,12.01262593,11.37136759,12.35867975,3.085382138,4.542887472,3.281289155,10.59030481,10.73632814,6.688887003,10.69245863,9.972118723,9.197302197,3.189669805,11.39030378,3.528334788,11.51377616,9.344176076,10.10447053,"Sepsis"
"GSM1691781",7.711977897,9.01375054,8.617342373,3.651567399,11.5517036,6.08931876,5.363399507,4.995359049,10.58351581,10.37677537,6.468707609,7.636386426,2.343944764,2.6995942,3.948345338,9.824562606,3.481048484,5.39895205,4.78722035,3.583613015,10.87255245,8.49094701,3.242161811,8.349596306,10.82430741,11.32544368,11.01967648,10.24816121,6.648002956,4.057653747,9.016479462,10.4368725,11.44036546,5.324443871,7.02938176,12.20270062,11.62103131,12.66687991,3.603066754,4.212504842,3.318788504,10.91198417,11.42562269,6.205345693,9.31344041,9.360259545,9.318095233,3.358004004,11.44544593,3.607156875,11.74642796,10.74987357,10.57716906,"Sepsis"
"GSM1691784",6.164010332,8.372573294,9.290992937,3.915448445,11.12383194,7.457018249,5.305302419,6.360424008,10.41704794,11.30733313,7.085677368,7.248855598,2.960494645,3.323614403,3.699279547,8.87172919,3.292848128,4.431032076,4.707490447,5.814351299,10.24226842,7.569723148,3.112200379,6.689753575,8.238978123,10.39558441,10.84866303,9.560674734,7.579740301,4.578983564,10.08875335,9.859364001,10.31184843,3.92804308,6.993147037,11.62883739,11.46725153,12.42129679,4.384633599,5.217977144,3.359296326,10.62524511,10.48155131,6.440817741,9.633286086,9.863779906,9.769855259,3.743119245,9.947117161,3.920270865,11.73583958,8.974042144,10.54733049,"Sepsis"
"GSM1691787",4.25208674,8.933440276,9.477384977,4.527039689,11.33603626,7.780374003,5.113123396,5.293091646,10.60627123,10.32114584,6.356043154,8.49411503,2.509327246,2.460008618,3.262443735,10.27460804,3.136003248,4.996519766,4.792077904,4.876124438,10.24809262,8.076483642,3.7518846,6.057648865,7.132809022,10.63760235,11.15708874,9.794680794,7.79113427,4.22417276,10.52937885,10.20337128,11.69126409,4.387921078,7.61508731,11.6446344,11.140258,12.23822106,4.083245443,4.51102441,3.76103558,10.56100166,10.82952461,7.541398049,10.02337918,10.33821845,9.360799427,3.678384054,10.21004056,4.534763203,11.48967811,9.704373756,10.83720337,"Sepsis"
"GSM1691790",5.474456367,9.022383375,7.798562459,3.53209655,11.19368566,7.274235513,5.719345148,4.91506019,10.63435381,11.0390999,6.660932458,7.227342345,2.890748904,2.339614119,3.791578588,9.376137882,3.157581554,4.677643431,5.128080436,4.381076013,10.52229393,8.980094399,3.511630776,7.142497982,9.2401409,11.330548,10.90416133,9.450743817,7.420651061,5.244406733,9.497846086,10.24882569,10.5209074,4.397183706,6.535608304,11.94198014,11.3457077,12.54568094,3.392903827,5.092253438,3.835235046,10.67199938,10.84267274,6.35636337,9.402523258,9.883000185,9.751401213,3.284114097,9.710555892,3.921934066,11.77983414,9.548887294,10.41722303,"Sepsis"
"GSM1691793",10.04202703,7.336487381,9.34974537,3.977172532,11.05504258,5.836675979,8.045891931,5.557874447,10.40977993,11.02665028,6.155934578,9.409009248,2.495906356,2.63541452,3.855451269,9.782640535,3.78844748,4.14501035,4.309883056,10.46277077,9.475253977,7.41308605,3.274436453,10.14892233,11.56549331,9.818119988,10.82952408,8.869673284,8.068165043,4.84215846,10.64000381,10.12407378,8.978009305,5.084892039,6.965084297,11.46728105,10.82873994,11.8774962,5.314846602,4.931736566,3.997776107,10.45195465,10.43236215,7.139651646,9.622770259,9.477506263,9.041320638,3.420255129,9.749459279,4.362515218,12.16083086,9.249038432,9.265205214,"Sepsis"
