"Sample","OLFM4","NLRP3","CCR7","MAPK14","CX3CR1","ELANE","FCGR1A","GATA3","HIF1A","HLA-DRA","HMGB1","ICAM1","IFNB1","IFNG","IL1B","IL6","CXCL8","IL10","CXCL10","ITGAM","ARG1","LBP","LCN2","MMP8","MMP9","MYD88","NOTCH1","P2RX7","PDCD1","PLAUR","TREM1","CD177","PTX3","BCL2","S100A8","S100A9","S100A12","CCL2","CCL19","CCL25","TLR2","TLR4","TNF","C3AR1","C5AR1","CCR2","VCAM1","IL1R2","CALCA","TNFSF10","SOCS3","CD14","Label"
"GSM4683522",7.36042107114031,9.59998596514979,12.679934559441,12.1260703061493,12.8771836548757,6.62542336663778,8.95139602657421,10.2047154138936,11.629290941253,14.528492988614,12.2724068254254,10.275418882405,4.340109676233,5.70408880840526,10.0740625666099,4.9681035366435,8.20007745204492,5.26312352594832,5.56858495619004,12.8078092699592,7.25955056133098,4.340109676233,8.64282464507884,7.79883012944517,10.9818284282122,12.9346363621405,13.0171478521405,9.60288411899015,8.04172187051641,11.141739186269,12.9663270496359,6.85442612129592,6.19184648155001,11.6809131398202,12.3366682224754,15.6710569491938,9.96457016916825,4.9681035366435,4.62272749511804,4.73915771304831,12.5759936416523,12.4880675269049,8.83776502447398,10.2367751788183,13.8733774118045,11.5627957094167,4.62272749511804,10.4464380008333,4.62272749511804,11.9875019529264,10.2534637411042,12.9563125241497,"Healthy"
"GSM4683523",5.85477520317696,9.63568761051565,12.4118943967246,12.3957317439116,12.9604703819779,6.07244413606062,8.78717390756483,10.0225445393434,11.5100037099967,14.8393488822091,12.014225883183,10.1339536271241,4.340109676233,5.61468518888167,10.0037024355914,5.29867290685524,7.9240312443567,4.99274702063363,5.5842936248366,12.5903543359149,6.59971786441706,4.340109676233,6.7366716779469,5.64419858123043,11.0903218261469,12.9421934348408,12.8189919566664,9.73900690550797,8.05868484531361,10.9149158356039,12.2510055763752,6.77171106675114,6.80586191435972,11.1600306609015,11.4753878702467,15.1959541592109,9.33754311990598,5.20996387562187,4.340109676233,5.20996387562187,12.8957010957608,12.3932464261223,8.32195150313512,9.78663783625888,13.7345032640749,11.8206473804562,4.92482617379046,9.78663783625888,4.340109676233,11.6490716142577,9.82068283759027,12.9485167137412,"Healthy"
"GSM4683524",6.40491146252575,10.217558433685,12.175735363025,12.2569751109126,12.4458756433597,6.24538719419837,9.35067211302021,10.0824045452557,11.3747229827716,14.6596402119444,12.1452836751588,10.2230379089302,4.340109676233,5.42826062463017,10.3182662920019,5.06925122418369,8.37912506734258,5.24880075860315,5.90940818729964,12.6895698039082,6.5221278888849,4.73280014606371,7.98894922580987,7.29623495321523,11.1245281472996,13.0445354734694,12.8883944863852,10.0354216510258,8.20103796115232,11.1058691775363,12.7659878516732,6.62970084729085,6.49697763828219,11.2134485238417,11.7183661200638,15.6344757591918,9.76186523747676,5.32512707600298,4.340109676233,4.340109676233,13.020356810405,11.8974791484672,8.88559776124326,9.9321422897507,13.7419002418241,11.8463367248521,4.82032145154633,10.3478253024772,4.82032145154633,11.9836419046169,10.4810775628157,12.956158087981,"Healthy"
"GSM4683525",6.55714844039119,10.6498663994435,11.9310331440851,12.6539305279209,13.0499941696535,6.00030483638811,9.47317440588015,10.2912552265863,11.6727757220601,14.4831511158433,12.0003461629048,10.5425816935442,4.340109676233,5.13744682947482,10.621087461096,4.77015529234871,7.73836446921933,5.80273767452322,5.95399874620508,13.214501757875,5.8808816060211,4.340109676233,8.12075042013361,6.90168482484721,11.8557530464225,13.4461106601109,13.5968522284186,9.88656737213849,7.82815977270583,11.4232486070944,13.1299304244588,7.71342640628238,7.00989194396261,11.2605879843909,12.5050701735336,15.8833559012207,10.2434953576519,5.45422904267025,4.340109676233,4.86584417855035,13.5081526021744,12.8635825646533,8.65136042192278,10.6285427851205,14.4834937086153,12.1182897243579,4.340109676233,10.5729537889729,4.77015529234871,12.3879519731614,10.6185937641728,13.7612823808089,"Healthy"
"GSM4683526",5.89092003314803,11.1653865595799,12.0919618050712,12.5387195321236,13.4254881006388,6.24390945400354,9.48706327307299,9.95395264720296,11.7953029941789,14.2157675266615,12.1314860740513,10.7238947408258,4.340109676233,5.77042947757702,10.5501699658601,4.84355096141838,8.53111812283261,4.75185771973972,5.7955932118831,12.8967348551004,6.09961914388963,4.340109676233,7.60385058619354,6.68597114987918,10.165976174057,12.9706910597909,13.3917732925468,10.0576865860017,7.8595013167597,10.9926754040185,12.3321012492636,5.91354854166543,6.35777743094875,11.3026356265625,11.9480640193934,15.2500000902442,9.20764216256359,4.92046657970634,4.340109676233,4.63175182320352,13.1843647063048,12.8712155991874,8.52133921922001,10.2441467921009,13.9485296301906,11.5902505438731,4.75185771973972,10.2162090039194,4.63175182320352,12.1405369619525,10.5833527423446,13.0696130816773,"Healthy"
"GSM4683527",7.13883051788226,10.6382078752152,12.2269361837704,12.5432618994434,13.2720656542536,7.83757517258177,9.71645676906595,9.78683395149885,11.631128838352,15.0646215834844,11.9952917914456,10.4808771583412,4.340109676233,5.72500494865191,10.0419095032202,5.22608106308039,7.8705892946893,5.43601636770116,5.85668853674601,13.0258968297676,6.93180898789824,4.340109676233,9.09484159920136,7.69725646745609,10.5338304006796,13.111325338943,12.9162540824634,10.4405279991012,7.38176849772768,11.0240668819536,12.4705540464553,6.481126198963,5.99678104575472,11.1611386069869,11.9759767558793,15.5559272885486,9.68301487381982,4.63955820968792,4.85693330584343,4.76284054972964,13.2727040904877,12.8157506588633,8.82315610491366,10.2060397216989,13.8638160642286,12.2906073466171,4.340109676233,9.93751302723995,4.340109676233,11.8004350838726,10.6158359049593,13.500499682988,"Healthy"
"GSM4683528",7.19460132369865,9.80748287508119,12.4706701677917,12.981076030368,12.5956464083132,6.71002277961421,9.06953477023467,9.98367271006905,12.2413151007718,14.1321487208801,11.9354072848492,10.9625021996406,4.340109676233,5.20876523130838,10.9597638439777,5.51488724263985,7.41385011991217,5.09515595048271,5.51488724263985,13.3901207434265,7.69274030654948,4.340109676233,8.52577067246628,7.70599733054014,12.9326768475824,13.4285020799743,13.9969596278956,9.24866887703426,7.33882414260284,12.0649507231747,13.8725571408956,8.544220362209,6.65472868038035,11.0963071790207,12.4668182739865,16.2090567248054,10.971366121558,4.87701831944434,4.340109676233,5.62043444554757,13.396335852471,13.1936524651032,8.25695004401829,10.4060807211317,14.8253095929765,11.4998488404986,4.65128247393536,11.0338877637746,4.77932978137596,12.1511834732364,10.8648888225052,13.2563588783625,"Healthy"
"GSM4683529",6.81596825617439,9.56535654982462,12.224483503999,12.3221970834379,13.5092719430383,6.45518672647657,10.3461507602374,10.0646029348175,11.6413706531491,14.5231668798919,12.0224374171027,10.4803762709501,4.340109676233,5.81482685332893,10.2950151201054,4.84158782840444,7.19445292582116,4.91821089526712,6.09343333263389,12.4832486211458,6.30347875998245,4.340109676233,7.91589420886674,6.440796603666,9.85843573387659,12.8360274882308,13.1624344058426,10.0545743421037,7.93068818203587,10.999626325324,12.8767416021435,7.06442615112735,6.03476076046661,11.0007871325193,11.4331625771806,14.9465341469611,9.05654022157485,5.24537112652616,4.340109676233,4.84158782840444,12.8150663421226,12.6984754971971,8.59060851976715,10.2360959068844,13.7258403063028,11.3545339689873,4.9853871905691,9.86992025466451,4.63060700908684,12.2006903824089,9.83258213376481,12.9028975887207,"Healthy"
"GSM4683530",5.90145968198256,10.0360504822717,12.6224443665021,12.2891844486938,12.8674991657045,5.80558701325198,9.31814377399731,10.4423014407202,11.5691751157805,14.5295078412541,11.9025225693099,10.5312866535967,4.75490234004372,5.64399358231451,10.2094237295852,5.29851776738125,7.89817781449181,5.33953837808706,5.83033247757129,12.8141269864415,6.66339656280193,4.340109676233,7.29222029360193,5.72782700636733,11.0724450197,12.9376875554546,13.111946964054,10.3870580652959,8.28284181493563,10.9326005294269,12.7518445874956,4.84726112097637,6.57291089615429,11.6283770513992,11.3486299031069,15.1245643162168,9.22153112432022,5.33953837808706,4.340109676233,4.340109676233,13.0461857580299,12.5533166829186,8.81946777604804,10.2479453033451,13.7020757004261,11.7544596127772,4.92472940530471,10.0091516701953,4.340109676233,11.7991653659061,10.5629882502222,12.9447998242946,"Healthy"
"GSM4683531",5.35922812757835,10.2932620732867,11.7879101627943,12.82466792895,12.8022569336181,5.64832186707283,9.78586592024467,9.85569546275854,12.0457707402451,14.4098562759272,12.0554158376294,10.4594312797662,4.340109676233,5.19331984067846,10.6742922466734,5.53034863213206,8.39169520958808,5.23807090836159,5.46561464300466,12.9803266306245,7.59968802345206,4.340109676233,7.08243235292977,6.09921670553737,12.2772286356859,13.2852328148573,13.6232799045541,9.89184539859272,7.69396305626562,11.7115358543962,13.4169773052031,6.42583677009671,6.67418809501958,10.9561130023404,12.3045236679593,15.8207067611902,10.5299278227126,5.04006421636858,4.340109676233,4.74685541896114,13.3660683323567,13.4688342194282,8.81251719036965,10.1758537492352,14.5041804444866,11.8193048540197,4.91346144381232,10.7784761891759,4.340109676233,12.5266253822392,9.94620452077235,12.9901302637579,"Healthy"
"GSM4683532",7.99175635918606,10.5562002620989,11.0463866330337,12.8776436631454,13.5675093980089,7.52259372887781,10.1241302035153,10.5539357610831,11.5949104988488,14.8212166932728,11.7591897360992,10.8220182391949,4.340109676233,6.00012067808751,10.8413342443968,4.90527377259148,7.73138794398959,5.26729353704739,5.45009843676964,13.4182614631059,7.51003617594391,4.74101015974873,9.74309009203163,8.57065827068584,11.8434855744888,13.3134141707749,13.399679962434,10.0403207664283,8.30849487456985,11.4583286184514,12.9064721406527,7.28476171840378,6.6223259302158,11.2628600912807,12.1618737849922,15.6666629258149,9.84789266826692,4.6240436301017,4.340109676233,4.74101015974873,13.1466417391243,12.6140151869177,8.79990748579297,9.71227181228571,14.3131692161829,12.3123335004266,5.87539839721472,10.3064865198605,4.6240436301017,12.1966377641766,11.3922726480084,13.9026688854068,"Healthy"
"GSM4683533",5.69328153074785,9.91460031571002,12.2174781694044,12.7945611218742,13.1120822972102,5.94805327424952,10.5246555848628,9.94169914237032,11.7112417837916,14.3192745217654,12.1460765294145,10.6386297957304,4.63876539339063,5.72158305883745,10.8073326875963,4.63876539339063,7.65990669890944,5.00326355428487,5.57172104060861,13.1442249273013,7.01876654788482,4.340109676233,7.1239130743631,6.54866965700373,12.0915465426868,13.1144931955555,13.6267372273372,10.2209127053035,8.38238620515983,11.6847641596139,13.167085106161,9.13100098640771,6.38375357718297,11.3741659401474,12.832442262702,16.1119029744517,10.3660795836378,5.22379802020262,4.340109676233,5.00326355428487,13.2690106315031,13.2366973814134,8.30072419222875,9.79798136054598,14.2349106868952,12.1047316461427,4.85557452340563,10.5970392625326,4.85557452340563,12.5806446087718,11.4734124420084,13.4243146675761,"Healthy"
"GSM4683534",6.2547572462613,10.0442733679553,12.6160522201102,12.8221119295503,12.9063342882456,5.76565323519286,9.46209927849302,10.0476502331776,11.6985186161873,14.3143006482744,12.1973432176446,10.7459397989059,4.63070340227809,5.50812296605571,10.7285161224867,5.28836824867696,7.80322932136092,5.36776785140136,5.73997045099541,13.1421002789285,6.69100597352965,4.340109676233,7.29109820666193,6.38216147095032,11.3940046085608,13.1164782868148,13.6411274493781,9.7817105872459,8.45533672863783,11.5619745208283,13.245542901889,5.68668971505288,6.2378876939845,11.6318615022652,12.5082908769961,15.7629661909952,10.0610791468309,5.54018045202024,4.91840083358083,4.340109676233,13.1976002521921,12.7078112390811,8.63111982031969,9.75716483239086,14.2025267946744,11.7694049014831,5.15264142702118,10.1125033737322,4.84175312979025,12.1381425215567,10.5287916415529,13.3673841507014,"Healthy"
"GSM4683535",7.13728721040654,9.92941470512946,11.99677868533,12.341788505284,13.6381812263181,8.62593498415228,8.86375909026847,10.3255028403265,11.5458751558274,14.1481494782696,12.4864967968681,10.3599018574915,4.340109676233,6.47707279531201,9.95272241187698,5.03300882442463,8.17549841114992,5.08735933309408,6.42168625661729,12.6514942701114,7.617441529575,4.340109676233,9.01331648880195,8.86375909026847,10.8754250026337,12.6227324278004,13.0682707824971,9.96079188245919,8.07235365934061,10.8923946101069,12.0068308287726,6.91221350641106,6.80008748082388,11.118352030377,12.5732333521075,15.6568104140964,10.5763927108677,5.03300882442463,4.340109676233,4.62524688367892,12.5059210403319,12.1078351061618,8.55748506472392,10.0553353673825,13.3961349045882,11.6500327642542,4.74270365587882,9.62583121353765,4.83239424954514,11.8922060355737,10.1977134872299,12.429720493877,"Healthy"
"GSM4683536",6.81554872046895,10.4727641735129,12.0809921447441,13.3296108535541,12.8125723976549,7.66528262356303,9.59762690740463,10.1317198733976,12.0168381847732,14.2987136729861,12.1635752171821,10.7650101770537,4.340109676233,5.23122681941611,10.1482969000026,4.65954658236724,9.71015643659274,4.340109676233,5.75014950298244,13.8679261633558,8.08905466524828,4.340109676233,8.18656919023838,7.1528976991167,14.3364709335908,13.3626235402797,13.8145162125111,9.98609500559371,8.02384611856934,12.1073107776277,13.3797282994148,9.10650353477875,6.61679744875177,11.1155515516882,13.3642613302686,16.5826552491039,11.8048452042867,4.97515013053161,4.340109676233,4.340109676233,14.0707026384987,13.5046567840711,8.60512032877845,10.1045323232089,14.9170326059149,11.8550219878575,5.58178882972092,11.3296509939111,4.340109676233,12.5573348259961,10.8225420009038,13.7545845597542,"Healthy"
"GSM4683537",14.8600076656926,10.6894456195694,10.0723892318053,15.792458295779,9.3821641879519,12.4893635458738,13.5098150048574,7.84340232528113,12.1989218858077,12.3573110102281,12.439312916501,10.7218514893154,4.340109676233,4.340109676233,11.2997463991934,4.92798329629278,6.2484757632223,7.41861220400056,4.340109676233,15.8904626161775,13.9523327078777,4.340109676233,15.7124916213484,16.6660179632021,18.3148641113321,14.2667394889817,12.2648784940653,8.0813825872509,6.68671716706202,13.2564360770909,11.9375237478824,18.1371741902525,9.20576358738275,8.99022261223172,18.4260978087647,20.7565509446981,17.5740981684378,4.340109676233,4.340109676233,5.34496067057793,14.7108758291405,14.4028613979352,9.70769435432825,13.3667278065481,15.475664676146,11.252133800016,5.16593150407289,17.6765319240729,4.340109676233,13.0619120557445,14.3152050653434,15.9042044951909,"Sepsis"
"GSM4683539",11.6969205067989,11.6694103833838,10.8162433130723,13.8987776892656,10.8152962613152,12.6557000882309,10.0561939995139,7.67334054185364,12.8204980263411,16.1521929536874,12.3831179822485,11.8710643136579,4.340109676233,5.11059898392104,10.2481116426002,4.68794947322734,6.71737266146688,6.41604618049776,4.83085244483935,14.9504088541297,11.9321789420694,5.86587005913271,13.5807607328458,12.4961570319015,15.6479340590656,13.8595851297723,12.9469302523611,8.85538428194345,6.9347073193089,11.8660431480438,14.0968575157835,10.8048374423431,8.44341503680498,9.14228710604312,16.2714776905588,18.9066842655697,13.9266670010251,4.83085244483935,4.340109676233,4.68794947322734,13.7315487624038,14.091196512283,8.4384868401738,11.8792432546234,15.1652401276418,13.2642615128345,4.340109676233,14.7875302687095,4.340109676233,12.5495197858984,12.9028140735276,14.4607538791935,"Sepsis"
"GSM4683541",15.4720160750723,10.5973592627514,9.74981480643276,15.4115473679227,8.342266983048,9.18941067097865,13.7333115361066,5.56072309409886,12.6352179902517,13.2819637490092,13.1594113253018,10.2215269480013,4.340109676233,4.340109676233,10.7702326544893,4.87320602172512,5.56072309409886,8.58299144750423,4.340109676233,14.9764491531656,15.0777655999004,4.340109676233,16.8133205238197,18.3399646635044,16.6609007051673,14.4204516473829,11.9205637787396,8.64999313875477,6.73586169169412,10.9162563238249,11.5034058854793,17.5097847539518,8.39134571287694,8.00608584244775,19.851713081725,21.7111659692663,18.8662554795541,4.340109676233,4.340109676233,4.340109676233,14.3924858708255,13.340712337023,8.19791752328266,12.3488345673109,14.1247141377118,12.6096198689537,4.99119812177206,17.980568719147,4.340109676233,13.1880154995448,15.4346920040291,13.389661427084,"Sepsis"
"GSM4683543",8.84061162115587,10.5960881669717,10.5344423293105,14.4620321939892,13.1115933749057,8.99218300608617,14.5565404106994,7.49331151231064,12.5167944839721,14.7535689434991,12.6899210329478,13.111211922029,4.340109676233,5.4117848945322,13.2447235447254,5.34070608307509,7.19877302127864,7.21430156986,7.43520275831125,14.391009246441,9.05709101822279,4.340109676233,10.0838330205012,10.4476530008645,13.9340608607281,14.676211036674,12.8157387892384,9.57403597178977,7.42195658322678,13.2868787816807,13.2829327786296,15.3665565734969,7.43520275831125,9.3069815455618,17.9638354991742,20.1680228132647,15.5695357453219,5.08098379356299,4.340109676233,4.82814243103156,14.8748880549408,13.7359403007233,10.4858261349399,14.5533615232292,15.0808974360024,11.8866538435586,4.340109676233,13.6038932335147,4.62276859543207,14.0550803127967,14.1583225330786,15.0688343996863,"Sepsis"
"GSM4683544",9.77111085363046,11.2398984385003,9.45112813715907,15.1831081031755,12.8458169885087,6.97193662474234,13.2356794791432,6.78945634296555,12.5610555237542,13.5041544960112,12.2005946292098,12.4934951376145,4.340109676233,4.340109676233,12.6311997490152,4.340109676233,7.0222405359689,8.96152783019488,4.340109676233,15.3488985702503,12.0918989435039,4.72464860948162,12.5093416187026,13.9940961196209,17.3209851352532,15.3474467371316,13.1078622648876,9.70505768192628,6.01231740709289,12.8593690648264,13.8640083996335,17.2718855251323,7.00567662283162,8.24121114029635,17.5098453454367,20.4353377979854,16.0585165225739,4.340109676233,4.340109676233,5.00229595152379,14.9878784039877,14.6227991497699,10.0066330003193,14.184901091975,15.8321152617511,12.3809386700119,4.340109676233,15.5268961388225,4.340109676233,13.4816938262511,14.8096389667712,15.5573997323894,"Sepsis"
"GSM4683545",10.5214074951472,10.1871783400754,11.6318467757024,14.3058135761627,11.3360985492782,13.6004841765221,13.6916609581311,8.02837174725518,12.2747592240244,12.8797919161709,13.0850201020246,12.1166006882285,4.340109676233,5.35107706742343,11.1498535483809,4.68322694788356,6.77172454922962,5.94151022430932,5.91079359186227,14.9392271424866,12.601433922272,4.68322694788356,15.2041616467051,15.4235711547023,15.4662340062917,14.0949111936845,12.4588731589873,8.07866488489938,6.83325256425904,12.595811541447,13.2452913481684,17.0323987047714,10.0575683195198,10.0403188640702,19.2973604130759,21.0831918278798,16.5437657326652,4.68322694788356,4.340109676233,5.02160869671005,14.197466905385,12.6885339240268,8.60498268322538,12.8418422585362,14.6827129084496,12.2253300516544,4.68322694788356,15.7983299678357,4.340109676233,13.3574481061552,13.2638124845288,15.2849532488689,"Sepsis"
