"Noise_Level","MCC","F1","AUC","TPR","TNR","PPV","NPV"
0,0.536763164530634,0.727786269286269,0.8565,0.73,0.79,0.760464285714286,0.79506746031746
10,0.484858530183986,0.701368777126353,0.829833333333333,0.686,0.781666666666667,0.740952380952381,0.763543650793651
20,0.378095960003493,0.631297826752372,0.782,0.614,0.733333333333333,0.687571428571429,0.705646825396825
30,0.425260826358955,0.661785048285048,0.821,0.67,0.736666666666667,0.697984126984127,0.749968253968254
40,0.411914995516977,0.648777888777889,0.812166666666667,0.646,0.745,0.703392857142857,0.734468253968254
50,0.365387631091179,0.645913641913642,0.761166666666667,0.676,0.665,0.652313492063492,0.719873015873016
