"Sample","MAPK14","HIF1A","HIF1A.1","HIF1A.2","SOCS3","SOCS3.1","MYD88","MYD88.1","BCL2","BCL2.1","IL1R2","GATA3","GATA3.1","IL10","BCL2.2","BCL2.3","MAPK14.1","MAPK14.2","MYD88.2","MYD88.3","HIF1A.3","HIF1A.4","MAPK14.3","HIF1A.5","HIF1A.6","MAPK14.4","HIF1A.7","GATA3.2","MAPK14.5","Label"
"GSM1602802",10.43374323,9.699555596,5.711585407,7.157137693,3.22827309,8.707979708,4.24369731,8.895218662,4.403540827,3.385998346,10.75206357,4.787498927,3.420797229,2.512702599,2.247471718,1.992446248,6.992901403,7.588835365,4.824281328,4.945707858,6.476348304,6.36676403,8.464756608,7.529209489,7.616355349,6.440130995,7.304922244,2.85340352,9.454764631,"Sepsis"
"GSM1602803",9.73377127,9.478320741,5.19030223,6.582866814,2.647770256,7.16161498,3.754863577,9.031128889,3.785118551,3.258682078,11.71519983,5.107897997,3.065679897,2.521144103,2.280223707,2.188275609,7.625250637,7.33519109,3.998091658,4.703984109,5.997077955,5.801100232,8.483431258,6.999406378,6.79168734,6.441207625,6.758259849,3.300717492,9.537784072,"Sepsis"
"GSM1602805",10.34862653,10.123978,6.688849592,8.038400184,2.626698513,7.457073309,4.375531944,9.23978461,3.116412382,3.112105667,11.07383794,4.272035187,2.413068402,2.53404109,2.312299539,2.675170216,7.521275786,7.585104173,5.156807501,5.595551595,7.124061178,6.935595538,8.44574198,8.30617854,8.123953691,6.978910814,8.034586126,2.739942968,9.519134952,"Sepsis"
"GSM1602807",8.739858979,9.777513382,5.917761937,7.391730561,2.431036587,3.841860393,3.929661634,8.9301877,4.515063169,4.569816687,8.319310702,6.691826821,4.749855409,2.124148267,2.795675227,2.57351313,5.761087123,5.021104066,3.860582184,4.775826218,6.717981203,6.531350796,6.778646168,7.569371727,7.696000476,4.769080902,7.420093848,3.868861748,7.38550933,"healthy"
"GSM1602809",7.977012629,8.725409093,4.841499192,5.805405993,2.259802055,2.369248019,3.697308331,8.402549766,4.612286391,5.009113241,6.677033107,6.426227233,5.014167372,1.837628807,2.35609184,2.298200048,5.252744694,4.630869826,3.545608741,3.367979529,4.895018864,5.260016219,5.551817399,6.406949665,6.389471251,4.038114512,6.249858376,3.659244949,7.240012421,"healthy"
"GSM1602810",9.173439561,9.245352272,4.670848815,5.648851176,2.666744406,5.805791963,3.932492134,9.241009533,4.052907891,3.920218263,8.294789862,5.300541577,2.907828698,2.145201455,2.259155339,2.116120034,7.053478705,6.065260286,3.045691169,3.848280442,4.738897332,4.657903943,7.563130668,5.905313312,6.349138578,5.479292788,6.222208238,2.591164229,9.041459162,"Sepsis"
"GSM1602811",10.52710838,10.43557786,7.150010889,8.555058267,5.255263846,9.682594804,5.70295361,9.357372155,2.097070944,2.014927304,11.88890572,3.63895298,1.932900518,2.502072351,2.619499116,2.844143862,7.714967995,8.690014377,5.50479737,5.855343221,7.831388066,7.835921149,9.539583799,8.611870884,8.834668783,8.239660165,8.667651569,1.952992179,9.998687137,"Sepsis"
"GSM1602812",10.21409561,9.215352871,5.283653236,6.610135404,2.460651558,7.796949777,4.304777384,8.812150908,3.148878725,2.940174027,11.36008126,3.721870047,2.36011076,2.739660495,2.690051902,2.609605837,7.39214124,7.615812414,4.463702714,5.314428934,5.886591437,5.515131997,8.343206542,6.549336718,6.813599724,6.561299019,6.832724941,2.450171165,9.715799137,"Sepsis"
"GSM1602813",8.546020414,8.098795645,3.455273966,4.813001916,2.974485998,6.709661055,3.500250507,8.259067328,2.786980395,2.340093995,11.68703181,3.753923441,2.036834816,2.575900121,2.839850725,2.721331952,5.248712328,6.520869343,3.430424482,3.910715748,4.226907412,4.358839923,7.69090765,5.512620735,5.815239404,6.006416666,4.906183472,2.576153792,7.128503537,"Sepsis"
"GSM1602815",9.864763526,9.521937048,5.921005932,7.067973942,2.405352562,6.258614275,5.330120106,9.594490649,2.385010984,2.766485573,11.05658615,3.593589176,2.249889947,2.098506347,2.140254805,2.025149932,6.794060389,7.671211883,5.47091713,5.735766677,6.68552869,6.294617289,8.602359476,7.18443302,7.252279243,6.902496966,7.280066175,2.480348264,8.780873941,"Sepsis"
"GSM1602816",9.525398878,8.427364442,4.594048657,5.59088314,2.780592564,6.602653862,4.151427527,9.083599546,3.029051233,2.887382552,10.93733237,4.795704909,2.414662649,2.583426011,2.534745279,2.529736546,7.062650068,7.129727353,3.868304792,4.926898904,4.764007663,4.703461777,8.540189594,5.636828327,6.146224154,6.790336217,5.998543528,2.646102764,8.943034097,"Sepsis"
"GSM1602818",8.977361539,8.642721458,3.071422248,4.945060682,2.740614442,5.956955948,3.216051354,8.024717105,2.716878911,3.159940769,11.47875902,3.3741425,2.360823738,2.661243904,3.311488846,3.054623139,5.990668325,6.369035587,2.965601273,4.498359251,3.576315782,5.036521268,8.256082911,6.126507113,5.978430939,6.043264754,5.753535188,2.688356327,7.880290189,"Sepsis"
"GSM1602819",10.33241488,8.937706444,5.280699997,6.260952963,2.43941125,7.69607558,4.132032691,9.328850462,2.416743469,2.315304207,12.4324163,3.556290228,2.36784528,2.854849095,2.454849135,2.263622184,8.020915209,7.93211217,4.118498792,4.580406143,5.922036791,5.623108532,8.97326086,5.934128896,6.728358655,7.343660356,6.639401496,2.637228983,9.892614683,"Sepsis"
"GSM1602820",9.592383846,8.638928925,4.14266641,5.693149219,2.818792198,6.220865638,4.451688474,8.955219289,2.783972534,2.582693114,10.01553153,3.824735713,2.584911566,2.574479932,2.950741351,2.552736163,7.081524402,7.158786788,4.036640804,5.174974899,5.102773251,5.118220226,8.20157542,5.917522961,6.39973492,6.510600999,6.047784403,2.433925482,9.060409384,"Sepsis"
"GSM1602823",8.696063424,7.356588357,4.505383713,4.26566854,2.544169893,6.104240857,3.551981209,9.04850669,2.46584308,2.85467383,12.42944466,3.80922654,2.180142865,2.725010548,2.704975445,2.162643805,7.097146461,7.118166406,3.538674753,4.666655996,3.770365316,3.705309098,8.349882657,4.900638294,4.601030394,6.359879376,4.591061048,2.372334512,9.050001701,"Sepsis"
"GSM1602824",8.950085941,9.981375081,5.943595003,7.384056033,2.858873116,6.872704465,3.437424785,8.093199225,2.687487794,2.632060942,7.706768045,4.405899221,2.321856784,2.926563555,2.468103995,2.416776198,5.796414022,5.979725209,3.947611381,4.173275117,6.707319459,6.337525756,6.717581101,7.831551031,7.671795941,5.105474435,7.708624646,3.336989643,8.558334142,"Sepsis"
"GSM1602825",9.287329106,9.421972261,5.200508939,6.183150191,2.205522319,4.058196678,3.982729375,9.07785377,2.740324528,3.097243309,9.454688323,4.107790197,2.256007804,2.535930259,2.274864412,2.160606409,6.35303926,6.208892033,4.367478119,4.450008859,5.882790644,5.928035798,7.252545217,6.644876207,6.738468854,5.452085139,6.929068241,2.671511946,8.65485437,"Sepsis"
"GSM1602826",10.2776331,9.035780439,5.281341951,6.263888532,2.458294786,7.1352165,4.801432931,9.575713663,2.872609331,2.734378066,12.4852794,3.854167151,2.104827485,3.032669634,2.579501764,2.285632827,7.703886489,7.941499065,4.817878684,5.034116457,5.544750778,5.504946904,8.959376072,6.661562838,6.520289812,7.143911796,6.524606447,2.272610816,9.618080525,"Sepsis"
"GSM1602827",9.226764293,9.15342477,4.27176525,5.947372026,2.869385477,5.785280168,4.656195761,9.102302886,2.591552949,2.967382677,9.251590334,3.410140947,2.260598723,2.574216416,2.253689857,2.48209184,6.306829307,6.133820165,4.648859955,5.423496486,5.028405154,5.380120892,7.67187747,6.472917485,6.696101965,5.830402372,6.473210811,2.899285429,8.048051341,"Sepsis"
"GSM1602829",10.61720928,9.827404503,5.739909582,6.979969926,3.066783841,8.23020793,4.662278212,9.365194772,2.208002968,2.348257391,12.26481503,3.785149947,2.63821825,3.211737626,2.156033085,2.252490795,7.914579337,7.284227315,4.467566653,5.243486718,6.176065116,6.18338967,8.276801775,7.511664436,7.583727692,6.561940733,7.032419887,2.483252167,9.762150959,"Sepsis"
"GSM1602830",10.20473963,10.12164191,6.328501718,7.508317817,3.443290692,8.619888023,4.664689777,9.104224432,3.486618481,3.339621167,10.49570925,3.967522348,2.311572024,2.873485866,2.390072745,2.402719565,6.845561157,7.509479269,4.820470716,5.221657584,6.816765585,6.836953566,8.279609269,7.929785714,7.722187547,6.692127373,7.777309847,2.93772172,9.364136494,"Sepsis"
"GSM1602831",10.48135584,9.870137176,6.25958659,7.304200232,3.42286307,7.805540123,4.92925844,9.260888196,2.591601942,2.652006811,11.53829317,3.557464175,1.716149824,2.431678344,2.396918204,2.198803514,7.366931367,7.62902889,4.987412607,5.223300291,7.015603888,6.752072296,8.580797137,7.679140587,7.678931175,7.059144475,7.579321434,2.9285825,9.540481236,"Sepsis"
"GSM1602832",9.482158476,9.453722018,5.090465851,6.767523436,4.254464387,8.95787122,3.716374112,9.319438436,4.066524275,4.131264558,9.969479218,5.496021636,2.559729087,2.023242093,2.660258006,2.430992499,7.519871983,7.043907337,3.807942072,4.9295907,5.797471931,5.941589656,8.402170918,7.161370497,7.001744846,6.424665409,7.025673027,2.616623311,9.603477097,"Sepsis"
"GSM1602833",8.09219633,7.509605369,4.313416514,3.687679005,3.161528401,4.66252249,2.837684007,7.331596061,2.998826661,2.33028012,11.30262817,4.157930246,2.285754576,2.690051441,3.785643754,2.381898991,4.556209214,5.656460464,2.578484632,3.41138157,3.823006138,3.661273476,6.435692489,4.331307982,5.140976925,5.234327377,5.006631308,2.739528233,7.085629077,"Sepsis"
"GSM1602834",9.914215764,8.371439031,4.660781762,5.534476713,2.619407026,7.419121991,4.081762712,9.105998882,2.484819976,2.576502103,12.47690148,4.202550651,2.718867484,2.97586192,2.721054374,3.05476957,8.250711002,7.994180711,4.052886257,4.955391534,4.863329174,4.904595144,9.063558882,6.010809248,5.818189441,7.404020808,6.061641173,2.351288725,9.78560067,"Sepsis"
"GSM1602836",9.721925055,9.499644933,5.204788757,6.36617299,2.125127975,5.238582783,4.733405337,9.275788916,2.924779288,2.871205986,9.632404967,4.807100208,2.507569897,2.527809584,2.263718976,2.307581242,6.781368059,7.059503845,4.593094893,5.157829139,5.697236272,5.537189687,7.95587661,6.85386002,6.984710319,6.267375852,6.813826713,2.585589125,8.718167216,"Sepsis"
"GSM1602837",10.33533678,9.44101683,5.498866688,6.536437168,2.866923727,8.049253565,4.689766818,9.292553719,3.369332341,3.168092166,11.58604478,4.102349811,2.431625849,2.888683077,2.38708652,2.319603577,7.710011407,7.20409512,5.087441798,5.173837634,6.020937607,6.067154175,8.205446366,6.792187616,7.263538855,6.629977265,6.952566843,2.871615356,9.368864632,"Sepsis"
"GSM1602838",9.501883188,8.369679209,4.337301973,4.828253118,2.115884257,5.810005712,4.092910745,9.367201952,2.860777628,2.900615449,11.86953399,4.469671711,2.307210545,2.134782377,2.210684653,2.291278971,8.036349495,6.907081263,3.956396408,4.847838604,3.985327627,4.055482569,8.221925451,5.095829493,5.605969625,6.372870132,5.364677753,2.828397648,9.404430744,"Sepsis"
"GSM1602839",10.54835195,9.752506589,5.668845389,6.887457291,2.444155782,7.335077351,4.181127986,8.732724677,2.393289887,2.588568795,12.26166914,4.114410858,2.176284461,2.664334545,2.509824045,2.585569065,7.053865068,7.300076877,3.998946681,4.446467736,6.242783531,6.064812595,7.985723868,7.241816934,7.162028476,6.262491593,7.125276103,2.383626964,9.514179576,"Sepsis"
"GSM1602840",10.31132068,10.03407173,6.275207608,7.359473642,3.019014545,7.615340342,4.624446732,9.369343235,3.5507078,3.319441616,9.710619039,4.218306602,2.616040744,2.743458793,2.583135444,2.299909509,7.8270564,7.164329958,4.94646679,5.24085519,6.728489998,6.370326506,8.283172496,7.633568231,7.672216374,6.608801511,7.405985525,2.727054416,9.853405494,"Sepsis"
"GSM1602841",9.959879219,10.01841469,5.707808553,7.14118778,3.383870925,7.822060183,4.113372457,9.203137883,3.369640594,3.551683501,9.745949683,4.845112912,2.652320866,2.429476726,2.520848543,2.070095679,7.67037344,7.520964394,4.497753999,4.944340414,6.568702909,6.550374346,8.470378883,7.432720973,7.539838326,6.812626098,7.183185582,2.410899721,9.485173189,"Sepsis"
"GSM1602842",10.33130702,9.759059195,5.980067906,7.091638718,2.267575643,6.451396588,5.030887188,9.339720107,2.830666433,2.449595325,10.93538757,3.667418002,2.455023715,2.349046838,1.999863416,2.347846776,7.506458172,7.582628073,4.671601226,4.897582331,6.325907095,6.262434516,8.564190228,7.246585822,7.599922191,7.208285148,7.24028143,2.471197406,9.424766205,"Sepsis"
"GSM1602843",8.772447337,9.139436426,4.684857272,6.539424268,2.43666275,4.443230105,4.314066566,8.564461743,3.291878072,3.107525787,9.874314949,4.70324184,3.041505796,2.824995903,3.124149418,2.607668905,5.570684013,6.038123664,4.559756319,5.4181217,5.720125228,5.6258541,6.970224591,6.915997443,6.628053828,5.372381098,6.933054322,3.13006866,7.602857059,"Sepsis"
"GSM1602844",10.7671479,9.879422442,6.567010784,7.614308904,3.025165238,7.363066158,5.449548553,9.019257113,1.801995256,2.049050055,12.71638777,3.414879653,2.007587168,3.099969404,2.329113746,2.054690938,7.73223023,8.561443844,5.693318008,5.748361982,7.026080023,6.713176183,9.353033242,7.805369314,7.63921103,8.030230404,7.789494127,1.973936347,9.383514397,"Sepsis"
"GSM1602845",9.820267487,9.377378153,5.01767345,5.722346529,2.864231587,7.606872662,3.032667175,9.014034189,2.364532454,2.274500573,11.88153848,4.101612609,2.177373678,2.669533984,2.62994674,2.450473233,8.576822431,7.241289648,2.718986288,3.463063799,4.436991225,5.171073903,8.444205348,6.354103269,6.624180432,6.341873524,6.39311944,2.432945384,9.922981795,"Sepsis"
"GSM1602846",9.02352923,8.772478285,4.836277088,5.878669665,2.383844902,4.129616156,4.251718686,9.462610362,3.889797998,4.048077416,9.169862252,5.165010501,2.897810596,2.052167188,2.467987342,2.099912173,7.636637461,6.435650328,3.547146305,4.30488178,5.536578513,5.033067942,7.660579224,6.010025692,6.285862143,5.586072726,6.066675164,3.012129549,9.332976566,"Sepsis"
"GSM1602847",9.616877312,8.879202522,3.922746543,5.79576748,2.667656921,6.2496872,3.674573365,9.197814386,3.706447134,3.668370627,11.40891872,4.705886964,2.675313599,2.40185652,2.463426046,2.510549839,6.988112907,6.825920741,3.511085244,4.18089411,4.735648618,4.959289552,7.70581962,6.151092938,6.206134484,5.386264685,6.305690331,2.67370601,9.639012057,"Sepsis"
"GSM1602848",9.736946884,9.469958728,5.767605643,7.034672452,2.871879333,7.13177228,4.798591068,8.934732046,3.036882754,2.79260418,11.59155805,4.460374338,2.475201096,2.472047369,2.631308006,2.54461649,6.722214426,7.858597633,4.896134439,5.552460946,6.462771783,6.132418478,8.725612037,7.197355795,7.355345642,6.905946569,7.116544242,2.601174051,9.056590259,"Sepsis"
"GSM1602849",9.698871862,9.626984797,5.58390963,7.074326675,2.991366314,7.168562165,5.296742639,9.637436965,3.133079691,3.107115375,8.823094636,4.166516881,2.740983528,2.400985536,2.583851266,2.172944275,6.200493998,7.268205554,5.656131809,5.746267979,6.375327487,6.344949205,8.321465793,7.399856683,7.406546652,6.722968859,7.39963302,3.07762261,8.965257166,"Sepsis"
"GSM1602850",10.4425326,9.376181209,5.857819552,6.840808741,3.349568665,7.857065367,5.251078159,9.405012806,2.598697488,2.556317645,11.34048693,3.953009593,2.280006811,2.656220202,2.743740193,2.410566901,7.122491156,7.658705366,5.116878869,5.584368861,6.382048876,5.980742859,8.538042274,7.10310154,7.061293897,6.885099495,7.113544105,2.616444903,9.17241996,"Sepsis"
"GSM1602851",8.799014987,6.305445188,3.650798096,2.965688471,2.451046468,5.605105765,3.121010579,9.374026627,2.606999536,2.56922933,10.78433776,4.049123138,2.154495243,2.355244351,2.820217402,2.243865033,8.765278761,6.141358842,2.646953626,3.67323258,3.486647389,3.558290491,8.079426333,3.270725648,3.939453466,4.45780391,3.502077473,2.95828128,9.544550672,"Sepsis"
"GSM1602852",9.072156355,9.142642485,5.288082227,6.29358406,2.562766743,6.197250142,3.99518714,8.471402891,3.824950246,3.69701811,10.06492641,4.578812945,2.915466993,2.310983166,2.566784079,2.362235355,6.0251244,5.873059204,3.522449659,4.524166082,5.493427536,5.538518912,6.85137935,6.869551538,6.59730234,5.034368038,6.77372725,2.432995767,8.353330952,"Sepsis"
"GSM1602853",9.982837476,9.425409878,5.261841498,6.938153452,2.691645043,6.556836933,4.753546469,9.484604916,3.287156338,2.674693957,11.34932907,4.309775444,2.402252108,2.104327527,2.658715326,2.554454825,6.982454844,7.461173691,4.615968691,5.577014227,6.285118029,5.959924601,8.169751312,7.286465189,7.39259675,6.532558715,7.046063634,2.49924334,8.945671282,"Sepsis"
"GSM1602855",10.09552603,10.21451329,6.453012279,7.694291092,2.39966816,7.722024978,4.587660861,8.73137539,2.43139856,1.975859333,12.73086881,4.174779379,3.01830181,2.230150895,2.156720012,2.775656994,6.770224898,8.12175952,4.488659609,4.794350985,7.064134135,7.047189371,9.102045902,8.239867069,8.026322452,7.580358053,7.923457917,2.600840121,8.770878259,"Sepsis"
"GSM1602856",9.112944244,8.301940456,4.100510053,4.958956847,2.463822061,2.413841166,3.183636778,9.000469657,3.123672914,2.598875626,11.85286745,4.59318149,2.489913933,2.992691864,2.253022162,2.765555929,7.318594713,6.582845507,3.461556282,4.265436622,4.251522891,4.25323406,7.870960271,5.137704977,5.57152712,5.585488087,5.686058761,2.773794052,9.458325063,"Sepsis"
"GSM1602857",8.992575138,8.014389993,3.272365267,4.746307563,2.75037345,4.084783238,4.180350007,8.485655051,2.282731626,2.567240122,10.8283447,4.101677961,2.224764676,2.462665615,2.703611014,2.926025253,6.767627249,6.292816574,3.173490186,3.726673706,4.289007697,4.199198366,7.567645347,5.525628952,5.634325199,5.794912504,4.833752858,2.476384357,9.012171255,"Sepsis"
"GSM1602858",10.26222608,9.454821345,5.303042665,6.826436572,2.810515407,7.99035128,4.464628561,9.099672533,2.545262494,2.258121237,12.11995783,3.890121695,2.045187386,2.948633551,2.384789656,2.447079697,8.392477915,7.656512847,4.490756771,4.688443987,6.069760979,5.959420311,8.684451237,7.11664336,7.165454186,6.89234357,6.922594282,2.689976641,9.678058404,"Sepsis"
"GSM1602859",10.4497235,9.201225341,5.390063179,6.770092966,2.232700954,5.510327708,4.964297976,9.328348101,2.865777163,2.96447924,12.25791246,4.417749328,2.314870994,2.399453311,2.200741738,2.010212738,7.5406494,8.622633738,4.831877645,5.779395336,5.911164407,5.931514268,9.601495492,6.7277327,6.921430166,8.160978103,6.645448299,2.699363362,9.579984955,"Sepsis"
"GSM1602860",9.984082688,9.060063146,4.53643882,6.268707303,3.43581477,8.33978427,3.473262572,8.944048376,3.082951222,3.306821363,9.906798262,4.260771765,2.625389955,2.908289885,2.781697482,2.984354134,7.620976103,7.058904204,3.935263732,5.03322504,4.992492468,4.897420241,8.229473512,6.540793009,6.504524052,6.47081762,6.681613727,3.003635646,9.610027103,"Sepsis"
"GSM1602861",10.24474198,9.591369321,5.667593743,7.006506093,3.176937981,8.120547356,4.364674905,8.873636776,2.498895601,2.706840515,12.06343616,3.695292953,2.406902581,3.367586253,2.648735411,2.536288956,7.196558279,7.419321566,4.173451729,4.975978459,6.366645515,6.163145714,8.532334439,7.190216545,7.397563521,6.716120829,6.96810647,2.383842553,9.206409819,"Sepsis"
"GSM1602862",7.650249151,9.068217585,4.835365675,6.109591605,1.983325741,3.174536663,3.403686144,8.256891783,6.104113621,6.436726664,6.859708077,6.844786265,5.260548764,2.027445059,2.371750852,2.159964846,5.141106307,4.187132713,3.342974753,4.08752673,5.170309573,5.021185251,4.944994727,6.440727177,6.424541261,3.664813273,6.468876094,3.166818358,6.619301845,"healthy"
"GSM1602863",10.24714738,10.19216444,6.792310773,8.036720136,2.752130802,8.024283494,4.919190145,9.403643116,2.444986968,2.59339139,11.85831687,3.987729363,3.183415282,2.120371842,2.326872833,2.293043669,7.169157432,7.978936677,4.89782495,5.195946202,7.356256449,7.283045211,8.870581003,8.241033365,8.086891371,7.178929856,8.115728729,2.625731381,9.157101335,"Sepsis"
"GSM1602864",8.210376447,9.091094011,4.910346093,6.15562635,2.167436149,2.663095446,3.528975541,8.345187132,5.446697666,5.623609723,6.650425782,6.883820541,5.28193617,1.861920213,2.47845205,2.270972577,4.906517033,4.239310237,3.645591487,3.658620431,5.798190055,5.560863343,5.31002884,6.480388906,6.4405493,3.621728689,6.543892598,3.287483391,7.24251199,"healthy"
"GSM1602866",9.535442007,10.03235936,5.345218695,6.783212816,3.13743126,7.841905283,4.736048103,9.538054578,2.874358363,2.774556754,10.63590811,4.417631684,2.491842394,2.71491294,2.268703199,2.327724552,7.199018536,5.972660123,4.998824566,5.056664458,6.111859118,6.104599304,7.246127306,7.358117554,7.414204457,5.601277268,7.166007261,2.465572691,8.986106051,"Sepsis"
"GSM1602868",9.468874199,10.07741236,5.9517365,7.492632312,2.496039838,7.864347791,4.467358736,9.313079851,2.84328956,2.652553452,12.29239163,4.242090859,2.238869221,2.794256522,2.703928934,2.374856135,6.166371798,7.441791332,4.255023198,4.934626944,6.819793912,6.667975215,8.518854615,7.802186924,7.785366764,6.420950131,7.597261081,2.567884037,8.642775406,"Sepsis"
"GSM1602869",9.960919141,9.097289135,4.881429437,6.414279648,2.819026149,7.148010543,4.198687941,8.603467132,2.092888927,2.23332502,12.29705168,3.912048129,2.150894084,3.123559783,2.746206994,2.709405273,6.628562536,7.648886726,3.697985924,4.617640887,5.625030438,5.83745856,8.641670899,6.945915521,6.721627888,6.902704329,6.718672686,2.583342558,8.5371789,"Sepsis"
"GSM1602870",8.255959428,8.536801546,4.333481705,5.514442825,2.01229123,2.960880067,3.381179595,8.741510987,5.170488323,5.081694487,6.523136628,6.680860295,5.007452553,2.032055201,2.328686704,2.431218353,5.298371393,4.486844691,3.523205229,4.241373852,4.812645203,4.537087216,5.694908383,5.763021299,6.142457559,3.985285576,6.071113927,3.261834424,7.585091332,"healthy"
"GSM1602871",8.216889407,8.636509266,4.457313137,5.545238537,2.162008018,3.888319816,3.620876912,8.627243014,5.48382536,5.662356619,7.666749027,5.847714766,3.899487655,2.103643755,2.581633579,2.436875029,5.38306773,4.791965818,3.299900957,4.354152597,4.71958841,4.859320375,6.08169532,6.172814708,6.148261823,3.933465623,5.990031928,3.228409805,7.556363295,"healthy"
"GSM1602872",8.04456495,8.510380203,4.780785726,5.733119055,2.504907665,2.821264883,3.616875561,8.53457291,5.860112961,5.761981989,8.27282776,5.641303464,4.303836644,2.106714012,2.937294469,2.080562961,5.590740164,4.334420503,3.023859639,4.058422786,4.481441096,4.747628485,5.350606736,5.67895329,6.096240551,3.710353575,5.90716686,4.040153212,7.554479215,"healthy"
"GSM1602873",9.949572638,9.382093361,5.206834671,6.989443553,3.483250382,8.384884542,3.888773788,8.890162748,2.173062217,2.222050624,12.39795636,4.570080474,2.265547226,2.581964365,2.613688912,2.541127939,7.596552456,7.847420897,3.629755621,4.625011574,5.930185093,6.064562652,8.988560897,7.098331726,7.043584033,7.204897044,6.992318987,2.258829369,9.589667854,"Sepsis"
"GSM1602874",8.381229372,9.081320413,4.944978258,6.216473268,2.327994198,3.016482351,3.591723197,8.208565034,4.871387239,4.756050356,7.271434977,6.054330889,3.790041506,2.204508782,2.510299916,2.264982931,5.094926705,4.345535585,3.595882242,4.499788358,5.233190753,5.309317492,5.920936047,6.561135238,6.604007212,3.714584606,6.58002474,2.99579529,7.421377601,"healthy"
"GSM1602875",8.230579046,9.287628258,5.21926059,6.563116509,2.226360789,3.681607053,4.219494124,8.570464541,5.430806779,5.730291781,7.46198541,6.440538744,4.455923693,1.718181521,2.554402504,2.239621055,4.817525547,4.701916011,3.531986864,4.653866443,5.80356884,5.757136423,5.429016244,6.895532507,6.949150414,4.007863187,6.879518295,3.38506257,7.157300962,"healthy"
"GSM1602876",8.179028426,8.912365937,4.164112611,5.552962066,2.160722932,2.982690486,3.098700316,8.296391886,4.856564795,4.863985573,7.545851747,6.440866506,4.366836224,1.950566065,2.267143496,2.413329977,5.173436757,3.50010641,3.55039622,4.1328543,4.245592855,4.852806607,4.897400805,5.578704557,6.186234054,3.378430857,5.945040883,3.239518107,7.552683539,"healthy"
"GSM1602878",9.411398185,9.510596468,4.582894241,6.137820877,2.177840118,5.085979836,3.414739658,8.480264631,3.744898216,3.264919589,11.56560184,5.181141071,2.519778196,3.11291383,2.793549097,2.866986457,6.184945421,6.12843523,3.46306423,4.218762829,4.993537798,4.985558908,7.043342033,6.652969671,6.88414413,5.073616151,6.473001983,3.081825929,8.731253755,"Sepsis"
"GSM1602879",9.501594095,8.221686781,3.592067412,4.363403863,2.498637703,8.321013138,3.45746222,9.042805788,2.35877095,2.370817985,12.31488223,5.144901679,2.268409952,2.695034109,2.941596166,3.356935415,8.381648913,7.037721382,2.348849334,4.230776781,4.172302044,3.956424942,8.709948736,4.844904016,6.080618759,6.053168125,5.273241425,2.501488185,10.08927713,"Sepsis"
"GSM1602880",8.536909798,9.15430663,3.805929561,4.346731182,2.65687155,5.442224285,3.49808306,8.549410194,2.359897455,2.55023243,10.16325654,4.600613995,2.111449799,2.596126998,2.970456171,2.651981216,7.244080704,4.368327397,2.502507685,3.952717858,3.556578577,4.225987638,7.191668868,4.841702894,5.71105764,4.721154628,6.042721542,2.613183582,8.312205417,"Sepsis"
"GSM1602881",9.818357308,8.993468121,4.711513543,6.272816807,2.51195941,5.809178632,4.758711892,9.453055804,3.296988948,3.017793524,9.412753531,3.814692476,2.321415493,2.204773353,2.375747796,2.571823288,7.0449499,7.598384568,4.934361797,5.318024131,5.912106925,5.536799073,8.45127058,6.676276589,6.809765497,6.866526993,6.579053949,2.781575097,8.886383807,"Sepsis"
"GSM1602882",9.871351053,9.082323255,4.799699198,6.552756667,2.617406959,6.319640221,4.745595519,8.921751955,3.766732803,3.091369756,9.800611004,4.60232783,2.654476748,2.337471359,2.807943776,2.681334845,6.678106282,6.874862554,4.411289762,4.851475228,5.983977113,5.443268909,7.848355867,6.670980458,6.796788733,6.163911884,6.822818877,2.752398158,8.636402147,"Sepsis"
"GSM1602883",10.79108964,10.21282152,6.76680806,7.897978914,2.835328993,7.745610452,5.787580421,9.400489013,2.688205755,2.485700184,12.39841149,3.939439069,2.375950761,3.413245171,2.66585968,2.291435989,6.788039144,7.827192366,5.71639758,6.189201403,7.307093077,7.017300647,8.88937108,8.028840649,8.010687848,7.598507004,7.974064062,2.61453027,9.103233981,"Sepsis"
"GSM1602884",8.353035278,9.254312276,5.157235736,6.564780274,1.937387595,2.876901798,3.514648783,8.566434984,5.735686178,5.763150225,6.67646312,7.648596992,5.239311573,2.206654514,2.534516069,2.20403098,5.337600897,4.397372051,3.587767249,4.731362599,6.066256025,5.929229855,5.277842174,6.879529974,7.012899146,4.357921807,7.037896319,3.963856698,7.544326141,"healthy"
"GSM1602885",10.19766563,9.778870835,5.679178617,6.688177095,2.635891171,7.072925103,4.86101073,9.294425248,2.447068412,2.354091294,12.41643671,3.575474355,2.171454388,3.013679745,2.595642881,2.257662509,7.788566879,7.913139909,4.999585459,5.19275656,5.981750721,6.285173937,8.996352536,7.443455011,7.574921327,7.160530315,7.097128316,2.339442446,9.365031496,"Sepsis"
"GSM1602886",9.512111528,7.897544444,3.727268107,5.143277505,2.470552861,6.305019006,4.32465562,9.301084634,2.946964317,2.421806347,11.98323158,4.83013435,2.456393784,2.110421272,3.058175808,2.498975132,7.450165177,6.953120645,4.112509873,5.088754728,4.012665136,4.667079472,8.016100188,5.777198438,5.797301962,6.08475547,5.543732376,2.543472632,9.196010863,"Sepsis"
