"Sample","MAPK14","HIF1A","HIF1A.1","HIF1A.2","SOCS3","SOCS3.1","MYD88","MYD88.1","BCL2","BCL2.1","IL1R2","GATA3","GATA3.1","IL10","BCL2.2","BCL2.3","MAPK14.1","MAPK14.2","MYD88.2","MYD88.3","HIF1A.3","HIF1A.4","MAPK14.3","HIF1A.5","HIF1A.6","MAPK14.4","HIF1A.7","GATA3.2","MAPK14.5","Label"
"GSM1691915",9.61770875,8.489355885,5.260138877,5.868808354,2.428137676,7.297032964,4.316817987,9.14654119,2.478822061,2.404907144,12.49250596,4.041879764,2.095608678,2.906007805,2.565674058,2.430382699,7.744444224,7.417641403,3.710852635,4.943999085,5.363183439,4.953750181,8.465745759,5.957814023,6.282986942,6.23216292,6.005718764,2.748626843,9.710157511,"Sepsis"
"GSM1691922",9.848695933,8.937989232,5.053804543,6.116211368,3.333553912,8.373169502,3.974998,9.072181601,2.979930913,2.401554595,9.97543998,4.271071791,2.268287311,2.564726653,2.710455889,2.973688291,7.025765323,7.136772087,3.579040242,4.854954101,4.452583619,5.594226623,8.158144757,6.437669422,6.570685108,6.166759395,6.726528845,2.713007884,9.275882557,"Sepsis"
"GSM1691923",9.367151584,8.841608011,4.218702777,5.316052874,2.360608881,3.492003204,3.098987991,8.742181637,2.998013426,2.953453654,11.14312029,5.918222664,4.304270658,2.141284148,2.380294316,2.51307875,6.682144233,6.270584871,3.311242566,4.153297644,4.158414997,4.876671772,7.136963872,6.037352013,6.312405449,5.142190689,6.234576738,3.77626018,9.188760424,"Sepsis"
"GSM1691928",9.522033093,8.417041751,4.280488615,5.828885029,2.350317778,6.159108424,4.470337552,9.332191717,3.731258357,3.455507821,10.36393472,5.025089727,2.549628589,2.370116537,2.573120443,2.071686205,7.200059725,7.167848175,3.922596186,4.560985294,4.559959957,5.077900195,8.324550495,5.799930912,6.207693176,6.605772074,5.923477972,2.432339391,9.214638988,"Sepsis"
"GSM1691935",10.49817662,9.129644663,4.96863392,6.612622288,3.046886899,7.352352708,4.10889465,9.19669055,2.794716097,2.890966157,11.37048241,4.425797848,2.177272593,2.616785679,2.69988916,2.726667449,7.045867458,7.567059497,4.900635725,5.482351415,5.686433192,5.754757483,8.684718922,6.754167141,6.932639822,6.744110229,6.923179989,2.340636461,9.267291432,"Sepsis"
"GSM1691944",8.800296189,8.686703781,4.1617636,5.381841158,2.632738122,5.516862092,3.152436443,8.602976636,3.054399783,2.733356806,8.475442707,4.84265762,2.643233118,2.26651742,3.056263956,3.051293508,6.866972725,6.2069057,2.839748347,4.112487855,4.883930492,4.450162509,7.221939628,4.980276104,5.585695017,5.450798625,6.041833516,2.801843595,8.904452403,"Sepsis"
"GSM1691965",10.06592701,9.076432999,5.032783556,6.288979895,2.393130291,6.957533139,4.878681602,9.448197794,2.851618367,2.611015749,10.99344167,4.382123819,2.137014509,2.279681641,2.253118448,2.340468203,7.712960734,7.560510733,4.949841924,5.363663306,5.815854026,5.539471146,8.527352418,6.832405348,6.651103282,6.948839144,6.628757518,2.52563222,9.626027803,"Sepsis"
"GSM1691977",10.01371316,9.797479298,5.885803283,7.311218167,3.562243239,8.175953719,4.919556076,9.433559504,2.795657585,2.505151084,11.47639317,4.534147408,2.371597085,2.775775285,2.783972619,2.532255495,7.346537994,7.837852529,5.033413585,5.469479344,6.823011614,6.41854696,8.915069243,7.572395446,7.538669906,7.239844724,7.529639537,2.602707475,9.466643876,"Sepsis"
"GSM1691981",9.768096133,9.912851698,5.935195788,7.366808774,2.608646588,7.246005657,4.01208242,8.701547648,2.998433173,2.31734248,12.1489328,3.981234579,2.119996224,3.031164255,2.396382319,2.443501119,6.511985446,7.35069911,3.714062814,4.668873496,6.633320694,6.590546524,8.38627415,7.651311663,7.663544946,6.444696898,7.622905527,2.758569437,9.20764643,"Sepsis"
"GSM1691984",8.123053746,7.675851244,3.614798206,3.934022289,3.175543342,4.338075084,2.878085113,7.003712419,3.186287917,2.946823051,10.09239815,4.107406397,2.257043129,3.211544386,2.913775779,3.334002116,5.590569759,3.605285256,2.445724277,3.895856816,3.347170726,3.512829929,5.79860843,3.547113922,4.635964605,3.253868203,4.993648877,2.622853117,6.717863938,"Sepsis"
"GSM1691987",10.38529231,10.14586545,6.616405218,7.371793638,5.151892372,9.063810978,4.986566814,9.113768756,2.184442231,2.354063571,12.47836853,3.78665922,2.503070333,3.234302541,2.450424494,2.205824225,7.991995396,8.119138165,5.306898178,5.616204208,7.024809188,6.780422195,8.95426203,7.988838394,8.105090863,7.543295347,7.697023459,2.352356781,9.808060897,"Sepsis"
"GSM1692005",9.416189043,8.532486411,3.897646254,4.85543129,2.687079622,5.625411287,3.792839605,9.391363149,3.520904164,2.90507702,10.27594722,4.737597329,2.530449685,2.027341273,2.724608927,3.395090343,7.357347753,6.357795879,4.254157844,4.96230461,3.97884921,4.653093663,7.409446906,5.511662544,5.955193511,5.628509873,5.555405176,2.620227423,9.020806363,"Sepsis"
"GSM1692007",10.06989002,10.05475202,6.431608525,7.661923864,3.128811207,7.463257741,4.186822721,8.726713099,4.70004712,5.221900421,12.17193904,5.028962766,3.079982226,3.174609135,2.45441533,2.409289914,6.199635858,7.147351644,4.387031165,4.855631883,6.893345896,6.779888456,7.935304896,7.883952701,7.981789924,6.24062068,7.98776862,2.770324516,9.256835389,"Sepsis"
"GSM1692009",9.563435833,9.388761566,5.686252227,6.86508209,3.82355879,7.761903326,4.805909858,9.315340755,2.859749076,2.514926843,12.26608519,4.558203768,2.934984913,2.83969486,2.39696444,2.522450881,6.951565902,7.620106055,4.165770037,5.249780115,6.693986348,5.816786108,8.724775559,7.309384608,7.20058014,6.998060165,7.204907934,2.459841454,9.121045175,"Sepsis"
"GSM1692019",9.608006177,9.529608785,5.766170654,6.915564034,2.883318277,9.06795151,4.044965247,8.89882304,2.682690491,2.857702362,11.66102908,4.568262708,1.989341012,2.583509014,2.517288783,3.068672888,7.234631,7.261224328,3.428539962,4.989942795,6.180064283,6.401333567,8.370732709,7.561438072,7.4346206,6.658505008,7.140765075,2.384921832,9.570712722,"Sepsis"
"GSM1692029",9.619980621,9.354401191,5.252575377,6.237605336,2.349473132,5.743462643,3.421303005,8.606670534,2.201899819,2.355784737,11.71915923,3.874021557,2.227544863,2.600151116,2.77868327,2.192481948,7.196276474,6.559585346,3.539153164,4.461302502,5.467358377,5.918622334,7.632071933,7.035054651,6.927563695,5.693590875,6.658329633,2.387730887,8.982474773,"Sepsis"
"GSM1692035",9.823707738,8.056599691,4.36094757,4.980201106,2.446535539,6.32183451,3.989134531,9.240054697,3.985868888,3.52194124,10.07228377,5.198458289,2.702526731,2.417985891,2.779740614,2.30638675,7.23568845,7.062865228,4.32064166,4.950661175,4.642822422,4.46248597,8.322925336,5.542874843,6.053845529,6.445372693,5.675683765,2.759999776,9.1988595,"Sepsis"
"GSM1692040",10.05410827,9.565447137,5.650435972,6.973584944,2.146269965,6.297523802,5.069368905,9.219299761,3.072496666,3.419411103,10.0476183,4.444821916,2.256106694,2.006935325,2.192815717,2.451235887,6.69464001,7.770752862,5.212329476,5.953530508,6.330650704,6.364304707,8.690765254,7.605038239,7.44775466,6.961637485,7.213769516,2.683300687,8.608765551,"Sepsis"
"GSM1692045",10.48521981,10.55998257,6.947047129,8.153904074,2.643516277,7.418762942,4.640095388,9.196342515,2.405471096,2.529361725,11.76340599,4.401530668,2.142903353,2.558069283,2.679822443,2.562867688,6.775562891,7.131442366,4.881788238,5.383330798,7.642482036,7.478491189,7.94188029,8.556096697,8.456063935,6.03393531,8.350451331,2.862424243,9.622861803,"Sepsis"
"GSM1692061",9.735839044,7.94465274,3.543732052,4.813667063,2.387909915,7.475695189,3.975219714,9.308694755,2.362127536,2.604442562,11.41740863,4.32124304,2.659165042,2.42031289,2.659577457,2.607653079,7.427727141,7.355696008,3.702790699,4.47715378,4.372977216,4.293148289,8.624888535,5.390807602,5.67529864,6.475677698,5.617589094,2.509110798,9.322714667,"Sepsis"
"GSM1692063",9.839894385,9.763127577,6.444115182,7.667949964,3.386805651,6.953822536,5.522955033,9.775191381,2.779147014,2.672191367,11.35342368,4.362235514,2.944214533,2.415031481,2.374178029,1.994802005,6.566021505,7.661520948,6.146321683,6.7831469,7.505586129,6.694650524,8.284441283,7.844710246,7.655586494,6.930253196,7.708820126,2.4704869,8.877907999,"Sepsis"
"GSM1692089",8.371745237,8.542339437,4.075708862,5.569858761,2.60837231,4.199173689,4.066158361,8.961833344,3.438299746,3.492005706,8.621034355,4.932719921,3.121244193,2.001678503,2.702173481,2.490616284,5.843380385,5.440489139,4.341856866,4.974628865,4.691434932,4.796739648,6.778307194,5.971949699,6.191689338,4.996231907,6.115538915,3.047877093,8.090901383,"Sepsis"
"GSM1692096",9.264977884,9.656555568,5.620881516,6.804666893,2.61710185,5.413203601,3.904069773,8.892551965,3.086677073,2.941531982,11.84628345,4.405736751,2.475500285,2.286811966,2.708596036,2.102883994,7.241249331,6.485651427,3.98780258,4.389257119,6.140092833,5.876398917,7.577368317,6.919137155,7.171750606,5.635209042,7.078847876,2.511997982,9.425128104,"Sepsis"
"GSM1692101",9.615649525,9.941411645,6.302201946,7.505060457,2.23986236,6.131894633,4.804146861,9.268767688,4.928482691,4.836692184,8.54358306,5.726945588,3.947546627,1.899558642,2.587753489,2.19600001,6.382043735,7.051135105,4.836225935,5.159996416,6.875053639,6.493203251,7.822285553,7.574693913,7.651000611,6.403427027,7.452665193,2.899278354,8.654773411,"Sepsis"
"GSM1692108",9.671097296,10.39995438,6.451950444,7.819196253,2.665839948,7.568091054,3.790794134,8.446380256,2.685720281,2.579340809,10.29711706,4.945384108,2.898604347,2.626931141,2.600561404,2.504342643,6.462437635,7.131310992,3.554505858,4.365240642,7.07824388,7.131637494,8.15378173,8.337745713,8.252879557,6.415597721,8.187951966,2.993711234,8.870483913,"Sepsis"
"GSM1692118",9.720317005,9.900829335,6.122498906,7.180730626,2.21825127,6.501887058,3.983601575,8.764641245,2.587004762,2.708113118,12.34157285,4.774978918,3.807730874,2.232336453,2.362080727,2.209525176,6.593913797,7.158936879,4.183575442,4.255817225,6.761911825,6.415620991,8.204240129,7.42431816,7.373451588,6.627479099,7.359693322,3.407134052,8.710853116,"Sepsis"
"GSM1692121",9.898487565,9.290592426,5.047578116,6.293971431,2.629023879,6.958088324,4.208685684,9.413694729,3.787186856,3.851128568,9.81126284,4.473807084,2.578595195,2.552287683,2.526393994,2.277382548,8.198074721,7.192168827,4.311335639,5.077993262,5.456190597,5.801340328,8.257837894,6.731603064,6.762868394,6.454004938,6.757439819,2.657480962,9.410384746,"Sepsis"
"GSM1692132",10.22408157,8.874288844,5.363598267,6.506624732,3.259848268,7.651850905,4.634561691,9.79410213,2.075463451,2.175177465,11.50374053,3.495407423,1.796208999,2.674616176,2.750086823,1.953050508,7.91719,7.874787374,4.342081587,5.412962729,5.764811728,5.557182354,8.699646186,6.527956498,7.060526779,7.45034956,6.442589104,2.357493055,9.906625241,"Sepsis"
"GSM1692136",9.08818457,8.106740845,4.22616652,5.088288305,2.311924809,3.150313372,3.761528607,8.516703168,2.539938004,1.902418488,10.68505615,4.144642811,2.597134922,2.475833567,2.975988517,2.574620685,6.792494394,6.216094653,3.614893099,4.493775391,4.616506202,4.910993923,7.679735865,5.043295645,5.734018845,6.162480727,5.451579713,2.669890731,8.761158707,"Sepsis"
"GSM1692142",8.712068802,9.130002824,4.132076272,5.45561638,2.580848576,3.484887233,2.935974086,8.276801552,2.518987186,3.328456209,10.35837436,4.079708974,2.263471709,2.782145046,3.208366254,3.067926398,7.929018968,4.94989848,2.397463239,3.623957338,3.493263682,4.407752992,7.185336865,5.799761353,6.191785535,4.933742874,5.949435098,2.61044337,9.373364994,"Sepsis"
"GSM1692157",9.697791068,8.959261818,4.806960146,6.313009701,2.497217514,6.553844851,3.383935743,9.005771206,2.393036367,2.737439467,12.15139215,4.677459312,2.39886428,2.705076439,2.45591547,2.544113494,8.82283383,7.015591029,2.896660298,4.507481843,5.350363296,5.19004628,8.556632292,6.291356937,6.41539769,6.380269559,6.188287694,2.640814644,10.09306969,"Sepsis"
"GSM1692165",9.216454578,8.74230416,4.687008146,5.676003364,2.503196741,7.733976689,3.841000485,8.755360398,3.282518408,2.711130533,9.672601703,5.115875719,3.269083269,2.655309752,2.552973634,2.343212142,6.783848312,6.37280202,3.571098514,4.317993289,4.773859234,5.11413815,7.197042147,6.361088351,6.3929373,5.4461509,6.392021777,3.260283243,8.81724723,"Sepsis"
"GSM1692167",10.18522479,9.191232078,5.907019333,6.936603487,2.352015504,6.752896052,4.794750729,9.187892826,3.441491911,3.941811948,9.367948199,4.450155544,3.243623604,2.434305364,2.279529393,2.193725301,7.443363307,7.31277367,5.309916938,5.391678026,6.139344158,5.715612727,8.165986139,7.109324136,6.814253185,6.803712419,6.893861734,2.916157881,9.264205921,"Sepsis"
"GSM1692169",9.897035844,8.799776425,4.938732658,5.809208312,2.563633819,5.971223114,4.647604777,9.491953224,3.617525759,3.396187283,10.52302016,5.139254002,2.561888348,2.470554796,2.667865588,2.287323398,8.197986378,7.64207838,4.018668429,5.466273894,5.092164236,5.282142985,8.679619699,6.387298794,6.548619736,6.858061577,6.421294716,3.233166492,9.545801884,"Sepsis"
"GSM1692172",9.945418941,9.249309207,5.363152404,6.685054699,2.285270381,5.720053072,4.546617438,8.778584266,3.272773466,3.342786084,10.73326362,4.228573294,2.564787995,2.118177203,2.499054126,2.47628793,6.845445359,7.109706633,4.065475795,5.005063399,5.89966752,5.804032351,8.237004256,6.853644574,6.935805523,6.597626281,6.78658648,2.767202819,9.033705453,"Sepsis"
"GSM1692177",9.421926564,8.88278044,4.704827157,6.2158255,2.745233973,6.877180873,3.279340411,8.24134716,3.569327667,3.62380983,11.74218396,4.458437324,2.083772151,2.41130135,3.206837473,2.720570698,6.555706663,6.216819375,3.257082915,4.610592036,5.296820186,4.922811886,7.970029835,6.413929878,6.48888494,5.822555747,6.517070931,2.591904672,8.760370909,"Sepsis"
"GSM1692181",9.791755098,9.875328006,5.346795907,7.415499489,3.218326231,8.195377937,4.336248976,8.878087722,2.788930854,2.733783989,10.21838592,3.939025827,2.212948206,2.261544289,2.703783862,3.087779012,6.727256117,6.665797984,4.851785946,5.440271209,6.883653108,6.650013736,7.519862605,7.746710361,7.602026249,5.938730249,7.45966,3.135498554,8.737820878,"Sepsis"
"GSM1692192",10.34335956,9.522564221,5.441585788,6.948277548,2.564434202,8.248042398,4.410386967,9.363481675,2.7072717,2.772697848,11.91113514,4.15054469,2.066096875,3.261260774,2.298607219,1.955706401,7.512441772,8.333795118,4.684722454,4.962251979,6.308500812,6.08314178,9.127294322,7.239650401,7.178141606,7.510284317,6.976652632,2.638492889,9.330352376,"Sepsis"
"GSM1692199",10.25620272,9.122302264,4.783537159,6.063106745,3.093883999,7.354118081,3.80178356,8.853560162,3.677713669,3.323066298,10.41930704,4.281702229,2.355275706,2.532522589,2.40133002,2.426243451,7.757221239,6.938602063,4.124012977,4.111828189,5.389306515,5.260881399,7.906545138,6.418540562,6.562386855,5.819880969,6.721032106,2.829735392,9.120457947,"Sepsis"
"GSM1692203",10.06052502,9.387291795,4.759243741,6.806440555,2.793817984,6.610803617,4.782101273,8.752430628,3.094344684,2.815414684,11.92116603,4.027654743,2.435659101,2.809464428,2.891185943,2.051413628,6.778774636,7.407573676,4.761384068,5.065362839,6.001443393,5.71467899,8.448248274,7.121624613,6.981188245,6.880531569,6.78681686,2.543875121,9.025663917,"Sepsis"
"GSM1692204",9.908319915,9.304469441,5.23482776,6.552577216,2.772379902,7.234085975,4.266180126,9.059194828,2.822698089,2.827049034,10.89619466,4.594199946,2.784945441,2.341197584,2.444176468,2.182943074,7.603624134,7.296016872,4.501961107,3.937499257,5.819302036,5.701164503,8.293603646,6.974717436,6.877114418,6.279263152,6.741142488,2.910154067,9.564639445,"Sepsis"
"GSM1692216",9.562175439,9.543352776,5.240622897,6.704119117,2.367557827,5.769371163,4.100302045,9.216493031,3.01569183,2.986976151,9.733790074,5.376601614,3.09485193,2.295413241,2.546235588,2.187128117,6.750754125,7.008417166,3.633869273,4.486480334,6.11346322,6.361378924,7.978370038,7.006231398,7.020387018,5.915184715,7.073506766,2.730914508,8.804550015,"Sepsis"
"GSM1692223",10.30372586,9.722474409,6.382584181,7.244951486,2.786299049,6.761265214,5.443192984,9.6110935,2.459539138,2.068475062,11.12668114,3.716369698,2.236469578,2.220140974,2.784118272,2.37943188,7.27243958,7.954781281,5.520104119,6.06564114,6.820941209,6.517866095,8.768514905,7.696350078,7.60263177,7.390670198,7.585482571,2.456198905,9.03957274,"Sepsis"
"GSM1692245",9.873288672,8.817688447,5.184996383,6.449514309,2.920201152,6.490185428,4.91064838,9.424896301,3.236034449,3.238718926,9.038368445,4.429785034,2.775356746,2.280359064,2.549721621,2.433862468,6.767756968,7.522305591,4.949710973,5.163677227,5.459051462,5.742460314,8.694679151,6.72131672,6.755995645,7.015094671,6.758566556,2.515889915,9.150075247,"Sepsis"
"GSM1692250",6.130142514,7.833157512,3.51791578,4.145048006,2.117496329,2.671097284,2.848019213,6.450308612,7.197650371,7.303517233,7.403114707,3.573552232,2.268486199,1.667962545,2.805023953,2.676017946,5.034165527,3.033004606,2.69977165,2.954421695,3.619780496,4.094140356,3.759605041,4.900603617,5.632085649,2.022259099,5.154290258,2.694163372,6.2848742,"Sepsis"
"GSM1692251",9.085145287,8.252080242,4.225561904,4.851661995,2.57187787,5.077406346,3.184295639,8.312182312,6.29984722,6.335687674,12.0790419,4.09591535,2.370005785,2.641366202,2.801730903,2.224709291,7.271592245,7.577108742,3.322404445,3.482008761,3.621570556,4.478375576,8.80278875,4.983903334,5.514800138,6.837632011,5.512388204,2.370963024,9.304350316,"Sepsis"
"GSM1692258",9.469949897,9.122706432,4.55158083,5.962343547,2.554658344,6.39966156,3.023967242,8.314050816,4.610610217,4.621827041,8.419309727,4.878288112,3.065915166,2.577775521,2.331798189,2.694090237,6.290741026,6.192752982,3.56098848,4.032366925,5.160684441,5.236778065,7.289055317,6.456419341,6.466806198,5.124683356,6.433630393,2.915437053,8.716363377,"Sepsis"
"GSM1692259",10.14364564,9.963996075,6.284644398,7.529772567,2.741421769,6.847885347,5.046370993,9.367185915,3.277473766,3.845309566,9.254402371,4.598752082,3.035363927,2.314733123,2.245509224,2.140560498,7.676082665,7.763136445,5.300756676,5.341732601,6.967787365,6.517571776,8.496861698,7.79570798,7.600650655,7.132866659,7.551915586,2.882789122,9.304053723,"Sepsis"
"GSM1692266",10.03706044,8.576876313,5.124556483,5.913926158,2.814706137,8.009601461,4.630445297,9.603242099,2.512094369,2.714026701,10.39312251,4.777263144,3.093131186,2.378916112,2.956720939,2.378821919,7.294710884,6.966980495,3.978694187,5.762615546,5.594103823,5.140652296,8.211977072,6.26873693,6.533210461,6.49377325,6.370099848,2.624914776,9.774443966,"Sepsis"
"GSM1692268",9.581435715,9.46480222,5.597872899,7.001062395,2.332414834,6.661137345,3.906179382,9.044439954,3.558691614,3.141917677,11.54276463,4.983924375,2.492557355,2.361751966,2.697600652,2.515749855,6.757913767,6.499918337,3.23956044,4.411224563,6.053297551,6.026271728,7.573197591,7.297431366,7.369612763,5.438054215,7.134137605,2.669172296,9.05023695,"Sepsis"
"GSM1692272",9.453841622,9.439386324,5.5759514,6.568424324,2.886405138,7.347460455,4.116125985,8.321725007,4.366929472,4.291408585,9.209149408,5.900001448,4.168960946,2.130804428,2.59988909,2.382392233,7.011482978,6.39220545,4.513957385,4.730217447,6.376020846,6.001217218,7.353257004,7.236955269,7.179927095,5.433546272,6.903342874,3.09703474,8.711131871,"Sepsis"
"GSM1692311",9.058920241,8.590075614,4.742434549,6.035978296,2.500906584,5.495717549,4.657568403,9.313141717,2.641033201,2.429231588,11.90216861,4.212922902,1.984624632,2.066633054,2.528857558,2.497239874,7.18928332,6.828829219,4.425094612,5.1230135,5.564366908,4.822223264,7.956166876,6.222240941,6.379939056,6.241882992,6.341652199,2.262756442,9.291364038,"Sepsis"
"GSM1692326",9.733839353,9.651902215,5.309277475,6.575051932,2.38094851,6.613629193,3.987839501,9.603742795,3.222692698,2.76331076,9.631562845,4.486939697,2.933937774,2.057943165,2.603912641,2.420811545,7.33858467,7.687899721,4.471987306,4.97938699,5.62056092,5.841741434,8.548201306,6.952071081,7.033872607,6.779214181,6.941398893,3.040319947,9.442758147,"Sepsis"
"GSM1692334",10.22365143,9.238843772,5.583802404,6.825378874,2.636989427,6.247145589,4.81548275,9.368142806,4.312091903,4.682049685,9.76032641,4.834620642,3.026017485,2.203730272,2.297516222,2.489581955,6.900320668,7.259686046,5.060076961,5.40656677,6.310394787,6.022534957,8.258479997,6.996486464,7.081883018,6.716812198,6.960087732,3.176857242,8.984069808,"Sepsis"
"GSM1692335",8.703066097,8.918775448,4.53023002,5.925910595,2.602769861,6.683552222,3.552828233,7.824793989,2.972561146,2.534859534,12.13845991,4.576541853,2.614298015,2.394858032,2.553632641,3.182149853,5.085089592,6.057659192,3.559965257,4.13662137,5.316601168,4.991860285,7.002936769,6.464868704,6.556073991,5.083196196,6.349615671,2.730316607,6.844146668,"Sepsis"
"GSM1692352",8.476135384,8.030948999,3.41751926,4.56781384,2.427637344,5.448710526,2.949863884,8.418463356,3.13592539,3.026152797,8.717577146,3.918378927,2.244784657,2.265915683,2.343472338,2.14406697,6.488798203,5.771902209,3.127615278,3.788849022,3.624825042,4.069280077,6.818404948,4.997488279,5.58587035,4.922269137,4.9352396,2.382381894,8.673711525,"Sepsis"
"GSM1692366",9.193484886,9.090236557,5.208647695,6.242027888,2.001091408,6.303490539,4.009442996,9.443726999,1.907925,2.649719646,11.4787944,4.1057915,2.5251387,2.25854033,2.562482543,2.441772511,7.5350646,7.071772338,4.022513735,4.529315536,5.692405422,5.131676864,8.246711598,6.366560689,6.881154378,6.457511673,6.549264499,2.356680036,9.502192001,"Sepsis"
"GSM1692383",9.654812655,9.530638144,5.011362644,6.571626153,2.762162103,7.167216293,3.343505468,9.1831593,2.49852665,2.469869375,11.73440514,4.546441324,2.221195833,2.436115474,3.114036362,2.382677703,7.030301104,7.035428103,3.325201052,4.892729741,5.549623483,5.640947066,8.024679885,7.061732765,7.021018457,5.926301043,6.956527001,2.855932042,9.37883615,"Sepsis"
"GSM1692386",10.03102578,9.18436608,5.097736573,6.395407966,2.975759254,7.063171192,4.795588566,9.222528531,2.661676166,3.010602708,11.80520418,3.783468661,2.417423073,2.670248425,2.358335001,2.769148717,7.485743051,7.422533227,4.385010406,5.144051632,5.6176128,5.701246569,8.620340274,6.504421562,6.549316196,6.740720308,6.740857095,2.363747762,9.516989059,"Sepsis"
"GSM1692387",10.20137457,10.23718382,5.893533754,7.571504143,2.805449566,7.814900267,4.571454965,8.958851265,2.970944771,2.784610306,12.3988488,3.647829941,2.088072778,2.773087176,3.034284456,2.214913423,7.22813905,7.637980939,5.465668185,5.409880761,7.022996638,6.834239248,8.54876847,7.972968894,8.005922085,6.801050351,7.830512017,2.77333119,9.562140747,"Sepsis"
"GSM1692392",9.99968705,8.95974701,4.981103805,6.051484138,2.540899518,7.196362351,4.234201981,9.407367345,3.646574357,3.049486205,11.11647592,4.968592311,3.059467991,2.322931013,2.656969914,2.535550364,7.642272501,7.31479829,3.6047427,4.592563828,5.118257949,5.429733252,8.323570952,6.259598013,6.569986045,6.342486285,6.537792074,2.780953938,9.422584875,"Sepsis"
"GSM1692399",9.527246582,8.779211346,4.930829205,6.037672454,2.755326455,5.075084721,3.947471152,8.867167857,3.50403997,2.873449394,11.66616852,4.322892342,2.309197619,2.755081016,2.7081274,2.730331979,6.451468955,6.578486611,4.074149623,4.623340191,5.149928546,5.650040539,7.574239857,6.196683814,6.552515094,5.624975291,6.090582314,2.28793177,8.547085319,"Sepsis"
"GSM1692410",8.316681892,7.184546872,2.295949643,3.516634134,2.8833945,3.994809241,3.259712403,8.215843422,3.394613054,2.428469761,9.901907656,4.795775107,1.916252528,2.553975211,2.827695457,3.223454053,6.194588356,5.704928785,3.039713224,4.231100654,3.152871324,2.986839826,6.760380081,3.792449722,4.574659095,5.029874927,3.996770502,2.265436488,8.07789013,"Sepsis"
"GSM1692413",10.40061147,9.092406719,5.637468423,6.944751854,2.987716139,8.106470817,4.643603149,9.560210714,2.996359186,2.467130842,10.04558779,4.302474672,3.030149697,2.132883378,2.133346561,2.224897597,7.702968789,7.076154606,4.477973361,4.761886864,6.251285756,6.158430849,8.23871647,7.224009492,7.08007627,6.632351782,7.084879402,2.772558585,9.774389542,"Sepsis"
"GSM1692420",8.920460354,8.413854417,4.136423776,5.227533304,2.672808657,3.809275487,3.164993385,8.927608693,2.475929063,2.295675782,9.063255839,4.307766109,2.248955608,2.240936787,2.538621991,2.395826519,7.101656685,5.857646329,3.159067485,3.462334546,3.569373225,4.337102391,7.38582006,5.088809243,5.828817322,5.874982061,5.41728105,2.522821102,8.825221241,"Sepsis"
"GSM1692427",9.173369562,9.065188928,4.257597755,6.403137699,2.414786081,6.06918267,3.526266908,8.467793945,3.297521161,2.286890384,10.40849025,4.211339806,2.286902039,2.166498323,3.084123242,3.406924738,6.623563199,5.99319035,3.158845995,4.209517999,5.23351788,5.209004997,7.38489561,6.688660278,6.616012243,4.533181442,6.461208159,2.668005583,8.4085008,"Sepsis"
"GSM1692429",9.892514637,8.939740567,4.811769443,6.378111692,2.626130662,7.557368059,4.344066635,8.557432344,3.682108387,3.024119527,10.51490021,4.278245188,2.551040409,2.832595647,2.746484769,2.812315158,6.768599253,7.095876155,4.607815934,5.351512717,5.716083615,5.628184977,7.968531502,6.890892929,6.619151873,6.398824742,6.743415814,2.616044463,8.583323974,"Sepsis"
"GSM1692430",9.390883737,9.11129781,5.652774076,6.333874641,2.408132868,5.087145479,4.672073602,9.092373189,3.323332913,3.706726366,10.02362018,4.380377547,2.798921768,2.199223694,2.569498938,2.293693837,6.259775042,6.874818038,4.659594951,5.267520622,5.590780864,5.452032293,7.838464053,6.851431935,6.866086216,5.848523686,6.709699906,2.993762136,8.322790967,"Sepsis"
"GSM1692443",9.895012069,9.093051881,6.04031111,6.888685063,4.10591934,8.927895427,4.893603548,9.796156803,1.82578588,2.112911159,12.2192067,4.518056005,2.537134326,3.037717798,2.458689904,2.38644848,7.21871563,7.960215338,5.214400674,5.600836071,6.541758673,6.068576797,8.957057093,7.34028,7.223883682,7.49409198,7.22824897,2.600879848,9.492030113,"Sepsis"
"GSM1692452",9.570063301,8.701014219,4.267217317,6.066789049,2.79767411,7.182389279,3.569550917,8.886648392,2.82015448,3.260341275,11.62449638,4.646685593,2.492582086,2.666655965,2.842583317,2.470366886,7.13631471,7.619601286,3.091884579,4.890858844,4.657035346,5.266332041,8.671284866,5.927426806,6.320031461,6.92152813,6.297330876,2.34003176,8.930286333,"Sepsis"
"GSM1692455",9.475374055,8.752154547,4.714118064,5.601180177,2.577583157,6.443357126,4.052098732,9.353017131,2.861112378,2.966125921,10.2067538,4.728980584,2.239990418,2.137197881,2.381730471,2.203418385,7.233284385,6.744325527,4.040496452,4.76377246,4.92760816,4.741308827,7.716453284,6.067394845,6.162364513,5.78529184,5.965175473,2.587030983,9.119335079,"Sepsis"
"GSM1692482",9.618081915,9.855047117,5.10027306,6.724080165,2.809974708,7.4444161,4.152048154,9.9309171,2.385981665,2.004537484,10.75493931,3.515951983,2.115690714,2.321741564,2.306620836,2.246037084,7.636247105,7.201167893,3.731403313,4.884433372,5.463716378,5.758404184,8.221330277,7.030597011,7.141891799,6.486285021,6.898438983,2.516721004,9.198549668,"Sepsis"
