"Sample","MAPK14","HIF1A","HIF1A.1","HIF1A.2","SOCS3","SOCS3.1","MYD88","MYD88.1","C3AR1","BCL2","BCL2.1","S100A12","IL1R2","GATA3","GATA3.1","CD177","CD177.1","ITGAM","ITGAM.1","ITGAM.2","IL10","FCGR1A","FCGR1A.1","BCL2.2","BCL2.3","HMGB1","HMGB1.1","MAPK14.1","MAPK14.2","HMGB1.2","MYD88.2","MYD88.3","HIF1A.3","HIF1A.4","MAPK14.3","HIF1A.5","HIF1A.6","S100A8","MAPK14.4","ARG1","HMGB1.3","HIF1A.7","HMGB1.4","GATA3.2","HMGB1.5","MAPK14.5","HMGB1.6","FCGR1A.2","FCGR1A.3","Label"
"GSM1602902",10.48662558,9.855958808,6.153441506,7.387073009,3.149126746,8.687548117,4.686921611,8.970831616,8.577397997,2.843331534,2.613177819,12.48938577,12.56194978,3.481871319,2.388326986,9.984378879,11.058638,8.998415422,10.53376353,7.883347532,2.701089885,9.418376279,5.180273777,2.413728536,2.779410448,5.612065446,7.356464001,7.314222308,8.018580244,8.553912786,4.902270279,5.350138934,6.866858542,6.548561093,8.91423824,7.601093661,7.893502422,13.26638116,7.532906685,10.84334299,8.697704484,7.605000287,8.265078943,2.413634409,8.361675937,9.031781587,3.557407727,2.732579702,2.885487372,"Sepsis"
"GSM1602903",9.003168942,8.559548957,3.997075034,5.175687623,3.574974613,6.161804199,2.536627817,7.979967239,8.591099167,2.454128678,2.678815481,11.86103054,11.10525089,4.20430479,2.113539007,8.255420711,9.420787732,7.282436446,8.869728524,5.747817509,3.236516306,9.675379488,5.297045752,2.835155104,2.690502663,3.933509426,5.815659471,4.689684122,5.930343904,7.764420314,2.708078737,3.96590522,4.881469466,5.277904841,7.011804866,5.673851185,6.089160519,12.78619827,5.289901362,8.911368165,7.265172666,5.715680657,8.001588868,2.614194416,7.753733922,7.601463699,2.610403817,2.686619735,2.592729959,"Sepsis"
"GSM1602906",9.609271969,9.07093927,5.44870339,6.483062662,2.207572812,2.697274491,4.168686286,9.295063426,8.805845257,2.857158247,2.730516155,11.67599177,11.91569788,4.772928716,2.120851592,6.684157183,5.971135051,7.712812255,9.579078489,6.641892002,2.002143465,7.065593203,3.147590231,2.523548719,2.430326178,5.75852212,6.746333569,6.930541432,6.431324839,8.144542639,4.687472911,4.525401162,6.051582538,5.576465892,7.420486657,6.754081346,6.827386752,12.73959847,5.920138302,10.01565242,8.176375299,6.758998801,8.395136454,2.812892532,7.867435119,9.419575107,4.467868083,2.117329811,2.644255277,"Sepsis"
"GSM1602907",9.676589753,9.44982574,5.327334937,6.807964124,2.362912726,6.587243555,3.873126739,8.77291236,8.729019599,2.657532476,2.747870005,10.33790941,9.874647527,4.580461023,2.773470344,2.978548514,3.026523119,8.220622062,9.873771489,6.723506815,2.220311582,10.32241225,6.27566094,2.590973942,2.550652967,3.07293487,4.71798708,6.943300249,6.944691932,6.966486807,4.118871167,4.996271121,6.141172602,6.115136234,7.756676486,7.241891001,7.054534377,12.34463411,6.034691106,6.100893282,6.091386745,7.063915296,7.304665917,2.718150476,6.57210691,8.870858239,2.935858927,2.793016241,3.465520759,"Sepsis"
"GSM1602908",9.767960654,9.929742706,5.528755613,7.284821187,2.445766019,6.251698782,3.532731898,8.077540998,8.847145433,2.986929357,3.114986384,12.4589805,12.06069625,4.039431242,2.316218902,8.478424296,9.543795812,7.781950228,9.339808512,6.542379799,2.569092841,6.577156851,2.298627419,2.736397297,2.627804758,6.038720105,7.804565687,5.882092946,6.856371059,8.50309582,3.276272599,3.983711462,6.555376799,6.697909441,7.74707562,7.660257391,7.73614384,13.14834672,5.495292413,9.85265916,8.905186386,7.546102881,8.847297326,2.708292054,8.951422426,8.588044483,3.471423906,2.290395661,2.309054102,"Sepsis"
"GSM1602909",7.83067707,8.187007191,4.015513002,5.066445604,2.379408401,2.689158174,3.411119527,8.390574018,6.73846672,4.682656486,5.169264802,7.715347229,6.631129896,5.973993631,4.416764641,2.782073911,2.048818825,6.03917088,8.171996782,5.482226024,2.152290044,5.321095823,2.436928656,2.605668807,2.102391331,3.684315511,5.030764288,4.758149497,4.177982102,7.108143039,3.420450006,4.361471583,4.105431991,4.28141984,5.226834729,5.155823783,5.561719572,10.32253329,3.34329629,2.715625233,6.856088491,5.186429726,7.488233538,3.927363239,6.77761163,7.322878783,3.527444347,1.70987855,2.392787157,"healthy"
"GSM1602910",7.681582991,8.131073397,3.950183843,4.608833488,2.29721053,2.920159596,3.132633643,8.50346163,6.807086038,4.780535889,4.649692943,9.144109148,7.689687378,5.780833525,3.772830324,2.732847034,1.7347102,6.47816167,8.304931995,5.456498778,2.324282172,6.636030021,2.403082012,2.37821171,2.573855934,2.955023187,4.82075054,4.811797589,3.932028649,7.179364961,3.277087991,4.187060911,3.805081662,4.206297519,5.321004575,4.976981365,5.276236203,10.73280694,3.802892366,3.151047308,6.540063709,5.170714062,7.615002108,2.913773824,6.647043822,7.081547018,3.336565818,1.904246488,2.413973484,"healthy"
"GSM1602911",8.661748427,8.552917615,4.330494509,5.343538118,2.0684455,3.558335821,3.970517838,8.865299289,7.547978539,4.696133783,4.298800352,8.645068097,7.948298707,5.916951062,4.789436742,2.244848418,2.242136002,7.185542246,9.133300565,5.552487785,1.94140006,7.386943717,2.649789358,2.696486864,2.139943994,3.457189388,5.437395809,5.5673213,4.932187888,7.186504182,2.962082082,4.264809255,4.598786717,4.697453352,6.293897876,5.806380513,6.056048467,11.22695126,3.995343864,3.830562754,6.607364612,5.731950023,7.6210838,3.400716288,6.73843948,7.811523594,3.003577138,2.403780534,2.536705085,"healthy"
"GSM1602912",9.298349201,7.999140217,4.312757638,4.021155682,2.232634656,5.49231391,3.772009387,9.097718799,9.364903282,2.455473141,2.121685992,12.01628344,11.76438346,4.426641645,1.990902323,9.201413709,9.25239707,7.893687975,9.70505444,6.720053171,2.132939829,8.908962542,4.692507243,2.477535712,2.695424329,3.599779056,3.478059242,7.527289458,6.777116615,7.761968263,2.691259362,4.392423311,3.658333659,3.26919637,8.295426586,4.432503379,4.867997891,12.86559486,6.168307827,9.180604636,6.298368112,4.910700093,7.964957576,2.717255044,6.701341365,9.192718127,2.76462833,2.6019624,2.395249207,"Sepsis"
"GSM1602913",7.951686164,8.445615498,4.264919166,5.628028805,2.274973942,3.089295992,3.887816391,8.720489099,7.770970992,5.1245619,5.184689796,8.003848532,6.075207026,5.945632445,4.342477968,2.642690687,1.696330891,5.870419976,7.914670052,4.623321651,1.93021536,7.648554655,3.002403612,2.631749541,2.73198364,4.251356725,6.041290785,5.49000521,3.935981465,7.255831736,3.780194591,4.54345814,4.760461515,4.335929821,5.178362692,5.461587835,5.858750918,10.80613065,3.112276676,2.166677991,7.348202717,5.741588268,7.799846733,3.30576634,7.110040919,7.432883966,4.11912188,2.501700397,2.3108884,"healthy"
"GSM1602914",8.079696004,8.404204004,4.793837138,5.005211066,2.413966458,2.476534129,3.570914553,8.396345486,6.630436526,4.935335377,5.012038714,8.895121163,7.737997092,6.31456407,4.022731982,2.749373396,1.767439542,7.143782047,8.952039941,5.915027922,1.817772891,5.40044319,2.384126594,2.389365016,2.258271337,3.487250715,4.630256613,5.025232597,4.46674898,7.019947145,3.569545107,4.094950744,4.714765359,4.628500215,5.644480222,5.440604897,5.776506128,10.54185232,3.747409863,2.318722692,6.155176215,5.665479186,7.232199802,3.508912603,6.057709353,7.094017205,2.97271223,1.757943484,2.252735687,"healthy"
"GSM1602915",7.999421056,8.043428408,3.760028185,4.921758086,2.301029202,3.124752784,3.537063962,8.410503121,7.016332359,5.078576243,5.227546777,7.873466917,6.494469981,5.694083287,4.133537136,2.511949711,1.836902469,6.669417439,8.743489067,4.91714905,1.877608864,6.21661277,2.557614778,2.295085128,2.495929619,3.877490607,5.282129227,5.438674891,3.810474044,7.298722753,3.353694744,4.189677184,4.496907946,4.127419951,5.549850515,5.571176266,5.297575259,10.72971178,3.645674024,2.362607522,6.768907954,4.837211598,7.48716238,3.292830551,6.919805387,7.366458141,3.311357641,2.523320136,2.26170065,"healthy"
"GSM1602916",8.077046637,8.368414065,3.587944507,5.173480695,2.468208491,3.13580526,3.566140856,8.57051542,6.820879372,6.156059767,5.862389324,7.620864698,6.948077343,5.841485316,4.540978541,2.401550199,1.846984917,6.637157284,8.643515309,5.206405627,2.334389785,7.439622739,3.125917168,2.530000936,2.675608965,3.697023422,5.528033841,5.455284934,4.526344255,6.835167504,3.725385498,4.32489276,4.702440583,4.30798587,5.480730598,5.675469951,5.749010939,10.2710467,3.957281132,2.939934015,7.090355386,5.63245959,7.470013556,3.829043852,7.214330723,7.308612762,3.990520613,2.355174447,2.144070983,"healthy"
"GSM1602917",9.097727128,9.126959589,4.705841849,6.219800419,2.667159248,6.187238561,4.158448036,9.034220989,5.867629546,5.862548227,5.767383457,10.16622352,7.782043979,5.613633672,3.911580382,3.113586359,3.628617196,7.69258782,9.464912841,6.313212755,2.229063856,8.28244251,3.932845748,2.528653291,2.532712943,4.173490305,6.301108416,6.126979237,5.663440978,7.007625784,4.466468633,4.894621889,5.611544998,5.633523526,6.877805427,6.746384196,6.672571776,11.96515385,4.926123521,4.481900815,7.299731643,6.468965881,7.436107629,3.230899062,7.26126794,8.192139832,3.622978945,2.473619208,2.465588411,"healthy"
"GSM1602920",8.587991598,9.443543385,5.416901411,6.859432764,2.285416418,3.245012742,4.223115281,8.648249447,6.89543543,4.980526975,5.089573233,9.606317519,7.409487693,6.403293568,4.575448998,2.138161434,2.015480325,6.906018266,8.660574765,5.732702038,2.414402923,6.14744446,2.505257622,2.549314541,2.512722701,5.427204647,6.275554492,5.435890754,5.212085636,7.515361691,4.437438322,4.715236078,6.072625038,5.838855091,6.432173451,7.104328432,7.258899006,11.31896658,4.813500235,3.445493349,7.63595007,6.979716798,7.620957499,3.097692225,7.72596664,7.45902488,3.956163644,1.970771803,1.991583557,"healthy"
"GSM1602921",9.874423948,8.943176135,4.974394393,6.421852898,2.5144423,6.400760557,5.026437079,9.381171598,8.018320261,2.78787946,2.95569602,10.87933826,8.208389314,4.041946542,2.447015512,5.934064846,6.700882146,7.955739649,9.464845121,6.908984252,2.418055711,10.35207671,6.650017083,2.634293913,2.277924747,4.144085639,5.884990107,7.835110076,8.180174234,7.206930179,4.771747895,5.277613819,5.733801567,5.912370213,8.74877031,6.757820885,6.640258549,12.62879501,7.337513995,7.261759847,7.187066666,6.530097519,7.847385796,2.839880295,7.496063003,9.099861985,3.177225979,3.095681945,3.21415568,"Sepsis"
"GSM1602922",10.21794287,10.70402916,6.87990026,8.214748804,3.878067079,8.975110617,4.481767665,9.246350739,8.808446318,2.625923216,2.28136034,12.5202927,11.8107509,4.222070059,2.330056648,7.498217388,9.644214878,8.771369519,10.2695311,7.271750803,2.93290264,8.678293422,5.705749374,2.458914359,2.386053547,5.555118659,7.135923377,7.841815972,7.677528246,8.071916605,4.783481015,5.287150944,7.599820557,7.458132564,8.54277968,8.601269311,8.632299759,13.11601651,6.952941424,10.33927798,8.290493752,8.505939456,8.469664962,2.634256214,8.35249394,9.940289178,3.341464782,3.454481507,3.27376594,"Sepsis"
"GSM1602923",9.509366233,9.368105037,5.507179773,6.807012724,2.101769406,5.347563144,3.299084115,8.316938284,9.554299588,2.241715712,1.977803388,12.50050387,12.029201,3.47763622,2.228710659,9.935247123,10.64571712,7.567552193,9.540037838,6.83145158,1.955809382,8.74309077,2.837989706,2.510879466,2.285145867,5.151968616,6.610392398,7.002184521,7.673123067,9.689300372,3.545099811,3.790325623,6.209249741,5.864450222,8.750788363,6.94804735,6.94989804,13.42945454,7.56632651,10.03515226,8.044878782,6.903492836,9.098227811,2.252422095,8.267159429,8.984867991,2.428983317,2.32687661,2.267810502,"Sepsis"
"GSM1602924",10.16337619,9.755018902,5.316179738,6.763771113,2.715954771,7.489950093,4.158115642,9.152877378,8.964528731,2.422957259,2.42086283,12.67623061,12.50801384,3.659180477,2.040513815,8.517818621,9.260396051,8.87669891,10.31363462,7.33301356,3.588898551,9.91329643,5.60963445,2.116118352,1.949059374,5.942147784,7.348177423,7.562746405,7.452831395,9.019035106,4.421773966,4.668402391,5.932570982,6.017237519,8.349268468,7.015874472,7.001370776,13.36787923,6.823161455,9.753955565,8.64727756,6.956055052,8.614197746,2.505785056,9.076287686,9.115099419,2.879091737,3.878231788,3.385060736,"Sepsis"
"GSM1602925",10.35423288,10.18463874,6.248360227,7.852001108,2.87218582,7.589876993,4.453405698,9.230781503,9.520902436,2.4524234,2.701882039,12.48237677,12.41501197,4.164860299,2.405782783,9.134911683,9.441568616,8.839702147,10.36909604,7.533161301,2.393449192,10.97001555,6.765643139,2.457444528,2.490257007,4.548101536,6.440036365,7.816167983,8.02360574,7.806437236,4.254470973,4.845029634,6.944750202,7.041627414,9.033325556,8.13585186,7.92214781,13.19513388,7.502595869,9.194276909,7.820229904,7.862352111,7.91959142,2.620344922,7.823306543,9.21194885,2.354940967,3.703249932,4.318721468,"Sepsis"
"GSM1602927",10.11177424,10.33522276,6.877163035,7.902392576,4.228664569,8.809055716,4.456674765,9.443630953,9.813583304,2.224448948,2.133869343,12.50833754,12.55072094,4.84619726,2.29467932,7.232330324,8.844532437,8.57077944,10.31990283,7.531603663,2.806469995,11.50016589,7.426179852,2.163531252,2.863348854,4.185573153,5.379051922,8.419428645,8.56509057,8.07114178,4.749490387,4.840558911,7.411034194,7.251377059,9.534918128,8.288715308,8.287758634,13.17733026,7.77634962,9.718853078,6.802666017,8.124728689,7.7277631,3.256755074,6.743691253,10.23818933,2.317783442,3.538564773,3.840233146,"Sepsis"
"GSM1602928",10.50634454,10.61049533,6.881500882,8.091307883,3.149404313,8.824794966,5.043819814,8.997525085,9.814133345,2.375802863,2.378109817,12.53296821,12.2768426,3.763034271,2.410728437,9.341170791,10.68719653,8.810581183,10.1476032,7.436908548,3.15163229,10.43088248,6.80798527,2.811848419,2.035916455,5.322802253,7.248094047,7.412572555,7.894221622,7.832631766,5.076493859,5.44598132,7.587299855,7.554097298,8.729219879,8.615415522,8.507785514,13.23244393,7.13919807,9.082532897,8.401574004,8.413863855,8.126903109,2.265099526,8.317962304,9.619210384,4.478051011,2.989649912,3.41392773,"Sepsis"
"GSM1602929",10.0856032,9.384289433,5.554162265,6.696575939,2.974438895,7.320768309,4.594014457,9.592057598,9.082936734,2.450925476,2.210024953,12.33507069,12.41183386,3.871817315,1.866387819,9.443634865,10.70341334,8.480698866,9.934398243,7.292139266,2.626464759,8.946711962,4.806565147,2.831336812,2.873627785,3.881684687,5.158214899,7.562492901,8.122436562,7.264277458,4.631211181,5.135597794,5.871127627,6.173249278,9.206448861,6.994856517,7.125794736,12.92239828,7.435784632,9.920316674,6.997347969,6.859200654,7.49565823,2.161090642,6.937753617,9.729137264,2.440109745,3.218686189,2.593057358,"Sepsis"
"GSM1602930",9.539913497,8.74433863,4.916855793,6.290268795,2.349064483,3.923340647,4.54716741,9.058237476,9.453057373,2.98642118,3.063639881,11.23191139,11.43974367,4.233131938,2.424454342,4.99348406,6.897116336,8.029832758,9.517974216,6.682277114,2.320752253,9.798829989,5.745959857,2.515549886,2.237259922,4.132350801,5.175555935,7.358005707,7.060864791,7.463741658,4.393225295,4.491113397,5.808792746,5.28690497,8.237863788,6.006166426,6.597454846,12.40590781,6.147103706,8.184604781,7.086009977,6.336583906,7.744951992,2.317772298,7.251918236,9.341060152,3.171525103,3.055278641,2.922254962,"Sepsis"
"GSM1602931",8.757884764,9.052762228,3.78441737,5.103527147,2.750009934,6.11860494,3.507646152,8.607287462,8.690751407,4.085809691,3.230115042,11.20276663,8.070858524,4.394938907,2.346096406,5.745874994,8.062871254,6.829260235,8.718931861,5.590926894,2.661044808,9.595124086,5.291246475,2.726798118,2.653230325,4.604103517,6.193628233,6.39972607,6.516654463,7.538909311,3.569517524,4.321475409,4.390337757,4.734431592,7.702360724,5.687891939,6.255396553,12.94045134,5.768687822,7.313313929,7.684778109,6.356547659,7.847909759,2.916158793,7.889854595,8.429053944,3.098769559,3.611947708,3.335070384,"Sepsis"
"GSM1602932",10.32611949,10.24534753,6.249712944,7.490279871,3.053773368,8.583799849,4.56136445,9.171820377,7.38736285,2.462541514,2.151864432,12.64250552,12.5002185,3.502729016,1.983407052,9.599215703,10.84802155,8.755822461,10.27394501,7.472707309,3.072826379,10.92226847,7.387231979,2.670880778,2.195814154,6.022882153,7.471792394,7.601630638,8.1139477,8.51720122,5.025517671,4.833251168,6.816380435,6.696232892,8.953935764,7.913220401,7.912490379,13.32095781,7.416993512,9.948440576,8.86424654,7.64744355,8.565790707,2.516018809,8.651260871,9.144985013,3.035903079,3.257095933,3.153793248,"Sepsis"
"GSM1602933",9.558146887,8.852683575,4.873186629,6.282546104,2.472150849,5.428224947,3.766908273,8.666791485,8.040243855,3.05412148,2.479155234,12.54890567,11.67047266,4.003433841,2.610285795,7.763474807,8.585163256,8.123512978,9.909194333,7.037173969,2.131210676,8.489116524,3.667430927,2.751680188,2.245700799,5.115627965,6.831548879,6.733751015,7.045819601,8.073098379,3.399102249,4.038003359,5.051165139,5.103966518,8.433447662,6.566998945,6.338806969,13.15446484,6.428731356,9.753467154,7.86457374,6.515574823,8.305920673,2.616224726,8.039842188,9.442199072,3.053144478,2.628543762,2.468193483,"Sepsis"
"GSM1602934",10.06086462,9.814263723,5.626552626,7.500264256,2.462497975,7.97265643,4.831339369,9.23012704,7.784220418,2.771798437,2.455208301,12.47563909,12.31564436,3.885954,2.316837413,9.791838371,10.74206307,8.566597169,10.11306645,7.032016461,2.687244157,9.746958586,5.682518258,2.693388907,2.324366768,4.380063478,6.407008912,6.446070112,6.851304057,7.491615026,4.645941807,5.062654932,6.718589215,6.409510525,7.804071301,7.843445554,7.636499235,13.22610661,5.912366295,9.679924877,7.723467621,7.596859309,7.61834042,2.643393935,7.829628597,8.443027359,2.562993057,3.149496542,3.173266904,"Sepsis"
"GSM1602935",9.033973079,8.358234575,4.260031609,5.48485801,2.510406324,6.185407046,3.255660252,8.458564999,8.046654349,2.397004685,2.421576452,11.08166718,8.989923237,3.444730096,2.273982704,3.301142496,3.804776875,6.956828289,8.781454153,5.762904934,2.125974709,8.781563833,4.232348968,3.348472116,3.828517797,4.66234387,6.57446661,6.389050816,6.340382154,6.801239036,2.685392486,4.538532862,4.369560274,4.332675819,7.607204947,5.875176505,5.851844399,12.63406514,5.531963646,7.728975792,7.586278836,5.790652793,7.679971598,2.685488613,7.64653312,7.946470138,2.406397289,2.515675058,2.819621036,"Sepsis"
"GSM1602936",9.93556751,9.249928565,5.325221619,6.497808262,2.495284166,7.641342934,4.030358457,8.721509121,8.956337215,3.485394359,3.6899456,12.64588944,12.08999986,4.211233513,2.51237136,8.659145052,10.16735105,9.257539125,10.70941056,7.531919075,2.881124269,9.649665489,5.742520587,2.547873195,2.265177693,4.972897667,7.220050211,7.096598785,7.42080747,8.534114852,3.75633258,4.69063553,6.005811655,5.937600374,8.372031821,6.987944292,6.952850345,13.31072596,6.422076242,9.919603122,8.496291583,6.802836255,8.546982033,2.62125942,8.289077119,9.318432259,3.216071588,2.770627455,3.249954105,"Sepsis"
"GSM1602937",9.170755729,8.473329455,4.467361403,4.925880269,2.525472988,5.96816142,3.819196924,8.859293247,9.285230693,3.154324756,3.314855438,11.17854287,9.927858173,4.650619252,3.065608443,6.804212587,8.081303959,7.625612522,9.459001952,6.723895884,2.526797095,9.977104657,6.147419942,2.745555189,3.415687497,3.724592432,5.321202535,7.201735292,6.746210314,7.397907063,4.111888548,4.649245139,3.905576978,4.409451709,7.747293204,5.662813189,6.149957463,12.65607889,5.603939509,6.683541472,7.003505815,5.846603541,7.744871148,2.749658352,7.307407995,9.035794712,2.587967247,3.619496226,3.289422155,"Sepsis"
"GSM1602940",9.964360099,9.628662361,5.873988716,7.677022188,3.212917003,8.06819815,5.116557589,9.009727792,8.386073938,3.385203518,2.238528706,12.06161579,11.99384793,4.479999362,2.171676001,7.5805021,9.571075508,8.543436103,10.23887889,7.506592394,2.513767513,9.574269511,5.474534194,2.946856452,2.434673872,4.066793644,6.193877656,7.207099159,7.578554779,7.480387593,5.126063319,5.289641895,7.126467974,6.538954122,8.460415409,7.277148428,7.454749227,13.01780089,6.810441128,9.785617975,7.640334313,7.533836396,7.298252684,2.572238956,7.544691828,9.460935084,2.983206336,2.746069139,3.040640958,"Sepsis"
"GSM1602942",9.911367716,10.30447473,5.774581931,7.094504682,2.233294967,6.243922439,4.749903732,9.711417705,10.66475024,2.226284145,2.504914688,12.69130917,12.14172034,3.728961309,2.099147992,8.269780773,9.834962248,8.374953707,9.899103743,7.124476683,2.304764383,9.489312308,4.874286893,2.54239122,2.677184574,4.915283273,6.307915135,7.800623558,7.222387556,8.181779396,4.380683942,4.94092832,6.367676872,6.359575141,8.290250224,7.429301581,7.622925183,13.25036341,6.495244825,10.13209633,8.089459238,7.236131212,8.550864636,2.479323967,8.229006918,9.238341739,2.913181598,3.134304787,3.015698869,"Sepsis"
"GSM1602943",9.904590541,9.829652793,6.077179235,7.378997662,2.797283549,7.282188931,4.146182124,8.746671931,8.370612733,3.418614055,3.488960824,11.11308022,8.824387241,4.799068034,2.771908728,2.663815866,4.371885407,8.213740963,9.809347967,7.199408348,2.362276745,9.198508153,4.581698117,2.417793861,2.588517497,5.040075161,6.880591072,6.876363407,6.940909495,7.784824692,4.424569594,5.014166727,6.667646941,6.722876418,7.792863676,7.780709622,7.752607156,12.77226786,6.044712571,6.830083926,8.188588427,7.647776768,8.116426775,3.477430904,8.076115298,9.217035364,3.531510343,2.588773884,2.926688382,"Sepsis"
"GSM1602944",8.757562755,8.393384968,4.260501434,5.076726571,2.477123738,3.53242438,3.641653643,8.733147373,6.771479499,2.247510461,2.104646499,11.50441553,9.666710052,4.436988569,2.605674984,4.397693396,5.153002721,7.439906779,9.216548064,6.394488514,3.52228342,7.327687235,2.999649437,2.709791293,2.463585489,2.350010632,3.719632309,7.062896242,6.066988685,7.726356157,2.755655918,4.672190581,5.150616571,4.383163429,7.084574408,5.514847658,5.514670547,12.46178985,4.576637576,7.165610604,5.40201366,5.620327998,7.59388364,2.309815351,5.719259239,9.144425697,2.79507804,2.259586099,2.593305591,"Sepsis"
"GSM1602945",9.36133884,8.680763751,4.178612044,5.505217607,2.554399165,5.285640813,3.750040806,8.896788805,8.296289288,2.813171869,2.805165016,11.56320483,10.93615592,4.156760926,2.411112639,5.584556612,6.92361521,7.374012325,9.194509806,6.184134554,2.217967106,10.33546673,6.606246063,2.462527475,2.319280894,3.720743332,5.328410729,7.441787293,6.882523988,7.817071523,2.838673476,4.047861478,4.430658719,4.974763195,8.131519976,6.296742731,6.316970312,12.82741572,6.558915883,7.676869807,7.137562103,5.767234096,7.570442129,2.822689153,7.230671711,9.425607624,2.263965418,2.986315423,3.390724012,"Sepsis"
"GSM1602946",9.654540663,10.4936417,6.257191852,7.636849812,2.815034574,7.185267086,3.65851403,9.15435871,10.24359852,2.812648284,2.705325407,12.58077493,12.24492125,4.131257435,2.71119642,8.316684393,9.892870557,8.760829007,10.28374325,7.545286109,3.00149523,7.804363136,3.277749622,2.789053629,2.316448317,4.796588092,5.813864116,6.907836223,6.716509477,8.07935916,3.572179642,4.569976171,7.169835686,6.982668297,7.691056003,8.251585792,8.069747781,13.42962971,5.614057816,9.416922832,7.602312779,7.975609192,8.079012976,2.490519391,7.728328037,9.451523353,2.755172993,2.427912599,2.34807415,"Sepsis"
"GSM1602947",10.35981804,10.74106686,7.279222114,8.455888737,3.706654778,9.319695047,5.01103973,9.328205277,8.450204525,2.959084159,3.010352608,12.55376479,12.42437142,5.232559414,2.761144925,8.045744664,9.699079596,8.575331504,10.08521538,7.45316235,3.125922417,7.931400887,3.179574809,2.411222274,2.161479909,6.036102427,6.984391629,6.988578169,6.975852524,8.11535876,4.905311,5.565387019,7.777108858,7.754076436,8.752557376,8.907808452,8.805196839,13.36808464,6.092183596,9.769914016,8.411356779,8.702371907,8.201167209,3.159099725,8.362382665,9.836239736,4.27083862,2.50530406,2.581408542,"Sepsis"
"GSM1602948",7.618981324,9.060515647,4.941841443,5.913952278,2.049476537,3.307503729,3.11472672,7.977052085,7.117137084,4.58940015,4.610349371,9.097755632,6.96692686,6.898562558,5.204427089,2.640175352,1.773606625,5.552278516,7.839598165,4.798474421,2.172857319,5.592630218,2.28933828,2.510135239,2.064267123,6.064907607,7.514458611,5.053128234,3.680254596,8.553722775,3.183634588,3.940069078,5.221396259,5.506263543,4.733035965,6.558982148,6.629628809,12.00886032,2.867739966,2.080689703,8.99240844,6.257192844,8.768196573,3.108274621,8.856411346,6.899332706,4.828185873,2.211526129,2.370337175,"healthy"
"GSM1602950",9.719194717,9.278347426,5.341579994,6.767938604,2.475817437,6.213209631,4.238201979,9.337988543,8.867890141,3.426071538,3.462124334,10.19516179,10.68455676,5.674368639,2.964492139,4.536341888,7.445601693,7.795310856,9.72057215,6.986218984,2.351718894,8.510845476,4.599240415,2.289143212,2.586472507,3.498337488,4.361590296,6.735487287,6.438922818,7.163582261,4.276399796,5.013859434,5.778031131,5.584666165,7.299681084,7.083840047,7.007231084,12.311204,5.598132358,8.904171982,6.583691967,6.950269955,7.151417988,3.166392337,6.659499221,9.077463922,2.832828672,2.834229355,2.485188766,"Sepsis"
"GSM1602952",9.172411037,9.266141067,4.905699979,6.543315995,2.672437526,5.904615403,4.039151268,9.009353927,8.916025413,3.07125554,2.863753908,11.45333399,9.794813139,4.330383049,2.512413985,3.079372512,5.262330435,7.833883701,9.378561862,6.456598444,2.040443521,9.583892225,5.124261064,3.012180781,2.363360219,4.704636872,6.056692683,7.148517191,6.5988028,7.918926937,3.433782626,4.743182852,5.67107342,5.346268169,7.490672436,6.733910215,6.817531897,12.91721561,5.61892053,7.8960006,7.85974305,6.655066981,7.979690926,2.517369122,7.745157159,8.981506061,2.826142392,2.763867279,2.856712095,"Sepsis"
"GSM1602953",8.773531459,8.135847525,4.149596804,4.183300265,2.555266661,5.501414993,3.323376308,7.472772353,4.019676666,4.677693648,4.195262264,11.92303527,8.995460581,4.577427143,2.847515427,5.301239271,8.053836993,7.533454617,9.0825868,5.895464063,2.8008103,7.012154232,3.063634062,2.842054318,3.712124609,4.742937807,6.989258842,4.639850693,3.730220851,7.388611164,2.873308048,3.669716567,4.169196125,4.171157107,6.279710142,5.164953628,5.627570772,12.93114648,4.782285808,8.077190439,7.986071831,5.220606412,7.887405584,3.157765441,7.890115053,7.504417015,2.846390066,2.367012683,2.754801506,"Sepsis"
"GSM1602954",8.406775371,8.63310233,4.803959731,5.573473828,2.397835411,3.883197748,4.018144996,8.659147095,6.909108398,4.340850987,4.418341525,9.429063643,6.877027023,5.416204096,3.387087799,3.204382074,1.75653211,6.346210901,8.350746672,5.433741389,2.049307622,9.987858361,5.99951832,2.466375619,2.232871835,4.228094959,5.902787899,5.831888448,4.31640738,7.739502039,4.12138597,4.511166936,5.12241833,4.671160698,5.743669507,5.330264786,6.09250151,11.2245834,4.302622885,3.279020292,7.317678012,5.80260647,7.95871689,3.381852916,7.273572283,7.723994347,3.786116131,2.580970155,3.478091223,"healthy"
"GSM1602956",8.354623268,8.018837455,4.24944653,4.272167775,2.380213736,3.708466673,3.57592064,8.793036869,6.950573394,4.100099214,4.433618073,8.312549214,6.349739793,6.151110592,3.325829239,2.75652866,1.783527037,6.285295045,8.350720852,5.148788667,2.311377307,9.414094108,4.626969235,2.692728436,2.51599928,3.380289296,5.073909376,5.856447386,4.84148874,7.898381591,4.306409247,4.005529368,4.639009573,4.069702954,6.181944613,4.958721877,5.522339253,11.02787229,4.678566193,2.161652978,6.93790389,5.136340889,7.600193393,3.592605282,7.116247936,7.517038955,3.12242987,2.452823623,2.621841719,"healthy"
