"Noise_Level","MCC","F1","AUC","TPR","TNR","PPV","NPV"
0,0.987121246595673,0.995277777777778,1,0.992,1,1,0.983333333333333
10,0.787634413615168,0.803055555555556,0.806,0.8,0.8,0.8075,0.788333333333333
20,0.759486832980505,0.774444444444444,0.776,0.772,0.77,0.7775,0.76
30,0.705268827230336,0.713888888888889,0.72,0.71,0.72,0.72,0.701666666666667
40,0.372649110640674,0.427777777777778,0.43,0.426,0.39,0.43,0.38
50,0.349298221281347,0.389555555555556,0.388,0.386,0.37,0.394,0.35
