"Sample","IL8","CCR2","IL10","HIF1A","ITGAM","TREM1","HLA.DRA","C5AR1","PLAUR","LCN2","NLRP3","IL6","CALCA","TLR4","ELA2","NLRP3.1","CCR7","CCL2","MAPK14","TNF","NOTCH1","S100A8","MMP8","MAPK14.1","CCL25","MYD88","CD14","CX3CR1","S100A12","S100A9","OLFM4","IL1R2","P2RX7","HIF1A.1","CCL19","CCR2.1","IL1R2.1","TLR2","CD177","CCR2.2","IL1B","CCR2.3","SOCS3","C3AR1","MAPK14.2","HMGB1","CXCL10","MMP9","BCL2","TNFSF10","PDCD1","ICAM1","ARG1","IL10.1","CX3CR1.1","OLFM4.1","SOCS3.1","HLA.DRA.1","FCGR1A","IL8.1","IFNG","HMGB1.1","BCL2.1","IL1R2.2","CCR2.4","NLRP3.2","VCAM1","PLAUR.1","CCR2.5","HIF1A.2","MAPK14.3","CD14.1","GATA3","PLAUR.2","Label"
"GSM1317934",7.177107811,7.441179752,7.024131298,7.241447449,10.27346992,7.601615429,10.22882175,10.93662739,8.725622177,12.39024067,7.357931614,7.124773026,6.999039173,8.660188675,10.36698914,7.917805195,8.856840134,7.127949238,7.137006283,7.950430393,9.653647423,14.7777586,7.34637785,7.703927517,6.998587132,10.22599506,11.04777145,7.227697372,12.91177559,14.33150673,7.056292534,7.50237608,8.103673935,7.335810661,7.190494061,8.096679688,9.969022751,7.821849823,7.774276257,8.517465591,10.29890156,7.059869289,7.318641186,8.573038101,8.187320709,7.261680603,7.319193363,12.06631756,7.620934963,10.04122925,7.041736603,7.07938385,8.680199623,10.94541359,9.035798073,8.46577549,7.293870926,11.22842979,9.222663879,7.987062931,7.0996418,7.547711849,7.9944067,7.13251543,7.219283581,7.656069756,7.138505459,8.990889549,7.043250084,8.413778305,7.834544182,13.34326267,7.13666296,7.528189182,"Nonsurvivor"
"GSM1317935",7.231163979,7.385922432,7.121283054,7.430655479,10.45776749,8.140490532,10.39235783,10.66281223,8.137145042,13.2358284,7.067994595,7.168457031,7.050224781,8.397972107,11.36929226,8.078491211,8.697584152,7.100434303,7.232302189,7.631924152,9.832129478,14.53448772,8.688764572,7.516480923,7.041203976,10.1796217,10.94541359,7.203804493,12.88043308,14.31682491,7.19516325,7.417126179,8.238365173,7.298936844,7.353492737,8.49804306,11.31890774,7.932293415,7.70455265,8.874155045,9.120307922,7.245577335,7.455075741,8.181982994,7.844506741,7.216810226,7.203894615,12.54341602,7.325154305,10.06417274,7.059589863,7.421741009,9.920191765,11.61667728,8.357848167,10.02748299,7.187182903,11.37238979,8.540701866,7.664760113,7.080107212,8.003880501,7.396761894,7.193645477,7.253526688,7.849740028,7.079423904,8.381285667,7.025422573,8.561354637,7.708285809,13.16584301,7.049644947,7.554008007,"Nonsurvivor"
"GSM1317936",7.589063644,7.240208626,7.0847435,7.268084526,10.24602032,7.40699482,10.24173737,10.43802071,7.784889221,13.44976616,7.0794034,7.07715416,7.094257832,8.117025375,11.98735905,7.889507771,8.038132668,7.129119873,7.17083931,7.531796932,9.118318558,14.7777586,9.387570381,7.565869808,7.10132885,9.744450569,10.11902714,7.324357033,13.46693134,14.48576355,7.468579292,7.28660059,8.491280556,7.447068214,7.065608025,8.133394241,10.37157917,7.540808678,7.349955559,8.599737167,9.105834961,7.086098671,7.157504082,8.182594299,7.851065636,7.344439983,7.608790398,12.01880074,7.500341415,10.06417274,7.09021759,7.272483826,10.67068481,9.972648621,8.616409302,10.26482964,7.183518887,11.13085461,9.008932114,8.198219299,7.17991209,8.195302963,7.862502098,7.127748013,7.187454224,7.63523674,7.0532794,7.797542572,7.134226322,8.509426117,7.993291378,12.15764618,7.264689922,7.324250698,"Nonsurvivor"
"GSM1317937",7.257651806,7.423195362,7.159299374,7.984792709,10.76725578,8.428877831,9.164650917,10.83055115,8.426980972,13.52732468,7.158285141,7.109405041,7.048812866,9.283603668,12.86029339,8.044509888,7.789069653,7.074884415,7.169395447,8.031543732,9.584781647,14.06663609,9.316027641,8.46312809,7.11999321,10.19905949,11.04777145,7.242945194,13.7421217,14.15929317,7.523321629,8.087677956,7.862711906,8.176737785,7.188210011,7.997831345,13.07812023,8.009811401,9.191441536,8.165719032,10.1015501,7.311830997,8.329912186,7.901279926,8.984456062,7.309357166,7.431395531,11.48103046,7.232040405,11.09504414,7.049288273,7.02820015,10.29575443,10.95660305,8.13070488,10.7977972,7.577562809,9.742350578,10.91038418,7.696954727,7.169346809,7.770355225,7.413067818,7.310006618,7.113666534,7.650265694,7.063308239,9.016688347,7.138336658,9.403692245,8.496460915,13.34326267,7.067378521,7.907753944,"Nonsurvivor"
"GSM1317938",7.191941738,7.537649632,6.923203945,7.390416622,10.12020779,8.085921288,11.41880035,10.88182545,8.473205566,11.75607681,7.2061553,7.062944412,7.040534973,8.219489098,11.74569511,8.547739029,9.682370186,7.292578697,7.050742149,8.146262169,9.30859375,14.73068142,7.316191673,7.706627369,7.041676521,10.2763052,12.06260967,7.982504368,13.15814304,13.91954327,7.241420746,7.413976192,8.132845879,7.361355305,7.201375008,8.517023087,9.312220573,7.465201855,7.464398384,9.014266014,9.684378624,7.341291428,7.462602615,8.432619095,8.020270348,7.364884377,7.271015167,10.77932549,7.867127895,9.758078575,7.22390604,7.18751049,8.948881149,11.33603287,11.00637054,10.48445415,7.15740633,12.28438854,8.546120644,7.475814819,7.162638187,7.948607922,8.181414604,7.092393398,7.186751842,8.107665062,7.101213455,8.62249279,7.059184074,8.345906258,7.796460152,14.00238228,7.201252937,7.601871967,"Nonsurvivor"
"GSM1317939",7.155791759,7.78208828,7.09847641,7.272961617,10.64007759,7.471131802,11.0642519,10.61574554,8.377117157,14.17344284,7.267360687,7.132453918,7.043642998,8.055913925,13.29648018,8.242923737,7.883262634,7.187754631,7.045341015,7.666013718,9.445799828,14.43885326,8.179929733,7.60212183,7.242858887,9.959717751,11.44805908,7.471842766,11.87258625,13.97814465,8.463888168,7.481207848,7.954930305,7.355896473,7.077646732,9.367049217,10.97695351,7.644397736,7.240128517,9.92948246,8.311285019,7.495314121,7.291964054,7.687849522,7.682250023,7.366194248,7.213520527,12.48219776,7.285554409,9.337310791,7.193919659,7.367947578,10.05300617,10.93436146,9.287511826,12.98690796,7.179348946,11.81454945,7.825304985,7.342112064,7.106010437,7.776456356,7.463502884,7.17438364,7.345274925,7.993505478,7.094781399,8.831646919,6.934972286,7.982279778,7.609153748,13.56163883,7.140868187,7.591125965,"Nonsurvivor"
"GSM1317940",7.212463379,7.774436951,7.050797939,7.472027779,10.68990421,8.3402071,10.56033611,11.94188023,8.826451302,11.13573265,7.178098679,7.009840012,7.077510357,9.370265961,8.675196648,8.823890686,7.221177578,7.110535622,7.348177433,7.549473763,9.97842598,14.67478466,7.122573853,8.257748604,7.116279125,11.07607174,12.37606144,7.452754021,11.92264366,14.31682491,7.193448067,8.021197319,8.184696198,7.800693989,7.243518353,8.855220795,11.62321472,8.575109482,7.68324852,9.716168404,10.25769997,7.384315014,8.260238647,9.39884758,8.43783474,7.00349474,7.527672291,11.62016582,7.24139452,12.07474613,7.08376646,7.220788479,9.722079277,11.36929226,9.351858139,8.65972805,7.758190632,11.74905682,10.23732853,7.839170456,7.009713173,7.415108204,7.329823971,7.261715889,7.362235546,8.473625183,7.082778931,9.532432556,7.028840542,8.654358864,8.713197708,13.86038017,7.09021759,8.341875076,"Nonsurvivor"
"GSM1317941",7.284412861,7.784525394,7.09608984,7.327758789,10.53449631,7.794284344,11.14570522,11.0855217,8.686434746,11.10438442,7.358762741,7.046671391,7.100059032,8.312242508,9.367824554,8.877879143,8.405568123,6.993683815,7.232839584,7.806053162,10.49973965,14.73068142,7.103044033,7.509317875,7.057644367,10.02125549,12.35719967,8.335061073,13.12859344,14.27305126,7.051443577,7.695734501,8.466567993,7.467062473,7.054811001,8.869711876,10.44628525,7.763120174,7.267088413,9.375727654,9.607085228,7.394255161,7.441578865,8.043511391,7.633095741,7.208413124,7.204451561,11.57710743,7.520347595,10.34985065,7.060149193,7.083837986,8.505494118,11.97212505,11.16343021,8.278601646,7.409531116,11.81830311,8.611653328,7.744295597,7.088417053,7.642318726,7.830414295,7.069043636,7.221455574,8.270465851,7.051470757,9.058485985,7.042715549,8.17158699,7.636708736,14.18836784,7.197577,8.250304222,"Nonsurvivor"
"GSM1317942",7.274127483,8.205200195,7.045257568,7.368256092,10.13448238,7.965575695,11.47766972,10.26924419,8.266010284,13.97814465,7.278009892,7.013247967,7.017085552,8.31024456,12.70283127,8.565928459,8.253455162,7.067398071,7.153516769,7.576609135,9.739245415,15.02020741,8.111381531,7.701366425,7.134611607,9.688352585,11.54805374,7.421525955,12.63120079,13.86038017,8.40943718,7.681190968,8.162675858,7.463852406,7.139627457,9.674499512,11.49886131,7.716161728,7.223127365,10.16022205,8.479026794,7.96109581,7.3992486,7.643715858,8.002979279,7.30496788,7.217608929,12.41490459,7.296060562,10.01380253,7.174401283,7.253378868,10.63823891,11.60665512,9.450875282,13.0220747,7.135778904,12.11074257,8.073167801,7.594809532,6.968287468,7.852775574,7.584323883,7.154649258,7.375771046,8.14273262,7.108906746,8.85573864,7.085958004,8.138529778,7.68655777,13.75192356,7.08848381,7.86540699,"Nonsurvivor"
"GSM1317943",7.197808266,8.313891411,7.068936825,7.373892307,10.49119282,7.647229195,11.71129131,10.02748299,8.109509468,13.63367081,7.292742252,7.160224915,6.992125988,8.332362175,12.96685791,8.709440231,8.108989716,7.111648083,7.174625874,7.594441891,9.417946815,15.02020741,8.303011894,7.5397048,7.189935684,9.624206543,11.77704239,7.495926857,12.22690201,13.96661282,8.279559135,7.423424721,7.890349388,7.53721714,7.079952717,9.87446022,10.12686443,7.516379833,7.295514584,10.23167515,8.443049431,7.905045033,7.32539463,7.592827797,7.80157423,7.268474579,7.214764595,12.11549759,7.322685719,10.03993225,7.111456394,7.184080601,10.17396259,11.36119747,9.821446419,12.98013592,7.080598354,12.48219776,7.78706646,7.359767914,7.121175766,7.852971077,7.537875175,7.064745426,7.431546688,8.203447342,7.062894344,8.739024162,7.033544064,8.208183289,7.600234032,13.89495754,7.12088728,7.759361267,"Nonsurvivor"
"GSM1317944",7.227088928,7.663915634,7.108098507,7.327294827,9.818234444,7.678463459,10.7977972,10.66473389,8.461213112,13.62398815,7.208786011,7.128100872,7.01231432,8.290236473,12.79891586,8.052900314,8.595018387,7.320453644,7.130232811,7.974903584,9.149137497,14.39126587,7.878830433,7.451035976,7.125739098,9.445799828,11.30279255,7.408335686,12.81680679,14.2030077,7.861177444,7.236094475,7.904613495,7.452830315,7.085958004,9.004590034,8.646320343,7.453600407,7.297460556,9.310062408,9.145833969,7.444652557,7.268404961,7.497786045,7.703619003,7.316325665,7.401776791,12.62607098,7.386579514,10.42548656,7.290779114,7.07709837,9.838620186,11.38113976,9.466587067,12.24882317,7.133514881,11.72460556,8.421185493,7.361790657,7.146974564,7.734344959,7.617388248,7.03517437,7.217068672,7.761517525,7.085342407,8.879481316,7.039599895,8.072659492,7.645205498,13.43216991,7.100515842,7.890760422,"Nonsurvivor"
"GSM1317945",7.110535622,7.870785713,7.062293053,7.405698299,10.38421726,7.33845377,10.69955254,10.51150322,7.874112129,13.50062847,7.14295435,7.182207584,7.00458765,8.378516197,13.57949066,7.657204628,8.6873703,7.118555069,7.09865427,7.292329788,9.016688347,14.43885326,8.606412888,7.746583939,7.154071331,9.815980911,10.05300617,7.248637676,11.39300251,14.27305126,7.878452778,7.642318726,7.95429945,7.445501804,7.1995821,9.07565403,11.75961876,7.730939388,7.260232449,9.704341888,8.365119934,7.451646328,7.151305199,8.425523758,8.188433647,7.433215141,7.064926624,12.54341602,7.683970928,9.438454628,7.00077343,7.033144474,10.74715042,11.42158604,8.341189384,12.29318619,7.042858124,11.34145927,7.78657341,7.240128517,7.162533283,7.799630642,7.962245941,7.406779289,7.310385704,7.475731373,7.040791035,8.253455162,7.047494411,8.147099495,7.744624615,12.55970478,7.151836872,7.467694283,"Survivor"
"GSM1317946",7.155519009,7.687570095,7.040086269,7.510119438,10.94994354,8.398342133,10.6209898,11.17614079,8.082048416,10.54817104,7.195351124,7.076840878,7.091897011,8.316297531,10.14110184,8.12935257,8.934498787,7.068017483,7.132923603,7.611907959,9.952468872,14.75221539,7.292578697,8.130447388,7.050956249,10.4930172,11.52913952,7.323691368,12.58755398,14.2312479,7.207795143,7.829996586,8.077462196,7.579025745,7.157102108,8.976276398,12.06260967,7.950430393,7.893191338,9.624206543,9.378067017,7.271267891,7.365879059,8.875818253,8.252206802,7.249700069,7.242455959,12.8229599,7.503845692,10.34670258,7.239237309,7.040277004,10.22461891,11.62016582,8.853671074,10.31505585,7.171341896,11.28376484,8.383187294,7.19177866,7.124101639,7.618426323,7.813920498,7.572285175,7.209631443,7.88347435,7.087447166,9.129031181,7.071157932,8.554497719,8.249396324,13.87110138,7.169857025,7.787237167,"Survivor"
"GSM1317947",7.404116154,7.3137393,7.029855251,7.705012798,10.86714649,7.000050545,9.856495857,11.16868782,8.582796097,14.28796482,7.096851349,7.138170719,7.051709652,7.42290163,9.97721386,7.982065201,8.981022835,7.016985893,7.58642149,7.739646435,8.827953339,14.71159077,10.75070667,8.10580349,7.054479122,9.88086319,9.944645882,7.19072485,14.46974087,14.51778603,8.91966629,7.460941792,8.224019051,7.826947689,7.17025423,7.846168041,13.86038017,7.478478432,9.444139481,8.464634895,7.768804073,7.151883602,7.940330982,8.61207962,8.934498787,7.816643238,7.216184139,12.31563473,7.28166008,9.348044395,7.07235527,7.104323864,11.30797958,10.7588892,8.198791504,12.80473804,7.328424931,10.31809998,7.586298943,7.79322958,7.12532568,7.870001316,7.664760113,7.499764442,7.129074097,7.611626625,7.044712543,8.21687603,7.156032562,9.107158661,8.187320709,12.02660561,7.251857281,7.061982632,"Survivor"
"GSM1317948",7.354281425,8.121975899,7.099691391,7.510838032,10.83682823,7.55675602,9.939688683,11.47451878,8.453783989,11.96833324,7.099272728,7.057544231,7.143296719,8.656101227,11.41880035,8.0143013,7.822919846,7.288042545,7.100866318,7.508048058,9.668753624,14.65753746,7.756505966,7.918206215,7.066380978,10.31953144,10.34670258,7.259358406,13.43216991,14.51778603,7.504928589,8.112189293,8.362748146,7.644262314,7.158317089,9.02838707,12.79292393,8.049278259,7.780144215,9.733234406,8.865915298,7.360556126,7.172776222,8.734211922,8.309253693,7.249425411,7.106271267,13.59656239,7.298915386,9.845314026,7.127300739,7.14515686,11.32742882,10.93220139,8.421883583,10.73526573,7.117147446,10.62295628,7.768976688,7.577198029,7.210718155,7.709640503,7.60060215,7.612650394,7.256011486,7.655932426,7.189627647,8.805041313,7.177732944,8.446419716,8.13687706,12.50179195,7.273244381,7.82346344,"Survivor"
"GSM1317949",7.370901585,7.212281704,7.049174786,7.258822441,11.27828598,7.536018372,9.259036064,10.99236298,8.462752342,14.53448772,7.246618271,7.172949791,7.116672516,8.044744492,10.46603012,8.225879669,7.788250923,7.062476635,7.098225594,7.998068333,9.16259861,14.56532383,10.60469055,8.219489098,7.038301468,10.27062702,11.66282845,7.183333397,14.5020113,14.5812521,9.280620575,7.601366997,8.161830902,7.222566128,7.15161705,8.012611389,14.07937431,7.813573837,10.50963879,8.700868607,8.228595734,7.213520527,7.903513908,8.979877472,8.585290909,7.58081913,7.087039948,13.94167805,7.147660255,10.08338356,7.085812569,7.075946331,11.51088715,11.12617207,8.359627724,13.41559887,7.268153667,9.998733521,9.065378189,7.358762741,6.983899117,7.57286644,7.538180828,7.760498047,7.285191059,7.907655239,7.15473032,8.125206947,7.149642944,8.646738052,8.572607994,13.57040596,7.248276234,7.413373947,"Survivor"
"GSM1317950",7.234307766,7.506824017,7.206812382,7.679871082,11.40993786,8.137145042,10.48101139,11.21216297,8.273060799,10.74897575,7.252455235,7.067741871,7.085631847,8.420495987,7.987699509,8.357172012,8.094870567,7.161588669,7.117667198,8.309911728,9.965566635,14.1455946,8.234726906,8.336800575,7.09361887,10.56366539,12.68017387,8.141581535,13.96661282,14.28796482,7.151567936,7.931847572,8.284484863,7.796619892,7.07678318,8.825949669,12.88043308,8.226484299,9.166643143,9.078280449,10.25910759,7.258822441,8.477876663,10.18095112,8.603916168,7.502665043,7.546072483,14.4536562,7.398405552,11.2563858,7.130292416,7.12651968,10.12946987,11.88836002,10.95660305,8.837835312,7.491794109,11.31316662,10.06417274,7.822744846,7.251698494,7.932920933,7.770848751,7.69258976,7.11743021,8.015266418,7.055535316,9.252468109,7.067464828,9.603194237,8.533759117,14.37623501,7.110746384,8.150598526,"Survivor"
"GSM1317951",7.120164394,7.311508179,7.099190712,7.350882053,11.02916622,7.562058926,9.204447746,11.0572176,7.978152752,14.61182499,7.213822365,7.105702877,7.033289433,8.133394241,11.16343021,8.485699654,8.35651207,7.127779961,7.049288273,8.017589569,9.394813538,14.09175682,9.589304924,8.507070541,7.050929546,9.979557991,11.59064102,7.252360821,14.05426216,14.1455946,8.680634499,7.387051582,7.998068333,7.290158749,7.223425388,8.35001564,14.10523796,7.700030327,10.66068745,8.539484978,7.889118195,7.253622055,7.644946098,9.192925453,8.449262619,7.57938385,6.989308357,14.34638786,7.354110241,10.49119282,7.158089161,7.023490429,11.67708302,11.79140759,7.897192478,13.40742397,7.468579292,10.10800934,9.296494484,7.129991531,7.123554707,8.028448105,7.657633305,8.112732887,7.192194462,8.132572174,7.385471344,8.405935287,7.077969551,9.258307457,8.396572113,13.82612133,7.138521194,7.703239441,"Survivor"
"GSM1317952",7.172091961,7.831206799,7.046527386,7.612278938,11.15086174,7.440843582,9.960912704,11.07835579,7.9205966,12.28855419,7.217678547,7.080427647,7.157246113,9.036425591,11.2650938,8.111666679,7.946183205,7.137909412,7.130371571,7.288891315,9.481215477,14.62656593,9.233324051,8.09746933,7.14522028,10.33155918,10.25624847,7.196722507,13.78189087,14.54955006,7.661473751,7.989609718,8.013134003,7.704080582,7.125467777,8.914614677,13.18112183,7.843964577,8.665570259,9.533350945,9.007086754,7.468490124,7.209518433,8.625535965,8.584839821,7.24381876,7.056346893,14.31682491,7.465477943,9.66973114,7.123205662,7.022921085,11.34429264,11.30543327,8.239583969,11.64311695,7.127209187,10.43802071,7.993291378,7.28800106,7.146053314,7.652241707,7.661609173,8.04269886,7.390416622,7.695885181,7.112548351,8.536906242,7.067313671,8.473997116,8.218616486,12.7618351,7.060288906,7.538080692,"Survivor"
"GSM1317953",7.168043613,7.648201942,7.056663513,7.582642078,11.40719128,9.105237961,10.19208336,11.21479321,8.230743408,9.795331955,7.098770142,7.095955849,7.105050564,8.656563759,9.150415421,8.13230896,8.362025261,7.082352638,7.054274082,7.515161037,10.10545444,14.48576355,7.185564518,8.385736465,7.173264503,10.68238735,11.67708302,7.293916702,13.53600979,14.11873436,7.12051487,8.045262337,7.971766949,7.5984869,7.09563303,8.692849159,12.96003246,8.011195183,8.63480854,9.199451447,9.41869545,7.197891712,7.742043018,8.857463837,8.467751503,7.297169209,7.04761076,13.57040596,7.312426567,10.94541359,7.124210358,7.129087448,10.92794704,11.75961876,8.847925186,9.46822834,7.332318306,10.94312572,9.037723541,7.291265488,7.064926624,7.779332638,7.551229,7.898862362,7.03568697,7.918863297,7.088985443,9.080307961,7.217957973,8.757658005,8.529092789,13.96661282,7.069054604,7.807149887,"Survivor"
"GSM1317954",7.224285603,7.248696327,7.029157639,7.372303486,11.60331917,7.879618645,9.645145416,11.37238979,8.139956474,14.39126587,7.196643829,7.191658974,7.094290257,7.987268925,12.8672123,8.29631424,8.672880173,7.067441463,7.08372879,8.357507706,10.06540489,14.02818394,9.269488335,8.19767189,7.0976367,10.07835484,12.52280712,7.382871151,14.33150673,14.2030077,8.305906296,7.288810253,8.002979279,7.289178848,7.230405807,7.964287758,13.22806835,7.661327839,10.59918594,8.207017899,8.565490723,7.154038906,7.697540283,9.316027641,8.117025375,7.870785713,7.147148609,14.1455946,7.650331974,10.44291782,7.116327286,7.041331768,11.37851143,11.88836002,9.044613838,13.13584137,7.243258476,10.32254791,9.529809952,7.274205208,7.046757698,8.119157791,7.880816936,7.483300686,7.202756405,7.986165047,7.081511021,8.140490532,7.026975155,9.235502243,8.153669357,14.04120827,7.240844727,7.479697704,"Survivor"
"GSM1317955",7.225930214,7.143601894,7.029076099,7.258822441,11.36119747,8.158500671,9.331255913,11.18354511,8.093858719,13.62398815,7.476741791,7.674921036,7.047639847,8.107419968,11.86922073,8.403719902,8.287679672,7.044324398,7.164748669,8.056647301,9.973784447,14.2312479,8.173578262,7.906710625,7.146648407,10.35758877,12.21802139,7.183806419,14.24457741,14.07937431,7.922077656,7.316373825,8.053151131,7.44935751,7.151155949,7.780144215,12.78666401,7.709342957,10.29890156,8.177047729,8.454906464,7.052180767,7.282169819,9.138395309,8.031072617,8.102625847,7.103652,13.42400551,7.404186726,10.43499088,7.077589512,7.007130623,11.14068604,12.18321705,9.330517769,12.79891586,7.550782681,9.974785805,9.211262703,7.213612556,7.118619919,7.939465523,7.59258461,7.67709446,7.193779945,8.232585907,7.123034,8.53196907,7.093806744,9.183725357,8.125782013,13.7421217,7.322974205,7.586899281,"Survivor"
"GSM1317956",7.414512634,7.394118309,7.077854633,7.78558445,11.48762321,7.851065636,9.850877762,11.33603287,8.434845924,10.6267395,7.22140789,7.194329262,7.04940033,8.606412888,8.09463501,8.37914753,8.253754616,7.088608265,7.180417061,8.255293846,10.00640869,14.13190746,8.04101181,8.274384499,7.068446636,10.6008873,12.15764618,7.940330982,14.2312479,14.30151463,7.101818085,8.117520332,8.041998863,7.947245121,7.12598753,8.431158066,13.02896786,8.273060799,9.32826519,8.891023636,10.80810642,7.278155327,9.048313141,10.19632721,8.76699543,7.432652473,7.534911633,14.7777586,7.352809429,11.15869713,7.199104309,7.138923168,10.34985065,12.21355438,10.21752071,8.927098274,7.737020969,10.41154099,10.24027061,7.825657845,7.113417625,7.838235378,7.693732738,7.802843571,7.289009571,8.128801346,7.16826582,9.614650726,7.263898849,9.093459129,8.684499741,14.07937431,7.052760601,8.65480423,"Survivor"
"GSM1317957",7.226607323,7.784707069,7.089853287,7.148838043,10.05529308,8.293104172,11.90428162,10.73732662,8.525888443,10.26482964,7.333106995,7.34616375,7.06481123,8.491703033,7.939900875,9.264213562,9.706363678,7.13909626,7.016627312,7.80301857,10.40991497,14.7777586,7.00751543,7.818043232,7.086663246,10.30762768,12.1618042,7.909791946,12.68597794,14.61182499,7.057618141,7.076721668,8.52469635,7.341452122,7.212922096,8.9259758,10.06901836,7.683970928,7.471046925,9.253885269,9.578510284,7.326472759,7.833653927,8.107419968,8.293745041,7.294052124,7.20584774,11.75285912,7.779980659,10.65681362,7.279742241,7.024670124,8.233847618,12.17441463,10.35155106,8.443049431,7.258105278,12.62043667,8.62463665,7.638048172,7.118125439,7.429615498,7.99103117,7.154713154,7.193354607,8.830094337,7.076310158,8.84140873,7.00136137,7.632419109,7.860015392,14.00238228,7.118063927,7.961772919,"Survivor"
"GSM1317958",7.122227669,7.618560791,7.124054909,7.724285126,11.04777145,7.477921963,10.89956284,11.1785841,8.103673935,12.8415947,7.169928074,7.112891674,6.917872429,8.871248245,7.9944067,8.471304893,8.150895119,7.033507824,7.08778429,8.065104485,9.454029083,14.59689426,9.066630363,8.251560211,7.171939373,10.45425606,11.50496578,7.925510883,14.30151463,14.33150673,7.875468731,7.64999485,8.161830902,7.913986206,7.155583858,8.728435516,13.1885252,8.172456741,9.454879761,9.153674126,9.854207039,7.293916702,8.064407349,9.582989693,8.712235451,7.708285809,7.232940674,12.98690796,7.472856045,10.65110683,7.076977253,7.034617424,10.39387608,11.31890774,10.36870956,11.73183346,7.238705158,11.51697731,10.1161375,7.603383064,7.101503372,7.791663647,7.727450371,7.937743187,7.214149952,8.125502586,7.076426983,8.592569351,7.086353302,9.14305687,8.628926277,13.82612133,7.203505516,7.2766819,"Survivor"
"GSM1317959",7.442744255,8.303349495,7.009405136,7.437107563,10.81633568,7.734498978,12.15764618,10.84309864,7.981374741,8.428877831,7.175503731,7.163959026,7.058177471,8.696203232,7.336456299,8.86431694,9.588500977,7.157423496,7.270834446,7.641347885,10.19074345,14.69237518,7.249089718,7.807334423,7.12230587,10.28963375,11.55117226,8.035382271,13.76200581,14.39126587,7.127194881,7.245220184,8.221014023,7.576488018,7.296953201,9.92948246,10.29119778,7.865802288,7.489901543,10.67252731,10.03760624,7.478383541,7.527255058,7.821849823,8.073426247,7.460941792,7.215095997,11.14570522,8.614629745,10.6173954,7.042891026,7.092655659,8.597970009,11.37851143,10.66068745,7.833242893,7.331156731,12.76797771,9.005226135,8.377473831,7.205502033,7.888520241,9.292019844,7.248728275,7.482905388,8.319629669,7.127686501,8.167677879,7.048121452,8.713197708,7.808215141,13.6438694,7.214720726,7.41421175,"Survivor"
"GSM1317960",7.336570263,8.280222893,7.017820358,7.706203938,10.97265244,7.571377754,10.47934341,11.44206619,8.177047729,11.13822651,7.236374378,7.10766077,7.023138046,8.704200745,11.61028576,7.970829964,7.435966969,7.122665405,7.117711544,7.408559799,9.943490028,14.61182499,7.956719875,7.946602345,7.134083748,10.28822899,10.5497961,7.540375233,13.08562183,14.51778603,7.551115513,7.630561352,8.218616486,7.836392879,7.217701435,9.606063843,11.6700573,8.051870346,7.268437862,10.21181202,9.412771225,7.766624928,7.257722378,8.537360191,8.275727272,7.544445038,7.19323349,12.07038212,7.520561218,10.4930172,7.125309467,7.075690269,10.64368725,10.43802071,9.464895248,11.17614079,7.197351933,10.93220139,8.259270668,7.37242651,7.092249393,8.004110336,7.831945419,7.471576691,7.428995609,7.609279633,7.178786755,8.544868469,7.087889671,8.979877472,8.082048416,13.11397552,7.103061199,7.798945904,"Survivor"
"GSM1317961",7.233219624,7.263763428,7.072066784,7.213247299,10.33893394,8.177360535,10.88182545,10.83682823,8.01189518,11.0855217,7.161772251,7.208098412,7.101537228,8.850444794,10.1976757,8.560488701,7.271303177,7.15755415,7.148241043,7.475532532,9.710276604,14.67478466,7.243373394,8.241370201,7.134319782,10.24027061,11.15325546,7.47647047,13.76200581,14.61182499,7.07701683,7.747727871,8.472824097,7.297966003,7.218466282,8.04101181,12.17865086,7.918206215,7.329291344,8.591268539,8.920248032,7.124070644,7.715673923,8.508228302,8.192655563,7.177051544,7.103994846,12.65859604,7.161873341,10.53089905,7.107427597,7.051553726,9.430150032,11.57397556,9.336523056,9.008932114,7.088521004,11.68399525,8.877329826,7.226241589,7.092864513,7.55777359,7.691823006,7.368443966,7.199022293,7.971046925,7.097936153,8.185858727,7.126308918,8.395069122,8.347641945,13.28892326,7.083138943,7.476093769,"Survivor"
"GSM1317962",7.093704224,7.68181181,7.111424446,7.414587975,10.78318405,7.865979195,11.05962086,11.11868668,8.375395775,11.1209116,7.183608532,7.153708935,6.999973774,8.270112038,8.009309769,8.631132126,9.461547852,7.113698006,7.306905746,8.422598839,9.900898933,14.65753746,7.583841324,8.238365173,7.110919952,10.47743893,12.62607098,8.160116196,13.77232933,14.18836784,7.468311787,7.226190567,8.244480133,7.494046211,7.305677891,8.627636909,11.21754932,7.61317873,9.37179184,8.973926544,10.48608589,7.15133667,7.647369862,9.42113018,8.558282852,7.438503265,7.208251476,13.09240723,7.658602715,10.40350342,7.205521584,6.922183514,9.250956535,11.71429729,10.46436024,10.10277557,7.281119823,11.2563858,10.00515652,7.300287724,6.981621742,7.706627369,8.131491661,7.245192528,7.234997272,8.276363373,7.082200527,9.032719612,7.07047081,8.612478256,8.139079094,14.13190746,7.166965485,7.921435833,"Survivor"
