"Sample","IL8","CCR2","IL10","HIF1A","ITGAM","TREM1","HLA.DRA","C5AR1","PLAUR","LCN2","NLRP3","IL6","CALCA","TLR4","ELA2","NLRP3.1","CCR7","CCL2","MAPK14","TNF","NOTCH1","S100A8","MMP8","MAPK14.1","CCL25","MYD88","CD14","CX3CR1","S100A12","S100A9","OLFM4","IL1R2","P2RX7","HIF1A.1","CCL19","CCR2.1","IL1R2.1","TLR2","CD177","CCR2.2","IL1B","CCR2.3","SOCS3","C3AR1","MAPK14.2","HMGB1","CXCL10","MMP9","BCL2","TNFSF10","PDCD1","ICAM1","ARG1","IL10.1","CX3CR1.1","OLFM4.1","SOCS3.1","HLA.DRA.1","FCGR1A","IL8.1","IFNG","HMGB1.1","BCL2.1","IL1R2.2","CCR2.4","NLRP3.2","VCAM1","PLAUR.1","CCR2.5","HIF1A.2","MAPK14.3","CD14.1","GATA3","PLAUR.2","Label"
"GSM1317963",7.222365379,7.945728779,7.039339066,7.569110394,10.40178204,7.806423187,10.5919199,10.91038418,8.13230896,11.90428162,7.040949821,7.173247337,7.066203594,8.647661209,12.00722408,7.891392708,7.714723587,7.15031004,7.011631489,7.445414543,9.733234406,14.17344284,7.675801277,8.101626396,7.097054482,10.16425705,10.41477013,7.284920216,11.91891956,14.28796482,7.734498978,8.10340786,8.356863022,7.635775089,7.211583614,9.386777878,12.37606144,8.155098915,7.322740078,9.864480972,8.591268539,7.612278938,7.071326256,8.355527878,8.676502228,7.193840981,7.106769562,12.13616371,7.163209438,9.869948387,6.981984138,7.019274235,9.945695877,12.98013592,8.721731186,11.35829735,7.182889462,11.02208614,8.958573341,7.162825584,7.16027832,7.608290195,7.452754021,7.607778549,7.227116585,7.568656921,7.089870453,8.904205322,7.084056377,8.397972107,8.012372971,12.51206017,7.144142151,7.513688087,"Survivor"
"GSM1317964",7.271339893,7.463051319,7.044836998,7.524264812,11.23862362,8.776062965,9.559476852,11.2413044,8.038132668,8.943826675,7.020223141,7.212102413,7.076544762,8.550869942,7.518792629,8.401873589,8.041998863,7.077871323,7.132437706,7.736358643,10.12020779,14.37623501,7.461462975,8.426251411,7.092747211,10.77729225,12.32496357,7.419696331,13.56163883,14.28796482,7.137789249,7.927226543,7.987062931,7.621571541,7.118895531,8.610780716,13.07059002,8.391077042,8.709897995,9.107158661,9.904278755,7.169248581,7.926377296,9.13494873,8.393269539,7.382131577,7.181271553,13.48360062,7.330641747,10.84743786,7.062520981,7.08848381,10.23020458,12.28438854,9.078969002,8.017589569,7.329388142,10.49644566,9.827799797,7.23759222,7.091356277,7.843964577,7.487994194,7.81374836,7.114197254,8.070589066,7.173404694,8.748706818,7.113061905,9.093459129,8.50663662,14.06663609,7.072087765,7.570531845,"Survivor"
"GSM1317965",7.603520393,7.422669411,7.099625587,7.420086384,10.12431622,7.183990479,11.0736351,10.55328941,7.989870548,11.48103046,7.182355881,7.107868671,7.117801666,8.460080147,7.923390865,8.505846977,8.372946739,7.064120293,7.070679188,7.959322929,8.95125103,14.59689426,7.829092026,7.82093668,7.126076698,9.956205368,11.03150082,8.138529778,13.70183277,14.69237518,7.069572449,7.064444542,8.65838623,7.163538456,7.195447445,8.416692734,8.464634895,7.41019249,7.933347225,8.950632095,9.895094872,7.274389267,7.921233654,7.822216034,7.845070362,7.223054409,7.051917553,11.14570522,7.655375004,10.50475502,7.186656952,6.999039173,7.84071207,11.22037697,11.11403847,9.46318531,7.374978542,11.95715618,9.320547104,8.802474022,7.02391386,7.546811104,7.82602644,7.097270012,7.160932064,7.963158607,7.265820026,7.91211462,7.141431808,8.777509689,7.782422066,13.14248657,7.094815254,7.131094456,"Survivor"
"GSM1317966",7.201587677,7.24620533,7.079696655,7.243373394,10.23870373,8.029158592,9.627121925,11.07835579,8.523048401,11.10677719,7.153220177,7.073198318,7.105247974,8.900390625,9.204447746,8.44711113,8.620723724,7.101668835,7.149942875,7.553538322,9.664780617,14.59689426,7.263354301,8.051365852,7.107379913,10.16022205,10.90825653,7.682825565,12.68597794,14.73068142,7.179878712,8.064142227,8.731289864,7.450622559,7.179785252,7.41901207,12.29318619,8.013612747,7.430409431,8.411985397,8.821207047,7.232302189,7.595796108,8.746758461,8.221326828,7.170874596,7.159444332,12.06260967,7.067464828,10.5464716,7.116171837,7.016627312,9.623231888,11.55117226,9.271749496,8.066856384,7.14044857,10.51695061,8.101108551,7.19492054,7.455745697,7.838414669,7.959745884,7.488652229,7.133280754,8.01978302,7.12808609,8.570113182,7.722906113,8.096386909,8.458341599,13.03628349,7.13839817,7.573379993,"Survivor"
"GSM1317967",7.679871082,7.571818829,7.106740952,7.375438213,10.03760624,7.318760872,11.88011169,11.08322716,8.217686653,8.22256279,7.228547573,7.287754059,7.048563957,8.005316734,7.383981228,8.050567627,9.235502243,7.021978378,7.10089922,7.944863319,10.00380611,14.02818394,7.048676968,7.518689632,7.055483341,10.01234818,11.75961876,8.593391418,10.7977972,14.4536562,7.23864603,7.320153713,8.239583969,7.551554203,7.189201832,8.550523758,9.26047802,7.615724564,7.117367744,9.090848923,8.985590935,7.461904049,7.246145725,7.540697098,7.693865299,7.524264812,7.215755463,11.06193161,8.086969376,9.546170235,7.059705734,7.02175808,7.289906979,10.84954739,11.37851143,7.256072521,7.029712677,12.35242367,7.907753944,8.610780716,7.178733349,7.514081955,8.395820618,7.058414459,7.317576408,7.760989189,7.128796577,8.411301613,7.076544762,8.577730179,7.74028492,13.55254555,7.47933197,7.519733429,"Survivor"
"GSM1317968",7.212602615,7.288722038,7.013197422,8.016460419,11.12855339,8.464634895,9.951336861,11.41880035,8.474772453,12.44225883,7.11898756,7.159086227,7.000558853,8.405203819,9.587481499,8.657939911,9.559476852,7.045050621,7.085829258,7.910210133,9.622179031,14.75221539,8.019278526,8.593391418,7.132923603,10.72357273,12.4329834,7.723516464,13.55254555,14.2312479,8.336482048,7.711589336,7.982279778,7.923974037,7.206267357,7.790962696,12.44756794,7.620686054,9.899768829,8.278601646,10.14517021,7.144705296,7.821849823,9.522727013,8.794771194,7.40745163,7.119775772,14.06663609,7.308671474,10.06654835,6.969583035,7.055953026,10.35758877,11.82569981,10.07040215,12.22256184,7.40685463,10.40991497,9.341792107,7.226216316,7.080029488,7.501556396,7.980453968,7.664479733,7.046930313,8.342871666,7.120857716,9.504892349,7.037789345,9.165948868,8.58835125,14.33150673,7.262483597,8.124145508,"Survivor"
"GSM1317969",7.487795353,7.895807266,7.084998131,7.537321568,10.56736374,7.301027298,11.28907967,10.84309864,8.211769104,10.67859173,7.083673954,7.131974697,7.061715126,8.292123795,8.603048325,8.239862442,8.748706818,7.084652901,7.17054987,7.740603447,9.617473602,14.67478466,7.285351753,7.748211384,7.059244156,10.12686443,11.31890774,8.359627724,12.79292393,14.51778603,7.156682968,7.124006748,8.420850754,7.473127365,7.179615021,8.997385025,8.101626396,7.651802063,7.269918442,9.810464859,9.688352585,7.349384308,7.161787987,8.52626133,8.07951355,7.288042545,7.256711006,10.25039577,8.081282616,11.05485344,7.175881386,7.045795441,7.637660027,10.82038498,11.27316189,8.099320412,7.159117699,12.20909309,8.865915298,7.906066895,7.119709969,7.636161327,8.814996719,7.206179619,7.224918842,7.692436695,7.189069271,8.538636208,7.063194275,8.640639305,7.789229393,13.63367081,7.238733292,7.492602348,"Survivor"
"GSM1317970",7.280628681,7.619345665,7.083873749,7.278896809,10.25039577,7.809838772,12.15764618,10.94541359,8.461213112,8.922545433,7.185333252,7.105197906,7.130308151,8.206390381,7.409317493,8.621624947,9.916854858,7.120299339,7.190862179,7.865979195,10.52395535,14.7777586,7.138321877,7.879426003,7.192276478,10.03251076,11.72797203,7.886280537,12.50179195,14.5812521,7.128519535,7.196185589,8.300628662,7.383921146,7.130558491,8.755539894,9.641392708,7.426958561,7.409826756,9.519246101,9.677475929,7.326423168,7.168440342,8.015266418,7.970829964,7.281280041,7.160883904,10.90825653,8.276065826,10.01885891,7.083209991,7.025459766,7.890957832,11.93791866,10.42857742,7.662621975,7.01220274,12.77439117,8.330273628,7.658059597,7.05483532,7.512207031,8.720740318,7.280359268,7.23912859,8.305303574,7.208275318,8.630711555,7.135856152,8.082048416,7.746263981,13.66257,7.301027298,7.439862728,"Survivor"
"GSM1317971",7.915221214,7.756835461,7.112504005,7.316349506,10.23020458,7.84488821,11.63295078,10.94541359,8.188153267,11.73183346,7.076957226,7.101052761,7.035076618,8.228878021,10.27195168,8.882782936,10.04656601,7.061916828,7.102374554,7.907556057,9.575764656,14.46974087,7.514081955,7.949511528,7.070907593,10.56366539,11.5203476,7.769836903,12.41922092,14.73068142,7.150782108,7.32247591,8.817576408,7.435810566,7.13993597,8.701376915,10.34501553,8.091467857,7.294595718,9.423541069,9.348765373,7.248276234,7.359063625,8.929897308,7.594050407,7.312383175,7.251798153,11.19652081,7.816116333,10.68416023,7.104223251,6.968859196,8.296962738,11.33317471,9.845314026,9.198745728,7.093450069,12.21355438,8.982688904,9.122237206,7.154665947,7.514772892,8.375734329,7.1454916,7.144547939,8.362748146,7.143073082,8.34932518,7.060558319,8.174992561,7.642188549,13.76200581,7.122274876,7.273107052,"Survivor"
"GSM1317972",7.174188614,7.407752991,7.210942745,7.498064995,10.66686344,8.346276283,11.04541588,10.89716244,8.411985397,10.00515652,7.189509869,7.108415127,7.062944412,8.247588158,8.230124474,8.100590706,8.443430901,7.102533817,7.071657181,8.233535767,9.430150032,14.71159077,7.246587276,8.108439445,7.127315521,10.55683899,12.08298874,8.365119934,14.21644688,14.15929317,7.132799149,7.686400414,8.279884338,7.552095413,7.136460781,8.457214355,11.72123241,7.756154537,9.030827522,8.953977585,9.97721386,7.304877281,8.006930351,9.455789566,8.260238647,7.43170166,7.305445671,13.22032928,7.486169815,10.67068481,7.142615318,7.059445858,9.192175865,11.51408386,10.87956715,9.277703285,7.309123993,11.92264366,9.886383057,7.433373451,7.146974564,7.827134132,8.038132668,7.276061535,7.188098431,7.780845165,7.103061199,9.207954407,7.04887104,8.760990143,8.282547951,14.30151463,7.319143772,7.962919712,"Survivor"
"GSM1317973",7.79322958,8.081282616,6.933664322,7.290897846,10.67068481,7.756154537,11.79862976,10.75279617,8.108171463,11.13085461,7.285231113,7.07327652,7.044209003,8.224981308,10.13835621,8.558712959,9.953802109,7.127376556,7.067073822,7.784889221,10.23870373,14.56532383,7.772552967,7.557290554,7.148934364,10.37487888,11.3987875,7.582989216,12.60370731,14.61182499,7.161540031,7.352044582,8.79275322,7.396687984,7.20693779,9.709306717,10.05907249,7.984792709,7.308037281,10.2809,9.078969002,7.345495701,7.273836136,8.987419128,7.912538528,7.191402435,7.343939304,11.62659454,8.291522026,11.10199451,7.178417683,7.013569832,7.871775627,11.54477215,10.13069534,9.241520882,7.018022537,12.51206017,9.37874794,9.05783844,7.274389267,7.515469551,8.845127106,7.178842545,7.282782555,8.145184517,7.177750111,8.271094322,7.123507977,8.301669121,7.72776556,13.7939806,7.109500408,7.369326591,"Survivor"
"GSM1317974",7.179436684,7.683122635,7.053769112,7.474379063,10.69955254,8.212378502,11.20184517,10.87730408,8.129613876,10.61574554,7.292990208,7.170340538,7.092196941,8.11971283,8.544868469,8.337138176,8.478274345,7.122119904,7.012094021,7.744295597,9.428407669,14.2030077,7.243428707,8.088215828,7.129179955,10.40513325,12.12841129,8.255293846,13.76200581,14.24457741,7.264930248,7.617015362,8.332036018,7.410050392,7.161991119,8.978648186,11.75961876,7.71931839,9.037122726,9.478654861,9.318346024,7.321038723,8.047728539,8.945522308,8.179929733,7.263763428,7.278671265,13.13584137,7.499940395,10.70352459,7.227552891,7.149974346,9.419500351,11.78771019,11.06859303,9.766411781,7.340405941,11.81055164,9.348765373,7.133358479,7.103076935,7.567950726,8.087439537,7.315100193,7.270615578,7.979776382,7.094747066,9.08154583,7.005767822,8.468959808,8.204912186,14.09175682,7.223152161,8.009811401,"Survivor"
"GSM1317975",7.051865578,7.732578278,7.157374382,7.301684856,10.21023464,7.956510067,10.7977972,10.63244057,8.007923126,14.46974087,7.159676552,7.139455318,7.08048296,8.436706543,12.96685791,8.196199417,9.311518669,7.140634537,7.074160099,7.554802895,9.253885269,14.43885326,9.734183311,7.719952583,7.188593388,10.08711338,12.06631756,7.419616222,13.95337105,14.56532383,8.151685715,7.001655579,8.383862495,7.39315176,7.081359863,8.95125103,9.542309761,7.443575859,8.593391418,9.265670776,8.810763359,7.263551712,7.652894497,9.070464134,7.900678635,7.065830708,7.267127991,13.57040596,7.637256622,10.72740173,7.134380341,6.992416859,9.705277443,11.82932186,9.130295753,12.08298874,7.198113441,11.33317471,9.216844559,7.110874176,7.130955219,7.23360014,8.164056778,7.132069588,7.201669693,7.936172009,7.168608665,8.966237068,7.087588787,7.791835308,7.995518684,13.7110424,6.997268677,7.911911011,"Survivor"
"GSM1317976",7.200078487,7.343272209,7.133247852,7.446403503,10.7915678,8.462378502,10.51150322,11.0500412,8.266945839,12.58755398,7.246738434,7.136022568,7.086441517,8.391077042,9.871097565,8.551291466,7.864598751,7.130323887,7.072686195,7.60587883,9.376583099,14.54955006,7.664892673,8.091732979,7.118231297,10.18246365,11.81830311,7.820035934,14.39126587,14.5020113,7.435889721,7.747075558,8.217146873,7.452060699,7.118864536,8.29529953,12.36120224,7.633233547,9.462346077,8.774558067,8.889925957,7.166801453,8.245113373,8.497247696,7.974903584,7.34282732,7.155113697,14.1455946,7.482439041,10.28374672,7.127686501,6.931636333,10.43964481,11.56715202,10.06774712,10.44787025,7.329723835,11.42158604,8.99864006,7.230304241,7.139407635,7.59319067,7.867127895,7.3929286,7.133878231,8.1590271,7.140151978,8.819627762,7.128703594,8.2886343,8.292452812,13.57949066,7.203678131,7.905240059,"Survivor"
"GSM1317977",7.255006313,7.799107075,7.084037304,7.421453953,10.89956284,7.862502098,11.69395065,11.37530899,8.126045227,9.203766823,7.233972073,7.172281265,7.164415359,8.43783474,7.466364384,8.771507263,8.862112045,7.082200527,7.200351715,7.789927483,9.893973351,14.8065176,7.291025639,8.12825489,7.041581631,10.58214474,11.35829735,7.987062931,14.10523796,14.64205265,7.088696003,7.53447628,8.21687603,7.65250349,7.199394226,8.857463837,10.97046566,7.846737862,8.669704437,9.435203552,10.07709885,7.352166176,7.908354759,7.483846664,8.376763344,7.450459003,7.12751627,13.22806835,7.862711906,10.52563763,7.078044891,7.104275227,8.777029037,10.01380253,10.42248726,7.982711315,7.27901125,12.23120594,8.661574364,7.42290163,7.081264496,7.953882694,8.378839493,7.056396484,7.279048443,8.500367165,7.256275654,8.234726906,7.021978378,8.504714966,8.19767189,13.53600979,7.164398193,7.713908672,"Survivor"
"GSM1317978",7.168112755,7.613801479,7.015904903,7.356524467,11.87258625,7.69724226,10.46759415,11.43308735,7.818964005,11.50496578,7.123295307,7.135267735,6.971444607,8.781195641,8.983823776,7.734943867,9.203036308,7.056785583,7.016985893,7.542786121,9.475178719,14.40771866,8.149841309,8.072896004,7.074302673,10.27782536,11.854496,7.505739689,14.15929317,14.25828743,7.251945019,7.656779766,8.085921288,7.541019917,7.18648386,8.842494011,13.51740456,7.713908672,8.317951202,9.394813538,7.810536861,7.209227562,7.704400063,7.555817127,7.989870548,7.406274319,7.129474163,14.51778603,7.838414669,10.6065731,7.180090427,7.153756618,11.52913952,11.20948887,9.46570015,9.38278389,7.364470005,11.46554279,8.352105141,7.167630672,7.095734119,8.075176239,8.28088665,7.43193388,7.12482357,7.496130943,7.127933025,8.794771194,7.085758686,8.452672958,8.397273064,13.55254555,7.022026539,8.058642387,"Survivor"
"GSM1317979",7.709342957,7.898862362,7.12902832,7.705813408,10.49119282,7.873715878,11.41880035,11.20708656,8.248492241,8.723670006,7.109149456,7.094916821,7.104029655,8.752616882,8.68963623,8.391842842,8.797336578,7.100042343,7.127779961,7.682250023,9.924876213,14.8065176,7.175124645,7.934851646,7.161129475,9.972648621,11.39022827,7.277899742,13.46693134,14.46974087,7.085036278,7.500831604,8.141313553,7.942248344,7.237729549,9.729996681,11.30279255,7.74478817,7.42993021,9.885280609,9.631896973,7.368322849,7.377269745,8.145741463,8.199071884,7.519629002,7.086080074,11.65307045,7.607522488,10.1161375,7.119853973,6.983083725,9.530687332,11.58371544,8.459383965,8.055437088,7.179384708,11.88836002,8.513001442,8.206121445,7.153007507,8.165449142,8.074462891,7.315397739,7.237813473,7.917805195,7.112308979,8.570548058,7.073901653,9.453235626,8.069860458,13.35937309,7.134441853,7.45447588,"Survivor"
"GSM1317980",7.371222019,7.478116035,7.078889847,7.485920906,10.29727936,7.788759708,11.00186729,11.41554737,8.010465622,9.210638046,7.069020748,7.10852623,7.113370895,8.603916168,8.928199768,8.098538399,8.358950615,7.078299522,7.294803143,7.700481892,9.609920502,14.75221539,7.128936291,7.592213154,7.071618557,10.0490799,11.75285912,7.324148178,13.67254257,14.5020113,7.166440964,7.21126318,8.432997704,7.622494698,7.124683857,9.092214584,10.89048862,7.569790363,7.496223927,9.281354904,9.203766823,7.253688335,7.162654877,8.275727272,7.806423187,7.775592327,7.073198318,11.70075893,7.755050182,10.12946987,7.109069347,7.055609703,9.573025703,11.27316189,9.262751579,8.350748062,7.053253651,12.01880074,8.072659492,7.513192654,7.145061016,8.499263763,8.039351463,7.150734901,7.144643307,7.69973278,7.061548233,8.224646568,7.086318016,9.071681023,7.880610466,13.76200581,7.136221886,7.363305092,"Survivor"
"GSM1317981",7.103518963,7.703009605,7.054555893,7.24620533,10.09488869,7.888911247,10.88625336,10.39696121,8.014552116,14.67478466,7.211214066,7.101163387,7.053536415,8.377835274,13.06385803,8.212986946,9.87553215,7.19691658,7.158138275,8.037162781,9.339574814,14.07937431,9.151786804,7.722906113,7.050251961,10.21588516,11.79489326,7.449114323,13.46693134,14.33150673,7.962245941,7.252642632,8.133394241,7.326570988,7.064288139,8.479489326,9.187806129,7.452060699,8.330998421,8.910937309,9.29349041,7.278009892,7.736202717,9.022797585,7.751254082,7.178098679,7.288928986,13.42400551,7.679871082,10.80593014,7.184841156,7.065303326,9.900898933,11.6595459,9.042035103,11.45106411,7.200722694,11.44497204,9.312220573,7.154417038,7.031560421,7.40745163,8.328237534,6.994234085,7.262608528,7.836201191,7.00751543,8.820688248,7.044502735,7.694020748,7.837172508,13.7421217,7.110200405,7.900678635,"Survivor"
"GSM1317982",7.214334011,7.895172119,7.039042473,7.482247829,10.31505585,7.867503643,11.31316662,10.68238735,7.948607922,8.927659035,7.133863926,7.184428215,7.155276775,8.169612885,8.425912857,8.421548843,9.606063843,7.157279015,7.071347713,7.543796062,10.04388237,14.5812521,7.077589512,7.588085175,7.137254238,9.950241089,11.50808907,7.556411266,12.69744968,14.59689426,7.155455112,7.271544933,8.279232979,7.540151596,7.21126318,9.15440464,9.535129547,7.63137722,7.084411144,9.785663605,10.13317776,7.249089718,7.325697899,7.516788006,7.812158585,7.534701347,7.054074287,11.60331917,8.227087975,10.39537907,7.205544949,7.068017483,8.147099495,11.71770382,10.00640869,8.373652458,7.066161156,11.97586155,8.732287407,7.665874004,7.131803036,8.017827988,8.802474022,7.128057957,7.275300026,7.957829475,7.116611958,8.149265289,7.110074043,8.955061913,7.883063316,13.6539793,7.184298515,7.527672291,"Survivor"
"GSM1317983",7.214880943,7.299897194,7.212965965,7.935307503,12.23120594,7.750946999,9.088124275,11.33603287,8.100590706,10.40991497,7.087872505,7.125739098,7.075468063,8.824910164,7.335096359,7.989136696,7.517157555,7.130600452,7.124132633,7.465110302,9.989327431,14.1455946,8.418735504,8.561748505,7.021249294,10.83682823,10.37007713,7.347894669,13.91954327,14.2030077,7.233246803,8.24382782,7.879232883,8.200787544,7.044472694,8.171020508,13.54458237,8.749689102,9.626131058,8.399402618,10.09097099,7.199852467,8.346592903,9.16259861,8.953475952,7.754536152,7.152976513,12.64761734,7.104124546,10.89048862,7.073702335,7.019227028,10.60847569,11.93791866,8.041502953,10.39387608,7.597270012,9.826843262,11.06648064,7.42334795,7.034149647,7.960868359,7.307445526,8.429661751,7.10255146,7.658602715,7.108940125,8.845127106,7.006755829,9.946902275,8.871860504,12.70283127,7.173284054,7.85544157,"Survivor"
"GSM1317984",7.210190773,7.46983242,7.058799267,7.33774519,10.25624847,7.622753143,11.0736351,10.75671959,7.88347435,10.18095112,7.069916725,7.191561699,7.007068634,8.398659706,9.942214966,8.09696579,8.613761902,7.281778336,7.126091957,7.645205498,9.333547592,14.5812521,7.35764122,7.594050407,7.135065556,9.853117943,10.7977972,7.793041229,13.49210167,14.53448772,7.173460007,7.035758018,8.410200119,7.309682369,7.130371571,8.664287567,9.246659279,7.329440117,7.575785637,9.407079697,9.476037025,7.235361576,7.207553387,7.657916546,7.564802647,7.79480505,7.148979187,11.49587154,7.645610809,10.47085667,7.07923317,7.008071423,8.589243889,11.2563858,9.992839813,9.598514557,7.134427071,11.93791866,8.62249279,7.368193626,7.283563614,8.144631386,8.205798149,7.108320236,7.056493759,7.656634808,7.093239784,8.079267502,7.068081856,9.168737411,7.797909737,12.9058075,7.186693668,7.200999737,"Survivor"
"GSM1317985",7.402980804,7.543448448,7.056687832,7.213731766,10.12815189,7.789927483,10.38112259,11.02679539,7.879426003,12.07474613,7.132253647,7.129043102,7.123867035,8.216570854,8.530322075,8.240142822,7.829823971,7.079734325,7.290315151,7.473836899,9.394813538,14.53448772,7.552654743,7.479425907,7.023873806,9.825782776,10.58407974,7.633487225,13.57949066,14.56532383,7.733540058,7.355075359,8.551670074,7.285351753,7.165624142,8.989147186,10.7852087,7.641207695,7.435717583,9.403692245,9.239274025,7.163258553,7.134226322,7.912961483,7.682979107,7.782790184,7.171692848,11.29166222,7.634566784,9.975999832,7.040086269,7.14448595,9.41704464,9.661026955,9.646928787,11.15086174,7.110695839,11.40993786,7.928459167,8.047246933,7.111693382,8.302661896,8.019048691,6.983438492,7.162385464,7.954930305,7.212922096,8.241677284,7.07047081,8.850444794,7.835252285,12.68017387,7.109899044,7.429615498,"Survivor"
"GSM1317986",7.197929859,7.473917961,7.176448345,7.946602345,11.90783501,8.148674965,9.376583099,11.46554279,7.934421062,9.113062859,7.056267738,7.091836452,7.146268845,8.585290909,7.417270184,8.019542694,7.746263981,7.039536953,7.122619629,7.696490765,9.983213425,14.00238228,7.663209438,8.515497208,7.141463757,10.88411808,11.48103046,7.258822441,13.93055439,14.37623501,7.067530632,8.143276215,7.925941467,7.951488018,7.118787766,8.605131149,13.44976616,8.718250275,9.153061867,8.974493027,10.09618473,7.325005531,8.109509468,9.182157516,8.76996994,7.747075558,7.126460075,12.96003246,7.245485783,10.93662739,7.043428421,7.215185642,10.58025169,12.11074257,8.507846832,9.025886536,7.439862728,10.00121689,10.52049923,7.309123993,7.049510479,8.087209702,7.441348553,8.085400581,7.196507931,7.723516464,7.100515842,8.875818253,7.028519154,9.834338188,8.782694817,13.58753014,7.154401302,7.835661888,"Survivor"
"GSM1317987",7.192611217,7.370056152,7.219528675,7.312710762,10.17261791,7.382934093,10.52749443,10.64368725,7.945528984,13.25871658,7.151662827,7.065216064,7.103684425,8.539065361,12.03439331,8.254974365,10.18794537,7.24821043,7.083929539,7.835252285,9.379624367,14.39126587,8.478274345,7.998068333,7.123522282,10.19632721,11.39022827,7.159846306,13.58753014,14.2312479,7.769836903,7.294473648,7.917384148,7.340839863,7.171939373,8.147609711,9.907601357,7.780504227,8.986795425,8.63160038,9.904278755,7.187891006,8.565077782,9.325978279,7.808750629,7.22445631,7.534267426,12.83554554,7.84598875,10.99017239,7.183038235,7.114728928,8.801407814,11.6595459,8.061356544,11.3987875,7.483100414,11.16868782,9.834338188,7.296319485,7.194540501,7.360235214,8.686434746,7.166662693,7.220739841,7.766143799,7.022155285,8.284137726,7.042243481,7.935307503,8.016919136,13.47520256,7.275230885,7.670110703,"Survivor"
"GSM1317988",7.688291073,8.024043083,6.971780777,7.289698601,11.10199451,7.655655861,11.96833324,11.14822865,7.944011211,11.37851143,7.248304844,7.07574892,6.996207714,8.207900047,10.09229755,8.693318367,10.09488869,7.070743561,7.136378765,7.788250923,10.54817104,14.46974087,8.038617134,7.535576344,7.088046551,10.18246365,12.20028591,7.814822674,12.52854252,14.54955006,7.326221466,7.290120602,8.746260643,7.414363861,7.268677235,9.574902534,10.34670258,7.91500473,7.347569942,10.31352806,8.820137978,7.263487339,7.25138998,8.836758614,7.680343151,7.222043991,7.10675621,11.72460556,8.283192635,10.63621426,7.085704327,7.031599522,7.971766949,11.36929226,10.19074345,9.855295181,7.122337818,12.24419975,8.602653503,9.322840691,7.193192482,7.760656834,8.939110756,7.07235527,7.282669544,8.37984848,7.081976891,8.086441994,7.04468298,7.965575695,7.69288969,14.04120827,7.248608589,7.351405144,"Survivor"
"GSM1317989",7.218604565,7.736202717,6.987239838,7.366250515,10.66875744,8.132845879,11.04321671,11.29978275,8.219489098,9.78986454,7.3137393,7.083618164,7.183572292,8.397624969,7.649586201,8.953977585,8.685954094,7.095820427,7.05808115,8.03057003,9.637542725,14.53448772,7.059869289,8.293745041,7.171376705,10.58214474,11.21216297,7.908354759,13.93055439,14.64205265,7.001075745,7.663636684,8.42410183,7.468667507,7.188457012,8.642390251,10.54471874,7.79809618,8.648566246,9.229870796,10.37637329,7.322386265,8.188433647,7.552972317,8.628051758,7.069916725,7.093984127,12.73248768,7.415108204,10.53264618,7.027830601,7.012547493,8.70610714,10.79375172,10.29119778,7.947894096,7.354895592,11.67708302,8.794771194,7.225583076,7.053687572,7.559287548,8.268158913,7.124758244,7.172475338,8.735162735,7.103484631,8.674232483,7.051839828,8.081282616,8.265022278,13.35157299,7.211515427,7.738650799,"Survivor"
"GSM1317990",7.146943569,7.48178196,7.069107533,7.249790668,10.21752071,7.669228554,10.87730408,10.58025169,7.968922615,14.43885326,7.162024975,7.051251411,7.037983418,8.042984962,12.8291893,7.959322929,10.35155106,7.260536194,7.099304676,8.123342514,9.446652412,13.9907732,8.446419716,7.693028927,7.104952335,10.18246365,11.58371544,7.451565266,13.12859344,14.2312479,7.815369606,7.224675179,7.982504368,7.352415085,7.108066082,8.21982193,8.775609016,7.463852406,8.300268173,8.897554398,9.461547852,7.095222473,7.662045002,9.214722633,7.516788006,7.17083931,7.462776184,13.10755539,7.891570568,10.64179897,7.109963894,7.056856632,9.214071274,11.52913952,9.237722397,11.61667728,7.276602268,11.45959854,9.088124275,7.155388832,7.109468937,7.351570129,8.747699738,7.056568623,7.166901588,7.779980659,7.152230263,8.425178528,6.945105076,7.68458271,7.708445072,13.8831749,7.215000153,7.715355396,"Survivor"
"GSM1317991",7.500231743,7.545073986,7.073961258,7.40476799,10.38268375,7.945528984,10.71940327,11.06648064,8.774078369,12.46250629,7.11898756,7.205246449,7.3711586,8.352432251,10.34838676,8.790815353,9.492671967,7.09867239,7.119570732,7.725681305,9.663806915,14.56532383,7.834361076,7.9680233,7.085414886,10.31220341,11.60014343,7.488746643,12.97334957,14.67478466,7.139887333,7.184464455,8.869711876,7.18873167,7.227882862,8.34932518,10.13317776,7.728875637,7.576488018,8.826955795,9.56590271,7.167697906,7.652750015,8.609927177,7.833653927,7.031560421,7.39300251,12.31563473,7.569666862,10.51877785,7.274278641,7.035414696,8.401194572,11.28645134,9.106501579,9.2219944,7.161012173,11.46554279,9.170162201,8.736569405,7.110842228,7.30659008,7.94246769,7.181307316,7.128426075,8.356863022,7.242017746,8.842494011,7.15392828,7.749025822,7.899832726,13.62398815,7.217160225,7.62745142,"Survivor"
