"Sample","IL8","CCR2","IL10","HIF1A","ITGAM","TREM1","HLA-DRA","C5AR1","PLAUR","LCN2","NLRP3","IL6","CALCA","TLR4","ELA2","NLRP3.1","CCR7","CCL2","MAPK14","TNF","NOTCH1","S100A8","MMP8","MAPK14.1","CCL25","MYD88","CD14","CX3CR1","S100A12","S100A9","OLFM4","IL1R2","P2RX7","HIF1A.1","CCL19","CCR2.1","IL1R2.1","TLR2","CD177","CCR2.2","IL1B","CCR2.3","SOCS3","C3AR1","MAPK14.2","HMGB1","CXCL10","MMP9","BCL2","TNFSF10","PDCD1","ICAM1","ARG1","IL10.1","CX3CR1.1","OLFM4.1","SOCS3.1","HLA-DRA.1","FCGR1A","IL8.1","IFNG","HMGB1.1","BCL2.1","IL1R2.2","CCR2.4","NLRP3.2","VCAM1","PLAUR.1","CCR2.5","HIF1A.2","MAPK14.3","CD14.1","GATA3","PLAUR.2","Label"
"GSM1318021",7.167257309,7.562620163,7.050305843,7.2484622,9.631896973,7.642188549,10.58610821,10.59561634,8.267264366,12.67507935,7.161082268,7.055412292,7.13898325,8.208803177,12.64761734,7.83584547,10.18095112,7.112248421,7.182837009,7.690797329,9.092214584,14.09175682,7.474555016,7.811612129,7.1977005,9.838620186,11.11403847,7.423051357,12.03045845,14.56532383,7.173037529,7.502470016,8.160693169,7.317395687,7.143404007,8.681162834,11.58701801,7.639266968,7.257372856,9.323565483,7.872572899,7.305630207,7.281778336,8.900981903,7.700481892,7.23519516,7.377076149,12.00347233,7.753226757,10.36698914,7.386707306,7.186580658,9.301730156,11.42465401,9.537792206,10.30463123,7.17991209,11.36395264,8.710824966,7.256011486,7.141109943,7.442410946,8.61420536,7.080427647,7.236153603,7.635910034,6.994417667,8.957937241,7.120193958,8.112732887,7.885286331,13.22806835,7.305361748,7.816475391,"Sepsis"
"GSM1318022",8.101626396,7.55447197,7.110762119,7.107707977,9.270279884,7.877439022,10.93006611,10.72550392,8.229815483,10.95208836,7.09617424,7.302230358,7.497928143,8.182300568,9.67346859,8.147609711,9.430150032,7.151148319,7.063937664,8.245747566,9.444964409,14.31682491,7.402772427,7.278823853,7.130083561,10.12946987,11.0041275,7.250181198,12.46766376,14.64205265,7.073396206,7.164197445,9.006530762,7.181828022,7.167875767,8.794771194,9.938557625,8.007923126,7.445414543,9.548851013,9.540987015,7.094393253,7.157519817,8.196199417,7.653031349,7.139032841,7.289221764,10.35912323,7.658602715,11.43911648,7.095019817,7.171012878,8.967430115,12.47252178,9.522727013,9.902009964,7.147594452,11.96833324,8.714654922,8.976276398,7.168677807,7.341716766,8.652528763,7.058704376,7.124381065,7.575785637,7.076251507,8.173578262,7.013778687,8.489626884,7.381729603,12.72650337,7.131488323,7.072505474,"Sepsis"
"GSM1318023",8.001574516,7.500439644,7.26486063,7.60100174,11.82216454,7.841273785,9.82375145,11.55734348,8.739024162,12.80473804,7.021573544,7.069852829,7.047803402,8.898146629,7.589295864,8.595018387,7.800524235,7.074260712,7.291882515,8.28088665,10.17261791,13.95337105,8.927659035,8.513401985,7.129638672,10.68788815,11.81454945,7.917994976,14.05426216,14.61182499,7.184482098,7.863836288,8.194104195,7.72776556,7.089375973,8.342871666,12.98690796,8.595869064,8.960954666,9.113720894,10.74319553,7.276976585,7.932052612,10.00640869,8.203447342,7.229724884,7.418411255,13.89495754,7.328930855,10.36698914,7.04609108,7.197516441,11.0041275,11.09504414,10.65110683,8.57598877,7.432178497,10.7915678,9.841877937,9.170162201,7.504533291,7.957403183,7.690094948,7.457882881,7.256899357,8.216290474,7.118141174,8.546550751,7.109405041,8.912991524,8.267264366,14.31682491,7.092091084,7.592706203,"Sepsis"
"GSM1318024",7.114349842,7.608290195,7.019887447,7.338064194,10.37007713,7.906489372,10.28237629,11.19110584,8.424436569,13.82612133,7.079972267,7.006427288,7.016831875,7.983402252,13.28892326,8.050322533,9.943490028,7.098621845,7.056493759,7.716952324,9.638448715,13.95337105,7.684286594,7.79322958,7.04961729,10.23020458,11.27571201,7.49651432,12.02275658,14.39126587,7.434096813,7.337799549,8.161830902,7.321580887,7.174170494,8.282230377,11.30279255,7.781560898,7.428143501,9.012469292,8.400136948,7.179384708,7.172595501,8.552077293,7.624843597,7.144174099,7.162977695,12.74415493,7.725374699,9.342570305,7.324604988,7.048093796,8.6994524,11.02208614,10.13709545,11.25391865,7.250732422,11.16343021,7.826947689,7.218487263,7.02615118,7.37779665,8.494848251,7.127076149,7.136331081,7.895807266,7.136460781,8.74575901,7.135127544,7.813573837,7.686400414,14.10523796,7.328674316,7.344151974,"Sepsis"
"GSM1318025",7.310147762,7.728077412,6.93948555,7.200620174,9.952468872,7.190689087,10.89048862,10.84954739,8.014552116,9.9053545,7.182690144,7.236844063,7.16708374,7.791320324,8.303704262,7.885482788,8.888352394,7.029428959,7.125166893,7.397476673,9.37874794,14.11873436,7.01553297,7.293828964,7.079251766,9.623231888,11.28376484,7.909571648,11.93791866,14.65753746,7.016627312,7.10073185,9.213384628,7.144999027,7.501454353,8.873607635,8.944989204,7.162354946,7.49788475,9.273133278,9.39884758,7.197173119,7.120936871,7.521486759,7.508431911,7.220618248,7.295897484,11.20708656,7.656069756,9.513869286,7.101668835,7.144003868,7.686243057,10.33751583,10.26640129,7.904613495,7.046179771,12.07474613,8.494470596,7.252099514,7.217256069,7.577198029,7.94354248,7.017970085,7.24381876,7.180583477,7.139271736,8.606412888,7.054531574,7.685191631,7.734344959,12.91869926,7.100315094,7.275655746,"Sepsis"
"GSM1318026",7.424849987,7.209429741,7.014431953,7.172424316,9.685400009,7.940544128,10.70542049,11.29166222,8.555725098,13.73166943,7.09401989,7.153565884,7.050631523,7.74562645,12.89973545,7.897413731,9.631896973,7.055929661,7.194540501,8.193823814,9.282111168,13.95337105,7.56955719,7.414435863,7.100128651,9.850877762,10.56192589,7.489797115,12.27518749,14.8065176,7.420382977,7.018839359,8.279559135,7.202943802,7.129976749,8.135538101,8.822268486,7.230657101,7.23642683,8.583199501,9.144472122,7.339907646,7.322581768,7.838790894,7.353319168,7.256616592,7.070679188,12.25794888,8.046474457,9.316027641,7.264341831,7.170027256,8.569208145,10.23732853,9.931726456,10.68990421,7.210486412,11.41287899,7.93905592,8.160116196,7.144062996,7.344497204,9.13092041,7.163976669,7.057376385,7.680343151,7.204659939,8.914096832,7.129638672,7.920173168,7.578919411,13.16584301,7.439862728,7.44508934,"Sepsis"
"GSM1318027",7.748211384,7.617145061,7.176947117,7.223127365,10.02002048,7.784707069,12.24882317,11.20708656,7.994849205,9.948023796,7.165840149,7.0531497,7.108194351,7.736202717,8.876787186,8.559594154,9.098825455,7.113789082,7.050982475,7.872761726,9.695356369,13.28892326,7.047639847,7.188136101,7.176394939,9.512080193,11.16104412,8.482938766,10.56192589,14.65753746,7.183148384,7.085865021,8.813958168,7.405992508,7.114242554,8.971525192,8.588809013,7.44224453,7.156765461,9.591159821,9.359088898,7.228494167,7.21412611,7.34348917,7.288641453,7.160831451,7.250796795,10.31068134,8.079267502,9.496906281,7.075632095,7.034617424,7.301027298,10.95208836,12.02660561,7.912538528,7.115528584,12.96003246,7.434897423,8.61420536,7.221529484,7.330995083,8.74575901,7.116438389,7.138566494,8.321543694,7.061174393,8.835762024,7.108432293,8.223136902,7.374078274,13.45775223,7.299940586,7.390146732,"Sepsis"
"GSM1318028",7.413005352,7.413145065,7.01584959,7.4257164,10.70542049,8.010025024,10.13709545,11.10438442,8.709440231,10.09887505,7.188572884,7.099021912,6.986911297,8.720740318,7.750156403,8.49804306,7.874303341,7.126169205,7.17996645,8.727018356,9.753882408,14.36129665,7.232676506,8.274752617,7.088205814,10.58407974,11.55734348,7.778167248,13.96661282,14.67478466,7.037447453,7.417953968,8.324566841,7.112985611,7.307397842,7.981139183,12.13999462,8.029158592,8.414498329,8.508228302,11.09276199,7.164265156,8.366517067,9.574062347,7.726629257,7.480745316,7.125418663,11.98735905,7.350186825,10.66473389,7.177750111,7.437274933,9.87344265,11.74569511,10.28963375,7.188457012,7.644262314,11.36929226,9.982030869,7.895602226,7.225683212,7.413976192,7.655780792,7.227088928,7.126045227,7.907944202,7.08705616,8.557855606,7.093159676,8.432232857,8.100065231,13.81528187,7.06974411,7.777117252,"Sepsis"
"GSM1318029",7.375372887,7.084001541,7.042212486,7.180948734,9.857655525,9.510412216,10.93220139,11.51088715,8.63160038,10.14517021,7.784193039,7.147416592,7.120593071,8.542352676,8.217146873,7.894989967,8.836270332,7.134019375,7.088713169,7.787237167,9.740226746,14.64205265,7.082467079,7.544123173,7.454380989,10.71940327,10.40991497,7.352863312,13.8831749,14.71159077,7.094799519,7.224627495,9.244393349,7.249582767,7.078527451,8.224019051,11.28108978,8.603048325,7.877244473,8.91966629,9.722079277,7.246059418,7.274657249,7.878055096,7.212989807,7.258822441,7.126687527,11.20435715,7.202943802,10.71742725,7.016937733,7.107411861,9.890709877,11.2413044,9.05591774,7.206397057,7.092091084,11.64648628,8.415250778,7.760321617,7.046870232,8.033958435,7.843364239,6.984018803,7.09180975,7.385127544,7.115908623,8.802474022,7.329236984,8.357848167,8.090437889,12.70283127,7.076957226,7.093501091,"Sepsis"
"GSM1318041",7.415318489,7.816116333,7.027830601,7.617776871,11.06648064,7.796284199,10.69764328,11.18611336,8.212061882,10.41477013,7.211833,7.30054903,7.099389553,8.218916893,9.281354904,8.058384895,8.573038101,7.065103054,7.184823036,7.947024822,10.12815189,14.28796482,7.390285492,7.870001316,7.157343864,10.28374672,10.93878365,7.842596531,13.37489033,14.34638786,7.001582146,7.55777359,8.260569572,7.74173069,7.134817123,9.060350418,10.28674889,7.901911259,7.828904629,9.306342125,9.902009964,7.378314972,7.648201942,8.339522362,8.361303329,7.69258976,7.158772469,11.60014343,7.871962547,10.6008873,7.071945667,7.095564842,8.629374504,11.02208614,10.340518,7.687570095,7.368443966,11.34429264,8.669259071,7.82093668,7.162621021,7.974673748,8.228878021,7.108448029,7.354952812,7.852410793,7.095309734,8.798772812,7.124194622,9.309333801,7.971511364,13.55254555,7.190454006,7.766470909,"Control"
"GSM1318042",7.314108849,7.666453362,7.094490528,7.519098282,10.62861919,8.087677956,10.53982162,11.42746353,8.565928459,10.65879917,7.079461098,7.2443223,7.181678772,7.962710857,8.998031616,8.265664101,8.297286987,7.105376244,7.227724075,7.806603432,9.959717751,14.62656593,7.120284081,7.626804829,7.173072338,10.21752071,11.04541588,7.860785007,13.17373753,14.5812521,7.098378181,7.282251358,8.404104233,7.612535477,7.145380497,8.619884491,10.23020458,7.796619892,7.408118248,8.884981155,9.624206543,7.125056267,7.568410397,7.895602226,8.064407349,7.691683769,7.042497635,11.71129131,7.61651659,10.35155106,7.502068996,7.022472382,8.612957954,10.79994011,10.4002409,7.489304066,7.31224966,11.23374939,8.177923203,7.774436951,7.154162884,8.167402267,8.13500309,7.134366035,7.19782877,7.712491989,7.194135189,8.773565292,7.068977356,9.088124275,7.986165047,13.47520256,7.297921658,7.645340919,"Control"
"GSM1318043",7.846945763,7.454734802,6.990881443,7.426185608,9.501254082,7.822744846,10.66875744,11.10891438,8.474351883,10.36376381,7.137053013,7.168849468,7.058390617,7.89678669,9.008932114,7.854512215,8.360331535,7.250303745,7.110024929,7.787755966,9.596787453,14.56532383,7.24239254,7.441348553,7.120164394,10.17526817,10.45776749,7.504142761,12.30735588,14.67478466,7.13884306,7.158138275,8.459033012,7.689622879,7.115908623,8.111381531,9.722079277,7.776124001,7.07118082,8.755068779,9.477777481,7.199621201,7.324451447,7.596712589,7.904182911,7.303239822,7.114197254,10.64743328,7.591125965,9.884144783,7.047696114,7.152095795,8.805041313,10.94096756,9.895094872,7.358286381,7.239097595,11.30797958,7.555706501,8.525068283,7.103061199,8.184126854,8.023329735,7.063033104,7.249147415,7.461904049,7.264241695,8.886582375,7.034724236,8.958573341,7.680343151,12.76797771,7.134269714,7.663915634,"Control"
"GSM1318044",7.398890972,7.409747601,7.077628136,7.777309895,11.61667728,8.053638458,9.161899567,11.24374485,8.306266785,13.60636997,7.170926094,7.076485634,6.972617626,8.36974144,12.39024067,7.960627556,7.991698742,7.120670795,7.072947025,8.283489227,9.703281403,13.81528187,9.786655426,8.62249279,7.089323044,10.44628525,10.81633568,7.663349152,13.94167805,14.64205265,9.723158836,7.97245121,7.892584324,7.847632408,7.161605358,8.103673935,13.63367081,8.433710098,9.800580978,8.504714966,9.344155312,7.174346924,7.92680645,9.603194237,8.751630783,7.533061504,7.184008598,13.62398815,7.317251682,10.80391884,7.077910423,7.148365498,12.15764618,11.16868782,9.992839813,13.89495754,7.455256939,9.914548874,9.037723541,7.77202177,6.977026463,8.128528595,7.639691353,7.482439041,7.155341625,7.672825336,7.103271008,8.797336578,7.055787086,9.494381905,8.457577705,13.10755539,7.047272205,7.803187847,"Control"
"GSM1318045",7.32877779,7.457078934,7.037285805,7.690797329,10.74897575,8.113264084,9.092214584,11.12617207,8.574298859,11.9302578,7.214220047,7.182924271,7.076485634,8.64901638,11.66619396,7.754388332,7.658059597,7.091598034,7.15444994,8.099570274,9.279887199,14.13190746,8.037901878,8.321543694,6.997602463,10.86284065,10.36233139,7.733540058,13.73166943,14.24457741,8.520998955,7.991256714,7.980214596,8.007923126,7.1873312,7.995755672,13.40742397,8.176457405,8.867464066,8.410573959,9.483012199,7.225781441,7.810907841,9.440750122,8.388185501,7.728077412,7.109004498,13.0426712,7.201395988,10.82236576,7.117848873,7.151100636,12.04212284,10.81633568,9.544267654,12.89319229,7.363553047,9.897337914,9.040710449,7.494909763,7.19571209,8.162398338,7.418330193,7.222789764,7.085432529,7.591238499,7.053948879,9.036425591,7.115528584,9.365460396,8.333668709,12.57162189,7.041801453,8.01025486,"Control"
"GSM1318046",7.128889561,7.902925014,7.023873806,7.825304985,11.49039268,7.936402798,10.34501553,11.2650938,8.371481895,12.89973545,7.308954239,7.096206665,6.999198914,8.421185493,12.68597794,8.14955616,8.2886343,7.041524887,7.130464554,7.672535896,10.03640461,14.30151463,8.685464859,7.920381069,7.020887852,10.37807465,10.83682823,7.653831482,13.21240616,14.11873436,9.633761406,7.876849651,8.016221046,7.889310837,7.174434185,8.983823776,13.37489033,8.282230377,8.459736824,9.589304924,8.671969414,7.453933716,7.717550755,8.996179581,8.535351753,7.484041691,7.163858891,14.1455946,7.51566124,11.01511955,7.124364376,7.102929115,12.17012978,11.0736351,10.03866863,13.87110138,7.213403702,11.03393459,8.616409302,7.362728119,7.072585106,8.098798752,7.952137947,7.226712227,7.409747601,7.755692482,7.136051655,9.380456924,7.066075802,9.13494873,7.983655453,13.2358284,7.133188248,8.313891411,"Control"
"GSM1318047",7.364169121,7.955823898,7.044003963,7.76167202,11.15325546,8.155955315,10.04388237,10.94766617,8.118083,12.2399683,7.155455112,7.143435478,7.149117947,8.06659317,10.39696121,8.103137016,8.400136948,7.123554707,7.103816509,7.995287895,9.91571331,14.37623501,8.741456032,8.22256279,7.14230299,10.37637329,10.78318405,7.5719347,14.10523796,14.43885326,8.666035652,7.658332348,8.107665062,8.004826546,7.117559433,8.714654922,12.0466032,7.94246769,8.674232483,9.329683304,9.606063843,7.446491718,7.602772713,8.644975662,8.72894001,7.675209999,7.244688511,13.22806835,7.561830044,10.66068745,7.043762684,7.040086269,10.98141289,11.04074669,9.431847572,12.81054211,7.266102791,10.57813454,8.795275688,7.625881672,7.119617462,8.211144447,7.804615498,7.18552494,7.227856159,7.908142567,7.160438538,8.646320343,7.188499928,9.28672123,8.304340363,13.33539295,7.294264317,7.54573679,"Control"
"GSM1318048",7.251420975,7.618170738,7.033071518,7.580951214,10.78729343,8.135538101,9.918979645,10.8711834,8.250575066,12.8229599,7.218521118,7.092249393,6.980479717,8.06659317,10.13069534,8.395446777,8.274752617,6.976592064,7.294006824,8.177923203,9.363003731,14.4536562,8.580227852,8.197092056,7.090555668,10.44932556,11.02916622,7.81036377,14.25828743,14.51778603,8.749689102,7.486018658,8.119444847,7.789229393,7.287514687,8.459033012,11.96470451,7.616116047,8.963860512,8.875818253,9.942214966,7.267088413,8.329912186,8.395820618,8.288314819,7.417126179,7.022651196,13.34326267,7.53437233,10.36070156,7.089747906,7.077489376,10.33587456,10.81046486,9.612820625,12.96003246,7.752713203,10.50809765,9.288983345,7.422186375,7.221455574,7.923585415,7.639145374,7.122940063,7.072209835,7.874871731,7.052155018,8.379481316,7.128240108,9.258307457,8.289924622,13.24368191,7.222238541,7.662915707,"Control"
"GSM1318049",7.5719347,7.715987682,7.066291809,7.927637577,10.92586136,8.312555313,9.672478676,11.31055069,8.207606316,12.56590748,7.219770432,7.16324234,7.043156624,8.107419968,9.574062347,8.534601212,8.012611389,7.146268845,7.154584408,8.189665794,9.438454628,14.43885326,8.759493828,8.550869942,6.96991396,10.70542049,10.87730408,7.458552361,14.18836784,14.5812521,8.322174072,7.705445766,8.143276215,8.066106796,7.165188313,8.297286987,11.65621376,7.76083231,9.096149445,8.744324684,9.95492363,7.28481102,8.135821342,8.497247696,8.810276985,7.589186668,7.195002556,13.12164688,7.432099819,10.50143051,6.961186409,6.998269558,9.884144783,10.79994011,9.320547104,12.50709248,7.6353755,10.13069534,9.220555305,7.892368317,6.988174438,8.134195328,7.753543377,7.264513493,7.189935684,8.153367996,7.095292091,8.574731827,7.018740654,9.215382576,8.80765152,13.39926815,7.093239784,7.580115318,"Control"
