"Sample","IL8","CCR2","IL10","HIF1A","ITGAM","TREM1","HLA-DRA","C5AR1","PLAUR","LCN2","NLRP3","IL6","CALCA","TLR4","ELA2","NLRP3.1","CCR7","CCL2","MAPK14","TNF","NOTCH1","S100A8","MMP8","MAPK14.1","CCL25","MYD88","CD14","CX3CR1","S100A12","S100A9","OLFM4","IL1R2","P2RX7","HIF1A.1","CCL19","CCR2.1","IL1R2.1","TLR2","CD177","CCR2.2","IL1B","CCR2.3","SOCS3","C3AR1","MAPK14.2","HMGB1","CXCL10","MMP9","BCL2","TNFSF10","PDCD1","ICAM1","ARG1","IL10.1","CX3CR1.1","OLFM4.1","SOCS3.1","HLA-DRA.1","FCGR1A","IL8.1","IFNG","HMGB1.1","BCL2.1","IL1R2.2","CCR2.4","NLRP3.2","VCAM1","PLAUR.1","CCR2.5","HIF1A.2","MAPK14.3","CD14.1","GATA3","PLAUR.2","Label"
"GSM1317942",7.274127483,8.205200195,7.045257568,7.368256092,10.13448238,7.965575695,11.47766972,10.26924419,8.266010284,13.97814465,7.278009892,7.013247967,7.017085552,8.31024456,12.70283127,8.565928459,8.253455162,7.067398071,7.153516769,7.576609135,9.739245415,15.02020741,8.111381531,7.701366425,7.134611607,9.688352585,11.54805374,7.421525955,12.63120079,13.86038017,8.40943718,7.681190968,8.162675858,7.463852406,7.139627457,9.674499512,11.49886131,7.716161728,7.223127365,10.16022205,8.479026794,7.96109581,7.3992486,7.643715858,8.002979279,7.30496788,7.217608929,12.41490459,7.296060562,10.01380253,7.174401283,7.253378868,10.63823891,11.60665512,9.450875282,13.0220747,7.135778904,12.11074257,8.073167801,7.594809532,6.968287468,7.852775574,7.584323883,7.154649258,7.375771046,8.14273262,7.108906746,8.85573864,7.085958004,8.138529778,7.68655777,13.75192356,7.08848381,7.86540699,"Sepsis"
"GSM1317943",7.197808266,8.313891411,7.068936825,7.373892307,10.49119282,7.647229195,11.71129131,10.02748299,8.109509468,13.63367081,7.292742252,7.160224915,6.992125988,8.332362175,12.96685791,8.709440231,8.108989716,7.111648083,7.174625874,7.594441891,9.417946815,15.02020741,8.303011894,7.5397048,7.189935684,9.624206543,11.77704239,7.495926857,12.22690201,13.96661282,8.279559135,7.423424721,7.890349388,7.53721714,7.079952717,9.87446022,10.12686443,7.516379833,7.295514584,10.23167515,8.443049431,7.905045033,7.32539463,7.592827797,7.80157423,7.268474579,7.214764595,12.11549759,7.322685719,10.03993225,7.111456394,7.184080601,10.17396259,11.36119747,9.821446419,12.98013592,7.080598354,12.48219776,7.78706646,7.359767914,7.121175766,7.852971077,7.537875175,7.064745426,7.431546688,8.203447342,7.062894344,8.739024162,7.033544064,8.208183289,7.600234032,13.89495754,7.12088728,7.759361267,"Sepsis"
"GSM1317944",7.227088928,7.663915634,7.108098507,7.327294827,9.818234444,7.678463459,10.7977972,10.66473389,8.461213112,13.62398815,7.208786011,7.128100872,7.01231432,8.290236473,12.79891586,8.052900314,8.595018387,7.320453644,7.130232811,7.974903584,9.149137497,14.39126587,7.878830433,7.451035976,7.125739098,9.445799828,11.30279255,7.408335686,12.81680679,14.2030077,7.861177444,7.236094475,7.904613495,7.452830315,7.085958004,9.004590034,8.646320343,7.453600407,7.297460556,9.310062408,9.145833969,7.444652557,7.268404961,7.497786045,7.703619003,7.316325665,7.401776791,12.62607098,7.386579514,10.42548656,7.290779114,7.07709837,9.838620186,11.38113976,9.466587067,12.24882317,7.133514881,11.72460556,8.421185493,7.361790657,7.146974564,7.734344959,7.617388248,7.03517437,7.217068672,7.761517525,7.085342407,8.879481316,7.039599895,8.072659492,7.645205498,13.43216991,7.100515842,7.890760422,"Sepsis"
"GSM1318030",7.391496658,8.006486893,7.051443577,7.32704401,10.31068134,8.161275864,11.24374485,11.21216297,8.287343025,12.11074257,7.163487434,7.045197487,7.150782108,7.93926239,11.86922073,8.434087753,8.622081757,7.083227634,7.279123306,7.540486813,9.988170624,14.34638786,7.390823364,7.517764568,7.119709969,10.02125549,11.55734348,8.030812263,12.40500164,14.5812521,7.648201942,7.485351086,8.671507835,7.343272209,7.27350378,9.542309761,9.899768829,7.475997925,7.218335629,10.11061287,9.305599213,7.413673401,7.277239323,7.873318195,7.633909225,7.193939209,7.254230022,11.16104412,8.045994759,9.723158836,7.060410976,7.073255539,8.832233429,10.89716244,10.19905949,11.23862362,7.116468906,12.17865086,7.778982639,7.838600636,7.067994595,7.719642639,8.758135796,7.145030499,7.32019949,8.099570274,7.039371014,8.6873703,7.081889153,8.408389091,7.729972363,13.49210167,7.127254486,7.687986851,"Sepsis"
"GSM1318031",7.319288254,7.176928997,7.138858318,7.160750866,9.417946815,7.160536766,10.63621426,11.02450848,8.107908249,9.887524605,7.308355331,7.140136242,7.135917187,7.456008434,8.738513947,7.831758022,9.072278976,7.30636692,7.590882301,7.848755836,9.242937088,14.17344284,7.026070595,7.193274021,7.451735973,9.662843704,11.01754761,7.588328838,11.57047462,14.51778603,7.185913563,6.974051952,9.629037857,7.20059824,7.607008457,8.460463524,8.897031784,7.301896572,7.594693184,9.210638046,9.46570015,7.249425411,7.231609344,7.547610283,7.517764568,7.203783512,7.271477222,10.97484684,7.250244141,8.877879143,7.157374382,7.13652277,7.748211384,10.41477013,10.27782536,7.95605278,7.188572884,12.12841129,7.554581642,7.64999485,7.104450703,7.292284489,7.894584179,7.036162853,7.056639671,7.146361828,7.23005724,7.488746643,7.010295391,7.658332348,7.565644741,13.06385803,7.028316975,7.1145854,"Sepsis"
"GSM1318032",7.195002556,7.599489212,7.066531658,7.064676762,9.460769653,7.507029057,11.47766972,10.63055038,8.148674965,10.13317776,7.207594395,7.030084133,7.136507034,7.629508018,8.370791435,7.622996807,9.110542297,7.115178108,7.267395496,7.732105732,9.329683304,13.9907732,7.009120464,7.335254192,7.160966396,9.700289726,11.30279255,7.910416126,11.71770382,14.56532383,7.283681393,7.0516572,9.257592201,7.308399677,7.211998463,8.861593246,8.33062458,7.166042805,7.28027916,9.405341148,9.370265961,7.283761978,7.072505474,7.658464909,7.595200539,7.274348736,7.354462147,10.70542049,7.561830044,9.055276871,7.148979187,7.02238369,7.038870335,10.94096756,10.31659412,7.78657341,7.389202118,12.4919281,7.892368317,7.562058926,7.085483551,7.522000313,8.316608429,7.219745636,7.27068758,7.399031162,7.152047157,8.662930489,7.07235527,7.615477085,7.688140869,12.79292393,7.220256805,7.463407993,"Sepsis"
"GSM1318033",7.568165779,8.003880501,6.955722809,7.421669483,11.47144318,8.360331535,10.49644566,11.17122555,8.303011894,11.12617207,7.205088139,7.159428596,7.049317837,8.660650253,10.44932556,8.791789055,8.598402023,7.077390194,7.142503738,7.58033514,10.26924419,14.39126587,7.468757629,8.103673935,7.040597439,10.39235783,11.91166878,7.67709446,13.83668804,14.54955006,7.477556229,7.847294331,8.460463524,7.524375439,7.158186436,10.22049332,11.93791866,8.18702507,7.68655777,10.56366539,9.927164078,7.693301201,7.694806099,8.308559418,8.192655563,7.26311779,7.108320236,12.98690796,7.726794243,10.50643921,7.095002651,7.092603683,10.68238735,11.31586742,9.6804533,10.83682823,7.405556679,11.4842844,8.471681595,8.23869133,7.080503464,7.833829403,8.367201805,7.321529865,7.429141045,8.378175735,7.120576859,8.552462578,7.083747387,8.835762024,8.077462196,13.82612133,7.170633316,7.539132118,"Sepsis"
"GSM1318034",7.389472961,7.547146797,7.095614433,7.837532997,10.84309864,7.84488821,9.835384369,11.65621376,8.52265358,11.09958172,7.086154938,7.233793736,7.122862339,8.598835945,9.459920883,8.461598396,7.834361076,7.051331043,7.070743561,8.203447342,9.38992691,14.5020113,7.522203445,8.024294853,7.123322964,10.34343147,10.94766617,7.700481892,14.36129665,14.5812521,7.050849438,7.696490765,8.286088943,7.966208935,7.177200794,8.593391418,10.75475121,7.658332348,8.239276886,8.984456062,10.17396259,7.458729267,7.747075558,8.523048401,8.474351883,7.856404305,7.147857666,12.7558012,7.651221752,10.65499306,7.147955894,6.986805439,9.48211956,10.17526817,9.689349174,7.680778503,7.40729475,10.69955254,8.86689949,8.456077576,7.103617668,8.372219086,7.88993454,6.985046387,7.07837677,8.052386284,7.140025616,8.612478256,7.063355923,9.593175888,8.382040024,13.45775223,7.147116184,7.671679497,"Sepsis"
"GSM1318035",7.187491417,7.592706203,7.092918873,7.230381966,10.12431622,7.522098541,11.13822651,10.83682823,8.266010284,13.82612133,7.185895443,7.154162884,7.016264439,8.327206612,12.89973545,8.123612404,8.555316925,7.445996761,7.10148716,7.812859058,9.003410339,14.31682491,7.9680233,7.471662045,7.129337311,9.583889008,11.31316662,7.494813919,12.86029339,14.25828743,7.97222805,7.241474628,8.204307556,7.348575115,7.088588715,9.064692497,8.432997704,7.434816837,7.252642632,9.609920502,9.032719612,7.251013756,7.507740498,7.426487446,7.66377306,7.282325745,7.3992486,12.73248768,7.356463432,10.3732748,7.24052763,7.130955219,9.694371223,11.58029652,9.52361393,11.72797203,7.225706577,11.69050694,8.315570831,7.257750988,7.181605816,7.651079655,7.74562645,7.012487411,7.253410339,7.812513351,7.132862568,8.909831047,7.080086708,7.979563713,7.601490974,13.25111866,7.147199154,7.98067379,"Sepsis"
"GSM1318036",7.373001575,7.971766949,7.011159897,7.456008434,11.15086174,8.409101486,10.56922626,11.5203476,8.376072884,11.97586155,7.284958839,7.060943604,6.955413818,8.365478516,11.51088715,8.849985123,8.611227989,6.990205288,6.999746799,7.725213528,10.19905949,14.53448772,7.290521622,8.129865646,7.112046242,10.37487888,11.81454945,7.931451797,13.31297016,14.62656593,7.420231819,7.903736115,8.73464489,7.671259403,7.200620174,9.829929352,11.42746353,7.895807266,7.610836029,10.26173401,9.742350578,7.639145374,7.540375233,8.366517067,8.293745041,7.1738801,7.215574741,12.65859604,7.567838192,9.912101746,7.155164242,7.117535591,9.867788315,11.3987875,10.36532688,10.39696121,7.297422409,11.30543327,8.147099495,7.634313583,7.007575989,7.684286594,8.105511665,7.257624626,7.360002041,8.426620483,7.104290962,8.945522308,7.064241886,8.289924622,8.331675529,13.44113636,7.133529663,7.862873554,"Sepsis"
"GSM1318037",7.347290993,7.911253452,6.992874146,7.337636948,10.76097107,8.199634552,10.93878365,11.31055069,8.374686241,12.07474613,7.27006197,7.166042805,7.142270565,8.111076355,11.82932186,8.695761681,8.584013939,7.006755829,7.242596626,7.722735405,10.1796217,14.67478466,7.451904774,7.842029095,7.005106926,10.24452305,11.79140759,8.108722687,12.89973545,14.30151463,7.502770424,7.710378647,8.653888702,7.561714649,7.189779282,9.729996681,10.63823891,7.707980633,7.290277481,10.23167515,9.692401886,7.628054142,7.32495594,8.23869133,8.225879669,7.234194279,7.200078487,11.84009647,7.790606976,9.67346859,7.089553356,7.141539574,9.475178719,11.39587498,10.52749443,10.66281223,7.195830345,12.09500599,8.230433464,7.687431335,7.117195129,7.67478323,8.292123795,7.060483932,7.375639915,8.421883583,7.11724329,8.817072868,7.057694912,8.593818665,8.098278046,13.61564922,7.127163887,7.566820145,"Sepsis"
"GSM1318038",8.355883598,7.721954346,7.090990543,7.253499985,9.815980911,7.860370159,11.17122555,10.33751583,8.114561081,10.85848522,7.178025246,7.364111423,7.000847816,8.758135796,9.329683304,7.795547485,9.316774368,7.164833546,7.070017338,7.899253845,9.067267418,14.8065176,8.492090225,7.212752819,7.026609421,10.06654835,9.849721909,7.280359268,13.84863472,14.40771866,7.195652962,7.260199547,8.877329826,7.633487225,7.495213509,9.191441536,10.340518,8.383862495,7.156717777,9.567663193,9.29797554,7.036534786,7.351516247,8.365478516,7.101886272,7.52933979,8.652528763,9.995244026,7.783327103,11.40156937,7.186079502,7.060676575,9.898546219,11.82932186,8.969776154,10.51695061,7.102065086,12.42781067,8.825949669,9.864480972,7.069681168,8.05109787,8.556988716,7.101312637,7.113759995,7.751254082,7.11570406,7.622364998,7.045739174,9.060350418,7.555137634,12.10282707,7.139455318,7.10583353,"Sepsis"
"GSM1318039",7.1776824,7.542560101,7.036330223,7.20829916,11.22842979,8.180516243,9.301730156,11.23127174,8.196199417,9.903131485,7.46243,7.151854515,7.130052567,8.788718224,8.649453163,8.026970863,7.33109951,7.058414459,7.143026829,8.069605827,9.164650917,14.15929317,7.842596531,7.908779621,7.052045822,11.27571201,11.17122555,7.426110268,14.30151463,14.28796482,7.168129444,7.653301716,8.36903286,7.350644588,7.188305378,9.050868034,13.42400551,8.698004723,8.396907806,9.505804062,8.941487312,7.174764633,7.629508018,8.206121445,7.306547642,7.478019238,7.165871143,11.54166317,7.212416172,11.66282845,7.087289333,7.287079334,11.41287899,12.15764618,8.637038231,7.08760643,7.521486759,10.23870373,9.529809952,7.455338955,7.055182934,8.310603142,7.472679615,7.07993269,7.133247852,7.781021595,7.203678131,7.822047234,7.067485809,8.966860771,8.024986267,13.28164196,7.189471722,7.334356308,"Sepsis"
"GSM1318040",7.305776119,7.506145477,7.052790642,7.075866222,9.411927223,7.530608654,11.65307045,10.61039734,8.311912537,10.35912323,7.158480644,7.133046627,7.129104137,7.768129349,8.243550301,7.772381306,9.188549042,7.099974155,7.169181824,7.836201191,9.195775032,14.39126587,7.030958176,7.255758286,7.105995655,9.815980911,11.38113976,8.131768227,11.73183346,14.73068142,7.186789036,7.143557549,9.040102005,7.377856255,7.195964813,8.942603111,8.59168911,7.194116592,7.323739052,9.216844559,9.068470955,7.252734661,7.187242985,7.683970928,7.458131313,7.239768505,7.202943802,10.67859173,7.577562809,9.546170235,7.228412151,7.117067814,7.173001766,10.72740173,10.31659412,7.924835682,7.16129446,12.41922092,7.96109581,7.764808655,7.068341732,7.514576912,8.357507706,7.047101021,7.140600204,7.473658085,7.123507977,8.216001511,7.075267792,7.728408337,7.293323517,12.95304775,7.157703876,7.296700001,"Sepsis"
"GSM1318041",7.415318489,7.816116333,7.027830601,7.617776871,11.06648064,7.796284199,10.69764328,11.18611336,8.212061882,10.41477013,7.211833,7.30054903,7.099389553,8.218916893,9.281354904,8.058384895,8.573038101,7.065103054,7.184823036,7.947024822,10.12815189,14.28796482,7.390285492,7.870001316,7.157343864,10.28374672,10.93878365,7.842596531,13.37489033,14.34638786,7.001582146,7.55777359,8.260569572,7.74173069,7.134817123,9.060350418,10.28674889,7.901911259,7.828904629,9.306342125,9.902009964,7.378314972,7.648201942,8.339522362,8.361303329,7.69258976,7.158772469,11.60014343,7.871962547,10.6008873,7.071945667,7.095564842,8.629374504,11.02208614,10.340518,7.687570095,7.368443966,11.34429264,8.669259071,7.82093668,7.162621021,7.974673748,8.228878021,7.108448029,7.354952812,7.852410793,7.095309734,8.798772812,7.124194622,9.309333801,7.971511364,13.55254555,7.190454006,7.766470909,"Control"
"GSM1318042",7.314108849,7.666453362,7.094490528,7.519098282,10.62861919,8.087677956,10.53982162,11.42746353,8.565928459,10.65879917,7.079461098,7.2443223,7.181678772,7.962710857,8.998031616,8.265664101,8.297286987,7.105376244,7.227724075,7.806603432,9.959717751,14.62656593,7.120284081,7.626804829,7.173072338,10.21752071,11.04541588,7.860785007,13.17373753,14.5812521,7.098378181,7.282251358,8.404104233,7.612535477,7.145380497,8.619884491,10.23020458,7.796619892,7.408118248,8.884981155,9.624206543,7.125056267,7.568410397,7.895602226,8.064407349,7.691683769,7.042497635,11.71129131,7.61651659,10.35155106,7.502068996,7.022472382,8.612957954,10.79994011,10.4002409,7.489304066,7.31224966,11.23374939,8.177923203,7.774436951,7.154162884,8.167402267,8.13500309,7.134366035,7.19782877,7.712491989,7.194135189,8.773565292,7.068977356,9.088124275,7.986165047,13.47520256,7.297921658,7.645340919,"Control"
"GSM1318043",7.846945763,7.454734802,6.990881443,7.426185608,9.501254082,7.822744846,10.66875744,11.10891438,8.474351883,10.36376381,7.137053013,7.168849468,7.058390617,7.89678669,9.008932114,7.854512215,8.360331535,7.250303745,7.110024929,7.787755966,9.596787453,14.56532383,7.24239254,7.441348553,7.120164394,10.17526817,10.45776749,7.504142761,12.30735588,14.67478466,7.13884306,7.158138275,8.459033012,7.689622879,7.115908623,8.111381531,9.722079277,7.776124001,7.07118082,8.755068779,9.477777481,7.199621201,7.324451447,7.596712589,7.904182911,7.303239822,7.114197254,10.64743328,7.591125965,9.884144783,7.047696114,7.152095795,8.805041313,10.94096756,9.895094872,7.358286381,7.239097595,11.30797958,7.555706501,8.525068283,7.103061199,8.184126854,8.023329735,7.063033104,7.249147415,7.461904049,7.264241695,8.886582375,7.034724236,8.958573341,7.680343151,12.76797771,7.134269714,7.663915634,"Control"
"GSM1318044",7.398890972,7.409747601,7.077628136,7.777309895,11.61667728,8.053638458,9.161899567,11.24374485,8.306266785,13.60636997,7.170926094,7.076485634,6.972617626,8.36974144,12.39024067,7.960627556,7.991698742,7.120670795,7.072947025,8.283489227,9.703281403,13.81528187,9.786655426,8.62249279,7.089323044,10.44628525,10.81633568,7.663349152,13.94167805,14.64205265,9.723158836,7.97245121,7.892584324,7.847632408,7.161605358,8.103673935,13.63367081,8.433710098,9.800580978,8.504714966,9.344155312,7.174346924,7.92680645,9.603194237,8.751630783,7.533061504,7.184008598,13.62398815,7.317251682,10.80391884,7.077910423,7.148365498,12.15764618,11.16868782,9.992839813,13.89495754,7.455256939,9.914548874,9.037723541,7.77202177,6.977026463,8.128528595,7.639691353,7.482439041,7.155341625,7.672825336,7.103271008,8.797336578,7.055787086,9.494381905,8.457577705,13.10755539,7.047272205,7.803187847,"Control"
"GSM1318045",7.32877779,7.457078934,7.037285805,7.690797329,10.74897575,8.113264084,9.092214584,11.12617207,8.574298859,11.9302578,7.214220047,7.182924271,7.076485634,8.64901638,11.66619396,7.754388332,7.658059597,7.091598034,7.15444994,8.099570274,9.279887199,14.13190746,8.037901878,8.321543694,6.997602463,10.86284065,10.36233139,7.733540058,13.73166943,14.24457741,8.520998955,7.991256714,7.980214596,8.007923126,7.1873312,7.995755672,13.40742397,8.176457405,8.867464066,8.410573959,9.483012199,7.225781441,7.810907841,9.440750122,8.388185501,7.728077412,7.109004498,13.0426712,7.201395988,10.82236576,7.117848873,7.151100636,12.04212284,10.81633568,9.544267654,12.89319229,7.363553047,9.897337914,9.040710449,7.494909763,7.19571209,8.162398338,7.418330193,7.222789764,7.085432529,7.591238499,7.053948879,9.036425591,7.115528584,9.365460396,8.333668709,12.57162189,7.041801453,8.01025486,"Control"
"GSM1318046",7.128889561,7.902925014,7.023873806,7.825304985,11.49039268,7.936402798,10.34501553,11.2650938,8.371481895,12.89973545,7.308954239,7.096206665,6.999198914,8.421185493,12.68597794,8.14955616,8.2886343,7.041524887,7.130464554,7.672535896,10.03640461,14.30151463,8.685464859,7.920381069,7.020887852,10.37807465,10.83682823,7.653831482,13.21240616,14.11873436,9.633761406,7.876849651,8.016221046,7.889310837,7.174434185,8.983823776,13.37489033,8.282230377,8.459736824,9.589304924,8.671969414,7.453933716,7.717550755,8.996179581,8.535351753,7.484041691,7.163858891,14.1455946,7.51566124,11.01511955,7.124364376,7.102929115,12.17012978,11.0736351,10.03866863,13.87110138,7.213403702,11.03393459,8.616409302,7.362728119,7.072585106,8.098798752,7.952137947,7.226712227,7.409747601,7.755692482,7.136051655,9.380456924,7.066075802,9.13494873,7.983655453,13.2358284,7.133188248,8.313891411,"Control"
"GSM1318047",7.364169121,7.955823898,7.044003963,7.76167202,11.15325546,8.155955315,10.04388237,10.94766617,8.118083,12.2399683,7.155455112,7.143435478,7.149117947,8.06659317,10.39696121,8.103137016,8.400136948,7.123554707,7.103816509,7.995287895,9.91571331,14.37623501,8.741456032,8.22256279,7.14230299,10.37637329,10.78318405,7.5719347,14.10523796,14.43885326,8.666035652,7.658332348,8.107665062,8.004826546,7.117559433,8.714654922,12.0466032,7.94246769,8.674232483,9.329683304,9.606063843,7.446491718,7.602772713,8.644975662,8.72894001,7.675209999,7.244688511,13.22806835,7.561830044,10.66068745,7.043762684,7.040086269,10.98141289,11.04074669,9.431847572,12.81054211,7.266102791,10.57813454,8.795275688,7.625881672,7.119617462,8.211144447,7.804615498,7.18552494,7.227856159,7.908142567,7.160438538,8.646320343,7.188499928,9.28672123,8.304340363,13.33539295,7.294264317,7.54573679,"Control"
"GSM1318048",7.251420975,7.618170738,7.033071518,7.580951214,10.78729343,8.135538101,9.918979645,10.8711834,8.250575066,12.8229599,7.218521118,7.092249393,6.980479717,8.06659317,10.13069534,8.395446777,8.274752617,6.976592064,7.294006824,8.177923203,9.363003731,14.4536562,8.580227852,8.197092056,7.090555668,10.44932556,11.02916622,7.81036377,14.25828743,14.51778603,8.749689102,7.486018658,8.119444847,7.789229393,7.287514687,8.459033012,11.96470451,7.616116047,8.963860512,8.875818253,9.942214966,7.267088413,8.329912186,8.395820618,8.288314819,7.417126179,7.022651196,13.34326267,7.53437233,10.36070156,7.089747906,7.077489376,10.33587456,10.81046486,9.612820625,12.96003246,7.752713203,10.50809765,9.288983345,7.422186375,7.221455574,7.923585415,7.639145374,7.122940063,7.072209835,7.874871731,7.052155018,8.379481316,7.128240108,9.258307457,8.289924622,13.24368191,7.222238541,7.662915707,"Control"
"GSM1318049",7.5719347,7.715987682,7.066291809,7.927637577,10.92586136,8.312555313,9.672478676,11.31055069,8.207606316,12.56590748,7.219770432,7.16324234,7.043156624,8.107419968,9.574062347,8.534601212,8.012611389,7.146268845,7.154584408,8.189665794,9.438454628,14.43885326,8.759493828,8.550869942,6.96991396,10.70542049,10.87730408,7.458552361,14.18836784,14.5812521,8.322174072,7.705445766,8.143276215,8.066106796,7.165188313,8.297286987,11.65621376,7.76083231,9.096149445,8.744324684,9.95492363,7.28481102,8.135821342,8.497247696,8.810276985,7.589186668,7.195002556,13.12164688,7.432099819,10.50143051,6.961186409,6.998269558,9.884144783,10.79994011,9.320547104,12.50709248,7.6353755,10.13069534,9.220555305,7.892368317,6.988174438,8.134195328,7.753543377,7.264513493,7.189935684,8.153367996,7.095292091,8.574731827,7.018740654,9.215382576,8.80765152,13.39926815,7.093239784,7.580115318,"Control"
