"Metric","Mean","SD"
"MCC",0.974012007315512,0.0946939404411902
"F1",0.976430976430976,0.0858798038462713
"AUC",1,0
"TPR",0.964646464646465,0.128819705769407
"TNR",1,0
"PPV",1,0
"NPV",0.985858585858586,0.0515278823077628
