"Sample","IL8","CCR2","IL10","HIF1A","ITGAM","TREM1","HLA-DRA","C5AR1","PLAUR","LCN2","NLRP3","IL6","CALCA","TLR4","ELA2","NLRP3.1","CCR7","CCL2","MAPK14","TNF","NOTCH1","S100A8","MMP8","MAPK14.1","CCL25","MYD88","CD14","CX3CR1","S100A12","S100A9","OLFM4","IL1R2","P2RX7","HIF1A.1","CCL19","CCR2.1","IL1R2.1","TLR2","CD177","CCR2.2","IL1B","CCR2.3","SOCS3","C3AR1","MAPK14.2","HMGB1","CXCL10","MMP9","BCL2","TNFSF10","PDCD1","ICAM1","ARG1","IL10.1","CX3CR1.1","OLFM4.1","SOCS3.1","HLA-DRA.1","FCGR1A","IL8.1","IFNG","HMGB1.1","BCL2.1","IL1R2.2","CCR2.4","NLRP3.2","VCAM1","PLAUR.1","CCR2.5","HIF1A.2","MAPK14.3","CD14.1","GATA3","PLAUR.2","Label"
"GSM1317906",7.265637398,7.620686054,7.013569832,7.159897804,9.573025703,7.870416164,10.99947929,10.56736374,8.15653038,11.43308735,7.209227562,7.018552303,6.973733902,8.046991348,8.837835312,8.428460121,8.788249016,7.12580204,7.167767525,8.065590858,9.748684883,14.30151463,7.039926052,7.354494572,7.032038212,9.596787453,10.87956715,7.80301857,12.70283127,14.5812521,7.312802792,7.197412014,8.382780075,7.282209396,7.20416975,8.850945473,8.969776154,7.523207188,7.373323917,9.062229156,9.445799828,7.239991188,7.296410084,7.626133442,7.336622715,7.569666862,7.232890606,10.82635117,7.829996586,10.28525829,7.042769909,7.237840176,8.340860367,12.15279961,10.43802071,9.720009804,7.093636036,11.93424225,8.211769104,7.631789207,7.254069805,7.700615406,8.287343025,7.056907177,7.132656097,7.875074387,7.176362038,8.300628662,7.140387058,8.421883583,7.356010437,12.83554554,7.213058949,7.443487167,"healthy"
"GSM1317907",7.186882496,7.775769234,7.057863712,7.43273735,10.2763052,7.838235378,10.82635117,10.65499306,8.218916893,12.36664677,7.210674286,7.033289433,7.089888096,8.405935287,11.09276199,8.26438427,8.650744438,6.983784676,6.981480598,7.48178196,9.567663193,14.56532383,7.802843571,7.578299999,7.06234026,9.938557625,11.15086174,7.5397048,13.7939806,14.54955006,8.060381889,7.17350769,8.330998421,7.46313715,7.143923759,9.316027641,10.46759415,7.570158482,7.537764072,9.963285446,8.497639656,7.373714924,7.279742241,7.880419731,7.624165058,7.687431335,7.172475338,12.05092049,7.682536602,10.12946987,6.999898434,7.068508148,10.64564991,11.87633133,9.579443932,12.18754578,7.150279999,11.71429729,7.976527214,7.187055588,7.062611103,8.189665794,8.092496872,7.132321358,7.253007889,7.876073837,7.100982189,8.414117813,7.049118042,8.858553886,7.655253887,13.40742397,7.180802822,7.386845112,"healthy"
"GSM1317908",7.211875916,7.213684082,7.207487583,7.553295135,10.83469009,7.32704401,8.752120018,10.32411766,8.230124474,14.2312479,7.112999916,7.166712284,7.020749569,8.354125023,8.298999786,7.905045033,7.769315243,7.052760601,7.026437283,7.771188736,8.733233452,14.42391872,10.18514729,7.999233723,7.124054909,9.715249062,9.679420471,7.333574295,14.28796482,14.5812521,9.481215477,7.189531326,8.188153267,7.319193363,7.338882923,8.213605881,12.93241215,7.717699051,8.157105446,8.405935287,8.652528763,7.235987663,7.961535931,8.421548843,7.896194935,7.797542572,7.163258553,13.22806835,7.431630611,9.754919052,7.077609062,7.0497365,11.19110584,12.23120594,8.098278046,13.7110424,7.459450245,9.360624313,8.78567028,7.154517174,7.124116421,8.228280067,7.277404308,7.209008694,7.05445385,7.543563366,7.122907639,8.022382736,7.077353001,8.931036949,8.033958435,11.66619396,7.185768127,7.371985912,"healthy"
"GSM1317909",7.741257191,7.591238499,6.989308357,7.568410397,10.42098713,8.132845879,10.35447788,11.21754932,8.74575901,8.981022835,7.193878651,6.981480598,7.042683601,8.858553886,9.382002831,8.562537193,7.461114883,7.09401989,7.12456131,7.358460903,10.44291782,14.67478466,7.218008518,8.20909977,7.114334583,9.622179031,9.679420471,7.419083595,12.05846882,14.5812521,7.055834293,8.30722332,8.135538101,7.720588684,7.234541416,8.552077293,12.40500164,8.564610481,7.41538763,8.887730598,10.05300617,7.386049747,7.844693661,8.63160038,8.52265358,7.39966774,7.138351917,10.49469852,7.139734268,10.6209898,6.98827219,7.134350777,9.722079277,11.96099472,8.720740318,7.422040939,7.186411858,11.11868668,10.07040215,8.421548843,7.142999649,7.776456356,7.493843079,7.255509853,7.080277443,8.04269886,7.159023285,8.960954666,7.166352272,9.088813782,8.167121887,12.12418556,7.069363117,7.711753368,"healthy"
"GSM1317910",8.42410183,7.732105732,6.991375923,7.839556694,10.4002409,7.913156509,10.69181061,10.74531364,8.463513374,8.828462601,7.08762455,7.166695118,7.001295567,8.72463131,8.587468147,8.209936142,7.586298943,7.271477222,7.140965462,7.443666458,10.24602032,13.97814465,6.96710968,7.770524025,7.088292599,9.891770363,10.29119778,7.340354443,11.28376484,14.11873436,7.080086708,7.853756428,8.61420536,8.020746231,7.123142242,8.690121651,11.37530899,8.294384956,7.176802635,9.279887199,10.2474308,7.146300793,7.574241161,8.263151169,7.981374741,7.658602715,7.136460781,10.27346992,7.175364017,10.30041981,7.029821873,7.050658703,9.057167053,13.31297016,9.026480675,7.16387558,7.162943363,11.46265888,9.538726807,9.589304924,7.181436062,7.690360546,7.201022625,7.03711462,7.151117802,8.069605827,7.16197443,8.777509689,6.991078854,9.292019844,8.039110184,12.26679897,7.184730053,7.562681675,"healthy"
"GSM1317911",7.776124001,7.551902771,7.028399467,7.878830433,10.91499233,8.598835945,9.971450806,11.22842979,8.353780746,10.04253292,7.08022356,6.962146282,7.078738689,8.850444794,10.47592258,8.487351418,7.674519062,7.069852829,7.176661015,7.42993021,10.84097958,14.4536562,7.230948448,8.234984398,7.034009457,10.34985065,9.689349174,7.59049654,12.31189346,14.25828743,7.0586586,8.309575081,7.918863297,8.01140976,7.084794998,8.328560829,12.53826141,8.726569176,7.204854488,8.78567028,9.963285446,7.386911392,7.632419109,7.965348721,8.340559006,7.648487091,7.082181454,12.23120594,7.488374233,10.58610821,7.112720013,7.169687271,10.59375095,12.48219776,9.703281403,7.842955112,7.269497395,10.6209898,8.606412888,8.513401985,7.141307831,8.056647301,7.572495937,7.376304626,7.148635387,7.919943333,7.136270523,8.826955795,7.062565327,9.543351173,7.985708714,12.11962318,7.226084232,7.829996586,"healthy"
"GSM1317912",7.101018429,8.052900314,7.017375469,7.408931255,11.04321671,7.607264042,10.61920166,10.55328941,8.235612869,10.35912323,7.117591858,7.057694912,6.950824261,7.990343094,8.270772934,8.336800575,8.256181717,7.079869747,7.082239628,7.610183716,9.762335777,14.46974087,7.432576656,7.734624386,7.0946455,10.10934067,11.34145927,7.688140869,13.7421217,14.4536562,7.265855312,7.437446117,8.296627045,7.582532406,7.158741474,9.80610466,11.44805908,7.962005138,7.547913551,10.18934822,8.884413719,7.470010281,7.465919971,8.018816948,8.024043083,7.604391098,7.214080811,12.44756794,7.495926857,10.22049332,7.195848942,7.045612812,10.0717659,10.91499233,10.22461891,9.658256531,7.253410339,11.55734348,8.84897995,7.323943615,7.271981716,7.873518467,7.780314922,7.08778429,7.349729538,7.944011211,7.112294674,8.567131996,6.971444607,9.169465065,7.770848751,13.6539793,7.133514881,7.485081196,"healthy"
"GSM1317913",7.250001907,8.03445816,7.087906837,7.517065525,10.80593014,7.672535896,11.20948887,10.59561634,8.192048073,11.05246258,7.060149193,7.156584263,7.022518635,7.751577377,9.167402267,8.326198578,8.940351486,7.002296448,7.044712543,7.547610283,10.06028366,14.43885326,7.312383175,7.626676083,7.136067867,9.745434761,11.26791286,8.017357826,12.7558012,14.2030077,7.326221466,7.179039478,8.343976021,7.509614468,7.113109112,9.613726616,9.740226746,7.839917183,7.242650032,10.19632721,9.13974762,7.496412754,7.261891842,8.005316734,7.918436527,7.564464569,7.319822788,11.4685812,7.875658989,10.26924419,7.192747116,7.169875622,9.088813782,11.56089401,11.0572176,10.36532688,7.115891933,11.99151516,8.786724091,7.368691921,7.293241024,7.920173168,8.319283485,7.136600494,7.357997417,7.86635685,7.066247463,8.363391876,7.133863926,8.985590935,7.716798782,13.56163883,7.221632957,7.504142761,"healthy"
"GSM1317914",7.62654686,7.241333485,7.10646534,7.192194462,9.080945969,7.249334812,11.28376484,8.655215263,7.257436275,12.3387146,7.368570328,7.18100214,7.065454483,7.323634624,7.088046551,7.156303406,9.38596344,7.077194691,7.578174114,7.59331131,8.507846832,14.84386253,9.107800484,7.196405888,7.085306168,9.020348549,8.403719902,7.640658379,13.86038017,14.75221539,10.0112524,7.090131283,9.347285271,7.209294319,7.380781174,7.698554039,11.78054333,7.130480289,7.181549549,7.951488018,7.634313583,7.186005592,7.109339237,7.55987072,7.056810856,7.618170738,8.251901627,7.99622488,7.648902893,9.061590195,7.255163193,7.976315975,8.902050972,11.49309063,9.435203552,13.3277626,7.092215538,12.31189346,7.76546669,8.001105309,8.830584526,8.780707359,8.433372498,7.12157774,7.152658463,7.03500843,7.173630714,7.131505966,7.118111134,8.558712959,7.055310726,10.43177032,7.165757656,7.07405901,"Sepsis"
"GSM1317915",7.182765484,7.445325375,7.298871994,7.302490234,11.20948887,7.785412788,8.534152985,11.47144318,8.196479797,11.4842844,7.096851349,7.126983643,7.06603241,8.957937241,7.808037281,8.195910454,7.187357903,7.146426678,7.214174271,8.047493935,9.040102005,13.87110138,8.858553886,7.821136951,7.062611103,11.36119747,10.64179897,7.199954987,13.91954327,14.67478466,7.056077957,7.663056374,8.415250778,7.509813786,7.234380722,8.971525192,13.41559887,9.099739075,8.818579674,9.444964409,8.844582558,7.098038673,8.107134819,8.109509468,7.700164795,7.197016716,7.111537933,12.31563473,7.199872494,11.55117226,7.155519009,7.240019798,11.45397949,11.81055164,8.13070488,7.042084694,7.95429945,9.608034134,9.455789566,7.154633999,7.12696743,7.84488821,7.508535385,7.184025764,7.1717453,7.959745884,7.125278473,7.751886845,6.977026463,9.318346024,8.212986946,12.60370731,7.063871861,7.404545307,"Sepsis"
"GSM1317916",7.244925976,7.135624409,7.57998848,7.210856438,11.10438442,7.373387337,8.554497719,11.27571201,8.084902763,12.54341602,7.091948986,7.147148609,7.039273262,8.974493027,8.212986946,7.968691349,7.147594452,7.093239784,7.314389229,7.78657341,9.16259861,14.39126587,10.7977972,7.813384533,7.026358128,11.25928307,9.645145416,7.122367859,14.01483059,14.64205265,7.188958168,7.718569279,8.681162834,7.556973934,7.154272079,8.187596321,13.67254257,8.898705482,8.903125763,8.52469635,8.86431694,7.137863636,8.101377487,8.059380531,7.724903584,7.11405611,7.220547199,12.70897293,7.394737244,11.51697731,7.094154835,7.129747868,11.88438892,11.20184517,7.672255993,8.666466713,8.015266418,9.524485588,9.364693642,7.34795475,7.297585964,7.933981895,7.86635685,7.267735004,7.121684551,7.786087036,7.097421646,7.680778503,7.047384262,9.224188805,8.101878166,11.31890774,7.103501797,7.379765034,"Sepsis"
"GSM1317917",8.403334618,7.621066093,6.977173328,7.350359917,9.682370186,7.986165047,10.88411808,10.71742725,7.97222805,11.19110584,7.146632195,7.071117401,7.032292366,9.050868034,10.14789295,7.797159195,8.432232857,7.096614361,7.079952717,7.712966442,9.038949966,14.42391872,8.684041977,7.323485851,7.134989738,10.44932556,10.47085667,7.431473255,13.96661282,14.5020113,7.752396584,7.213313103,8.594618797,7.3910923,7.041364193,9.40453434,10.35912323,8.221014023,7.140695572,9.795331955,8.985030174,7.173300743,7.233709812,8.529092789,7.318807602,7.391965389,8.122525215,10.29575443,7.929263115,11.27571201,7.116095543,7.152689934,10.51344299,11.07607174,9.08427906,11.4685812,7.172180176,12.34300232,8.649453163,9.857655525,7.225706577,8.272080421,8.684499741,6.971780777,7.231108189,7.484512806,7.144048214,7.727606297,7.039857388,9.349542618,7.519408226,12.31563473,7.110503674,7.267056942,"Sepsis"
"GSM1317918",7.259513855,7.567156792,7.114745617,7.175771236,10.35611439,8.461213112,10.02869606,10.85848522,8.054409981,10.67068481,7.070552349,7.109389305,7.053099155,8.392198563,10.55504131,7.727128029,7.682250023,7.100450516,7.18100214,7.751577377,9.075005531,13.82612133,7.338337421,7.653445244,7.047803402,11.28907967,11.50496578,7.796460152,13.84863472,14.54955006,7.106271267,7.478478432,8.660650253,7.483758926,7.15227747,9.011312485,12.72650337,8.512619972,8.067121506,9.393052101,9.317534447,7.059682846,7.895380497,8.051365852,7.184557438,7.134720325,7.274348736,11.09504414,7.406561375,11.23862362,7.089271069,7.226111412,10.55328941,13.12859344,9.605070114,7.678296089,7.39868784,11.15325546,9.355021477,7.148255825,7.138018131,7.940330982,7.538593769,7.091251373,7.098689079,7.472208023,7.075287342,7.816116333,7.006427288,8.643283844,7.830226898,13.26583195,7.011631489,7.116595745,"Sepsis"
"GSM1317919",7.208986282,7.473389626,6.980206966,7.112489223,9.422006607,8.00813961,10.74319553,10.77529144,8.187320709,10.94994354,7.169116974,7.03262043,7.05258131,7.787237167,9.953802109,8.397624969,9.443258286,7.106632233,7.094172001,7.436135292,9.762335777,14.5020113,7.081244469,7.335614681,7.04926157,10.49469852,11.90428162,7.47239542,12.08653831,14.64205265,6.95319128,7.05503273,8.705119133,7.09319067,7.103585243,9.026480675,9.809331894,7.456096649,7.049429893,9.37179184,9.592171669,7.105099678,7.374470234,8.306266785,7.296660423,7.345826149,7.129256725,10.61407661,7.651656151,10.63055038,7.120435238,7.245941162,7.819140911,12.23120594,8.898705482,8.575109482,7.125565052,12.22690201,8.585290909,7.918206215,7.181513786,7.558125973,8.529517174,7.041265488,7.193840981,8.091218948,7.241364002,7.642881393,6.973245144,7.923974037,7.257851124,13.42400551,7.34371233,7.056687832,"Sepsis"
"GSM1317920",7.656069756,7.555586815,7.042310715,7.161687851,10.46269417,8.898146629,10.83469009,11.33035278,8.491280556,9.971450806,7.146327496,7.09646368,7.052289486,8.392897606,7.921435833,8.014066696,8.95454216,7.153204918,7.148620129,7.874303341,9.76862812,14.21644688,7.02175808,7.627936363,7.069066048,10.84535694,11.50496578,7.65440464,13.9907732,14.59689426,7.085483551,7.444728851,9.017325401,7.185655594,7.184464455,9.178632736,10.37807465,8.138529778,7.716161728,9.405341148,9.570367813,7.275372505,7.775249004,8.358950615,7.621453762,7.191041946,7.334206104,10.96123505,7.613801479,10.36870956,7.02391386,7.11212635,8.959679604,11.89624405,9.552453995,7.094425201,7.47249651,11.63926697,8.224981308,8.131768227,7.064052105,7.320016861,7.970160484,7.348808765,7.166092396,7.576725006,7.209185123,8.541942596,7.086605549,8.6918993,7.80337429,13.09999943,7.22555685,7.810907841,"Sepsis"
"GSM1317921",7.412487507,7.681971073,7.00662756,7.207795143,9.539639473,8.206688881,11.43911648,10.63823891,8.074954033,10.22173977,7.110393047,7.266527653,6.996531487,8.172999382,8.968046188,8.211144447,9.120986938,7.021295071,7.285762787,7.820035934,9.438454628,14.56532383,7.179019928,7.276833057,7.052659035,10.30041981,11.28645134,7.42327261,12.89319229,14.34638786,7.136694431,7.081976891,8.79829216,7.244261742,7.254637718,9.780433655,9.341068268,7.868652344,7.116219997,10.11756325,9.668753624,7.07961607,7.105523109,8.000868797,7.28897047,7.090269566,7.538295269,9.985738754,7.800693989,11.0642519,7.281280041,7.092001915,7.747075558,12.06260967,9.072278976,8.68963623,7.148934364,12.70897293,8.918610573,7.994183064,7.096548557,7.673532963,8.446759224,7.135207653,7.395634174,7.795364857,7.088330269,7.894786358,7.052130699,8.341547012,7.357931614,12.93939114,7.221632957,7.09692049,"Sepsis"
"GSM1317922",7.202271461,7.367630005,7.196939468,7.323428631,10.7915678,7.176054001,10.10800934,10.37951946,7.758519173,13.6539793,7.118864536,7.052289486,7.098278522,8.53329277,8.838342667,7.666013718,7.383470535,7.115908623,7.137285233,7.297039032,8.7065382,14.43885326,9.736116409,7.186430931,7.026358128,10.95881081,9.026480675,7.217560291,14.31682491,14.54955006,7.299002647,7.252259731,8.781702995,7.283447266,7.219283581,8.967430115,13.12164688,8.708504677,8.335061073,9.329683304,9.02155304,7.079555988,8.793273926,7.818043232,7.442090988,7.28433466,8.052646637,11.86188698,7.184520721,11.29706478,7.078339577,7.189647198,10.96123505,11.1209116,8.118889809,9.662843704,8.926506996,10.99236298,9.423541069,7.221681595,7.224432468,7.227882862,7.870617867,7.038772583,7.103501797,7.514378548,7.136097431,7.399636745,7.021295071,9.355021477,7.479976177,11.10891438,7.083285332,7.120576859,"Sepsis"
"GSM1317945",7.110535622,7.870785713,7.062293053,7.405698299,10.38421726,7.33845377,10.69955254,10.51150322,7.874112129,13.50062847,7.14295435,7.182207584,7.00458765,8.378516197,13.57949066,7.657204628,8.6873703,7.118555069,7.09865427,7.292329788,9.016688347,14.43885326,8.606412888,7.746583939,7.154071331,9.815980911,10.05300617,7.248637676,11.39300251,14.27305126,7.878452778,7.642318726,7.95429945,7.445501804,7.1995821,9.07565403,11.75961876,7.730939388,7.260232449,9.704341888,8.365119934,7.451646328,7.151305199,8.425523758,8.188433647,7.433215141,7.064926624,12.54341602,7.683970928,9.438454628,7.00077343,7.033144474,10.74715042,11.42158604,8.341189384,12.29318619,7.042858124,11.34145927,7.78657341,7.240128517,7.162533283,7.799630642,7.962245941,7.406779289,7.310385704,7.475731373,7.040791035,8.253455162,7.047494411,8.147099495,7.744624615,12.55970478,7.151836872,7.467694283,"Sepsis"
