"Noise_Level","MCC","F1","AUC","TPR","TNR","PPV","NPV"
0,0.54,0.555555555555556,0.56,0.55,0.55,0.55,0.55
10,0.45,0.464646464646465,0.47,0.46,0.46,0.46,0.46
20,0.58,0.698924731182796,0.72,0.65,0.65,0.65,0.65
30,0.39,0.494623655913978,0.53,0.46,0.46,0.46,0.46
40,0.5,0.5625,0.58,0.54,0.54,0.54,0.54
50,0.36,0.462365591397849,0.5,0.43,0.43,0.43,0.43
