"Feature","Mean_Importance"
"HMGB1",1.35079022251894
"HIF1A.2",1.16913323579741
"HIF1A.1",0.883558438551037
"HIF1A",0.882462208552791
"HMGB1.1",0.6645307321537
"CXCL10",0.501239989342052
"CD14",0.477461410282965
"NLRP3.2",0.405842378018684
"CX3CR1",0.34114938084263
"IL10",0.327833499957217
"FCGR1A",0.323590395791087
"CD14.1",0.296315980035085
"IL6",0.271430065230204
"NLRP3.1",0.267172713054861
"MMP9",0.262314375048281
"MYD88",0.260962428363419
"LCN2",0.249661607153875
"TLR4",0.232054387868977
"ICAM1",0.229176957309285
"OLFM4.1",0.20293660897072
"CCR2",0.19580029648348
"CD177",0.186545355693342
"CX3CR1.1",0.159523640188971
"NOTCH1",0.156196902306103
"S100A9",0.155706710185328
"ELA2",0.137353437948071
"PDCD1",0.136566531812798
"IL1B",0.134098452925829
"OLFM4",0.132942199069512
"SOCS3",0.132454132258631
"TNF",0.130703404740724
"MAPK14.2",0.129672170430479
"ARG1",0.128404486764408
"S100A12",0.12532545075619
"ITGAM",0.121439777398041
"CCR2.2",0.115795959233982
"GATA3",0.111810153789615
"HLA.DRA.1",0.111033645645581
"IL1R2.2",0.108650549258071
"BCL2",0.107651226677007
"C5AR1",0.104746482325023
"P2RX7",0.103604745651663
"C3AR1",0.101365630803909
"PLAUR",0.100625833717787
"CCL25",0.0996406582647198
"VCAM1",0.0981187089576484
"CCR7",0.0899559374326699
"MAPK14.1",0.0886535565831493
"S100A8",0.0877558748076965
"SOCS3.1",0.0877365392578099
"PLAUR.1",0.0869858684136838
"CCR2.3",0.0833091799375119
"MAPK14.3",0.0827571392770645
"HLA.DRA",0.0817189808482561
"IL1R2",0.0814089725243723
"TLR2",0.0811693183488902
"CALCA",0.0797367271423228
"BCL2.1",0.0793073981790489
"NLRP3",0.0740656235975941
"PLAUR.2",0.0732188373017939
"MMP8",0.0729923473557998
"CCR2.4",0.0722368511866404
"CCR2.1",0.0712763695475985
"IL10.1",0.0697954212757981
"IL8",0.0690969710327239
"IL8.1",0.0689678775129758
"CCL19",0.0675512557718239
"IL1R2.1",0.0673568018497221
"CCR2.5",0.0650209275812524
"IFNG",0.0638902468280243
"CCL2",0.0586255080551782
"MAPK14",0.0578718866559782
"TNFSF10",0.0524334378367041
"TREM1",0.0424073599213305
