"Metric","Mean","SD"
"MCC",0.935193622167692,0.0756366999303935
"F1",0.981017472651374,0.0237646251966822
"AUC",0.997361111111111,0.00697182530745465
"TPR",0.969444444444444,0.0435194139889245
"TNR",0.981666666666667,0.0575159178669767
"PPV",0.994204678362573,0.0180361158261965
"NPV",0.926833333333333,0.0966749801537009
