"GeneID","Importance_average_feature_importance_noSMOTE_GSE154918","Importance_average_feature_importance_noSMOTE_hr0_GSE57065","Importance_average_feature_importance_SMOTE_GSE100159","Importance_average_feature_importance_SMOTE_GSE131761","Importance_average_feature_importance_SMOTE_GSE185263","Importance_average_feature_importance_SMOTE_GSE235713","Importance_average_feature_importance_SMOTE_GSE243217","Importance_average_feature_importance_SMOTE_GSE28750","Importance_average_feature_importance_SMOTE_GSE65682","Importance_average_feature_importance_SMOTE_T0_GSE69063","MetaImportance"
"NLRP3",0.0280721229609613,0.00351864096591262,0.00775609830325765,0.00651336460956141,0.696748342742452,0.195106999511555,0.000572112573099415,0.00491757022485124,0.0391549211535161,0.12500532366108,0.110736549670625
"CXCL10",0.0259744829693838,0.00475239256679667,0.0127470568531732,0.0362671519860777,1.64870909642039,0.158421762853052,0.00162219254772687,0.0115115646242322,NA,0.0368138349418862,0.215202170640302
"HMGB1",0.0237655166469616,0.00523513831143532,0.00281418273163271,0.0730975638179192,0.886945734323172,0.113660110216903,0.0810878288286815,0.00452329414528016,0.0426693407002881,0.0195046760439568,0.125330338576623
"IFNG",0.0232109130017455,0.0089747215627836,0.161398023251825,0.0709176193977806,0.45644181402536,0.0435459030058308,0.00232548026048026,0.00248180200220474,NA,0.0130136257464448,0.0869233224727173
"ELANE",0.0221926845712789,0.0777516595776852,0.0147983852700248,0.1514348700159,0.524704807289079,0.537847716500574,0.0328441592300021,0.645249032797795,0.0274356372824755,0.0362466643872748,0.207050561692209
"CCL25",0.020203360548574,0.00309372497892744,0.00785901194312988,0.00247957371428162,0.891386360991201,0.0487002876649262,0.000566881720430107,0.005700447722143,NA,0.0445655305137424,0.113839464421928
"VCAM1",0.0196299381305486,0.00281164953080375,0.00722935391235528,0.0111441167967455,0.360904425502818,0.0609683688254306,0,0.0210699026917032,NA,0.0475443866287767,0.0590335713354646
"P2RX7",0.0193834988976039,0.00181995429449778,0.0102822096686933,0.0199514327981124,3.97763949567226,0.055642090065357,0.00561092506046797,0.0049547368051625,0.0176290774927252,0.0157646963058485,0.412867811706073
"IL6",0.0169726911904719,0.00212983232599501,0.00344316356772511,0.020015919610681,0.737853574494185,0.048528554658001,0.0061651958178274,0.00519379087071576,NA,0.0220375926528695,0.0958155905764969
"TNF",0.0149793925983768,0.00463715021449556,0.0267781145933288,0.00864074149862732,0.260051976734818,0.0312815455421281,0.00440821248449229,0.00182909631652172,0.072333971615545,0.0251708938440642,0.0450111095442398
"LBP",0.0058270810303061,0.00378266623800989,0.00486102170344686,0.000584753787878788,0.847225614882058,0.248099440586557,0.000860422796120736,0.0144325811081166,NA,0.0283561525492067,0.128225526075745
"IFNB1",0.00296812019358192,0.0035561030159585,0.0113110000735604,0.00198772451184216,0.102093393138271,0.11465600833023,NA,0.00441979093334704,NA,0.0230998142763892,0.0330114943091475
"CCL19",0.00258002717144958,0.01355394608719,0.00449390559512907,0.241416287834465,1.02717522174555,0.275631836203434,0.000473333333333333,0.00276491573060201,NA,0.0101652020054449,0.175361630634066
"CALCA",0.00111041666666667,0.00650354275739112,0.00469140070513821,0.00369127710138221,1.06979612375557,0.0797908946634158,0.0018665522875817,0.00527526817681644,NA,0.0374549315636897,0.134464489741961
"IFNA1",NA,0.00839178151833351,0.00376025119080561,NA,NA,NA,0.000190909090909091,0.00836431245283192,NA,NA,0.00517681356322003
"CRP",NA,0.00516775990259837,0.00504196537970387,0.00218954579677879,1.4083311059467,0.0765080007445101,0.00019047619047619,0.0081239252678588,NA,0.00468452334944434,0.188779662822259
"IFNA2",NA,0.000659297979797992,0.00361529377448505,0.000357101449275362,NA,0.0858600597787803,0.000191304347826087,0.00419166337392719,NA,0.025156517649496,0.0171473197647983
