"Metric","Mean","SD"
"MCC",0.691767834867347,0.120545062688327
"F1",0.961701627501889,0.0162659520354966
"AUC",0.952445652173913,0.038131494513177
"TPR",0.946666666666667,0.0291227901065032
"TNR",0.8125,0.144883268931101
"PPV",0.977901869401579,0.0166681991064739
"NPV",0.659425713175713,0.133555873955893
