"Sample","CEACAM4","LAMP1","PLAC8","PLA2G7","Label"
"GSM5608978",11.0508216029028,11.5072583779037,12.4063854057364,5.20896427920281,"sepsis"
"GSM5608979",9.99136826168408,10.7518523763122,8.96857106825895,7.37619330985236,"sepsis"
"GSM5608980",9.47212411773015,10.4709946156828,10.0196257481209,6.3079547304447,"sepsis"
"GSM5608981",9.87307083974124,10.8115748324936,9.93446701206128,5.39447761582171,"sepsis"
"GSM5608982",10.123737758425,11.3575404068395,12.4650879897928,7.53443106002191,"sepsis"
"GSM5608983",10.0888973627865,11.1197972246395,10.8103847023104,7.76100844853034,"sepsis"
"GSM5608984",8.10871730799083,10.1320754712057,9.58810238120265,5.12263895378162,"sepsis"
"GSM5608985",9.946348831246,10.8405247292779,11.5640888617245,5.79795441699304,"sepsis"
"GSM5608986",9.7466299620537,10.7495434696745,11.4199505774685,6.17299153684986,"sepsis"
"GSM5608987",8.17488200462028,10.1232409170487,10.0766994241539,5.74599092018585,"sepsis"
"GSM5608988",7.59859911883053,9.39378498500226,10.858903646228,4.98622831232218,"sepsis"
"GSM5608989",8.80791389240307,10.5446816976389,10.487490711476,7.38405379317091,"sepsis"
"GSM5608990",7.79088920363238,10.1680687613309,9.81142998773301,5.18265333721391,"sepsis"
"GSM5608991",8.23603966383473,9.74157258390517,10.5678924648495,6.52520969883765,"sepsis"
"GSM5608992",11.4494806082829,11.0389016084566,12.3870039163433,3.27434014938302,"sepsis"
"GSM5608993",9.7846377457576,10.8530518284881,10.3985871150108,6.31139854916746,"sepsis"
"GSM5608994",8.56762978281122,10.0911083244398,11.1963987656116,5.23305759430159,"sepsis"
"GSM5608995",9.94086028614037,10.8915650693394,10.4289198507868,6.73703190469969,"sepsis"
"GSM5608996",10.576164513137,11.2091353471183,11.9048518376254,5.62689434088549,"sepsis"
"GSM5608997",8.16682463015286,10.3984776486487,10.2188933575946,5.44357568945513,"sepsis"
"GSM5608998",9.17615550377894,10.3287319787675,10.1470577225136,5.17921153805179,"sepsis"
"GSM5608999",10.3192034917614,10.909364352872,10.5932006122457,4.89933215880714,"sepsis"
"GSM5609000",10.3792985604709,10.9888542271035,10.7024387782393,5.16511372140332,"sepsis"
"GSM5609001",10.3224508138888,11.0452891115967,11.7820474946837,4.24863777314022,"sepsis"
"GSM5609002",10.6738666407406,11.1085355875072,9.54860324392055,6.19729306481046,"sepsis"
"GSM5609003",11.1843933347554,11.2753256782073,11.4338318129015,3.75654122230241,"sepsis"
"GSM5609004",9.97076854480174,11.2049108374173,12.1040646905061,6.02569455419792,"sepsis"
"GSM5609005",11.2104446517734,11.8490140800693,10.7425928176258,6.48758106784089,"sepsis"
"GSM5609006",8.26850866155179,10.0872293816766,10.7636567276364,6.20432368401137,"sepsis"
"GSM5609007",8.16876583629851,10.2070390440906,10.2587364684668,4.66227669893251,"sepsis"
"GSM5609008",8.14256771329596,10.0103704534625,10.7842488517782,5.75347780333143,"sepsis"
"GSM5609009",9.82726717010838,10.1674878573336,11.0146202670914,4.54641064876297,"sepsis"
"GSM5609010",8.01135586562607,10.0690088686836,9.66620334624399,4.12067729999453,"sepsis"
"GSM5609011",9.84847770660168,11.3947756072466,9.98882820561277,3.74212529428766,"sepsis"
"GSM5609012",8.76330462856302,10.3663242998462,10.0112131732907,6.4825484653384,"sepsis"
"GSM5609013",10.1086269406833,10.7208860369602,8.78638133538064,7.85203450955527,"sepsis"
"GSM5609014",9.3218030437449,10.7982137967032,9.97077218861609,6.45427064183941,"sepsis"
"GSM5609015",9.72036609966744,11.6187023727059,12.0650347273452,6.0298307706879,"sepsis"
"GSM5609016",9.50323074023678,10.9972028648857,10.2911201847276,6.33498871153137,"sepsis"
"GSM5609017",9.7055419769083,9.9395754267541,10.4496725204203,4.497682803348,"sepsis"
"GSM5609018",10.8920383631195,10.7294137631541,10.1118354642102,6.62825658627629,"sepsis"
"GSM5609019",10.3138522839688,10.9643809955893,9.85739230587424,6.38454705046131,"sepsis"
"GSM5609020",9.8272635280308,9.44925344715703,9.93486574886422,6.17724528626645,"sepsis"
"GSM5609021",9.74840882734081,10.8261842434127,9.14802266024051,5.19994352327491,"sepsis"
"GSM5609022",9.8719280862826,10.0336083918765,10.4366429927352,5.52604573131965,"sepsis"
"GSM5609023",10.0239493633991,10.6826639315734,10.465557041331,6.89999098300596,"sepsis"
"GSM5609024",9.57691067168614,10.9213776287265,9.46543755697591,7.85965972917592,"sepsis"
"GSM5609025",9.35016038794886,10.1443310725632,11.0703174650509,6.49876278253544,"sepsis"
"GSM5609026",10.4038881127123,11.0216999605892,11.4880699410448,6.89483023877062,"sepsis"
"GSM5609027",9.67920193936945,10.730127453617,9.8421155118323,6.31195934663683,"sepsis"
"GSM5609028",6.46829948640768,10.5960987205993,9.69080027259422,7.54257246274018,"sepsis"
"GSM5609029",9.92210183227061,10.0998608412345,9.58458928992056,6.69995142645998,"sepsis"
"GSM5609030",10.7027427804283,10.8808717779458,9.71440145866825,5.94227244624248,"sepsis"
"GSM5609031",10.1174375579592,10.4260956789724,9.82483535591028,7.27356091810574,"sepsis"
"GSM5609032",9.67714672977352,11.0439623208353,10.987775765478,6.65346369426936,"sepsis"
"GSM5609033",9.5096214752836,9.7833319214388,11.1409172768208,5.87535944447279,"sepsis"
"GSM5609034",8.98570295231845,10.1276665158134,11.4263052257709,7.1513259789921,"sepsis"
"GSM5609035",8.53537138305254,10.0779957843761,10.4041859424937,5.97312465353374,"sepsis"
"GSM5609036",10.0937143032944,10.5125132321041,10.6541311795588,6.19127678570329,"sepsis"
"GSM5609037",8.79675086694599,10.5579347383412,9.84601226950534,7.09544329173527,"sepsis"
"GSM5609038",9.99654598715952,9.12670135800375,9.21023494288652,4.32941023856188,"sepsis"
"GSM5609039",10.6992945612816,9.68956875620104,9.31883043951159,4.2891889047005,"sepsis"
"GSM5609040",10.8312374776114,11.1176841758116,10.907974011996,8.10256475154987,"sepsis"
"GSM5609041",9.97820066753687,11.2247750723712,12.4032259053562,4.52108725709398,"sepsis"
"GSM5609042",8.95036316006157,10.7414079830501,9.38260673995219,5.86106854382934,"sepsis"
"GSM5609043",9.0783343791015,10.3910862448889,11.2594694859709,4.62338522137826,"sepsis"
"GSM5609044",9.55303774637284,9.85174112357742,9.75695322090652,5.748530382963,"sepsis"
"GSM5609045",8.62690626972701,9.17737846288215,10.4934754647983,4.81917156706708,"sepsis"
"GSM5609046",10.3506005062561,9.98286108654014,10.6310780430076,4.86401976526423,"sepsis"
"GSM5609047",9.7869168435777,10.8908002321195,10.122676120585,4.78071436062745,"sepsis"
"GSM5609048",8.97065179438315,10.2087080471548,9.45148828140213,6.79509729037748,"sepsis"
"GSM5609049",9.78557196416139,10.6905246154612,10.7194065219883,6.82917535754946,"sepsis"
"GSM5609050",9.20051964503294,11.0370691406422,11.6929863347047,6.95878548423926,"sepsis"
"GSM5609051",9.70861435297341,10.1721322760951,11.3878302045981,5.94712834593418,"sepsis"
"GSM5609052",8.0849679261421,10.2218985329804,10.1192170491581,6.46223235388169,"sepsis"
"GSM5609053",10.5720204024751,11.1356801195447,10.9541643143694,5.16770463791206,"sepsis"
"GSM5609054",8.83556342448215,10.1227637564223,9.67332903986109,6.33370046103378,"sepsis"
"GSM5609055",10.2510436109472,11.2797468931919,11.7123420041009,2.71379643226465,"sepsis"
"GSM5609056",8.10670130271389,9.54313815566956,9.38483643707711,5.04733364267389,"sepsis"
"GSM5609057",9.36994753011452,10.3960091633854,10.0128728326935,6.0244476063582,"sepsis"
"GSM5609058",10.4009779329006,10.5318987250051,11.5335884195036,4.37654624893602,"sepsis"
"GSM5609059",9.94248013435351,11.347824414815,12.1876798498903,4.8340088675364,"sepsis"
"GSM5609060",9.54752275005966,10.7274590966101,10.3561627495319,7.50109109698864,"sepsis"
"GSM5609061",10.1848297599264,10.2098030186896,12.1609568463535,6.21201083372546,"sepsis"
"GSM5609062",9.49268031148197,10.5191639400664,11.3279166338701,5.58571029890868,"sepsis"
"GSM5609063",10.5396685726652,11.7433746586722,9.05437365155041,5.81656055725553,"sepsis"
"GSM5609064",10.0729988490465,10.6466334990218,9.98673474234558,6.92613101519074,"sepsis"
"GSM5609065",10.6837060502805,11.099995034421,11.1703689819505,4.33116202064789,"sepsis"
"GSM5609066",7.23160996882671,10.6643744121745,11.4459468513787,6.18048738231928,"sepsis"
"GSM5609067",9.08184862920114,10.6774463730857,10.6856951770363,6.2427228570755,"sepsis"
"GSM5609068",9.52705528506118,11.0110392474697,9.86309375124264,6.69800857406899,"sepsis"
"GSM5609069",9.42688161722611,10.9093330035808,9.07240132498567,6.85976913259166,"sepsis"
"GSM5609070",9.77943102052524,10.318834826229,10.7275389551854,7.10213586279645,"sepsis"
"GSM5609071",10.9063746239131,11.1334693803735,11.9241478292324,6.44778715134079,"sepsis"
"GSM5609072",6.82630489484601,9.30699709477945,10.6935996447632,6.09769503068689,"sepsis"
"GSM5609073",11.7028793638605,10.848581293359,12.252224559151,4.81812787177216,"sepsis"
"GSM5609074",10.1131043492753,10.0216334463172,11.9238843632755,7.58479946301724,"sepsis"
"GSM5609075",9.61120054098332,10.2572856210513,9.7766036175255,5.61228984063533,"sepsis"
"GSM5609076",9.49077100950999,9.96793464296949,11.5090065975734,5.97596594355809,"sepsis"
"GSM5609077",10.520561514145,11.0894390641022,10.2478961216113,6.44253295930424,"sepsis"
"GSM5609078",9.54888312448083,10.8265086802314,11.3466756840627,6.46822765934802,"sepsis"
"GSM5609079",8.983707637531,8.9165063308057,10.608974396976,5.26747381534602,"sepsis"
"GSM5609080",8.00184025101398,9.75061829240018,10.0598015805785,8.04443507779111,"sepsis"
"GSM5609081",10.4113412764909,10.7474041568741,11.7400096219612,4.6848701165092,"sepsis"
"GSM5609082",10.0189997007635,10.6348434249157,10.1382245559327,6.04577699699263,"sepsis"
"GSM5609083",9.14620927008932,9.64243644545819,10.9202366189317,6.42623148183462,"sepsis"
"GSM5609084",9.49161214547406,9.69640429684869,9.86301925102404,6.32639084022169,"sepsis"
"GSM5609085",11.8325295735061,11.132444715787,9.95870112952923,4.47820311164768,"sepsis"
"GSM5609086",11.9488778092219,11.2579316868868,13.5994321951465,3.64950539345699,"sepsis"
"GSM5609087",9.09202363517526,10.6287395401993,11.6887746057045,5.83404925078602,"sepsis"
"GSM5609088",7.96602652746269,10.0707658414694,11.8374900925918,6.03119063459462,"sepsis"
"GSM5609089",9.48191092543875,10.2208293645577,12.9949943574773,5.44130463464243,"sepsis"
"GSM5609090",10.3444421185266,10.9360153382538,10.0343019459812,4.64646418830849,"sepsis"
"GSM5609091",9.7996643466683,10.3219240671963,8.41455367189762,5.78859725769883,"sepsis"
"GSM5609092",9.93950514107745,10.9944926386604,10.5475586106776,6.20143449805148,"sepsis"
"GSM5609093",10.3615905259903,10.8538864066578,12.1650197742651,6.16528398204645,"sepsis"
"GSM5609094",10.4300497530846,10.170950373792,9.97435951718641,4.53975173723045,"sepsis"
"GSM5609095",9.81079785565318,10.9707062091833,10.4907518031641,3.76126120712389,"sepsis"
"GSM5609096",9.54932921743919,10.442869584632,12.4798074586418,6.89698888693901,"sepsis"
"GSM5609097",9.9714025110063,10.5171524304714,9.73786131752106,5.71444975525024,"sepsis"
"GSM5609098",10.2371249434131,10.4312364556598,9.82008708468733,5.20947597991073,"sepsis"
"GSM5609099",8.58500570323391,10.6604518357281,10.1321357290847,5.90272012064402,"sepsis"
"GSM5609100",8.63427496486033,11.1421323703417,11.3379060483516,4.85650462853727,"sepsis"
"GSM5609101",9.69370550891917,10.5997010340664,12.8256903188422,3.79702610975465,"sepsis"
"GSM5609102",8.8340192168295,9.6729412903599,10.8572863853726,6.18083652524623,"sepsis"
"GSM5609103",11.7021615684658,11.3340781855645,8.37228775050693,4.3105391201661,"sepsis"
"GSM5609104",10.5984173636282,10.6994100947633,9.61053584063627,5.12549389296613,"sepsis"
"GSM5609105",8.11756874615007,10.5211164228317,10.3499740944109,6.16970568617935,"sepsis"
"GSM5609106",9.84078371846347,10.2592550360754,9.97079053381174,5.80598290493105,"sepsis"
"GSM5609107",9.29180801383301,11.0720433028755,12.0955464251658,6.3327798576287,"sepsis"
"GSM5609108",7.62002014068302,10.4152786173107,9.36824245527457,4.70135422500382,"sepsis"
"GSM5609109",10.6417097836181,10.7617218126214,11.1791417037099,6.3140858365078,"sepsis"
"GSM5609110",8.48164283366975,10.0026563434582,10.0195622153532,7.45891939701722,"sepsis"
"GSM5609111",9.96875135875552,10.6881173186152,9.58126545210424,5.87351855550655,"sepsis"
"GSM5609112",9.01119159283577,10.4072863362211,10.2127521311711,4.81835425200799,"sepsis"
"GSM5609113",9.51055642744912,10.7477224962465,10.5411553568882,4.60603029241586,"sepsis"
"GSM5609114",10.6397315487706,10.8734213941615,11.8564670576014,6.42756262755636,"sepsis"
"GSM5609115",11.2047419862232,11.2767308694113,11.6754656936167,5.66984561580967,"sepsis"
"GSM5609116",9.12842590375227,9.90240595248694,9.44974300789023,4.93632436239785,"sepsis"
"GSM5609117",9.68850590326162,11.1941944369616,10.6261547573793,4.89999048441914,"sepsis"
"GSM5609118",9.9939194157277,11.0186105779771,12.2192044179088,5.20728683814753,"sepsis"
"GSM5609119",9.18600505602053,9.77730822514832,11.3388137508912,4.800403756483,"sepsis"
"GSM5609120",11.6441945458249,10.3515273588862,9.75507328932092,7.24876882580421,"sepsis"
"GSM5609121",12.5584424019726,10.4515428817683,8.32483553429958,6.1934009575882,"sepsis"
"GSM5609122",10.4440343888293,9.99248796690564,8.8474532227193,6.07898742372592,"sepsis"
"GSM5609123",9.01197470085584,10.7438576647522,9.82822222623411,5.68098394049614,"sepsis"
"GSM5609124",9.47889744016384,10.9006721933843,10.271245937135,6.93512855135523,"sepsis"
"GSM5609125",9.04993608911762,10.6534500116359,11.4737586517748,7.64156925024173,"sepsis"
"GSM5609126",11.1528631306365,11.561273046189,12.2339854286509,6.32911550347214,"sepsis"
"GSM5609127",10.19958282298,11.2137096620456,12.8271562553406,3.5328760871177,"sepsis"
"GSM5609128",8.49012841288318,10.4148932360138,12.0293285064807,7.85296716201836,"sepsis"
"GSM5609129",10.3996337001737,10.8552906738273,9.65668658765289,8.46985599314388,"sepsis"
"GSM5609130",8.96704902991668,10.0468201956212,11.3994069349807,7.50826959099567,"sepsis"
"GSM5609131",10.6111825576784,11.3403282151333,10.219850731046,5.12243081877111,"sepsis"
"GSM5609132",6.93561293000084,9.55327707139001,8.13381514455856,4.81356836179029,"sepsis"
"GSM5609133",10.5624971156852,10.749567612429,10.3308417415969,5.48735001572727,"sepsis"
"GSM5609134",8.86982273327258,9.96206287346704,9.08035426954989,5.4961784457383,"sepsis"
"GSM5609135",8.49094515763868,10.6838468070676,11.1363319843577,5.68889095284876,"sepsis"
"GSM5609136",10.5830449852765,10.7009738318414,10.5921513880264,5.93191881701332,"sepsis"
"GSM5609137",7.00152489513924,10.2627402902569,10.5495377400847,7.14149731791997,"sepsis"
"GSM5609138",9.42900983945611,10.177460486131,10.6260762410689,7.06137932618068,"sepsis"
"GSM5609139",9.72044196341453,10.1109945920991,9.77735000557279,4.82070906391069,"sepsis"
"GSM5609140",9.83773864277687,10.8464314601368,9.83428349805889,5.9893672939013,"sepsis"
"GSM5609141",10.1268819982806,11.2837530576057,9.75104952205476,5.85437713402775,"sepsis"
"GSM5609142",9.89016264943129,10.3406611252669,10.2286270299305,4.98880367280841,"sepsis"
"GSM5609143",10.3213665448905,11.4312030420269,10.6204203960085,6.78412449281093,"sepsis"
"GSM5609144",9.07334293744938,10.0508097576713,9.22959119442666,6.09020365467569,"sepsis"
"GSM5609145",8.82825775797233,9.87687177193851,11.0524252369914,6.52779362003013,"sepsis"
"GSM5609146",8.25595248479714,10.3562665582744,10.9644618155244,5.22820336419091,"sepsis"
"GSM5609147",10.333973541689,11.2566790141891,10.4423699732274,6.47427497264672,"sepsis"
"GSM5609148",10.8978133067985,11.2284555105005,9.38644978321535,7.56851219442525,"sepsis"
"GSM5609149",10.3687111518383,10.7649967358123,10.1039366884187,6.16484912499829,"sepsis"
"GSM5609150",9.52623026229307,11.0258215805478,11.5999854802144,5.08614191303091,"sepsis"
"GSM5609151",6.84970810682418,9.54961130937746,10.2232268077379,6.27965801641347,"sepsis"
"GSM5609152",9.64478780978507,11.1099645646592,11.842773501381,5.69309667022971,"sepsis"
"GSM5609153",9.13394052086069,10.1248631104491,10.4970475399993,5.6991615333784,"sepsis"
"GSM5609154",10.1611174154253,10.5818754779855,11.6382975966171,6.25527979090352,"sepsis"
"GSM5609155",7.5138113735164,9.30612923790968,11.7037038027887,6.6360471093912,"sepsis"
"GSM5609156",9.06626309376939,10.320443365909,9.00054673450245,6.54261878321165,"sepsis"
"GSM5609157",9.6660558370903,10.513966874789,11.7579200170461,5.94182852857505,"sepsis"
"GSM5609158",9.62507359741333,10.8930494559354,12.4297165237492,5.15141963569146,"sepsis"
"GSM5609159",10.0162696668426,10.3715556193215,10.5645169048888,4.11155211568073,"sepsis"
"GSM5609160",10.9650866274962,10.0628272618035,8.54526511482235,6.2663775979289,"sepsis"
"GSM5609161",9.40127318312019,11.0784453152882,11.9517361963305,5.48949129513778,"sepsis"
"GSM5609162",8.96149463795023,9.81795026887768,9.77389797216738,5.52391415621168,"sepsis"
"GSM5609163",8.80967868850649,9.3235326958232,9.31958588374072,6.47177861120337,"sepsis"
"GSM5609164",10.8801656600153,10.4766573720354,9.77825842082672,5.53301642398655,"sepsis"
"GSM5609165",7.64347760983163,10.4276329918631,10.1491028620482,5.89799976689601,"sepsis"
"GSM5609166",9.11131337685504,10.5545574295655,10.9966156457226,6.09125389001308,"sepsis"
"GSM5609167",9.97418803375087,11.4317240842918,9.85239564213183,6.75725372320275,"sepsis"
"GSM5609168",9.7093272088127,11.0952410483689,12.2803015749404,6.83847193260626,"sepsis"
"GSM5609169",6.74913828087439,9.65595815957264,9.82867422383751,6.00776548848116,"sepsis"
"GSM5609170",9.41418575870782,10.9120568231638,11.2279395297535,7.00954002682298,"sepsis"
"GSM5609171",10.3512918582276,10.7452122973924,11.1910459623193,7.98929749289689,"sepsis"
"GSM5609172",10.9664024729372,10.9362115193221,11.8100280413285,4.93067171090144,"sepsis"
"GSM5609173",9.02131155656105,10.1248791408313,9.52117101448678,4.90177345770406,"sepsis"
"GSM5609174",10.128320272642,11.1931645637437,11.0107504150896,5.80001900173938,"sepsis"
"GSM5609175",10.3160067438899,11.0882879874937,10.5628449470491,4.60226416699428,"sepsis"
"GSM5609176",9.46798189636971,10.3354967777006,11.4559763663273,3.994299304791,"sepsis"
"GSM5609177",8.86293324628246,10.0571755497616,9.19428710417557,6.59115884377905,"sepsis"
"GSM5609178",8.95670721083227,10.3391723276601,10.9066001335213,3.90172066267825,"sepsis"
"GSM5609179",10.4492520294038,11.4085428712237,11.5969709130852,7.26541192188578,"sepsis"
"GSM5609180",10.2182203114067,10.704243940451,8.94288791418485,6.3248733024536,"sepsis"
"GSM5609181",9.94503380458287,9.93647579249224,11.0151631183804,6.73334959560082,"sepsis"
"GSM5609182",10.0934380815152,11.2915058964014,11.0388902899764,4.9795033728438,"sepsis"
"GSM5609183",9.70138242446223,10.6349970848072,11.4848884787196,6.53976458255705,"sepsis"
"GSM5609184",10.3873906517793,10.1764931279513,10.8261568315706,7.18341376612803,"sepsis"
"GSM5609185",9.40130361646396,9.97533384625232,12.1815169742699,5.12257923864458,"sepsis"
"GSM5609186",9.12279693436712,9.90286425555247,11.0500083575718,3.61749853318471,"sepsis"
"GSM5609187",9.92957023412215,9.50421360542931,10.3752984382484,6.72527348861652,"sepsis"
"GSM5609188",9.67326719677838,10.8765454671875,9.91695066692161,7.70289962624249,"sepsis"
"GSM5609189",11.0255487819744,10.505938688376,8.15468018344005,7.27676692910824,"sepsis"
"GSM5609190",12.0325402073462,11.6280898176381,13.4532953801524,3.35212212744733,"sepsis"
"GSM5609191",9.83117774819195,11.1980768500211,9.63816237426914,6.50035740950347,"sepsis"
"GSM5609192",11.1559743373906,10.7958519538875,9.74170605808022,6.72726683903873,"sepsis"
"GSM5609193",8.88774933524295,10.1831665351793,10.9788044142345,6.04555259472764,"sepsis"
"GSM5609194",10.4355813535302,10.1524186361277,8.07512245321999,6.91411533235763,"sepsis"
"GSM5609195",9.71555614616178,11.043425830202,10.8853922897619,4.11286622629561,"sepsis"
"GSM5609196",9.93502890739063,11.1246074674147,12.7911289726648,3.7599370644525,"sepsis"
"GSM5609197",8.32675010914113,9.19849032805416,10.7755352511668,6.60835841475863,"sepsis"
"GSM5609198",10.8920166779782,10.846553006542,11.888432881414,4.63125430023308,"sepsis"
"GSM5609199",9.95491700502239,10.8906273908955,10.6598632271563,4.54560827504179,"sepsis"
"GSM5609200",11.2458865797723,11.1145134564042,12.0814892675511,4.08562139540112,"sepsis"
"GSM5609201",10.3056634024716,11.3865956819475,11.2668747864717,6.01594301856545,"sepsis"
"GSM5609202",10.3487608140842,10.9878061940563,10.3649927009453,4.39345234730248,"sepsis"
"GSM5609203",10.3356726410406,10.6609484801688,10.1406895777961,7.70074262637779,"sepsis"
"GSM5609204",9.66267704716688,10.8435841861765,8.75381531713022,3.29187942178609,"sepsis"
"GSM5609205",7.87628139449623,10.05720488844,9.98781797965622,6.53214612653439,"sepsis"
"GSM5609206",9.90830353930958,10.3510527551711,9.51805314774657,5.26994746167424,"sepsis"
"GSM5609207",7.4560600256264,9.41860294241325,10.7943206330634,6.88556630220411,"sepsis"
"GSM5609208",11.6666456504456,11.6655649981151,14.1343550239794,3.88536354080918,"sepsis"
"GSM5609209",9.53428066309821,9.35666548254925,9.59426889779271,7.18162523006437,"sepsis"
"GSM5609210",9.72365071201843,10.2642367189139,9.55535033709239,5.33819861328937,"sepsis"
"GSM5609211",8.98198569243271,10.5802763620124,11.1055729197932,6.50917479898209,"sepsis"
"GSM5609212",9.64602458346596,10.6325192998903,9.53152442297428,6.04629642251181,"healthy"
"GSM5609213",9.68802108277179,10.3855850722022,9.87248107399956,6.18932310259872,"healthy"
"GSM5609214",9.72053264042119,10.2568710812586,9.46937391237306,6.12354320913231,"healthy"
"GSM5609215",9.17721787935707,10.4883651999571,9.61664405886174,5.88767833734599,"healthy"
"GSM5609216",9.48010297024537,10.4054580972691,9.35824499955327,6.08354342694152,"healthy"
"GSM5609217",9.26024729560837,10.6598486845567,9.44848395124756,5.66036783357895,"healthy"
"GSM5609218",7.86891356403821,9.04207401269369,9.11176173315522,6.29332541546568,"healthy"
"GSM5609219",8.23482080614202,9.56852902561289,8.90511376689074,6.15024764029515,"healthy"
"GSM5609220",8.38450264919781,9.49627042190643,8.87706080358706,5.26713131991318,"healthy"
"GSM5609221",9.07657032267524,10.2003193565949,8.56323380427948,6.39303876951528,"healthy"
"GSM5609222",8.51769200601344,9.88283099162235,9.77685070826818,6.04096738099643,"healthy"
"GSM5609223",8.934194684257,9.53079508261745,9.44252450496371,5.11922511410724,"healthy"
"GSM5609224",9.67317984089,10.4810388706818,8.56447326372838,6.85144962357827,"healthy"
"GSM5609225",8.55519992850624,9.70537489077248,8.98097320389843,6.53099047968497,"healthy"
"GSM5609226",8.13486255484025,9.87246394390249,9.57435312744958,5.85148753588523,"healthy"
"GSM5609227",9.58156208822972,9.9649645820989,8.81130306622754,6.29312133965291,"healthy"
"GSM5609228",8.77383587340057,9.74077512903803,9.17333159931867,4.79978357561236,"healthy"
"GSM5609229",9.59852890299524,10.0970016880395,8.81776140651618,6.54980354357825,"healthy"
"GSM5609230",8.82680297949797,10.0333409174178,9.5294923264943,5.55955334956129,"healthy"
"GSM5609231",7.91355720899906,9.55087413217174,9.53457089749014,6.23892515140813,"healthy"
"GSM5609232",9.57876860201891,10.5203012110417,8.89437018681281,5.14768450833585,"healthy"
"GSM5609233",8.6898375332255,9.82775412695421,9.17294670104749,5.02846444381685,"healthy"
"GSM5609234",9.29822590558128,9.99078289471184,8.81043237663066,6.33506656424219,"healthy"
"GSM5609235",8.74073259593009,9.89729322050638,9.10981423352591,6.18704981041321,"healthy"
"GSM5609236",8.55838159489331,10.1598351364092,8.98374873639348,5.69420077498883,"healthy"
"GSM5609237",9.6357413026374,10.2013670700539,8.31990312079278,6.0177182403918,"healthy"
"GSM5609238",9.64806564319071,10.3878990686236,8.92716164544766,5.83424549596594,"healthy"
"GSM5609239",9.49222016022924,10.1336758620227,9.18228866990962,5.00579333505664,"healthy"
"GSM5609240",9.13047810792033,9.87078157715833,9.03552770819653,4.7849356481871,"healthy"
"GSM5609241",9.34898664911297,9.82377946758165,9.24703397962777,6.81827617816544,"healthy"
"GSM5609242",8.74208201395551,9.8777043247252,9.51657262239606,6.29076336102611,"healthy"
"GSM5609243",9.00868981779802,9.91231043095871,9.09548020944408,5.7165450274932,"healthy"
