"VCAM1","NLRP3","S100A9","S100A12","PTX3","CX3CR1","CXCL10","CXCL8","ITGAM","CD14","BCL2","IFNB1","C3AR1","CCL19","MYD88","SOCS3","IFNA2","PDCD1","HMGB1","C5AR1","ELANE","IFNA1","P2RX7","ICAM1","HLA.DRA","CD177","HIF1A","MMP9","OLFM4","PLAUR","TNF","GATA3","CCL2","CALCA","IFNG","MAPK14","IL1R2","MMP8","ARG1","CCR2","TNFSF10","TREM1","IL1B","CCR7","LBP","CCL25","CRP","IL6","IL10","TLR4","TLR2","S100A8","LCN2","NOTCH1","FCGR1A","Label"
4.02827584293218,12.5984624492721,19.0534974114792,14.110926777064,8.51346728844848,15.1954255120193,6.74190482722505,9.33625594285133,15.7496619070306,16.0803561884909,13.0275104593615,0.510890746762096,13.1497717889475,1.33788015444762,15.7499979926679,14.0646886733969,0.00101919040969323,9.89023266764474,14.4907855793198,16.4769731932715,9.80606742792369,2.4211333022464,12.1786335657059,13.1604151975359,16.8272576973515,12.8091925679385,14.4697935847419,15.5476472311582,10.7898299625878,13.7524696477411,10.6205064617296,12.2998019511687,4.5770158496583,0.082376731040489,5.95352546434773,15.3121978205142,13.8141909454694,11.0098047349863,10.7162821967609,14.2249306461673,14.6612654949873,14.9346051044718,13.0382306879396,14.0630044992172,2.38585870247766,3.46758040383274,0.163733747279242,4.05351633958386,4.86432470458185,14.7502266354273,15.3053544787926,16.1106905231693,11.714588866242,15.2263509925158,12.5973137998397,"Healthy control"
3.41136002061921,12.414752978178,19.439739047874,14.4032346341817,8.64449718239807,14.5450741772261,7.13441350475397,10.9676608652754,15.4622585826769,15.697122059514,13.5004023117041,0.510574235739743,12.7710188907969,1.33778664282754,15.6677583377468,13.8844600760636,0.00100567431675547,9.17742388379748,15.0339448232506,16.4531656092954,9.2688529727013,2.4211333022464,11.9534564487086,12.8218591986241,16.9166479086378,13.1998585406201,14.3844264289849,15.1683010945074,9.65168772108756,13.8656840060011,10.8179173132077,11.9169107066002,4.35060712170197,0.082313794956288,6.41212128462037,15.3877275492631,13.9021537888788,11.0755989621185,11.1481400732343,14.3256037047008,15.1115850603637,15.0379276634229,13.4283155535687,14.489978760253,2.52896814384425,3.35117437691757,0.163631824087587,4.43808056039723,5.28498262562583,15.022185533665,15.4876580672838,16.8077194938397,11.4305769374212,15.1338258609945,12.7918276707549,"Healthy control"
3.71078358509472,12.6049451290206,19.5907076759628,14.7332328964227,8.26822335628947,14.8806807270726,6.53857557702853,10.7055725758329,15.5958869552938,15.5819570287484,13.1889778157352,0.573546458434958,12.3284940721747,1.33816289245591,15.6915003128797,13.59061077043,0.00105878179973917,10.3553647657863,15.0347057973413,16.6656955174352,9.39206458743134,2.4211333022464,11.7948375596038,12.9622705160492,16.5841000958692,12.9518684345944,14.3442529165171,15.4013944317046,9.93321297997215,13.9585193737219,10.9378884678923,11.8476144773593,3.95646459148984,0.0825610836540061,7.21759628701141,15.3761291454788,14.2124112173032,11.1186821599665,11.0050836322212,14.1336669053833,15.0328459029767,14.9737803193952,13.2511441613005,13.9504376122689,2.38670310479506,3.15279651710495,0.164032301073908,3.92112522648309,5.07683245252444,15.0032688573919,15.5926877097799,17.1534165695018,11.503154769535,15.197583172516,12.957686674643,"Healthy control"
3.41591288022042,12.0560869417231,19.3661534935671,14.5683462220179,8.35635266164122,14.783932696728,6.14592846244027,9.65041539235787,15.6090937488076,15.6321532970929,13.3320879576404,0.512600172932363,12.8095334772207,1.33841193931571,15.6661982845863,13.7157171839969,0.00109218869839589,9.78120826089272,14.7878483905399,16.6422494722285,9.69715835232224,2.4211333022464,11.8990921973559,12.6955206292089,16.4516462889926,12.739638017567,14.3630546864659,15.5042846266015,9.98303422963288,13.8220373560083,10.5379031251972,11.945551455434,4.03268449320098,0.0827166389166445,6.02104103191226,15.2893471384988,13.9093522492339,11.3638305058268,11.1181941157212,13.8840901311691,14.9316707092537,14.6643165012916,13.2509288985114,14.6215893693403,2.38744466485525,3.15397440130338,0.164284218380936,4.44635819454153,4.99272766902993,15.0294171529979,15.5581484575695,16.415676278263,11.9381063668489,15.4831919040145,12.5654375908075,"Healthy control"
3.61218404191726,12.5966793255594,19.2829293066196,14.3117819709505,8.27161251766511,14.8523553096916,6.58040688077527,10.1385623259981,15.6132173291045,15.605565367813,13.2304129267984,0.515156107849009,12.2052375770834,1.33929560176365,15.6358789034176,13.6395185597094,0.00120133577838999,9.45452332574431,14.6795660844136,16.8627132809766,9.19838047079893,2.4211333022464,11.8898650211524,12.8435098531537,16.7865605854502,12.8036711358371,14.5754710451605,15.3713131862565,9.52820121131695,13.9613877354458,10.4871848454208,11.6699794198878,4.64525010196074,0.0832248693533955,5.77826869724329,15.4432375206544,14.0556180771752,10.9805698240716,10.9568490143816,14.0235522750757,15.0382754733422,15.2669408208454,13.467695079138,14.4805323553096,2.39005933100821,3.3326880655336,0.165107283064218,4.35610218622363,5.23896620504383,15.0185013929102,15.5760353829437,16.4794401798514,11.2422294873684,15.638905534692,12.4811610983072,"Healthy control"
3.41694772145633,12.6114223885523,19.5696785351124,14.8887313416902,8.73333324668689,14.768501519326,6.68213912951618,10.6638737305566,15.6955993230314,15.7096339471197,13.0897621257168,0.543902038824166,12.44724868991,1.33855552301498,15.8240656541148,14.1055274778318,0.00111087453473413,9.80298736458716,14.8895156245391,16.6654466820649,9.3253661259537,2.4211333022464,12.2362342209712,13.0731201289096,16.8384109593194,12.8934002613914,14.3758417956634,15.4837394665518,10.7360305550596,13.9512654476413,10.846632583175,11.6344950517326,4.2726024343904,0.0828036472980291,6.2592245482297,15.5309992123039,13.9252373706747,11.4343883999414,11.2471032389865,14.3810796427323,15.1465608199209,15.2152578044666,13.3938957977299,14.4481260371918,2.38787125993707,3.23684682252534,0.164425125970661,4.3634916998287,5.09982111926942,15.049081739878,15.7262819457363,16.7129207322397,12.0109164460832,15.3546361822701,13.3162887722723,"Healthy control"
3.7162778969431,12.7748725092979,19.0807401386669,14.2380544908532,8.68826118328694,14.8706368742073,6.22283035918352,9.447146869339,15.7351671313233,15.9095009492524,13.3701540361981,0.512168036303921,12.4708791069568,1.33827316554206,15.7299761405164,13.3413522446774,0.00107373500035912,9.65466444325418,14.6161044373452,16.5451921057476,8.87979765754486,2.4211333022464,12.0053200831655,12.8021882689868,16.7545697553172,12.6666173905342,14.1994220885937,15.2459914505807,9.76971603525021,13.8600630291244,10.6105774078485,12.0248197650285,4.34803604647261,0.0826307114597369,5.26479687864099,15.3594712788339,13.6650232491944,11.0026883659276,10.4489964054426,14.2935398568686,14.7273966791619,14.7776564992025,12.824189162661,14.5206678277284,2.38703170876617,3.15331847241141,0.164145061317544,3.99672646502502,4.87782425168239,14.7390017584177,15.525577209359,16.2552081316968,11.3814261422546,15.37703005519,12.2653075593003,"Healthy control"
3.41461566017961,12.4793604024287,19.4043990057604,14.3432533792404,8.66211458856732,14.9621296715594,5.78621324687601,9.51990363443875,15.7724330828278,15.9073868758152,13.1191680491368,0.512040295606496,13.2855377382343,1.46912216757892,16.0023356695537,13.2323415603458,0.00106828003981629,9.79311263980346,14.5813716159817,17.1362332785596,9.55974793526164,2.4211333022464,11.828546166787,13.0050023825699,16.7081325814337,12.6923852434689,14.5283730798136,16.3218926886773,9.96876321441465,14.3567676721504,10.9250750141615,11.5166134020567,3.80735807213125,0.0826053110827476,5.88953958286887,15.6028180424795,14.0422183956354,11.1991663812395,11.3370234376659,14.1773440027458,14.9801882991811,15.1442366175103,13.2756668530237,13.9903973148373,2.3869112120254,3.15312707612022,0.164103926132143,4.43271969451115,4.87645037014319,14.9603685135755,15.6811802503302,16.4520459201612,11.8911741491239,15.5708145635723,12.5915599061481,"Healthy control"
4.12625757755779,12.7708630147835,19.9690002414858,15.2356433523484,8.80478603091762,14.7501691569306,6.45862659248738,9.80774876113199,15.8011550193085,15.9096096817372,13.0101835938831,0.513121414978542,12.7843820569289,1.41078665133231,15.782509951543,13.5698123251992,0.00111444749964296,9.46580130819036,15.0237880840343,16.7406911072964,10.1990526289225,2.4211333022464,11.9392530721395,12.9325829566623,16.9205794562717,12.7474376158657,14.4960305714705,15.6143977007956,10.5282426516842,13.8868926810887,10.5149427677514,11.6432547979285,4.03964134306557,0.0828202843854933,6.46828738367686,15.5218317461214,14.1827747887134,12.0986669028214,11.4610703213018,14.4998406828481,15.1403884385832,15.11106242291,13.3148351533071,13.8576443280562,2.38795380523354,3.4459021490964,0.164452069258851,4.14107724194614,5.42346520050213,15.3187029346651,15.5012763323198,17.5251327264565,12.4391927480405,15.4049710317903,12.913718581368,"Healthy control"
4.18379676525978,12.7075719985435,19.2715986223865,14.2900602705827,8.33656674036433,15.0684307285449,6.53927601849639,10.1077523824906,15.7751178048485,16.0314446597253,13.3154849450306,0.510442041147911,12.9087210786184,1.3377480331724,15.8247513960422,13.7756306401783,0.00100002915983266,10.1982878313411,14.5822481838969,16.8764565864495,9.36517029075203,2.4211333022464,12.033912937527,13.0420202519761,16.8538289305902,12.5627238794665,14.413568203927,15.3687132218087,9.698648270307,14.0330285951556,10.6291777720763,12.1112786369877,4.34726326805799,0.0822875089524051,6.06102701907332,15.5426868203621,14.0398381743819,11.0940273233986,10.7410236928723,14.1692273860929,14.8599537692411,14.8441252558745,13.1711295976254,14.3252266057272,2.38546319246146,3.34966563439523,0.163589254654716,4.50957468620241,5.62137914438941,15.0188260194146,15.5163039997826,16.4182780343307,11.6697706389336,15.5233444314205,12.9982793311305,"Healthy control"
