"Noise_Level","MCC","F1","AUC","TPR","TNR","PPV","NPV"
0,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1
20,0.996329931618555,0.998181818181818,1,1,0.996,0.996666666666667,1
30,1,1,1,1,1,1,1
40,0.998164965809277,0.999090909090909,1,1,0.998,0.998333333333333,1
50,0.992659863237109,0.995959595959596,1,0.996,0.996,0.996666666666667,0.996666666666667
