"Metric","Mean","SD"
"MCC",0.978795700460278,0.0404183402033554
"F1",0.996178210883474,0.00734865480848457
"AUC",0.999851973684211,0.000665123431543348
"TPR",0.996315789473684,0.0105925613507626
"TNR",0.98125,0.0448587851603296
"PPV",0.996133603238866,0.00925082922109256
"NPV",0.984472222222222,0.0437143580433196
