"Gene","Mean_Sepsis","Mean_Control","Direction","W","p_value","effect_size","adjusted_p"
"FCGR1A",10.2381771129902,7.11122126880861,"Up_in_Sepsis",14900,1.47256098876259e-24,0.946185997910136,7.80457324044173e-23
"S100A9",16.1985174053067,13.6463464131138,"Up_in_Sepsis",14802,6.08828705676169e-24,0.933385579937304,1.61339607004185e-22
"S100A12",11.9040112316084,8.48825754921701,"Up_in_Sepsis",14662,4.47511188470755e-23,0.915099268547544,7.90603099631668e-22
"S100A8",14.2835741291433,11.1986022113041,"Up_in_Sepsis",14519,3.29853750224633e-22,0.896421107628004,4.37056219047638e-21
"GATA3",6.46037136982646,7.92196115827734,"Down_in_Sepsis",853,7.53516972729023e-22,-0.888584117032393,7.98727991092764e-21
"IL10",4.32506862190412,2.87577913748588,"Up_in_Sepsis",14327,4.52246632059006e-21,0.871342737722048,3.4241530713039e-20
"CD177",10.4981292840942,5.73695844436321,"Up_in_Sepsis",14334,4.11739846605679e-21,0.872257053291536,3.4241530713039e-20
"MYD88",11.7574871357077,10.6995704859282,"Up_in_Sepsis",14246,1.33601916473702e-20,0.860762800417973,7.86766841456244e-20
"TNFSF10",11.8321302593352,10.3500445458523,"Up_in_Sepsis",14246,1.33601916473702e-20,0.860762800417973,7.86766841456244e-20
"C3AR1",9.76145604572528,7.84513500782226,"Up_in_Sepsis",14201,2.42467110284766e-20,0.854885057471264,1.28507568450926e-19
"BCL2",7.71325052822711,9.07988173574327,"Down_in_Sepsis",1473,2.53396195636406e-18,-0.807601880877743,1.22090894261177e-17
"MAPK14",11.9066932882158,10.5185301440747,"Up_in_Sepsis",13828,2.90669603210353e-18,0.806165099268548,1.28379074751239e-17
"SOCS3",10.0255035224545,7.85389917753423,"Up_in_Sepsis",13764,6.42846884925966e-18,0.797805642633229,2.62083730008278e-17
"ITGAM",11.8312420539268,10.5894791203642,"Up_in_Sepsis",13661,2.26734005567406e-17,0.784352142110763,8.58350163933751e-17
"CCR7",8.28938938238342,9.72087622669511,"Down_in_Sepsis",1833,1.99808409409312e-16,-0.760579937304075,6.61865356168346e-16
"MMP8",8.89434008567827,5.67567880097452,"Up_in_Sepsis",13482,1.92869993527666e-16,0.760971786833856,6.61865356168346e-16
"ARG1",8.2814483132455,5.80273701135641,"Up_in_Sepsis",13341,9.96237459030894e-16,0.742554858934169,3.10591678403749e-15
"TLR2",12.3490500784517,11.2671112157535,"Up_in_Sepsis",12888,1.49478892321739e-13,0.683385579937304,4.40132294058453e-13
"MMP9",11.2594070586941,9.19423329642759,"Up_in_Sepsis",12789,4.23535728988869e-13,0.670454545454545,1.18144177033737e-12
"IL1R2",10.781321051862,8.7765913592438,"Up_in_Sepsis",12709,9.68943536203698e-13,0.660005224660397,2.5677003709398e-12
