"Gene","Mean_Sepsis","Mean_Control","Direction","W","p_value","effect_size","adjusted_p"
"ICAM1",9.16322380111481,8.21631400456514,"Up_in_Sepsis",12470,1.06564112903939e-11,0.628787878787879,2.68947523043274e-11
"PLAUR",9.70238083765513,8.77713473376911,"Up_in_Sepsis",12426,1.63691604536438e-11,0.623040752351097,3.94347956383238e-11
"LCN2",8.62432272096334,6.52980133501256,"Up_in_Sepsis",12412,1.87497571310005e-11,0.621212121212121,4.32059620844794e-11
"IL1B",9.58568307163122,8.42723147584179,"Up_in_Sepsis",12309,5.03183299080748e-11,0.607758620689655,1.11119645213665e-10
"CD14",11.1363720793872,10.1932229718818,"Up_in_Sepsis",12290,6.02322386082771e-11,0.605276907001045,1.27692345849547e-10
"PTX3",4.82946210306673,3.9757537517827,"Up_in_Sepsis",12253,8.53170609753406e-11,0.600444096133751,1.7391554737281e-10
"TLR4",11.7190486854254,10.8170968346307,"Up_in_Sepsis",11985,9.81088129670095e-10,0.565438871473354,1.925839661945e-09
"NLRP3",8.30583681011609,7.71572255131685,"Up_in_Sepsis",11849,3.21148641473687e-09,0.547675026123302,6.07888499932336e-09
"CALCA",2.17315322483487,2.20268481329975,"Down_in_Sepsis",3737,1.71083270767005e-08,-0.511886102403344,3.12669425884527e-08
"CCR2",10.0619246176213,9.50226637218681,"Up_in_Sepsis",11389,1.35815444611759e-07,0.487591431556949,2.39940618814107e-07
"CRP",2.17190538130534,2.17574460911425,"Down_in_Sepsis",4067,2.3707450708945e-07,-0.468782654127482,4.05320931475511e-07
"OLFM4",7.26412914936298,5.3799557576128,"Up_in_Sepsis",11250,3.88449357663708e-07,0.469435736677116,6.43369248630516e-07
"CXCL8",5.07978082872499,6.00641469894473,"Down_in_Sepsis",4132,6.49485349919413e-07,-0.460292580982236,1.04311283471906e-06
"CXCL10",4.71126078581824,3.47295836071402,"Up_in_Sepsis",11060,1.5370429597197e-06,0.444618599791014,2.39597873132777e-06
"ELANE",5.23672291184223,4.17107118622323,"Up_in_Sepsis",10804,8.79868383353205e-06,0.411180773249739,1.33237212336342e-05
"LBP",2.23579305710711,2.17719888258825,"Up_in_Sepsis",4847,5.76108691176411e-05,-0.366901776384535,8.48160017565271e-05
"HIF1A",10.3197815774577,9.82681269872356,"Up_in_Sepsis",10388,0.000114662347354895,0.356844305120167,0.000164246065129985
"IL6",2.61315489709043,2.83637472098225,"Down_in_Sepsis",5118,0.00032386209941401,-0.331504702194357,0.000443905393645208
"P2RX7",7.85233506403405,7.53650223201453,"Up_in_Sepsis",10201,0.000326647365135153,0.332419017763845,0.000443905393645208
"CX3CR1",10.1819985263737,10.6028951274045,"Down_in_Sepsis",5329,0.00101856303716784,-0.303944618599791,0.00134959602424739
"HMGB1",10.2857779819138,10.045126939072,"Up_in_Sepsis",9842,0.00202707545645346,0.285527690700104,0.00262036583395204
"CCL19",2.24793818646394,2.19018907960174,"Up_in_Sepsis",5965,0.0155523448378756,-0.220872518286311,0.0196255780097001
"TREM1",11.032587614064,10.8370048967836,"Up_in_Sepsis",9289,0.0211485514346462,0.213296760710554,0.0260668192101454
"IFNG",3.64507039263349,3.90026451724035,"Down_in_Sepsis",6125,0.0306459429926366,-0.199973876698015,0.0369144313320396
"HLA.DRA",12.1593600515808,11.9699965276568,"Up_in_Sepsis",9095,0.0422178453611944,0.187957157784744,0.0497232400920734
"NOTCH1",10.1237087662147,10.3457254810102,"Down_in_Sepsis",6242,0.0459270877803245,-0.184691745036573,0.0529159924425478
"C5AR1",11.8742748362588,11.7634090340406,"Up_in_Sepsis",9037,0.0512402634709219,0.180381400208986,0.0577815737012524
"PDCD1",4.69428261820193,4.91564182475797,"Down_in_Sepsis",6316,0.0585486184739823,-0.175026123301985,0.0646474328983555
"CCL2",3.05735018439631,2.63122640726626,"Up_in_Sepsis",8744,0.123754399983964,0.142110762800418,0.133856799982655
"CCL25",2.49440383383911,2.36503289301907,"Up_in_Sepsis",6601,0.133720564715537,-0.137800417972832,0.141743798598469
"IFNB1",2.17116382173353,2.19419067837196,"Down_in_Sepsis",7320,0.296468416074943,-0.0438871473354232,0.308094628470039
"VCAM1",2.64601300493567,2.62669992729117,"Up_in_Sepsis",7219,0.535726802245503,-0.0570794148380355,0.546029240750224
"TNF",5.99355796155406,6.00784720949475,"Down_in_Sepsis",7395,0.712975385965019,-0.0340909090909091,0.712975385965019
