"Noise_Level","MCC","F1","AUC","TPR","TNR","PPV","NPV"
0,0.90920310216783,0.955714285714286,1,0.9225,1,1,0.896666666666667
10,0.924705627484771,0.962380952380952,1,0.935,1,1,0.915
20,0.900416305603426,0.951428571428571,1,0.915,1,1,0.886666666666667
30,0.899666909440677,0.956984126984127,0.998125,0.945,0.95,0.98,0.928333333333333
40,0.904031748833889,0.96047619047619,1,0.955,0.94,0.976,0.941666666666667
50,0.919705627484771,0.959047619047619,1,0.93,1,1,0.91
