"Noise_Level","MCC","F1","AUC","TPR","TNR","PPV","NPV"
0,0.963299316185545,0.977777777777778,0.9998,0.96,1,1,0.966666666666667
10,0.961464281994822,0.976666666666667,0.9992,0.958,1,1,0.965
20,0.963299316185545,0.977777777777778,1,0.96,1,1,0.966666666666667
30,0.954124145231932,0.972222222222222,1,0.95,1,1,0.958333333333333
40,0.956392389599705,0.973181818181818,0.9982,0.956,0.996,0.996666666666667,0.964285714285714
50,0.9596292478041,0.975555555555556,1,0.956,1,1,0.963333333333333
