"Metric","Mean","SD"
"MCC",0.967668180960146,0.0505962585276585
"F1",0.994202597213124,0.00905489449612748
"AUC",0.999457236842105,0.00144211430354329
"TPR",0.993947368421053,0.0123233481441789
"TNR",0.97375,0.0541666666666667
"PPV",0.994573859284386,0.0111603694990509
"NPV",0.973833333333333,0.0527196797599745
