"Metric","Mean","SD"
"MCC",0.907185740412544,0.160496334970622
"F1",0.915824915824916,0.145557294385512
"AUC",1,0
"TPR",0.873737373737374,0.218335941578269
"TNR",1,0
"PPV",1,0
"NPV",0.94949494949495,0.0873343766313074
