"Noise_Level","MCC","F1","AUC","TPR","TNR","PPV","NPV"
0,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1
20,0.998164965809277,0.999090909090909,1,1,0.998,0.998333333333333,1
30,0.994494897427832,0.996666666666667,1,0.994,1,1,0.995
40,0.996329931618555,0.997979797979798,1,0.998,0.998,0.998333333333333,0.998333333333333
50,0.994494897427832,0.996666666666667,1,0.994,1,1,0.995
