"Metric","Mean","SD"
"MCC",0.944045314243132,0.0692316111083713
"F1",0.987784750878933,0.0161365888418742
"AUC",0.999433333333333,0.00296083677922662
"TPR",0.9828,0.0291315372860147
"TNR",0.971666666666667,0.0712837235842511
"PPV",0.993487749287749,0.0162695679588059
"NPV",0.942547619047619,0.0898306474734408
