"MCC","F1","AUC","TPR","TNR","PPV","NPV"
0.857142857142857,0.923076923076923,0.952380952380952,1,0.857142857142857,0.857142857142857,1
0.69047619047619,0.833333333333333,0.976190476190476,0.833333333333333,0.857142857142857,0.833333333333333,0.857142857142857
0.853912563829967,0.909090909090909,0.928571428571429,0.833333333333333,1,1,0.875
0.857142857142857,0.923076923076923,0.976190476190476,1,0.857142857142857,0.857142857142857,1
0.69047619047619,0.833333333333333,0.892857142857143,0.833333333333333,0.857142857142857,0.833333333333333,0.857142857142857
0.7319250547114,0.857142857142857,1,1,0.714285714285714,0.75,1
0.853912563829967,0.909090909090909,0.976190476190476,0.833333333333333,1,1,0.875
0.536745040121693,0.727272727272727,0.952380952380952,0.666666666666667,0.857142857142857,0.8,0.75
0.69047619047619,0.833333333333333,0.892857142857143,0.833333333333333,0.857142857142857,0.833333333333333,0.857142857142857
0.853912563829967,0.909090909090909,0.952380952380952,0.833333333333333,1,1,0.875
0.853912563829967,0.909090909090909,0.976190476190476,0.833333333333333,1,1,0.875
0.720082299823096,0.8,0.952380952380952,0.666666666666667,1,1,0.777777777777778
0.853912563829967,0.909090909090909,1,0.833333333333333,1,1,0.875
0.853912563829967,0.909090909090909,0.904761904761905,0.833333333333333,1,1,0.875
0.536745040121693,0.727272727272727,0.880952380952381,0.666666666666667,0.857142857142857,0.8,0.75
0.380952380952381,0.666666666666667,0.845238095238095,0.666666666666667,0.714285714285714,0.666666666666667,0.714285714285714
1,1,1,1,1,1,1
0.591607978309962,0.666666666666667,0.892857142857143,0.5,1,1,0.7
0.853912563829967,0.909090909090909,0.952380952380952,0.833333333333333,1,1,0.875
0.536745040121693,0.727272727272727,0.916666666666667,0.666666666666667,0.857142857142857,0.8,0.75
0.591607978309962,0.666666666666667,1,0.5,1,1,0.7
1,1,1,1,1,1,1
0.720082299823096,0.8,0.952380952380952,0.666666666666667,1,1,0.777777777777778
0.547619047619048,0.769230769230769,0.821428571428571,0.833333333333333,0.714285714285714,0.714285714285714,0.833333333333333
