"Sample","P2RX7","OLFM4","LBP","NOTCH1","HMGB1","FCGR1A","IL6","IL1B","CXCL8","IFNA2","IL10","ARG1","ICAM1","CD14","ITGAM","BCL2","VCAM1","MAPK14","CX3CR1","HIF1A","CXCL10","C5AR1","CALCA","CCR7","ELANE","GATA3","HMGB1.1","IFNB1","MMP8","MYD88","P2RX7.1","PLAUR","PTX3","S100A8","S100A9","CCL2","TLR2","TLR4","TNFSF10","SOCS3","C3AR1","IL1R2","NLRP3","MMP9","PDCD1","LCN2","S100A12","CCL25","CCL19","NOTCH1.1","TREM1","CD177","TNF","CRP","IFNG","Label"
"GSM151414",0.456112683,0.057002384,0.837603927,-0.050482154,-1.259192824,-0.53805387,-0.051930331,0.769891202,-0.573519945,0.654256463,-0.307468653,3.734761715,0.657337427,0.23083289,4.061373234,-0.81042403,0.891609073,0.625171781,-0.531992614,-1.003338575,-0.86164552,0.733192384,0.039956097,-0.39045471,-1.683480263,0.493582159,0.75828135,-1.438444495,0.393377542,1.793943405,-1.743629575,0.843549371,-0.117854856,9.2185812,5.028570175,0.873575866,2.295715809,3.903162241,0.292358547,0.835753322,-0.77508831,1.130769134,-0.480269223,-0.1251816,-0.126640901,3.057076454,4.030024052,-1.002736092,-0.835200071,0.471815288,3.647510529,2.65430069,0.039858352,0.332305342,-0.137070447,"Sepsis"
"GSM151415",-0.932468712,-0.618914306,0.056448605,1.652071118,0.960737646,2.115083933,-0.365601331,0.584817827,-0.104505941,-0.022881651,-0.546750069,2.108774185,0.249975652,1.058791637,0.264874279,0.360684931,-0.26505506,2.490551472,0.018935846,-0.575444162,0.079405166,2.035794973,0.434373587,-1.251168013,-0.418314964,-0.599458814,1.82805562,-0.732402802,-0.153564215,3.268859625,0.688811898,-0.465428203,-1.321581721,8.842154503,4.336872578,-1.143012166,0.431648493,3.256403923,-0.190498874,1.241323352,1.549887419,0.524565995,0.145441487,-1.173269629,-0.626843274,0.679363608,3.628112793,-0.042320877,-2.007127285,0.171281323,1.162914157,0.939840436,-0.232977137,0.574897051,0.260873049,"Sepsis"
"GSM151416",-0.110007703,0.291707903,0.355602622,2.349947453,0.309888065,2.356001854,1.050179124,0.519396067,0.344268054,-0.574849784,-0.010881778,6.766572952,0.200610191,2.928030014,2.878226757,-0.281992257,0.030598113,2.855346203,-0.385529757,0.936334491,0.084119506,4.67651844,-0.026471382,1.144170523,1.903295994,-0.903920889,-0.243394926,0.318336099,3.517853737,3.43271327,-0.047600225,-0.180481926,0.078915745,10.67823601,8.912809372,-0.493370295,3.232566357,3.08419323,2.408014059,0.757056773,2.35086894,6.760929108,0.613220036,0.265234053,0.681970775,2.597018719,8.884191513,-0.2791062,0.833582819,0.324049771,2.047760963,5.325330257,1.184451699,0.05796222,0.33876726,"Sepsis"
"GSM151417",-0.024371184,1.149305224,0.097697265,2.887418032,0.466944426,1.645069003,-0.875723422,-0.320675403,-0.400921792,-0.225462243,0.994184256,5.209080219,1.294723868,2.193579435,3.482398748,-0.352608591,-0.594493926,3.835935354,0.432210982,-0.850277066,-0.062169276,2.851483107,-0.406796157,1.663018107,-1.099225163,-0.282399654,-0.032015782,-0.868666828,5.328004837,3.211301327,-1.266643643,1.263751507,0.467485875,8.201203346,5.310233593,-0.399437815,2.925103903,0.950757742,1.859027267,2.661240101,1.494851708,5.723069191,-0.727980018,2.075731516,1.279006124,3.488764048,5.87181139,-0.423299402,0.58771503,1.389218092,1.466160655,3.799620628,-0.072875768,0.298802733,-1.899285436,"Sepsis"
"GSM151419",-0.70929122,0.479591966,0.225761607,2.297682762,0.39929539,0.946077585,-0.276460558,1.082906723,-0.010152991,-1.155678272,0.495884657,-0.620422065,0.915499628,0.951898992,1.135339618,0.202819318,-0.45965296,1.887687802,-1.282532215,0.710946023,-0.076584272,2.023581743,0.10056673,-0.512083769,-0.133499831,1.033750296,0.038514696,-0.568771422,0.084950738,1.486795425,-1.350064754,0.071611755,-0.170609102,5.414663315,4.039720058,-2.206054926,0.550841212,1.744239092,0.183299452,1.725415826,0.996752441,0.910475075,-0.326090693,0.051814076,-0.056051858,-0.301151812,3.348812342,0.178027943,-0.038682047,1.473745227,-1.020955682,0.948220253,0.53075999,-0.163546205,-0.049253844,"Sepsis"
"GSM151420",0.386912793,1.079224706,-0.539321065,0.367483139,0.518770576,0.762703478,-0.050750207,2.215879917,0.259453297,0.146775588,-0.389988482,1.36213243,-0.815277219,0.320115596,-0.098191597,0.166434109,-0.576208293,0.296315849,-0.31563729,-0.751077592,-0.100996502,0.797347486,-0.035855141,-0.803088188,-0.528557897,-0.119425982,-0.019401859,0.562504292,-0.039883923,2.868742466,-0.232084617,-0.076939993,0.400593132,9.646208763,7.43375206,-0.471353501,1.454419374,2.171844006,0.627542794,0.196244463,0.538170218,0.109113604,0.823453605,-0.45311147,1.071546555,-0.579212189,4.531620026,-0.33144027,-0.090260416,0.142670199,-0.182967186,-0.868940651,0.163168862,0.664272666,0.133466601,"Sepsis"
"GSM151421",-1.035284042,0.32949093,0.826314747,1.102340817,0.970456958,3.785434008,-0.597423553,2.156759977,-0.067605861,-0.180143386,-0.529322743,3.076544046,0.572205901,2.730058908,1.844418883,-0.777625501,-0.768975616,1.95303905,-0.130803809,0.659364462,-3.681756735,2.138806581,0.090600096,-0.799829721,-1.712262154,0.045665476,0.917174697,0.770169377,0.400540024,2.083952427,0.396546692,-0.119555399,-0.431662112,8.533567429,6.575610161,-0.390457958,3.953204393,1.806012511,1.704197407,0.778767526,2.064254999,3.456986904,0.454024345,0.120031476,-0.166272238,-0.569157898,3.696129799,-0.01070236,0.285371393,1.005299687,3.495591879,0.45867309,0.3225137,0.074404188,0.180428475,"Sepsis"
"GSM151422",0.04011577,1.08087945,-0.167535007,1.903880358,1.395934701,0.157306135,-2.635676146,2.201652288,-0.188651323,-0.109211698,0.061316524,3.740429163,0.6951316,1.730525851,3.213115931,0.988040686,-0.026315752,0.50470978,0.996122658,-0.264277369,-1.682573795,3.635928154,0.806844652,0.103438377,-0.480284035,0.258160383,0.521535814,-0.106318861,-0.590063632,3.924283028,1.089633226,-0.957077026,1.145290256,7.91450119,4.904659271,-0.97356987,3.885167122,1.927444577,1.996941566,1.488980412,0.856723607,3.773461103,-0.774308622,-0.405434221,-0.135273948,3.042007208,4.462218285,3.02947855,0.472603172,0.259880692,1.740550637,3.393077374,0.955458343,0.290575445,-0.007441336,"Sepsis"
"GSM151426",0.641955912,-0.885247529,-0.021669338,4.111671925,0.432735682,3.782660723,0.657395065,2.307849646,1.105098009,0.529216766,-1.116434574,6.072008133,-0.053719066,2.898345947,3.335254192,-0.747757852,0.33006376,1.955540538,0.260419011,-0.375554353,-0.553571224,4.703036308,0.090838149,0.382664859,-0.485171229,-1.20438385,-0.65470171,1.635317087,1.424274921,3.126821518,0.531027257,0.919515014,0.097109146,9.47990036,8.203891754,-0.597354591,4.158259392,3.341284275,2.361836672,1.169145107,4.782771111,5.938914776,-1.710270643,0.035631023,0.531513453,0.021116763,6.037539959,0.070394568,0.024659678,2.264362097,1.987019777,5.143209934,0.441094488,0.851792097,-0.653233826,"Sepsis"
"GSM151427",-0.024037065,-0.101926208,0.845537663,3.79440546,0.201371983,4.346137047,1.27510345,4.559004307,-1.828867197,2.638946533,0.371240318,4.970221996,-0.090949707,4.459416389,4.271771908,0.057131741,-0.158472806,3.232252598,1.457327127,-0.336362869,-0.583506763,4.065145969,0.796272039,1.502680898,-1.626707315,-1.991287351,-0.029357502,1.513679504,1.361172676,4.578048706,-0.788779497,0.499707222,0.313798934,8.738004684,6.177118301,-1.164049983,5.566364765,5.016305447,2.868578196,2.574358463,3.959182501,5.547748089,0.663884521,-0.27601999,0.613884807,0.953006208,7.757314682,0.422133803,-0.712269306,1.714988351,1.672544003,5.575688839,1.074063182,0.247892976,0.28801468,"Sepsis"
"GSM151428",0.275728762,-0.375708818,0.593000293,2.353854656,0.612614393,2.787932396,-0.308191568,0.885363698,-0.214396283,-0.270296246,0.060247332,2.339477539,0.353910089,3.526106834,2.401491404,0.591833353,-0.310812235,2.041821241,0.642296314,-0.47128123,0.228716254,2.177882195,0.040263847,0.11764802,-0.930183649,-0.568359494,0.042667903,-0.102410719,-1.926687121,3.956217766,-0.881083429,0.629374087,-0.145756856,11.75963116,8.9715271,-0.236781135,1.986835122,2.781161547,1.367288113,0.262544096,3.620382309,3.307537079,-0.177931368,-0.94146353,-0.229857787,0.544031501,8.457314491,1.129084229,0.049943205,1.158388734,2.876503706,3.023492813,0.428358585,-0.603093266,-0.099913634,"Sepsis"
"GSM151430",-0.181040138,1.524040937,0.588865519,3.042216539,-0.003737407,5.993393421,-1.468737006,2.052936554,-0.714069664,0.42556411,0.754938245,7.305817604,0.236891001,4.595367908,5.431515694,-0.845405996,0.319398195,2.783764601,0.113033637,-0.605359733,-0.778620362,4.784311295,0.568091631,1.928846478,-0.229544044,-0.863472283,-0.240557358,0.825311005,3.470513582,4.691939354,0.134056598,0.25935486,0.883583128,9.711370468,9.139443398,-1.752929211,4.505224228,5.594870567,4.836753368,2.144288778,4.898324013,9.225025177,0.523553133,1.333184481,0.636266887,0.903119683,9.740019798,-0.290590078,0.505560338,1.007179856,3.011984587,6.94370985,-0.051294111,0.204164475,-0.565477967,"Sepsis"
"GSM151431",0.771188617,1.190726519,0.321580559,2.261815548,1.28976953,6.391055584,-0.600003242,4.77542448,-1.011751652,-0.12060567,1.067807913,8.055903435,-0.537748933,3.349576235,3.340594769,-1.257929921,0.55046761,3.332788467,0.674839854,0.373504758,-0.078075789,5.57665062,-0.203969359,1.745453,0.74310416,-1.102113128,1.073209286,0.863965631,2.445852518,3.955279589,-0.986378491,-0.680157602,0.488840908,10.01733208,8.326468468,-0.286950111,5.285451889,4.664223194,5.123552322,3.128130436,3.670819283,7.478447437,0.112599619,-0.548329055,1.419870615,0.571484685,9.059012413,0.968393624,0.948924363,2.538756847,1.204396963,5.375849724,-0.962644756,-0.020634925,-0.162691429,"Sepsis"
"GSM151432",0.318287104,-0.324012786,-0.670715809,1.750254989,0.328612596,2.185550213,-2.117717505,1.045629025,0.123084322,0.443628997,0.742525578,2.754448414,-0.455302775,1.227923989,1.706509233,-1.075690269,-0.390675575,1.852216005,-0.593838453,0.768538177,-0.332644343,2.396843195,-0.47556898,0.882521033,0.118824236,-0.089781411,1.05233109,1.52756536,0.062548794,3.84014678,0.60712862,0.139012858,0.243966088,9.991538048,6.565295219,-1.325092316,1.802719593,4.170642376,1.765029311,1.291185021,2.664889574,4.821646214,-0.072332054,-2.050205231,0.635551214,0.689484954,4.320417881,-0.020959865,1.099663734,-0.155417681,2.012479544,2.921428919,0.294098675,-0.846131027,-0.301158816,"Sepsis"
"GSM151433",-0.370483667,-0.435214788,-0.408872336,1.464377761,0.300648749,0.690440118,-0.10070955,2.36568284,0.573726118,-1.005301118,0.10015212,1.150259376,0.222480193,0.440409631,2.96169591,-0.510339499,-0.069991961,1.575866461,0.605620623,-0.191905439,0.310550302,1.274506807,0.573046327,1.034464002,0.57998848,0.004313725,0.642039299,0.811734557,-0.11291679,3.884531498,1.117837191,0.053294986,-0.442837298,9.384325027,6.291309834,-0.998904526,1.041311741,2.159969568,0.73089993,0.643066704,0.578627408,2.295913935,-0.055193782,-1.353669882,0.441368163,0.306838334,4.505219936,-0.440411568,0.751254439,-0.433126569,0.924540818,1.911256313,0.537242532,-0.271810293,-0.367403716,"Sepsis"
"GSM151434",-0.005460073,-0.416736513,-0.009246861,1.479371309,0.767646134,2.806854248,-0.25406602,2.27981329,1.636491179,0.320975125,-0.310075045,0.474696666,1.508027911,2.154072762,1.598927021,-0.324160963,-0.966267407,0.931684732,1.231444001,0.343523979,0.320549458,3.153811932,-0.85144335,-0.150774062,-0.088188939,-0.798398793,0.720189035,1.602882266,1.081599474,3.559123993,0.882987916,0.154507339,0.28543672,9.60376358,5.515268803,-1.844882488,3.264983654,0.660154641,1.14501822,1.017402053,3.066867828,1.5292207,-0.57890135,-1.877225757,0.098252155,0.948251247,2.686784744,1.109475851,1.891576409,-0.358498037,1.517850757,0.644262731,0.896672249,0.208703712,1.293015838,"Sepsis"
"GSM151435",-0.169036791,0.486522228,0.366407573,1.465818763,0.793509841,1.150483847,-0.924323678,2.916816235,0.940933883,-0.005161051,-0.65455538,2.832553387,0.200942904,1.076708674,0.324274063,-1.573830366,-3.268705845,0.669217408,-1.221724868,0.420312583,-1.901060343,2.180233002,0.851269841,-0.180597976,-0.943044603,0.08406204,1.721690536,0.301129967,-0.819370687,4.013950348,-1.653583646,-0.750904799,0.205547139,9.192117691,6.415011883,-0.18851845,0.912878931,3.208196163,2.721171618,3.38548398,1.092550278,1.131670594,-0.188208356,-0.617551982,-0.473682523,0.752559006,6.384689331,-1.190211058,-1.318212509,-3.53173089,2.181890965,0.855288208,-0.601017892,-0.493012816,-0.414700091,"Sepsis"
"GSM151436",-0.042484067,0.243611082,0.31661287,2.00627327,-0.021916423,2.970853329,0.339612126,2.659891367,1.282422662,-0.801424921,0.16126141,0.94642216,1.296184421,5.40152359,4.750160694,1.247774839,-0.291305393,2.781397343,0.820219755,-0.648705006,0.167454883,3.185672522,0.046036016,1.174822092,-0.613628328,-0.363772303,0.773450196,0.180094078,1.82691884,3.588329792,0.711286962,0.628115416,-0.28751263,9.630302429,6.207260132,-1.109688759,3.784630775,3.096591234,2.460172653,2.138436317,2.302027464,2.825184107,1.071362615,-1.526346326,0.852415144,0.21692282,6.145911694,-0.196005255,0.220425755,0.462090194,4.786257744,4.075214386,1.157934308,0.550658464,0.294304729,"Sepsis"
"GSM151437",-0.333681643,-0.1086054,0.429096073,1.027043581,1.024415135,2.214097977,0.122852534,2.122783661,-0.887616277,-0.223968685,0.204093531,1.942745328,0.355153918,0.135220855,0.235094503,-0.137592763,-1.081284285,0.755865276,-0.334364682,-0.995057762,-0.30169192,1.474351168,-0.472086757,-0.254921168,0.141110748,-0.257202417,1.156917214,0.203688219,0.156464219,2.144307375,-0.273862511,0.573725522,0.49816367,10.52699757,6.25613308,-0.66523999,2.704808235,2.611543655,0.399697453,0.623232543,-0.345808953,3.186318636,0.071505524,-2.553966045,0.472360104,0.245870829,2.741113901,-0.833479345,0.142125711,0.454469413,2.461151361,0.487512469,1.181463957,1.139002442,-0.598739922,"Sepsis"
"GSM151438",0.003063954,0.525783837,0.60264802,1.403427482,0.638294756,1.517902732,-0.095622592,1.769454122,0.357952565,0.703975797,0.214601681,-0.268984467,1.871558666,2.642661333,1.493156791,0.102655925,-0.828348219,2.078477144,0.020394145,1.664716601,-0.510240674,3.439201832,0.29084307,0.095214851,-0.314996898,0.354287177,0.114761189,0.847499907,0.291793376,3.515141726,0.229944542,-0.589933574,0.541931152,6.645346642,3.718358517,-1.405875444,5.01495409,3.294653654,-0.707395256,0.91269362,2.776153326,2.402333975,-0.110957228,-0.637863934,-0.264535934,1.054293275,5.107408047,-2.795902014,-0.055626426,0.012491375,0.849010468,1.943674207,0.870025218,0.464044958,-0.161953881,"Sepsis"
"GSM151439",-0.470319659,-0.531664073,-0.993606508,1.421677947,-0.005081448,2.138192415,-0.047938772,1.360317349,0.796619177,0.543295264,0.162953734,1.312855005,1.047764778,1.904214501,1.766429067,-1.009410262,-0.135318831,2.51842165,-0.403832257,-0.721862495,-0.355926573,1.537857771,-0.360401541,-0.167484552,1.080929518,0.079731919,-0.016131043,1.03497982,-0.9676947,3.06135726,1.008473873,0.330771387,-0.386671215,8.436868668,6.625248909,-1.163122296,3.827088356,2.310172558,0.757067442,0.253563583,1.9716115,2.767017603,1.424674869,-0.809041739,0.095694505,1.208084345,4.665212631,-0.087776095,2.467049837,0.884650588,2.546977043,2.546798468,0.714086235,-0.067035139,0.477127761,"Sepsis"
"GSM151440",-0.501091063,0.08465711,0.320427418,2.655897141,0.03251734,3.375716209,0.740396202,3.259481907,0.96881026,-0.459091574,-0.075365588,3.750452995,0.534060299,3.650633097,2.97491312,0.561460435,0.432626277,2.213811398,0.735895097,-0.956629753,-0.027081745,2.3015275,-0.324727178,0.546093643,0.243977323,-0.52885288,0.915068328,0.896019936,0.100735709,3.599731445,0.636040688,0.464100271,0.047278967,8.690079689,5.771954536,-1.025433421,3.522349358,3.270889044,2.714737654,2.407751799,1.836278319,3.540215015,1.556098938,-0.384913236,0.380133003,-0.825133502,6.059056282,-0.894139171,0.918263972,0.381233335,3.810775995,3.004248619,-0.192762941,-0.060300514,0.264727175,"Sepsis"
