"Noise_Level","MCC","F1","AUC","TPR","TNR","PPV","NPV"
0,0.916666666666667,0.95,1,0.916666666666667,1,1,0.916666666666667
10,0.930749149571305,0.957,1,0.93,1,1,0.931666666666667
20,0.793223636710464,0.902666666666667,0.953333333333333,0.92,0.83,0.901666666666667,0.9
30,0.574406031968609,0.766142857142857,0.828333333333333,0.793333333333333,0.655,0.7725,0.778333333333333
40,0.816577801207444,0.907142857142857,0.9175,0.96,0.775,0.8675,0.96
50,0.443130948661489,0.653857142857143,0.755833333333333,0.646666666666667,0.615,0.715,0.616666666666667
