"Sample","ITGAM","IL10","SOCS3","S100A9","C3AR1","CD177","BCL2","MYD88","S100A8","S100A12","HMGB1","MAPK14","HIF1A","IL1R2","HIF1A.1","CD177.1","ARG1","ARG1.1","BCL2.1","GATA3","S100A12.1","Label"
"GSM3816565",12.3708583493389,7.68368978536627,11.6317927090603,17.1777237468869,11.7331803512178,16.2966322192722,7.66711971244057,12.8659706486512,18.8577147819099,18.0138139426404,12.3078295367697,11.2333643186681,10.1796721843166,13.6779337193134,9.38178268886302,10.4365756753551,14.4034869098929,13.3513614054168,7.76826082200914,7.36429490225603,17.9216564109178,"septic shock"
"GSM3816566",12.5167281065815,7.75945782300199,10.3858321031582,17.226225525977,10.9150402251636,16.2430931792266,7.76342381670493,13.2658642459345,18.525294851778,17.8923552422026,12.1156215058666,10.9542227860913,9.74607547490464,12.0010388863932,8.7212496349481,10.6711429667541,14.2467711607943,13.457114368031,7.61865170435046,7.6140504548383,17.4836584821631,"septic shock"
"GSM3816567",12.2279849595066,7.04805291742234,9.78312121093152,17.1923699451205,11.8492665414593,14.476314109597,7.33496363499396,12.1159871635609,18.6895942273387,17.9525135083922,12.7567562789439,11.2044709273656,9.32430095382881,14.3497944673409,9.34214176537815,8.86432533140358,15.0512200090559,14.2557778089453,7.90341037556389,6.8854564104262,17.566535235278,"septic shock"
"GSM3816568",11.2519890917463,7.36388269922688,9.87938349197147,17.0573584229909,11.5168441730248,13.5271264447036,8.10226625481574,12.5178686403562,18.1495809068178,16.7499735995533,11.6075284138051,10.3256981864808,8.67965090162421,10.6504515259462,8.02748338085808,8.36165283066819,11.5607374669161,10.7469352769451,8.33452047902768,7.65924342549149,16.1661925008733,"septic shock"
"GSM3816569",12.4055114538144,8.20107550555695,12.0446284284442,17.0822909444459,11.1997478050867,15.4361833600517,8.04793339469619,12.6106171149613,17.9828659071375,17.7768068593388,11.7232060685305,10.1134372522557,10.1527549845352,13.850036192267,9.24236355335266,9.99351793567431,13.8519601530434,13.0314635708816,7.61611061020079,7.2328475272203,17.566535235278,"septic shock"
"GSM3816570",11.4424288140148,7.23957477047768,12.5189376673356,16.7200216389538,12.2682423134415,13.8173882530174,7.56709476077638,13.4489294756233,16.7110740888771,15.765108733889,10.8613044718836,10.4456372850811,8.95581672938706,12.781613060336,8.83886643179182,8.20581036946279,12.7017044462785,12.2478595489063,7.12140770002685,7.46637978338897,14.6036885959997,"septic shock"
"GSM3816571",12.1728185916963,7.24366365959693,11.3703728049992,17.4004934985458,11.2390109902271,13.3358528244761,8.59035971567151,13.0621426749469,18.1495809068178,17.2578426153684,11.8742165676288,11.1206257002898,9.29547900601259,12.1377224903298,8.51475872531966,8.48974040462047,12.0810538671832,11.0379357038416,8.77058284633356,7.77536898359759,16.7785117062054,"septic shock"
"GSM3816572",10.9696283214275,7.09996430451862,9.79872717553365,16.7200216389538,10.9906482424883,7.14719585990164,8.12028082400005,12.291624243191,17.5049628044254,15.9959315880801,12.771151733236,10.0479122348005,8.64746713625097,10.6462960155093,7.89157869372536,6.95958265827043,11.3660410258636,10.4121141890737,8.33083642139547,7.90311641186977,15.2512653393658,"septic shock"
"GSM3816573",11.9699044517089,7.19572053234381,9.9802809819243,16.9809772137902,10.1195156922616,13.0115109198551,8.28860306303745,12.4310158679135,18.1996040122705,16.6829925702236,11.4695173660149,9.49364764645573,9.80176691762568,11.1282459814794,8.16057887727846,7.65186601329154,12.0438178926398,11.1347943672752,8.03347857050281,7.70360668438882,15.7873984268348,"septic shock"
"GSM3816574",13.1830286715819,7.51582665849878,11.3728691034012,16.500894233449,11.763340418302,14.1225348499649,8.05754580266437,13.2414332306485,18.1996040122705,16.8778362846964,12.1341489698488,11.2461981612086,9.88280944465134,12.5971258656028,8.43893689833176,8.33301890136138,13.6483309906126,12.6496785655875,7.88482835310022,7.56644334663124,16.321060632769,"septic shock"
"GSM3816575",11.8466522976723,7.08957798443346,11.1225564085722,17.2917310562135,11.6988277794062,13.3127071793064,7.65075997501167,13.1800499977341,18.4408690765849,17.5049628044254,12.7935834565373,10.4121141890737,9.16899117484674,10.5658576185398,8.55093891103751,8.43872432124344,12.8830594435103,12.0057429852318,7.5626316426061,7.42144104206855,16.3537313523733,"septic shock"
"GSM3816576",12.3517810023798,7.15299942033115,11.3190801465254,17.34497999802,11.658495692539,13.9190878550332,8.82141817206055,13.1056150987577,17.7023871272936,16.2966322192722,11.6988277794062,10.1441966769375,10.6417604725912,10.8734860045273,8.81043050006481,8.3506105425034,10.9771936747082,9.85659202877296,7.72377204296883,7.88114473050685,15.7713270214653,"septic shock"
"GSM3816577",12.8332516127735,7.6392771051111,11.2517963433801,17.3098070408904,11.8673118730661,16.6117017663598,7.43662372778289,13.0558935505164,18.6895942273387,18.0138139426404,11.8244542126702,11.5610917021898,10.2064724555739,14.3612268291517,9.51549491650625,10.8748007947585,14.7117267809036,13.4720102169222,7.66653752220531,7.39139030352562,17.5251201622416,"septic shock"
"GSM3816579",12.590967986106,8.46907896381007,11.4468400551351,17.226225525977,11.5887080659656,14.9921372827232,7.71988625921345,12.9342265302518,18.7664180653686,18.3694270724536,12.9508217772527,11.4455758268551,9.54331463030976,15.1241952871212,8.18305279466467,10.4999998062152,15.1950742062403,14.3612268291517,7.62165077092813,7.12272647193223,18.2537099454308,"septic shock"
"GSM3816580",12.1933325700663,8.53009543138454,11.9826235682437,17.3273581615761,12.0399760244087,15.363647070597,7.38288883786802,12.4684794544844,18.8577147819099,18.1996040122705,12.0204782336337,11.7559989230509,9.83202513250861,14.6430149777514,8.66601624674652,10.2812419797438,14.2650725235647,13.1390365842413,7.47840031931326,6.94047929667565,18.0965004222735,"septic shock"
"GSM3816581",11.040671342222,7.27266974375866,10.2353172957939,16.6933344175084,11.6778220887703,11.4673137752224,7.99788832083176,11.8652785100378,18.3694270724536,16.649020891188,13.057192002338,9.58794468616368,9.01243017370826,10.9308051440169,7.98725052788328,7.21129502408206,12.4834564518362,11.6262176003903,7.87657665571786,7.85363789495729,15.3292729901178,"septic shock"
"GSM3816582",12.3203688113376,8.16020150159846,11.5844533815688,17.7023871272936,11.8248580749399,16.8157196642226,7.26471498469164,12.3607120147513,18.6076419152064,18.3067041262992,12.5832456809513,11.3660410258636,9.7212644821544,15.1206784262359,9.12591226817987,10.0756262670326,14.6089061886762,14.1201390990111,7.39928994865902,6.92960286865193,17.9525135083922,"septic shock"
"GSM3816585",11.7079154798776,7.16291789742245,9.81930598584353,17.1923699451205,11.0905131494054,13.9094989763668,7.14607302659966,12.3300236294662,18.6076419152064,17.7023871272936,13.0074532029199,10.0238952971634,9.23732925665137,14.3024524154385,8.09052392344886,8.60258325085087,14.2305610881383,13.4307170027791,7.28775280637944,7.00389350818059,17.0197417002335,"septic shock"
"GSM3816586",12.3289430468704,7.64365549851447,11.4829127327985,17.1484346265255,10.9088701207245,15.2108338916027,8.39612139994387,12.6253085585111,18.2537099454308,17.8039808893842,12.5553485284641,10.4583131961757,9.15575236765211,11.9850274621279,8.28310309254087,9.77683662733116,12.5260597223576,11.8012534823769,8.22466763332474,7.65246926492723,17.2420655684169,"septic shock"
"GSM3816587",11.9413247005082,8.30155738197104,11.041196942141,17.5049628044254,11.5047285906942,16.0373712138229,7.17294912467595,12.1186745849562,18.6895942273387,18.1495809068178,12.2289093684031,11.1684895239709,10.2984032475748,14.2886323311625,8.50450027434788,11.212431215467,15.1027978761768,13.9956764214647,7.3245463536487,7.26425727253392,17.9216564109178,"septic shock"
"GSM3816589",11.7515391389699,7.09800725283129,10.605425162362,17.2917310562135,11.3670078055472,15.3211700887166,7.36103911061429,12.2939571855211,18.7664180653686,18.0965004222735,12.5452344743114,11.1929453185367,9.29722017448965,14.1706177791491,9.43546229644292,9.37307628732163,14.1043975389062,13.3062218772349,7.77121117305277,7.01009263141728,17.7768068593388,"septic shock"
"GSM3816590",12.2262935713312,7.19560559991089,11.3861278094724,17.4398291778528,12.0304690610391,14.6595457270853,7.36941921451271,13.3562688189872,18.4408690765849,17.5049628044254,12.161064295531,11.1536296527198,9.67894571214165,13.9515843310602,8.76482764274914,9.26575389071458,14.6008880596167,13.4238826737562,7.54533348537118,7.26302797823224,17.1923699451205,"septic shock"
"GSM3816592",12.8397035407034,8.02495695465088,11.9418718797996,17.566535235278,11.9603420110311,14.7007013983581,7.2309541627153,12.8659706486512,18.6076419152064,18.0965004222735,12.6496785655875,11.7285013942631,9.38576025253153,15.5521428990471,8.20043893177892,9.56349599385441,14.3728782044014,13.7793146264788,7.46593719329125,7.16936999474531,17.7768068593388,"septic shock"
"GSM3816593",11.4154049329622,7.02911095759602,10.8714307447665,16.8561523722169,10.0691368641795,13.7586149324934,8.18412859278273,12.4550011026278,17.3098070408904,16.3378206430941,11.6663367958727,10.4405705459516,9.29237109182335,10.0907798994792,8.37949485912864,7.82453066199327,9.29632213307109,8.65489439415859,8.20378506216453,7.55887300019033,16.0453165636597,"septic shock"
"GSM3816594",12.3804712741725,8.82589001177051,11.7173546276567,16.9809772137902,12.3027300181587,16.250355284171,7.57871419729017,13.1096620770042,18.6895942273387,18.0138139426404,11.5121351244469,11.7786978125689,9.75646760380637,13.4377684647062,9.17912931584393,11.0160770297603,13.9034748841187,13.0954689741037,7.80029797740321,7.20760916591437,17.7272966446493,"septic shock"
"GSM3816596",12.4577727837761,8.4237665609597,11.7501217999771,17.2754822688358,12.2935475101594,16.5951392624671,7.73447115262902,12.5958408518957,18.8577147819099,18.1495809068178,12.623998231306,11.2759496119916,10.4136380778618,13.7134603291673,9.50902049132901,10.9302832464987,15.1169156275071,14.0050896294031,7.74417519486788,7.4742572079738,18.1996040122705,"septic shock"
"GSM3816597",11.6831953327074,7.69846049595266,10.4927346686891,17.6548239603428,12.3035794831328,14.7032377339202,7.82293315849551,12.575568592694,18.2537099454308,18.0500108735279,12.9163463803013,12.1156215058666,9.21060230123736,12.8558129361008,9.48059066111898,9.02049022562872,13.2553528117474,12.544033488701,8.25792496301792,7.64324862401585,17.7516192537561,"septic shock"
"GSM3816598",12.4262338838956,8.40119858470242,12.3810366140747,17.1484346265255,10.5866973105168,15.4607095733113,7.53362142786289,13.3177295084124,18.6076419152064,18.0965004222735,11.9136997451466,11.5371124603167,9.40213304012869,14.5168203206166,8.74412529390315,10.8822630163444,14.1382015217495,13.0503085935705,7.53821822378022,7.50612895690338,17.7023871272936,"septic shock"
"GSM3816599",11.9478204705001,7.10150965858307,11.1641173485531,17.2754822688358,11.6610982834282,16.1123798956271,7.31031938079913,12.5667156669772,18.6076419152064,18.0965004222735,12.4886919464779,10.8038335488893,9.02627984535268,13.5744321970534,9.13136540272592,10.4771756472412,13.2784833546504,12.3829049790962,7.53855897789707,7.2907008200749,18.0500108735279,"septic shock"
"GSM3816600",13.390186288837,8.27447539997832,11.1681811660076,16.9000142622437,11.881444326705,11.7104543248133,7.42128935484371,12.4867376989608,18.525294851778,17.5872982716757,12.3360015939925,10.8977768151906,9.7425865247958,14.6430149777514,8.33717323677499,7.49000481298984,13.1203065370156,12.2709461719503,7.38756284212585,7.19444186528994,17.1923699451205,"septic shock"
"GSM3816601",12.8956915694785,7.12167117270283,10.341904543701,17.3641230955474,10.1107621628432,13.9329168189479,8.54122179240295,13.1506387602343,18.3694270724536,17.380594815043,11.7242753364961,10.5332179846134,8.73982693703853,11.3509231573219,8.16939395191436,8.32726746688047,11.3651164738688,10.7091289675068,8.3254102685576,8.07729796520779,16.5274774454179,"septic shock"
"GSM3816602",12.2415797393674,7.60288245297436,11.2810014131973,17.4208131466152,11.664162154514,15.5471239050681,7.97921097375135,12.6080418324609,18.6895942273387,18.0500108735279,12.3859357544187,11.4135545688195,10.0834484936628,12.9177598635841,9.30218304589427,9.8088333931114,13.5172275051133,12.5000211623276,8.04118714565954,7.42130764096856,17.5251201622416,"septic shock"
"GSM3816603",12.4622990976522,8.61112782230814,12.7781296352147,16.9573478242884,12.2963265611048,15.7873984268348,7.77774658914493,12.7993099591167,18.525294851778,18.3067041262992,12.5397979961803,11.3127777750036,10.3735990779455,14.8953145606826,9.09927516792147,9.70154542727123,14.0858251077096,13.0696469741049,7.62951577836306,7.68105857653597,18.0965004222735,"septic shock"
"GSM3816605",12.6009531758948,9.02288467702224,12.1377224903298,17.7516192537561,12.0788672800222,15.9813257920247,7.63060186804188,12.5464551417689,18.525294851778,18.3067041262992,13.2354677936177,11.7508913383646,10.1707274306852,15.2920781707033,9.35252851521332,11.0956123344119,15.2221209708002,14.7086130263713,7.55138062637225,7.23079247502204,18.0500108735279,"septic shock"
"GSM3816606",13.1641417241629,7.11682715666745,10.7996782603262,16.6117017663598,11.9530302855059,15.7594676678585,7.98726155818728,12.4133903392475,17.8653424567078,17.1066984733587,13.1345415985808,11.6095661302317,8.67467961963943,12.7467161879606,8.36855575595408,10.5790068828953,12.7062869432719,11.8112051727503,8.37158781450802,7.63180725194516,16.3060558610606,"septic shock"
"GSM3816610",12.0212974901125,7.44712937550879,10.9621284021542,17.0437191663,11.7361586383216,12.9431780393661,7.50633365102519,12.5517476687744,18.0500108735279,17.0062037309949,11.1421561150289,9.84252909792139,9.03483039351444,13.0356441687467,8.50466806422919,8.28437835696873,13.3324075736495,12.7062869432719,7.42342131984479,7.15022512839672,16.0810315861235,"septic shock"
"GSM3816611",11.4288397386269,7.21255188799385,10.4837762610967,17.0822909444459,10.8198798733148,11.0518425646338,7.73674243108997,13.2736280827351,17.5049628044254,16.6933344175084,11.9900213623024,9.70671713810973,8.75429439677464,10.877004202477,7.64120023387885,7.16167220655841,10.5776412802469,9.61122227241688,7.59821375026847,7.84018269018842,15.8832170178367,"septic shock"
"GSM3816613",12.1717114107781,7.38593063030899,10.7601495536463,17.0573584229909,11.5815165188045,12.6531652947781,7.59602113030485,12.6542993278119,17.8315400753786,17.0947013483972,12.0280627495988,10.7853990848023,9.63096863713722,12.7903389778057,8.51866918868942,8.04381550579667,12.8672973657454,12.1930007579829,7.64557455222517,7.21245770520874,16.6211913999869,"septic shock"
"GSM3816614",12.3234916380439,8.30716239351549,11.4958477906287,17.2420655684169,10.6791038269767,13.588938552271,7.62345407345007,12.4773755314316,18.4408690765849,17.7768068593388,10.5740397847484,9.81323567127911,9.34224994322622,12.7444462248145,8.28459023610349,7.76779158175666,13.6653155778374,13.4843293852574,7.09126807652406,7.35828533355162,17.2917310562135,"septic shock"
"GSM3816618",13.1110009424569,8.15526119871304,12.3031598779887,17.566535235278,10.8676095727712,15.2265475542814,7.89509540303044,12.9773091462106,18.6076419152064,17.8039808893842,11.967678235676,10.3656706344422,10.7989245083189,14.3632002344362,8.87730194325195,9.47459019273184,13.1742232399939,12.2664871470745,7.55584200440287,7.34773473389574,17.0947013483972,"septic shock"
"GSM3816619",12.9975794481676,7.70678619899475,12.3751009393517,17.2754822688358,12.3617568619547,13.4255650345525,7.47389318694271,12.4106055283168,18.525294851778,17.6548239603428,11.2612502488432,10.5235866501658,11.2847784282052,14.761311762918,9.36391628192328,7.25341065298928,13.3259787310784,12.9177598635841,7.54087911601438,7.06868168487295,15.9959315880801,"septic shock"
"GSM3816620",11.4426976677219,7.07182421950517,10.2774182715808,17.0322937175282,10.7843805987733,13.3852356023219,7.65207241702721,12.1884366698724,18.3067041262992,17.1066984733587,11.9418718797996,9.85068733709418,9.97139075762412,12.754430340792,8.22258642819831,8.0351330863878,12.9612570388738,12.0002072634043,7.70849827257971,7.14406094642476,16.0239629479299,"septic shock"
"GSM3816621",13.0798269857988,7.24278229738274,10.6196856307916,17.5049628044254,13.1163832367186,13.7811459906176,7.78066330080151,12.8456569127726,18.3067041262992,17.6548239603428,11.7775631193819,10.6484305525567,10.4294545121251,14.9386876904537,8.43510964069336,8.41055582864738,13.2784833546504,12.2099732213803,7.72715148044075,7.32222689951816,16.8361988313976,"septic shock"
"GSM3816622",12.3957379712179,7.11445585620652,10.4530606927189,17.0197417002335,10.3690461506394,15.7594676678585,7.80625888382308,13.0532616660409,18.6076419152064,18.2537099454308,13.3225634097266,10.8579587659552,9.56688074231313,15.4033584983766,8.06256771110926,10.2629963862077,14.3452759262641,13.4910906613639,7.62833774482365,7.13463236511508,18.0138139426404,"septic shock"
"GSM3816624",12.5266684102933,7.19848729375068,10.9313666319472,16.921841101305,10.2725491813554,15.1876364545755,8.10947376178903,12.9299385928098,18.6076419152064,17.9828659071375,13.3013083398312,10.312245065588,9.28945382031124,15.7428279398056,7.90471778038051,9.69337888111863,13.4720102169222,12.806821271021,7.92459355533307,7.55126807085281,17.2080515762948,"septic shock"
"GSM3816625",12.9910413840392,8.1012671810331,11.3317742748187,17.5872982716757,11.8264756882593,16.0737403634359,8.28284509568099,12.8977955512689,18.3694270724536,18.0500108735279,12.2935475101594,11.0526653258433,10.7873655389247,14.7703143728499,8.54248656758197,10.7953564812421,13.3852356023219,12.3390397176142,7.75611626492819,7.68756423927078,17.7516192537561,"septic shock"
"GSM3816629",12.9941836153434,9.11653759024551,12.2839214194188,17.6338537008176,11.6763741027923,16.5778063681461,7.91163630247724,13.0385447548464,18.6895942273387,18.3067041262992,13.034261636978,12.0991458242178,10.0006071563679,13.1332356327121,8.21415695259167,11.7933475302535,13.6384401699387,12.452840435693,7.8598730064066,7.46839256264581,18.0965004222735,"septic shock"
"GSM3816630",12.0895037225425,7.04526620462894,10.4557794313229,16.9573478242884,11.7191374935093,14.4034869098929,8.12345425792077,12.9965159898483,18.2537099454308,17.1484346265255,12.5397979961803,11.0885910992525,9.54130332304961,14.029827338716,8.41358501021622,8.31028996690727,14.4583467483308,13.5137655540297,7.93079699182279,7.36944645547241,16.5520245877076,"septic shock"
"GSM3816631",12.2173116660161,7.48979016953743,10.2036179190903,16.7029601471342,11.1336156910648,13.6150807039448,8.32746249808676,12.8016796614028,18.3067041262992,17.566535235278,11.6830907493615,10.7306130699232,8.89507396491429,10.3139946923867,8.15365818146982,8.29212964422331,12.2504882938896,11.6883153475312,8.07140726463114,7.99250428839002,17.1923699451205,"septic shock"
"GSM3816632",11.931629221506,7.19603666978796,10.2989374656819,17.1066984733587,9.90786270725734,13.9684911606191,7.67145945215163,12.4953524178863,18.1996040122705,17.1207911304478,12.1163527286011,10.8072713218853,8.60566770599026,12.316521222819,8.59403604135639,8.21660508956237,12.8370303207101,12.3527570215846,8.24513246862188,7.16423295161932,16.7110740888771,"septic shock"
"GSM3816633",12.6014858669418,7.87309791694558,11.345812452794,17.5462049186778,11.5108341650394,15.1277003523003,7.83462914343449,12.9773091462106,18.3694270724536,17.8923552422026,12.7878725783516,11.0810219842908,10.2550164268662,11.2444790348909,9.40283914704045,8.99067189777597,12.8558129361008,12.6106171149613,7.82120735517834,7.685806560924,17.4623712985729,"septic shock"
"GSM3816634",11.5017243269154,7.71448275938724,11.4979271086345,17.5462049186778,11.3836570333434,15.3418046351066,7.59795672410698,12.7735505604007,18.6076419152064,18.0965004222735,12.5877951356592,11.1994435063362,9.2945974510938,14.8043295073442,8.99539317757401,10.2952967213428,14.5397840982645,13.716954635395,8.05622209788147,7.0899396345864,18.0500108735279,"septic shock"
"GSM3816635",12.5287217525613,7.97469171596693,11.1379103151924,17.34497999802,11.0832371177474,16.1661925008733,7.70356258082552,12.8306404180646,18.6076419152064,18.0965004222735,13.2022544453985,11.9029554009034,9.27700974829621,14.4134545759486,7.92724480708193,11.1186801192637,13.5798699479867,12.6620107616753,7.77976503315555,6.9833353221809,17.9216564109178,"septic shock"
"GSM3816636",11.5740875277845,7.21082878125161,9.73224396080039,16.8883347152125,11.3836570333434,13.3852356023219,8.3316781547947,12.6578915679392,18.1495809068178,16.9941353784222,11.8544269374806,10.5647461128107,8.72279258318563,11.9200911767184,7.91379866163743,8.42459205077266,12.0568225134528,11.055333822872,8.07269530069039,8.06969742372542,15.9813257920247,"septic shock"
"GSM3816637",12.9915029002676,8.66003248474306,12.2911480858157,16.9573478242884,12.965339153851,13.6273765928654,7.65982492383368,13.1624887643599,18.6895942273387,18.0965004222735,11.6452038657803,11.0004438956343,10.0474209402813,13.9135220722466,8.2443976581453,9.02544278660561,13.7208636837927,12.8811736872479,7.39795578978323,7.26756313803406,17.7272966446493,"septic shock"
"GSM3816638",12.4461149697624,7.52475170763577,12.838295410493,16.5778063681461,11.4249807208956,14.6036885959997,7.12343822978771,13.048840811344,18.6076419152064,17.0947013483972,11.0849540438959,11.2574088620896,9.92300609069809,14.1929988391459,9.43763272920934,9.35309793099051,12.4341607884479,11.8281337889062,7.23112578265865,6.99225230910401,16.5691524716887,"septic shock"
"GSM3816639",12.5034482737442,7.41834762624529,11.4705694013262,17.0573584229909,11.4805634390146,13.4683344422625,7.65992062162271,12.609294825662,18.6076419152064,17.1923699451205,11.6124948089964,10.2372568376488,10.1639779115733,11.7775631193819,9.7492894239629,8.55175785673999,13.2629110015486,12.5695030421101,7.72377204296883,7.49199631068744,16.7110740888771,"septic shock"
"GSM3816640",10.5084367518562,6.99654846387882,9.99995673502707,16.5778063681461,11.6458948741401,10.7883903945555,7.28268569724105,11.3211974387347,17.566535235278,16.2966322192722,12.1036142489139,9.56434566185533,8.63824900020763,10.1514485948149,8.20750511779107,7.18550857950403,11.8362098035538,10.9943870595117,7.63712842035347,7.14751793644475,15.5022742949282,"septic shock"
"GSM3816642",12.0554692192398,7.60036240015257,11.4678936444541,17.4623712985729,11.7181346847748,15.9014335732453,7.40154597176759,12.4290213592314,18.0138139426404,17.5462049186778,11.8571751873077,10.1344868886104,10.1455681555226,14.499912767325,8.76883417497774,9.47492167743515,15.0875326565232,14.476314109597,7.1321099392447,7.02089954027998,17.1347059366668,"septic shock"
"GSM3816649",12.3698620393837,8.2592236088782,11.3008598471421,17.5049628044254,11.6265254386664,15.7713270214653,7.55769571378979,12.0259773352584,18.525294851778,18.3694270724536,13.4910906613639,10.8508345370465,10.1326194059366,14.9893455810664,9.19103666653318,8.61311055422195,14.7883344845512,13.9601956938447,7.58238718517632,6.87970314977277,18.2537099454308,"septic shock"
"GSM3816650",11.9388213036603,7.25446984032226,11.0832371177474,16.4933196036374,13.4411396560184,13.8707287203808,7.48559382181741,12.7699706929092,18.0965004222735,16.8257860574528,13.4307170027791,11.3102801767966,9.52317902059817,14.4456655614603,8.4327945376732,9.13045726706137,12.978728364713,12.0333954127865,7.62591981563122,7.23496878331771,16.3537313523733,"septic shock"
