"Metric","Mean","SD"
"MCC",0.430830461342365,0.37436671688192
"F1",0.895164551449546,0.072758014287421
"AUC",0.787825059101655,0.16047080894313
"TPR",0.903073286052009,0.0980820217083396
"TNR",0.5,0.311085508419128
"PPV",0.891751097602161,0.0670928334125571
"NPV",0.582446808510638,0.37972327707449
