"Noise_Level","MCC","F1","AUC","TPR","TNR","PPV","NPV"
0,NA,NA,1,NA,1,NA,NA
10,NA,NA,1,NA,1,NA,NA
20,NA,NA,1,NA,1,NA,NA
30,NA,NA,1,NA,1,NA,NA
40,NA,NA,1,NA,1,NA,NA
50,NA,NA,1,NA,1,NA,NA
