"Metric","Mean","SD"
"MCC",0.965939299292082,0.098677320840075
"F1",0.972238095238095,0.0819242652707772
"AUC",0.999166666666667,0.00618615287093372
"TPR",0.96,0.118728769736688
"TNR",0.996666666666667,0.0234508823560483
"PPV",0.994166666666667,0.0414641543296869
"NPV",0.98297619047619,0.0497438121724386
