"Metric","Mean","SD"
"MCC",0.49504314642326,0.396817855542796
"F1",0.784024577572965,0.155104168692083
"AUC",0.872340425531915,0.161525604339265
"TPR",0.787234042553192,0.228501240253921
"TNR",0.675531914893617,0.308547122701665
"PPV",0.808510638297872,0.194315031397029
"NPV",0.726063829787234,0.306398886814766
