"MCC","F1","AUC","TPR","TNR","PPV","NPV"
0.395284707521047,0.4,0.75,0.25,1,1,0.625
0.790569415042095,0.857142857142857,1,0.75,1,1,0.833333333333333
0.790569415042095,0.857142857142857,1,0.75,1,1,0.833333333333333
1,1,1,1,1,1,1
0.597614304667197,0.666666666666667,0.75,0.5,1,1,0.714285714285714
0.597614304667197,0.666666666666667,1,0.5,1,1,0.714285714285714
0.597614304667197,0.666666666666667,0.55,0.5,1,1,0.714285714285714
0.597614304667197,0.666666666666667,0.95,0.5,1,1,0.714285714285714
0.395284707521047,0.4,0.8,0.25,1,1,0.625
0.790569415042095,0.857142857142857,1,0.75,1,1,0.833333333333333
0.790569415042095,0.857142857142857,0.95,0.75,1,1,0.833333333333333
1,1,1,1,1,1,1
0.597614304667197,0.666666666666667,0.925,0.5,1,1,0.714285714285714
0.790569415042095,0.857142857142857,0.95,0.75,1,1,0.833333333333333
0.790569415042095,0.857142857142857,1,0.75,1,1,0.833333333333333
1,1,1,1,1,1,1
0.790569415042095,0.857142857142857,1,0.75,1,1,0.833333333333333
1,1,1,1,1,1,1
0.597614304667197,0.666666666666667,0.85,0.5,1,1,0.714285714285714
0.790569415042095,0.857142857142857,0.775,0.75,1,1,0.833333333333333
0.597614304667197,0.666666666666667,0.85,0.5,1,1,0.714285714285714
0.597614304667197,0.666666666666667,0.7,0.5,1,1,0.714285714285714
0.790569415042095,0.857142857142857,0.85,0.75,1,1,0.833333333333333
0.55,0.75,0.85,0.75,0.8,0.75,0.8
0.597614304667197,0.666666666666667,1,0.5,1,1,0.714285714285714
0.55,0.75,0.85,0.75,0.8,0.75,0.8
0.597614304667197,0.666666666666667,0.75,0.5,1,1,0.714285714285714
0.790569415042095,0.857142857142857,1,0.75,1,1,0.833333333333333
0.395284707521047,0.4,0.95,0.25,1,1,0.625
0.597614304667197,0.666666666666667,0.9,0.5,1,1,0.714285714285714
0,0,0,0,0,0,0
0.597614304667197,0.666666666666667,0.75,0.5,1,1,0.714285714285714
0.597614304667197,0.666666666666667,0.575,0.5,1,1,0.714285714285714
0.395284707521047,0.4,0.7,0.25,1,1,0.625
0.395284707521047,0.4,0.4,0.25,1,1,0.625
0.395284707521047,0.4,0.6,0.25,1,1,0.625
0.478091443733757,0.727272727272727,0.775,1,0.4,0.571428571428572,1
1,1,1,1,1,1,1
0.597614304667197,0.666666666666667,0.9,0.5,1,1,0.714285714285714
0.0597614304667197,0.333333333333333,0.775,0.25,0.8,0.5,0.571428571428572
1,1,1,1,1,1,1
-0.316227766016838,NA,0.7,0,0.8,0,0.5
0.55,0.75,0.9,0.75,0.8,0.75,0.8
0.55,0.75,0.85,0.75,0.8,0.75,0.8
0.55,0.75,0.95,0.75,0.8,0.75,0.8
0.790569415042095,0.857142857142857,0.95,0.75,1,1,0.833333333333333
0.395284707521047,0.4,0.95,0.25,1,1,0.625
0.597614304667197,0.666666666666667,0.8,0.5,1,1,0.714285714285714
0.790569415042095,0.857142857142857,0.825,0.75,1,1,0.833333333333333
0.597614304667197,0.666666666666667,0.95,0.5,1,1,0.714285714285714
0.395284707521047,0.4,0.75,0.25,1,1,0.625
0.597614304667197,0.666666666666667,0.975,0.5,1,1,0.714285714285714
0.597614304667197,0.666666666666667,0.775,0.5,1,1,0.714285714285714
0.597614304667197,0.666666666666667,0.75,0.5,1,1,0.714285714285714
0.316227766016838,0.571428571428572,0.65,0.5,0.8,0.666666666666667,0.666666666666667
0.790569415042095,0.857142857142857,1,0.75,1,1,0.833333333333333
0.597614304667197,0.666666666666667,0.9,0.5,1,1,0.714285714285714
0.597614304667197,0.666666666666667,0.65,0.5,1,1,0.714285714285714
0.597614304667197,0.666666666666667,1,0.5,1,1,0.714285714285714
0.597614304667197,0.666666666666667,0.8,0.5,1,1,0.714285714285714
0.597614304667197,0.666666666666667,0.7,0.5,1,1,0.714285714285714
0.597614304667197,0.666666666666667,0.85,0.5,1,1,0.714285714285714
0.0597614304667197,0.333333333333333,0.85,0.25,0.8,0.5,0.571428571428572
0.55,0.75,0.75,0.75,0.8,0.75,0.8
0.395284707521047,0.4,0.875,0.25,1,1,0.625
1,1,1,1,1,1,1
0.316227766016838,0.571428571428572,0.65,0.5,0.8,0.666666666666667,0.666666666666667
1,1,1,1,1,1,1
0.597614304667197,0.666666666666667,0.6,0.5,1,1,0.714285714285714
0.790569415042095,0.857142857142857,0.95,0.75,1,1,0.833333333333333
-0.316227766016838,NA,0.6,0,0.8,0,0.5
0.597614304667197,0.666666666666667,0.95,0.5,1,1,0.714285714285714
0.597614304667197,0.666666666666667,0.95,0.5,1,1,0.714285714285714
0.597614304667197,0.666666666666667,0.825,0.5,1,1,0.714285714285714
0.597614304667197,0.666666666666667,0.75,0.5,1,1,0.714285714285714
0.597614304667197,0.666666666666667,0.75,0.5,1,1,0.714285714285714
1,1,1,1,1,1,1
0.597614304667197,0.666666666666667,0.75,0.5,1,1,0.714285714285714
0,0,0,0,0,0,0
0.597614304667197,0.666666666666667,0.8,0.5,1,1,0.714285714285714
0.597614304667197,0.666666666666667,0.825,0.5,1,1,0.714285714285714
0.790569415042095,0.857142857142857,0.875,0.75,1,1,0.833333333333333
0.790569415042095,0.857142857142857,1,0.75,1,1,0.833333333333333
0.790569415042095,0.857142857142857,0.95,0.75,1,1,0.833333333333333
0.597614304667197,0.666666666666667,0.8,0.5,1,1,0.714285714285714
0.790569415042095,0.857142857142857,1,0.75,1,1,0.833333333333333
0.790569415042095,0.857142857142857,0.85,0.75,1,1,0.833333333333333
0.790569415042095,0.857142857142857,0.8,0.75,1,1,0.833333333333333
0.790569415042095,0.857142857142857,0.95,0.75,1,1,0.833333333333333
0.597614304667197,0.666666666666667,1,0.5,1,1,0.714285714285714
0.395284707521047,0.4,0.775,0.25,1,1,0.625
0.597614304667197,0.666666666666667,0.85,0.5,1,1,0.714285714285714
0.597614304667197,0.666666666666667,1,0.5,1,1,0.714285714285714
0.790569415042095,0.857142857142857,0.95,0.75,1,1,0.833333333333333
0.316227766016838,0.571428571428572,0.625,0.5,0.8,0.666666666666667,0.666666666666667
0.597614304667197,0.666666666666667,0.8,0.5,1,1,0.714285714285714
0.55,0.75,0.95,0.75,0.8,0.75,0.8
0.597614304667197,0.666666666666667,0.75,0.5,1,1,0.714285714285714
0.395284707521047,0.4,0.75,0.25,1,1,0.625
0.597614304667197,0.666666666666667,0.75,0.5,1,1,0.714285714285714
