"Noise_Level","MCC","F1","AUC","TPR","TNR","PPV","NPV"
0,0.600053831974441,0.678819945486612,0.8555,0.5675,0.938,0.916333333333333,0.738345238095238
10,0.541824724674163,0.650388888888889,0.8015,0.57,0.878,0.851166666666667,0.722690476190476
20,0.389147637462394,0.584994949494949,0.74275,0.5275,0.81,0.741547619047619,0.69325
30,0.333920579867626,0.574491028295376,0.71525,0.4575,0.838,0.718833333333333,0.667035714285714
40,0.328728622484016,0.534675175912289,0.70175,0.45,0.78,0.686666666666667,0.6325
50,0.313909532538629,0.517280693843194,0.691,0.425,0.794,0.699785714285714,0.626178571428571
