"Metric","Mean","SD"
"MCC",0.632674514231608,0.2272143466151
"F1",0.8042087944735,0.123813094603939
"AUC",0.887448979591837,0.111643174529431
"TPR",0.795714285714286,0.153640626713349
"TNR",0.824285714285714,0.155772590590854
"PPV",0.83381746031746,0.139584694922137
"NPV",0.812347763347763,0.126007503860738
