"GSM712478","GSM712479","GSM712480","GSM712481","GSM712482","GSM712483","GSM712484","GSM712485","GSM712486","GSM712487","GSM712488","GSM712489","GSM712490","GSM712491","GSM712492","GSM712493","GSM712494","GSM712495","GSM712496","GSM712497","GSM712498","GSM712499","GSM712500","GSM712501","GSM712502","GSM712503","GSM712504","GSM712505","GSM712506","GSM712507","GSM712508","GSM712509","GSM712510","GSM712511","GSM712512","GSM712513","GSM712514","GSM712515","GSM712516","GSM712517","GSM712518","Gene.Symbol"
9.403098352,9.367451391,11.04120403,11.3478791,11.24445567,10.71084646,10.31584639,10.54395574,11.61595312,10.89677353,8.925367622,9.011945846,9.109219143,9.01744867,9.022019928,8.816431441,9.38505778,9.004380763,8.850401851,9.265690059,8.582779092,9.445789714,9.621107689,9.061078072,9.151616045,9.066356436,8.359587023,8.697254534,8.784131388,8.354119305,10.32481938,9.774954868,9.362605244,10.78022342,9.677365819,8.829450046,9.55383568,9.177459661,10.17503114,10.56868212,10.39401878,"ITGAM"
12.97397399,13.20317893,14.41325735,14.47703926,14.49633179,14.1734125,14.26830125,14.21316791,14.57568012,13.88555058,10.71076745,10.94012549,10.58210493,10.41783162,10.98721487,10.56030003,10.00973263,11.29480555,10.02852704,10.91871729,10.76438467,11.07490622,9.384867273,9.9525171,11.00426987,10.35862501,11.62914132,11.18741158,11.53093418,10.50186638,13.47209323,13.86667156,11.74749926,13.92571373,13.40443839,11.85389694,13.07263032,12.15427318,13.68109003,13.9853325,13.2064283,"S100A12"
10.98260793,11.19596837,9.913224667,7.053266782,8.747305226,8.405383778,6.380885947,10.16555055,8.849705473,10.20355046,11.28680047,10.89698264,11.07601782,11.15747925,10.77061641,10.86342626,11.58104446,10.68506473,10.99924061,10.5697475,10.72761979,11.16582324,12.28144401,11.12573086,11.5090628,10.91420017,10.86999793,10.78822306,10.36429931,10.53263914,10.91364598,10.35271791,11.54669292,8.510300289,9.631990477,11.07121623,9.944185405,10.30030773,8.739282204,8.375335732,9.306761706,"CX3CR1"
3.681909309,3.838779358,4.295826368,6.504626676,4.512683241,3.69758622,6.069304441,3.379155124,6.073031436,6.956277834,3.386206861,3.987958518,3.589600808,3.517548094,3.115141796,3.742176769,3.67383403,3.085106128,2.976896533,3.55957359,3.598600576,3.60611154,3.546012622,3.53506053,3.208138651,3.208768319,2.821333839,3.139241226,3.049616148,2.837763526,3.448610203,3.446346275,4.163541498,3.83513853,5.747046059,3.999701786,4.198076095,2.837877171,5.416044584,5.926106251,3.327768584,"PTX3"
6.39353539,6.907811944,11.28989541,12.53793232,12.24750821,10.74024744,11.858187,8.95994454,13.55798658,11.05217545,5.430457482,6.855306048,6.016367201,6.376186223,6.049433255,4.722153786,5.977126269,7.882764984,6.298221904,5.64162744,5.520327199,5.81628601,4.771665216,5.074676413,5.870686037,6.366483427,5.234908532,5.811046761,4.989305367,4.233088328,10.35636926,11.01298256,7.486879895,12.59457871,9.672208211,7.553023747,10.81984155,9.153424888,12.30099467,11.96212731,11.14626869,"ARG1"
7.751162101,7.731166078,5.881497899,6.942050394,6.760337475,5.413889444,5.611024588,7.079623569,6.802452457,6.849994699,9.640862599,8.87883892,9.833945123,9.336495647,8.930509529,9.716462084,10.10733281,9.191703953,9.40999022,9.730035867,9.117908647,9.665127366,9.198364699,8.493076911,8.964070823,9.063395742,8.227197712,8.826786637,8.989493983,8.840312611,7.380395886,7.789882967,9.357062839,6.275992313,10.30970705,7.983121875,7.232952842,7.610248438,5.088745095,8.270231249,7.340247544,"CCR7"
5.743288295,6.106293772,6.843257283,6.761359631,7.275766732,7.874035802,6.503135341,5.449489003,6.524712798,5.369134399,5.229217394,5.236936326,5.30726074,5.17725688,5.424836053,5.498301629,5.125549425,5.626766256,5.506141843,4.990743945,5.659271732,5.167586026,5.381343082,5.437798851,5.219396992,5.142849526,5.50742593,5.519830731,5.087065745,5.556934608,5.642749523,5.644136127,6.189529632,6.478401929,6.679767613,5.466819178,5.945723559,5.386325178,5.968287088,6.258333439,6.572874599,"SOCS3"
6.443627101,6.60560223,5.850261414,5.730159239,6.011078919,7.028572074,6.317635214,6.208657771,5.494475619,5.680543776,5.796927248,5.815629924,6.025745122,5.794577699,5.801254397,5.702929765,5.740215725,6.268140871,6.28002832,5.777131658,6.188494957,5.682179405,5.772481211,5.826670481,6.028815816,6.146841235,6.358065134,6.387732852,5.820983105,5.692183872,6.110990303,6.077247556,6.367221762,6.078514608,6.025040472,6.523521189,6.028815816,6.418738551,5.794595076,6.081679382,6.059756867,"SOCS3"
5.736376651,5.868960741,8.266917684,7.50165652,7.454884373,5.605454644,10.60061389,5.512064235,6.692984781,9.612040155,5.316273831,4.621812467,5.564577562,4.476888908,4.400069633,5.224974107,4.56467903,5.096251155,4.761722533,4.878052989,4.789493419,4.828322469,4.822805857,4.849706488,4.934578465,5.06320192,4.807119873,5.165620822,5.436666731,5.001332927,4.95538376,5.106334943,6.018353904,4.050856672,5.236673367,5.245752734,4.985780129,5.481066371,5.930634668,5.276571413,5.88959268,"ELANE"
8.98233846,9.724022463,9.687319679,6.861751183,9.212346688,7.742647404,8.922734314,9.343122861,9.164707159,10.03091452,8.80326272,8.888864924,8.600375945,8.91152983,8.35467273,9.002527412,9.258278426,8.856512623,8.666698721,9.013868583,8.267605141,8.864131153,9.340659296,9.230800251,8.965585093,8.935915497,7.637340596,7.706806666,8.305664194,8.287392931,10.17207739,10.09336188,9.410944779,9.822487728,8.929655825,9.578168316,10.53086031,7.005074115,10.63394086,9.841462543,8.370388415,"CCR2"
3.927078375,4.196045645,3.832579776,3.906961191,3.632706674,3.826285747,4.276516024,3.970425665,3.543963885,3.826285747,3.808080407,3.619174305,3.715997029,3.775609962,3.688324722,3.826285747,3.370190392,3.857946849,4.15035332,3.943989224,4.155732506,3.280487456,3.786685741,3.6634191,3.619885381,3.725111668,4.140666522,4.545022587,4.01632354,3.785823835,4.077216991,3.894599925,3.671900078,3.274780698,4.026825218,4.057085755,3.749135728,4.526652004,4.290303572,3.611947494,3.662189956,"CCL25"
6.818844391,6.746381718,6.144363484,6.500095358,5.183695891,6.399412009,6.755308953,6.576528593,5.933644907,6.132490446,6.075703137,6.186536872,6.209661116,6.100469003,6.134055679,6.204651309,5.845807943,6.550202023,6.399190856,6.281430945,6.433857413,5.689558087,6.110203361,6.249084419,6.383401913,6.617196435,7.087933934,6.657650139,6.472521881,6.354509833,6.596397751,6.681279661,6.491079883,6.201936367,6.558948986,6.553934917,6.34658363,6.660785234,6.520285558,6.385936506,6.218029218,"BCL2"
5.231672379,5.151122984,4.622277486,4.733012726,4.312665511,4.813671904,4.92888284,4.808554825,4.483680926,4.599282152,4.679917186,4.404511507,4.535534904,4.395769949,4.401183241,4.702994466,4.284587204,4.703519637,5.048821928,4.896487593,4.722548363,4.034951905,4.355382534,4.732079163,4.835284113,4.842544912,5.295500298,5.198738902,4.419304552,4.739540939,4.837918317,4.75750371,4.930884539,4.498357339,4.861297901,4.977211363,4.736695693,4.991925045,4.407691151,4.661160291,4.495278975,"BCL2"
6.251624667,6.211776521,6.516801565,6.536319551,6.782931128,5.779689703,5.859204806,6.004427413,5.385521254,6.950368311,5.715643444,6.662076151,5.949137827,5.873257918,5.795685043,5.748798732,7.103443486,5.961116457,6.992396714,5.839679943,6.183306552,6.322186821,6.524330378,7.022229887,6.007109005,6.082967406,4.393649865,5.779629346,6.412866074,5.82401952,7.447221907,7.210280823,6.670935703,8.402092423,6.018044388,5.999253797,7.345301186,6.378271805,6.351425592,7.005708751,6.090802387,"NLRP3"
5.606853349,5.418534562,5.052237207,5.035723426,4.969057876,5.00477905,4.565242389,5.003588374,4.956748882,5.515093414,5.08660576,4.944978963,5.761544151,5.215953998,5.62411376,4.892356425,4.626934928,4.885628967,5.131377164,5.569900688,4.747070021,5.065876161,5.35992504,5.071361798,5.458983241,5.247597631,4.782362223,5.131377164,5.368965279,5.884879382,5.587200691,5.306123794,5.200999334,4.6551119,4.581835954,5.139085964,5.531811098,5.629448048,4.65613695,4.979314893,4.94766974,"P2RX7"
5.99319323,5.969965177,5.903999046,5.868465718,5.980761874,6.652625217,5.422905397,5.758997221,6.064065994,6.104316448,6.450281888,6.065109768,5.951691868,6.139518742,5.786529862,5.806119184,6.066648942,5.527416133,6.054114024,5.541018653,6.058508033,5.907903359,6.387259334,6.105784663,5.915550058,5.788632161,5.508415778,6.393599487,5.934682876,5.476003906,5.834859795,5.455558016,6.18756705,5.320455967,5.784387055,6.073081335,5.884612485,5.495922791,5.907903359,5.350341787,5.682917972,"TNF"
4.33702866,4.170192847,10.27601355,11.50460228,11.60191326,10.3867643,12.37831544,4.395580238,13.70908802,8.542430793,3.757126483,3.724853672,3.849086291,3.591719495,3.501462632,3.751537197,3.526413666,4.115128096,3.700083044,3.440782405,3.561009589,3.561009589,3.371302173,3.596941952,4.104946751,3.838117702,3.607670797,3.749273538,4.00982108,3.52973154,4.07028499,5.551971574,4.860415867,8.305912367,7.18364954,7.227341934,5.38183693,4.012870553,10.31015835,7.677166963,4.784785322,"MMP8"
3.20841896,3.388109264,4.313689965,4.428269747,4.328441384,3.981221221,3.771648032,3.325729239,4.209824559,3.122062681,3.088080074,3.100175937,2.89125946,2.832127098,2.768778732,2.509459802,2.808728107,2.584100433,2.961599276,3.046429383,3.161691626,3.088080074,2.723984204,2.645757543,2.811185905,2.749622421,3.243738575,2.982467094,2.91880685,2.952358247,3.598887853,3.067004381,2.940716345,3.783645139,3.007358357,3.174005633,3.414090814,2.727705972,3.23603477,4.070485483,2.949293421,"IL10"
6.519046924,6.379167297,6.175409873,6.361340321,5.761527282,6.348539977,6.618270945,5.986077604,5.771358603,6.21292457,6.175409873,6.190575898,6.100459266,6.071368633,6.158670472,6.088902852,5.782096586,6.183173452,6.360991917,6.292615016,6.268959668,5.765421834,5.960441862,6.201041762,6.16976917,6.444405353,6.325091968,6.110712644,6.322138108,6.012622311,6.102126562,6.092791665,6.08192919,6.218052023,5.968943993,6.397169512,5.845240751,6.420155716,6.302862938,5.647334442,6.302890041,"PDCD1"
5.596822508,6.15916308,6.043450641,4.665022339,6.337762547,6.205052768,6.044676861,5.206451339,5.540708565,5.984457888,5.757483911,5.459807323,6.303187973,6.676374058,5.614478674,6.605061456,6.941709762,6.50295618,6.364719016,5.468294492,5.073551143,5.708725647,7.123425957,6.367314145,6.213782124,6.363708988,5.178933325,5.245229637,5.002594768,5.225853895,8.228228744,8.188434589,7.929630065,7.980048247,6.305666809,8.101393076,8.791456572,5.320009439,9.159011844,7.883723279,6.674309067,"CCR2"
4.739329958,3.793441716,3.926053288,3.845066095,3.753681633,3.958311083,4.133050074,4.127762116,3.63457394,3.679272777,4.220575177,3.64320571,3.886029095,3.666863299,3.910652452,3.944080864,3.681941707,4.07586661,3.988365147,3.911656224,4.227663899,3.633736752,3.970475337,3.887940261,4.059362074,3.964844491,4.586309231,4.367879458,3.980661683,4.238167767,3.813523988,4.199368136,4.124443601,3.929469702,4.121280709,4.061322216,3.970475337,4.253442702,4.65059971,3.775631403,4.050593308,"IFNB1"
2.591402044,2.626732475,3.054471264,2.935385556,2.700831872,2.902288298,2.763448382,3.048653564,2.759238116,2.634097851,2.726048589,2.435389419,2.36989105,2.489867179,2.542827023,2.635300119,2.428011575,2.727830241,2.791764085,2.661391191,2.46383441,2.320417447,2.848205636,2.787609254,2.613492633,2.665112125,2.706920495,2.754319183,2.376029678,2.623220096,2.668369352,2.573315871,2.601417522,2.92292758,2.668369352,2.883241623,2.662328771,2.666404559,2.668369352,2.858297965,2.668369352,"IFNA1"
10.60323436,11.08843543,9.492698712,7.544953835,9.59289792,9.480032945,9.06236656,7.713820707,9.898447114,9.88841753,11.21659662,11.0695323,11.78317603,12.03512003,11.52939699,11.67291425,11.9934751,11.83790852,11.62546344,11.76062592,9.788751045,11.99848007,11.86924764,12.14437991,11.82685896,11.13621044,11.20713079,9.98580378,11.10033954,11.84113469,11.09704251,11.83521334,11.44939352,10.76044326,10.84783002,11.83508675,12.0779436,10.49312896,10.16458859,10.95594207,9.771204742,"HLA-DRA"
11.22839078,11.52778521,11.95499987,11.75655535,11.9545535,12.18774575,11.42068176,11.83167769,11.58574333,11.99677699,11.45130144,11.86237055,11.54034293,11.55762862,11.56906952,11.29937072,11.53695836,11.50556726,11.59005537,11.42681477,11.39228724,11.75850316,11.41589874,11.56352156,11.40274496,11.13630764,10.815727,11.4249336,11.58248829,11.05060667,11.95815994,11.64019267,11.42300298,11.89163716,11.64762501,11.5268524,12.1688462,11.14277468,11.68456891,11.61189475,11.88109839,"MYD88"
3.914342167,3.521325246,3.182462045,3.280285013,3.179985577,2.900695228,3.029109674,4.098492846,4.041348119,4.223085445,5.612462397,5.399842557,5.667920605,5.812649138,4.755834854,5.084092704,6.187162733,3.895954201,4.408466667,3.959340007,4.797371361,5.847081822,6.651992473,5.251587374,5.528115771,5.98031889,4.055471452,3.776203276,4.319695416,4.128035523,3.946893692,3.716759936,4.944114923,3.321058503,4.153484068,3.637295153,3.958620086,3.824471678,2.806061802,3.718349158,3.784811694,"GATA3"
4.199531494,4.350305128,3.850463115,3.908106722,3.74880882,3.950020932,4.206104376,3.764215375,3.694402847,4.271342995,4.551243934,4.420671792,3.971824222,4.695831792,4.552590732,4.448474434,5.174962609,4.084060384,4.196027066,4.258812593,4.782336435,4.2480397,5.049939674,4.597951765,4.586922651,4.874354779,4.17651886,3.99523247,4.199169978,4.357004949,3.832135194,3.944299767,4.199531494,3.58168526,4.300969949,4.376100495,3.820235772,3.839088692,3.676916402,3.973835758,3.912630372,"GATA3"
8.133886228,7.966594168,5.93938134,5.942908191,5.682913157,5.807774443,4.859981349,7.184634988,6.513270702,7.983572856,9.246469406,8.912364686,9.305119406,9.197041891,8.886980854,8.849476479,9.493083543,8.370755982,8.935462354,8.508866119,9.352834072,8.960884047,9.718310989,9.22978455,9.156788392,8.871394141,8.20152171,8.865844663,9.137170816,8.020941697,7.332559805,7.300763993,9.217964922,6.758528016,7.887561009,8.000803316,6.905041985,8.046844069,6.400727721,6.985685845,7.357728031,"GATA3"
8.867145338,8.925367123,10.09159141,9.607069266,11.17174344,8.627324727,9.946565408,9.641781342,10.47154189,9.345291674,7.566999834,8.353865285,7.758385196,7.708026449,8.054321359,8.175391827,8.095019027,8.3489422,7.674445794,8.198213259,7.84987123,8.563004415,8.643171352,8.017865536,8.064121867,7.420714112,7.195634093,7.52591692,7.708577839,7.608196867,10.17961456,9.597604414,8.799890092,9.681536887,8.731975601,7.899436198,9.883045529,8.554727341,9.16098063,10.33709313,8.682431809,"C3AR1"
