"Noise_Level","MCC","F1","AUC","TPR","TNR","PPV","NPV"
0,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1
20,1,1,1,1,1,1,1
30,0.990621778264911,0.995333333333333,1,0.99125,1,1,0.99
40,0.995927137733927,0.998078431372549,1,0.9975,0.998333333333333,0.998888888888889,0.997142857142857
50,1,1,1,1,1,1,1
