"Metric","Mean","SD"
"MCC",0.08978240379522,0.268845367527703
"F1",0.793729899431122,0.0714003481345875
"AUC",0.657731958762887,0.11965570438004
"TPR",0.804123711340206,0.111726531627075
"TNR",0.285223367697594,0.230687833815494
"PPV",0.791291411909969,0.0589100535753875
"NPV",0.301055473735886,0.27598385493371
