"Metric","Mean","SD"
"MCC",0.870371607818481,0.0979464676715656
"F1",0.9779202877342,0.0162932570400877
"AUC",0.991644736842105,0.0113366028929708
"TPR",0.986315789473684,0.0203084857943688
"TNR",0.8525,0.139194109070751
"PPV",0.970319766570729,0.027223340558727
"NPV",0.938926046176046,0.0850560260161185
