"Sample","PTX3","TNFSF10","CCL19","ITGAM","IL10","ELANE","PDCD1","LBP","IFNG","ICAM1","C5AR1","PLAUR","LCN2","TREM1","SOCS3","CCR2","S100A9","C3AR1","MMP8","IFNA2","CD177","CALCA","CCR2.1","CCR7","VCAM1","BCL2","MYD88","TNF","MMP9","CX3CR1","S100A8","CCL25","NOTCH1","IL6","IFNB1","S100A12","IL1B","CCL2","TLR2","NLRP3","HMGB1","OLFM4","CALCA.1","MAPK14","CXCL10","P2RX7","CRP","HIF1A","IL1R2","TLR4","TLR4.1","IL8","HLA-DRA","TNFSF10.1","HIF1A.1","CD177.1","IL8.1","P2RX7.1","NLRP3.1","CD14","CCL25.1","CRP.1","CALCA.2","TREM1.1","ARG1","CXCL10.1","ARG1.1","BCL2.1","GATA3","NOTCH1.1","CCL19.1","S100A12.1","IL6.1","Label"
"GSM3816560",8.51391551605096,11.5826312363479,7.11177792953063,12.4064773690676,8.23096500382809,11.4631153455214,7.83509731858564,6.85577476513305,6.83011149782093,8.78539754313206,12.414427116922,10.4190648169633,15.0837814917066,10.0515471792186,11.5247861621688,9.69579002082302,17.380594815043,12.0163490099684,12.0767358080264,6.84835277641139,15.3128760217176,6.92951627089367,7.20217538356028,10.3062727875937,6.82639958844051,7.16266685708021,12.1464293893093,9.55247857857561,16.5264594105783,9.28436240867003,18.8577147819099,6.89132061593752,7.44335283831543,7.01127392656358,6.84835277641139,18.0965004222735,10.3105058246615,6.87391868198048,13.1848565799043,9.76748332762634,12.2310440996435,15.1645976789728,6.83382340720135,11.0406284260627,6.77416623556682,6.90510489775572,6.91729072210816,10.3577079150763,14.9017447146956,10.5543321173389,12.3107868820706,6.89132061593752,9.41307340025563,12.1121061415677,9.25332015110119,10.2731287046882,6.75126614958308,8.79417333292281,8.54530172104506,14.4922613097525,6.81880957532913,6.97148416835297,6.89132061593752,7.85404129457063,15.3456049381228,6.811966540333,14.4134545759486,7.24410013287515,7.06278043970337,9.11664451650455,6.93576886489091,17.9828659071375,6.78269077826585,"septic shock"
"GSM3816561",7.79105763831276,11.7268240488855,6.99574937919741,11.4837358427214,7.11208312698563,8.52631315510337,9.18743266692968,6.80834659353026,6.95883244221644,9.07046992538486,12.0647093009679,10.5138963895759,10.5951736934459,12.0970574153418,9.76972652194108,11.8431653247413,16.7968851244499,10.5742524309601,7.26017449632275,6.84314936347777,8.98041548114506,6.81989605661283,7.77585205762377,14.1025318743842,6.92191550523547,9.3623551752716,11.9870974108408,9.11572362814387,15.6306311532163,12.2580038842004,18.0965004222735,6.96996212702216,7.68664613571136,6.90205560688068,6.84314936347777,16.2891704708442,11.7818372544112,6.81989605661283,12.9427541920278,10.4393781744611,12.2223898874333,11.3541969608274,6.84314936347777,9.6405778245452,6.90205560688068,6.96996212702216,6.86932559511889,9.39648710622228,9.17476492026324,10.3102969176992,11.0212287863608,6.92191550523547,12.5494765322162,12.7646407978044,7.82403251707177,7.08418097862177,6.7981156488066,9.60639737135095,8.45691946618341,15.4266765557207,6.84314936347777,6.76578504315391,6.96996212702216,9.05030828108793,10.6598841832049,6.90205560688068,9.36493431611445,8.28258337874156,8.50065252732898,8.820846540118,6.86932559511889,15.3906632718117,6.77761552615688,"septic shock"
"GSM3816562",7.80590810933128,12.3008334527559,7.22512177102229,12.2395682178337,8.10132307653339,8.13494041663986,7.7167888648549,6.85905815520365,6.96418896146115,9.75480776535515,11.545683716211,10.2122653443651,12.2099732213803,12.448096403167,13.0810376883992,11.1192039429686,17.3098070408904,11.8281337889062,9.74690194912575,6.77544156584223,13.3611032394734,6.92470813498446,8.21991431198101,10.0653540388181,6.88553081344876,7.28345048196158,12.3859357544187,9.05792509471103,16.3176082304823,11.129627960625,18.6076419152064,6.92868079573075,7.71758951166394,6.91810276462071,6.88553081344876,18.0138139426404,12.4019331410242,6.86172854130076,14.7963283092609,10.5620008249949,12.2935475101594,10.0767129738056,6.84113873972943,10.8758366196019,6.89836236382881,7.08959090207154,6.83482867823154,10.8756262760543,14.0233054119461,11.9448340605329,12.887595038262,7.3080391518607,10.9581618374497,13.2022544453985,9.57674937695528,8.42030565992905,7.01783416729925,9.24439389871015,9.39918371481811,15.556966329701,6.81010493812569,6.76819018831153,6.84113873972943,9.05708632186817,13.7475536457298,6.94069414261762,12.8456569127726,7.36362778090339,7.06522681546385,8.3884643263925,6.94069414261762,17.9525135083922,6.79031725577671,"septic shock"
"GSM3816563",8.45890210841458,12.3950253971297,6.99971587914673,12.2918910931547,7.34322580216078,12.0936946713474,8.26790444309059,6.80370322723271,6.80938828380183,8.52054761472785,11.9972222159786,11.1704636047445,12.3487431982652,12.279823127742,9.72253596056702,10.8660572230754,17.2420655684169,11.6927662780267,8.76014804463914,7.25234981036938,14.5701865677829,6.78146306441983,7.81698865189503,11.8857123127801,6.81507334037095,8.10878466757145,12.5189376673356,9.96622426887839,17.8484412660432,11.1219466139118,18.4408690765849,7.25234981036938,7.63115452924646,6.84789136969253,6.84089319553989,17.9828659071375,10.1222417262911,6.85488954384517,13.6603492920093,10.0531688520143,12.2392215666786,13.716954635395,6.85488954384517,11.5407257659994,6.80370322723271,7.65660645262481,6.93407016301377,9.87742445722509,14.0080940733768,11.2646984200813,11.0752992111232,6.85488954384517,11.0101113962956,12.8394644728935,9.36599717144727,9.55206965122931,6.81507334037095,9.27883424846935,8.29900294959073,15.719113094793,6.88856626210789,6.88856626210789,7.16614190630143,9.46425178416082,14.8510776689587,6.88856626210789,13.5035252526321,7.65660645262481,7.81698865189503,8.61931882578292,6.82806441946315,17.6101450267585,6.90901589470929,"septic shock"
"GSM3816565",7.78242968389702,11.8559995490144,7.07737192242633,12.3708583493389,7.68368978536627,8.08112704308066,8.21036877777437,6.81324828539078,6.86085637672695,9.58252978359004,12.6930981347363,10.9627226764922,15.526048795909,11.1305445831887,11.6317927090603,9.15796836105485,17.1777237468869,11.7331803512178,11.0121413879795,6.78621742542979,16.2966322192722,6.92476606012544,7.11153736178705,11.7323164282141,6.81324828539078,7.66711971244057,12.8659706486512,10.7091289675068,17.9241041819226,11.7201701628373,18.8577147819099,6.96611815411781,7.57986002911725,6.90847830686331,6.81324828539078,18.0138139426404,11.1970154919447,6.86085637672695,13.0628542295411,10.2983698910754,12.3078295367697,15.1169156275071,6.77806446258219,11.2333643186681,6.81324828539078,7.04728699618813,6.86085637672695,10.1796721843166,13.6779337193134,11.0660759459776,12.5569577168932,6.93332197347803,10.0810497231372,12.9665700299743,9.38178268886302,10.4365756753551,6.84629925911757,8.53092378464962,9.03935250504408,15.7372682010933,6.83002281758559,6.80427325591842,6.93332197347803,8.24082745278175,14.4034869098929,6.79534307129267,13.3513614054168,7.76826082200914,7.36429490225603,8.76789298091419,6.98935461145397,17.9216564109178,6.82184310956124,"septic shock"
"GSM3816566",8.55852809279469,11.724763565478,6.78338707529891,12.5167281065815,7.75945782300199,12.0491822390812,9.12497673446135,6.8881784958055,7.10855678192884,9.09349990210888,11.9997588991856,11.1146676887189,13.1010126918361,10.5978587926064,10.3858321031582,11.6279297567683,17.226225525977,10.9150402251636,9.98947447547136,7.090946921437,16.2430931792266,7.59441298629989,7.81309374140488,10.8893616122046,6.82059271341886,7.76342381670493,13.2658642459345,9.53728845213403,17.7520517519941,11.9603420110311,18.525294851778,7.00188171854022,7.93329095909035,6.92404345825491,6.85041451265663,17.8923552422026,10.1095684360899,6.85041451265663,12.663092259844,9.64070591018046,12.1156215058666,8.20089586422012,6.87477371083044,10.9542227860913,6.98818555844061,7.31174136397937,7.05449285145777,9.74607547490464,12.0010388863932,10.2057948425783,12.0346420744875,6.84418367683728,12.0464534615701,12.6420509210832,8.7212496349481,10.6711429667541,6.71357461951441,9.45612244116013,8.80908590962527,14.7980675636894,6.8881784958055,6.90939473320313,6.90208502808761,8.36375727490891,14.2467711607943,6.98818555844061,13.457114368031,7.61865170435046,7.6140504548383,9.29632213307109,6.85041451265663,17.4836584821631,6.8618508518312,"septic shock"
"GSM3816567",7.64115941752535,12.6919210721932,7.18481654936011,12.2279849595066,7.04805291742234,8.95079910968784,8.33809735455402,6.85160139862703,6.83966261943142,8.02755388446243,12.575568592694,10.6096140628539,10.9252119378389,11.536744982284,9.78312121093152,9.32678240723193,17.1923699451205,11.8492665414593,8.42492995906715,6.76656911993579,14.476314109597,6.94919800971325,7.63789147012376,11.2319614396816,6.89459826378516,7.33496363499396,12.1159871635609,8.60056781170588,17.1562148417769,9.35169948999997,18.6895942273387,6.99519808751178,7.46468142628168,6.89002733710568,6.93052195245287,17.9525135083922,9.64123425855273,6.82011013989364,14.1871641066478,8.84712786937723,12.7567562789439,12.6991600073308,7.12307882602254,11.2044709273656,6.84333323777814,7.02466277335004,6.78163757884148,9.32430095382881,14.3497944673409,13.1245691027679,11.0567189159462,6.82011013989364,10.2610653917921,13.9583453502632,9.34214176537815,8.86432533140358,6.89459826378516,9.13208771481423,7.77369357387505,13.7962846466877,6.79675404416364,6.85968546769209,6.80447789219929,8.85404957706602,15.0512200090559,6.82772384023581,14.2557778089453,7.90341037556389,6.8854564104262,9.03595244400833,7.02466277335004,17.566535235278,6.78163757884148,"septic shock"
"GSM3816568",7.38644069559912,12.4374552887149,6.95643150190161,11.2519890917463,7.36388269922688,8.48213325516989,8.85910689513949,6.84767054804516,7.00690861590754,8.83178975380917,10.8909399796497,11.0350338458097,8.58887938509842,11.8848777603196,9.87938349197147,12.2410837840759,17.0573584229909,11.5168441730248,6.90346198909959,6.93966431468108,13.5271264447036,7.00690861590754,8.0956848535933,12.0220231429561,6.81449850128506,8.10226625481574,12.5178686403562,9.36461052370197,14.7152605012071,12.2983374171821,18.1495809068178,6.91526241056678,7.46105608027488,7.06038826721115,6.82578282428617,16.7499735995533,11.509699825555,6.8532890372282,13.211409107525,9.74690194912575,11.6075284138051,7.10623661921214,6.8310037353573,10.3256981864808,7.01217948128159,7.607480834689,7.12028381567357,8.67965090162421,10.6504515259462,10.9605152068446,11.4645677558215,6.8310037353573,12.5271757602677,12.1208955837292,8.02748338085808,8.36165283066819,6.86413517363211,10.7014166453197,8.83381679690282,15.8832170178367,6.87627334277335,6.7919111303697,6.90346198909959,9.35267662785407,11.5607374669161,6.95085610954893,10.7469352769451,8.33452047902768,7.65924342549149,8.78312334626424,7.06038826721115,16.1661925008733,6.7919111303697,"septic shock"
"GSM3816569",8.48177395285419,11.5637114342216,6.96248362096964,12.4055114538144,8.20107550555695,8.06959919336213,8.11602997016703,6.83002281758559,6.96248362096964,8.64783490483471,11.0006985136579,9.6215337279977,14.9858069956621,11.0037067168697,12.0446284284442,10.7737328892444,17.0822909444459,11.1997478050867,11.0214782523766,6.83002281758559,15.4361833600517,6.88976862157534,7.53398629965201,11.9883731171362,6.77185592508272,8.04793339469619,12.6106171149613,8.91515037553867,17.4201613381993,10.4407526324215,17.9828659071375,6.88976862157534,7.5999437002029,7.21027305952997,6.92759746328889,17.7768068593388,10.9827042310445,6.90106418400044,12.9789874627757,8.74061596809949,11.7232060685305,14.6065303936941,6.82293566499315,10.1134372522557,6.81497958750557,6.98110910703576,7.00586926396271,10.1527549845352,13.850036192267,9.7822240016071,11.3896279783546,6.87495359864936,12.5291841011327,11.697625281048,9.24236355335266,9.99351793567431,6.84493962586664,9.80820747723811,7.99746097397461,14.4922613097525,6.83767778369319,6.93464104299657,6.91260498062095,8.04701533890859,13.8519601530434,6.92034011557782,13.0314635708816,7.61611061020079,7.2328475272203,8.90287881857218,6.88976862157534,17.566535235278,6.83002281758559,"septic shock"
"GSM3816570",8.37978305048699,12.3442632934656,6.92886852631528,11.4424288140148,7.23957477047768,11.0556331917345,9.0798953287493,6.96606186575301,6.91270520433109,9.54169306134919,11.0740978456177,11.4712683246068,12.556506259667,13.8888101019398,12.5189376673356,10.7983480672558,16.7200216389538,12.2682423134415,9.05927769921436,6.83244560816958,13.8173882530174,6.86980576237795,7.23310084077871,10.6997553966231,6.88752481854778,7.56709476077638,13.4489294756233,8.76355597771962,16.6705330555969,10.8072713218853,16.7110740888771,6.81933934198514,8.66860644634117,7.03069690224603,6.87859533297133,15.765108733889,12.206257182403,6.91815330985146,14.5057668255664,11.9565593737455,10.8613044718836,12.184866717956,6.78083459005657,10.4456372850811,6.91797231527454,6.83244560816958,7.22127348171766,8.95581672938706,12.781613060336,10.1795024705717,11.7250596275701,6.84652744432188,10.7323719565507,12.3735932692048,8.83886643179182,8.20581036946279,6.88752481854778,9.10114843327402,10.7012131018506,15.2265475542814,6.8126538896863,6.8126538896863,6.86980576237795,10.6023100445937,12.7017044462785,6.84652744432188,12.2478595489063,7.12140770002685,7.46637978338897,9.97434870446153,6.83244560816958,14.6036885959997,6.83244560816958,"septic shock"
"GSM3816571",8.10423061714028,12.5576713703927,7.08022126100344,12.1728185916963,7.24366365959693,11.2883569194883,8.57778409135533,6.82592239483565,6.86550305376978,8.99235135844356,11.8540436530256,11.339017664162,11.7270251379404,13.175561522983,11.3703728049992,11.664162154514,17.4004934985458,11.2390109902271,8.22885975249075,6.78088829656728,13.3358528244761,6.88377613389182,7.9497333341587,13.0175344918422,6.83643027477972,8.59035971567151,13.0621426749469,9.14495679962441,16.4722615397959,11.6138985642426,18.1495809068178,6.93055079883465,8.30156184934451,6.98109516979267,6.86788076104917,17.2578426153684,11.6541855139571,6.86986090686461,13.5522416588903,9.80357030672343,11.8742165676288,12.7231788242974,6.86788076104917,11.1206257002898,6.97449524719261,7.19723773372043,6.99764618534777,9.29547900601259,12.1377224903298,11.9900213623024,12.3751009393517,6.82592239483565,12.1368372156915,12.9202678375378,8.51475872531966,8.48974040462047,6.90208502808761,9.47480024432569,8.76671780114822,15.6837846183684,6.79314319746292,6.83643027477972,6.87615996547459,10.0961653148063,12.0810538671832,6.77445549086803,11.0379357038416,8.77058284633356,7.77536898359759,9.77799779492094,7.18574607240787,16.7785117062054,6.76848049120408,"septic shock"
"GSM3816572",7.34414826700333,12.1436025131836,6.96501768473713,10.9696283214275,7.09996430451862,9.52732416418735,8.40999554039263,6.79623173716123,6.86912975585239,8.40787854939759,12.2400146697529,10.3252933672408,9.09547111004411,12.4393717652672,9.79872717553365,11.9320191775534,16.7200216389538,10.9906482424883,6.95384712385971,6.92132105821668,7.14719585990164,6.7860183080117,8.55735132065782,13.175561522983,6.750397068092,8.12028082400005,12.291624243191,8.66058319253923,14.6827194646371,10.9874145532745,17.5049628044254,6.94808773421916,7.82666879339832,6.93215273356169,6.84089319553989,15.9959315880801,11.0980221047822,6.84305354132929,13.1227156512676,10.5363640205635,12.771151733236,8.86409564193519,6.79137221060455,10.0479122348005,6.90572098606859,7.1835475856647,7.02133298413337,8.64746713625097,10.6462960155093,11.0076261373693,11.1313050449565,6.88967959937637,12.1289408962723,12.7349371445951,7.89157869372536,6.95958265827043,6.92673005505451,10.0595337794598,8.95357833196213,14.8101573002069,6.85464632909691,6.93207816310285,6.91567584922115,9.25853593258426,11.3660410258636,6.8452138871187,10.4121141890737,8.33083642139547,7.90311641186977,9.17527994548375,6.89989085352961,15.2512653393658,6.89459826378516,"septic shock"
