"Sample","PTX3","TNFSF10","CCL19","ITGAM","IL10","ELANE","PDCD1","LBP","IFNG","ICAM1","C5AR1","PLAUR","LCN2","TREM1","SOCS3","CCR2","S100A9","C3AR1","MMP8","IFNA2","CD177","CALCA","CCR2.1","CCR7","VCAM1","BCL2","MYD88","TNF","MMP9","CX3CR1","S100A8","CCL25","NOTCH1","IL6","IFNB1","S100A12","IL1B","CCL2","TLR2","NLRP3","HMGB1","OLFM4","CALCA.1","MAPK14","CXCL10","P2RX7","CRP","HIF1A","IL1R2","TLR4","TLR4.1","IL8","HLA-DRA","TNFSF10.1","HIF1A.1","CD177.1","IL8.1","P2RX7.1","NLRP3.1","CD14","CCL25.1","CRP.1","CALCA.2","TREM1.1","ARG1","CXCL10.1","ARG1.1","BCL2.1","GATA3","NOTCH1.1","CCL19.1","S100A12.1","IL6.1","Label"
"GSM3816544",8.51158614739907,11.6780447511627,7.06640678060274,13.1692120655353,8.86593806202546,9.2363196949373,8.01189477247286,6.83633789960672,6.87269964138196,8.78034791343559,13.1786103660399,10.4751923785765,15.939640900894,10.3093425219169,12.1280923010614,11.910618634685,17.1207911304478,11.1180668152958,12.794205770888,6.80400579958668,16.9573478242884,6.88532308941122,8.27914546011374,11.3011949347674,6.82676215549864,8.07734649241783,13.0258918979201,8.98441982793721,17.8484412660432,10.8033006458257,18.1495809068178,6.94259681800188,7.88705542650193,6.9262264885408,6.81294494644284,17.9216564109178,10.7535719062136,6.8661665834618,13.4325634797233,10.2911551196096,12.6873852875978,16.371105880674,6.86383482356793,11.6589186277259,6.86849834335567,7.22510409619849,6.88087170417695,10.080228392322,15.0335144718315,11.1764902018135,11.6670684675712,6.78622529552089,10.2400049666907,12.766376848886,8.35254468111449,11.8078904824269,6.87690093940825,9.19235349549032,8.86565752590562,14.8953145606826,6.82676215549864,6.78622529552089,6.85959456964937,8.21395735572209,14.0470462064706,6.82676215549864,13.2798463362722,7.92862177792887,7.30476116459772,8.82847969226427,6.90045059298069,17.5049628044254,6.79496621056633,"septic shock"
"GSM3816545",9.90910291908324,12.5068881285529,7.04046940945948,12.7480517831428,7.55985769019903,13.1786103660399,8.12036595678109,6.82483065513828,6.86715270331753,8.47521254712935,12.1988219763779,10.2774182715808,13.3918082758574,11.8563346034489,11.6778220887703,11.9934752733336,17.5049628044254,11.9179359341837,11.3190801465254,6.81479206349538,15.6664192673543,6.89355630444966,8.07022775214397,11.915371080317,6.85684593300539,8.09598402506135,12.8334606940775,8.72171558834698,16.6349228410202,9.24651283445679,18.3067041262992,6.94327265475259,8.10049728708823,7.02263684225244,6.92182844479776,17.7272966446493,11.6320870702285,6.84854702126661,14.0725845964551,10.4662858551604,12.5334026833117,15.2797490918396,6.79423607083925,11.5254414737183,6.86715270331753,7.13037651653506,6.97807494719826,10.1428639890147,14.519366828753,11.0420606444871,11.4316248770123,6.80432048227961,10.5507304875394,13.0229763505722,9.03373784637763,10.0856770023549,6.81479206349538,8.91606573717421,8.79098517878429,14.6538009294977,6.7843030213439,6.82974488176332,6.88826761067614,9.27965585110558,13.5907177637509,6.85131475118928,13.0738008229433,7.91465980649178,7.35219706883049,9.37043452057364,6.85684593300539,17.3273581615761,6.77460012374714,"septic shock"
"GSM3816547",7.98947846806273,12.7612413108401,6.99888419409481,12.097091419003,7.66934835819591,11.7404164428326,8.34927506238111,6.85947336334957,6.96433393446898,9.12438310525131,12.7136249785379,10.3215285861904,13.2103549235889,11.547146185522,11.5393192411432,10.4336973275326,17.0197417002335,11.1958404482329,9.02397473168984,6.85541112946012,15.0954705760147,6.88991697970104,7.38587187654196,11.0621452147402,6.86734444761866,7.71338144721787,12.9677899222873,9.94389118371225,16.2935535116254,11.2861884211278,18.6076419152064,7.13294271289625,7.99321400802976,7.02050172352409,6.81299188979383,18.0138139426404,11.6678297154156,6.84727703758347,13.0699672673772,9.73238939269206,13.2414332306485,13.3562688189872,6.84308806683614,10.8310813751026,6.9790597226228,6.94446611462971,6.8514660083308,9.51496949791314,13.4966838159522,11.0012026937569,11.5890398732379,6.83457587074442,11.4086945037603,13.5762696860622,8.41674166100819,10.0515471792186,6.84715643476,8.5192835664447,8.38500922795881,15.023276907738,6.91567584922115,6.85541112946012,6.89658547048596,8.84688334250078,13.5853613558326,6.92514229982801,12.926671326283,7.68318087797759,7.25096666635026,8.92893430295306,6.87884869358475,17.8039808893842,6.80433622405647,"septic shock"
"GSM3816548",9.0054792083529,12.3202281702401,7.00859157457428,11.4504351295332,7.08700248942586,12.3409878729622,8.54587208426933,6.7991566558679,6.94623707139332,8.73392672912519,12.3598654620646,10.4037277414844,13.2688127305278,12.2219228702386,9.60933701980519,11.3121826029756,17.380594815043,10.9780495720082,8.52805871111361,6.8488906397261,12.4509539382645,6.86038122868409,8.00298855584766,12.7916319865837,6.89314191006236,8.16123727792916,11.9785864575551,8.82626692517694,16.4438072117721,11.7690398889291,18.6076419152064,6.99185149653772,7.57622960586355,6.93871356050573,6.78583717210911,17.6101450267585,11.3650867436981,6.82147202084875,12.8634945135919,10.3201119069305,12.7840391281148,12.1026920939485,6.84299611699026,9.77479705451769,6.95454176500662,7.17844515584075,6.83721628150817,9.60187268900111,10.3611144036122,11.2176815420295,11.8794206350371,6.96671886944057,11.925818812175,13.2462448690781,8.62062212620983,7.41909366206767,6.90262611217103,9.47171302321927,8.8384655269877,15.3255330561704,6.83721628150817,6.82480118232261,6.89764913698617,8.92893430295306,13.3276356349125,6.93871356050573,12.1706658151705,8.15145725335182,7.54341088346756,8.68999446645307,6.9463944481921,16.6309976739916,6.77268367322195,"septic shock"
"GSM3816550",8.854526416688,12.573351910656,6.95363429682219,11.7622912881549,7.24237557358014,12.6706689988653,8.71257853738573,6.91447695265855,6.95752268174373,9.11173311772256,12.0387502068125,10.8179412273595,12.9532418254976,12.8004869708449,10.8043520909416,11.4862130556691,17.4208131466152,11.4913715185456,8.6239372785978,6.87310787092338,11.7331803512178,6.95363429682219,8.49142302150318,11.1926312353791,6.83981829823027,7.82991793796057,13.0060613158484,8.64271354474131,16.1011792874262,11.5751853792569,18.0500108735279,6.92300116749787,7.8943663479766,7.00317548883948,6.95363429682219,17.6338537008176,11.9819062956526,6.82407314108649,13.57263490861,10.0994052715542,12.2532912606396,13.7355801067312,6.83126960010568,10.4186557114529,6.83981829823027,7.09453860786895,6.93091132994961,9.66129353603678,11.0657778205296,11.2861884211278,10.9457374283779,6.82407314108649,11.8644481542414,12.9484643218023,8.69952685383758,7.37117803670094,6.93867108479666,9.46836971961597,8.69378562324036,15.6608181806849,6.8814299268276,6.87310787092338,6.95363429682219,9.78820320760989,12.5992898477804,6.85624035485077,11.7545546836276,7.84148379292456,7.36110805330132,8.86615793991113,6.99946972108076,17.1347059366668,6.81630752032553,"septic shock"
"GSM3816551",7.85379013885894,12.7216906368984,7.11347355064775,12.9651016661543,7.45255251333369,8.08573749563912,7.82479451513361,6.79388778963409,6.87667473293728,9.46853809549432,12.5744269894498,10.9067279480528,10.106093834164,13.8272195330275,12.2310440996435,8.99067189777597,17.2917310562135,13.619383396256,8.43239164799298,6.86709241810405,14.9858069956621,6.84171889149008,7.16055178158073,9.64324457324328,6.86709241810405,7.28054561824941,13.716954635395,10.5608785568797,15.9203192481572,11.1463383455101,18.6895942273387,6.94007816529328,8.14416046073171,6.85817462468973,6.76000305959333,17.9828659071375,12.0683181231423,6.84171889149008,15.0456901082947,9.99571227542572,12.4076139329771,9.43562130474714,6.85817462468973,11.6184860332513,6.87657283190684,6.90589705643687,6.94007816529328,9.81965903618713,15.9078219778833,12.1181947478912,12.3059135090324,6.83321601115441,9.45825383707059,12.9127126053215,8.35950053971637,9.52053475115422,6.81010493812569,8.45599997095437,8.67910255501191,16.0453165636597,6.91648560424929,6.87657283190684,6.96394834082851,10.3062727875937,14.2909007534342,6.94007816529328,13.7432304263072,7.28028055601721,7.02588819209112,9.1937349324382,6.98690725185857,17.5462049186778,6.87657283190684,"septic shock"
"GSM3816554",8.0810684348102,11.5327330288052,7.05858889923691,13.7071622361324,8.63346771043715,8.1847845843167,8.44077998388039,6.75650657359453,6.81609819375775,8.82867193863105,12.9965159898483,11.0752992111232,14.5932635179973,10.752656332564,12.5011666085846,10.7410048063748,17.4623712985729,11.9578842169017,11.5215369653193,6.88087170417695,17.2420655684169,6.99534978070357,7.68433647945237,9.7739132114501,6.77198217103342,7.53433136754272,13.3643435876663,9.70671713810973,16.0631740748916,10.3353376502804,18.1495809068178,6.90964294077079,7.93584386194173,7.0994484820282,6.83343201089245,17.9828659071375,10.2295057656951,6.89459826378516,13.8383773756881,10.2845723540999,10.9383772654911,13.340564640301,6.87673689947632,11.5386213407404,6.92514229982801,7.10268521577967,7.12205756670362,9.43903776904358,14.6774007764143,11.4080089076408,12.6542993278119,6.81044659190147,9.02120159180712,11.5745107247776,8.43652666820653,12.5474088439422,6.82948192378164,9.20438275437836,8.84957357789655,15.4078571116397,6.82578282428617,6.78106428117743,6.88087170417695,8.49706890338624,13.7832070981349,6.86697263029426,12.7652020506568,7.60412010394855,7.16447411805661,9.9800781547451,7.08260911227732,17.7272966446493,6.78583717210911,"septic shock"
"GSM3816555",9.91825996838123,12.0789262932262,7.11184153033946,11.6861596699456,7.02163568950044,14.2745850566638,7.77384632216383,6.86306489274902,6.78396037387084,8.16717916646106,11.8093382838508,10.2909687011764,15.3678758162645,12.0974456408855,8.95699811898882,10.5709208312488,17.5049628044254,11.0885910992525,10.0011613156125,6.82843478359173,14.0429453952547,6.9600009116735,7.68389028187033,12.1690371293406,6.84000259754477,7.55437492386573,12.1831510217276,8.25377512134492,16.7632916595234,8.87325601948628,18.6895942273387,6.9389921207452,7.46402291969095,6.92789627364844,6.84963781987993,17.9525135083922,9.54565022697786,6.85908846575589,12.9833245878213,9.14153096224848,13.3013083398312,15.255411656076,6.80971291305702,10.1652595733429,6.83397455389308,7.14613257576574,6.84963781987993,9.00503607940573,13.0817489932139,11.1189420548903,10.630034672777,6.84000259754477,11.1723766770212,13.0532616660409,8.52550123776374,8.32307962825196,6.87861028482069,9.38060818355064,8.05311256064188,14.8223422456719,6.85908846575589,6.84000259754477,6.78765491730828,8.38320929067681,13.9229567157608,6.80283783415885,12.9598614432315,7.97474549560731,7.02498945336679,9.02566984184177,7.03194340387897,17.3641230955474,6.84963781987993,"septic shock"
"GSM3816556",8.02193447974862,12.6537215862008,7.11298473056429,12.5490464340707,7.54322543812952,9.25354792260756,8.45149551531622,6.82502953390951,6.85902784331493,9.60198253796918,12.3112876895815,10.790271501335,10.3175371654321,11.9955909748721,11.7375551959811,11.3215070818073,16.9573478242884,11.5880728327358,7.66031156742898,6.90666111768458,15.2311012238963,6.89624652427133,7.81771345973434,10.1929549730082,6.8862498247236,8.03947009974164,13.147699455216,9.60106256402343,16.7396396237152,11.7816268231351,18.4408690765849,6.9795892848458,7.83334491669937,6.94255490864995,6.85902784331493,17.9525135083922,12.5718360202609,6.85043267050188,14.1466949974939,10.0794707335389,12.1959090098427,10.9866133086363,6.82502953390951,10.3735811740357,7.00070115454409,6.95827236547725,6.96936746078774,9.72838615410031,11.2661782342078,11.0311831045391,12.1472942116544,6.84183749768884,12.291624243191,12.9801118761525,8.6258596710691,8.64271354474131,6.77337699723835,9.9893315080162,8.63004846697687,15.5786482372888,6.84183749768884,6.8862498247236,6.93754670660603,9.58824769936092,9.42649681725137,6.96936746078774,9.07035777866362,7.65007258546141,7.51352277445047,8.96682521234045,6.95827236547725,17.4208131466152,6.81602658340153,"septic shock"
"GSM3816557",7.87274376861224,11.7116184240467,7.03872696039614,12.5280142665003,8.52091835528738,9.42298739431994,8.31956350171889,6.89856882750387,6.88140008136234,8.85554994172949,11.7515932683763,10.1455890739267,13.9852226745693,11.493175078828,11.8844602788766,10.8106725832931,16.8778362846964,10.3221126533134,11.3522717494599,6.84757888980861,16.2586523306695,6.983224078842,7.59885959461556,10.9751893172377,6.88140008136234,7.47207692923419,12.5000211623276,10.0510413364167,17.7270031905249,9.75594018891263,18.6895942273387,6.84757888980861,7.50297558212249,7.04500951693424,6.88140008136234,18.0138139426404,10.6647326624046,6.92757641982318,13.5849053070442,11.2187588026128,11.568311812464,14.1201390990111,6.81488582854731,10.7494248275669,6.81488582854731,7.04500951693424,6.89048327181298,10.0383986416765,14.244441634629,9.62116496935221,11.6146149595879,6.92303016464728,10.8608085878584,11.9186961015512,9.62365398152872,10.4019524238851,6.89048327181298,8.93070049705967,9.80776834082454,15.3770123210594,6.94777476642364,6.93135826325847,6.83074264073061,8.74128981410311,14.0167697529152,6.83934389275897,13.3259787310784,7.40901642844584,7.14421020621634,9.34594313997388,6.89856882750387,17.8039808893842,6.76824024957817,"septic shock"
