"Noise_Level","MCC","F1","AUC","TPR","TNR","PPV","NPV"
0,0.944350288425444,0.972857142857143,0.99875,0.9525,1,1,0.936666666666667
10,0.907634559672906,0.95047619047619,1,0.9175,1,1,0.898333333333333
20,0.959852813742386,0.979523809523809,0.99875,0.965,1,1,0.955
30,0.901274169979695,0.950952380952381,0.98125,0.915,1,1,0.888333333333333
40,0.921776695296637,0.960952380952381,0.98875,0.9325,1,1,0.911666666666667
50,0.918641534689849,0.961944444444444,0.9975,0.94,0.985,0.9935,0.92
