"Metric","Mean","SD"
"MCC",0.890552073424202,0.0660319961511735
"F1",0.979731964905252,0.0123603593321944
"AUC",0.996694078947368,0.00439526898914901
"TPR",0.975263157894737,0.0230024749367014
"TNR",0.92625,0.0941720298821323
"PPV",0.984863379672751,0.0191280209835378
"NPV",0.89833189033189,0.0851087685532069
