"Noise_Level","MCC","F1","AUC","TPR","TNR","PPV","NPV"
0,0.56873686116018,0.915877013021922,0.917114285714286,0.952,0.545714285714286,0.884472180215182,0.781924603174603
10,0.552657162804706,0.914778799671846,0.894657142857143,0.9568,0.515714285714286,0.87844313227044,0.786657287157287
20,0.525892872658379,0.908410382540068,0.882657142857143,0.9484,0.501428571428571,0.874154584116605,0.762220418470418
30,0.397430722747544,0.893134649009066,0.827371428571429,0.958,0.332857142857143,0.837900039367452,0.732412698412698
40,0.285134450751592,0.850958944175521,0.736657142857143,0.9136,0.261428571428571,0.797629787908441,0.591369047619048
50,0.282381590964066,0.829717782710569,0.7398,0.8992,0.232857142857143,0.770978076078743,0.6065
