"Sample","TNFSF10","TREM1","CD177","PTX3","TNFSF10.1","CCL19","ITGAM","IL10","ELANE","PDCD1","LBP","IFNG","ICAM1","C5AR1","PLAUR","LCN2","TREM1.1","SOCS3","CCR2","S100A9","C3AR1","MMP8","IFNA2","CD177.1","CALCA","CCR2.1","CCR7","VCAM1","BCL2","MYD88","TNF","MMP9","CX3CR1","S100A8","CCL25","NOTCH1","IL6","IFNB1","S100A12","IL1B","CCL2","TLR2","NLRP3","HMGB1","OLFM4","CALCA.1","MAPK14","CXCL10","P2RX7","CRP","HIF1A","IL1R2","TLR4","TLR4.1","IL8","HLA-DRA","TNFSF10.2","HIF1A.1","CD177.2","IL8.1","P2RX7.1","NLRP3.1","CD14","CCL25.1","CRP.1","CALCA.2","TREM1.2","ARG1","CXCL10.1","ARG1.1","BCL2.1","GATA3","NOTCH1.1","CCL19.1","S100A12.1","IL6.1","Label"
"GSM7574086",2.3759592,1.6277916,2.0673091,0.197842,0.06891489,0.14741206,0.9434104,0.60739374,-0.45190287,-0.08228159,0.3332777,-0.05955696,0.91259503,0.2562158,-1.4237955,0.61753535,1.025203,1.164762,-0.31639814,0.7501774,0.21565557,0.56420755,1.4814284,2.4225085,-0.7452812,-0.6329942,-0.46334982,0.6130805,0.14127469,0.521111,0.8183265,0.83876467,-0.5659747,0.57707214,-0.77698183,-0.024958372,-0.5193777,0.2587986,0.37646103,1.5125866,-0.24348879,0.5412183,-0.039559364,0.4341979,-0.30175018,0.2865486,0.20061779,0.55323553,-0.87765265,-0.14758873,-0.41725922,1.6200287,0.9529767,0.446671,-0.14598465,-0.18179512,0.5528517,-0.29150486,1.8373692,-1.5782075,0.90354705,-0.15250719,0.027877808,0.3849697,0.3477974,0.6571832,0.6655865,0.8590629,0.5864167,1.1838849,-0.21836114,-0.1927278,0.7954745,-0.11240673,0.7069926,1.356103,"Sepsis"
"GSM7574090",1.1305225,-2.1298807,0.08477664,1.5284151,-0.8285041,1.9636829,-0.60301924,-0.9084697,0.39030075,0.6588068,0.42607975,1.1196675,-0.97706914,-0.021802187,-2.1945417,2.6271164,-1.5486023,-1.1036315,0.2910571,-0.40022516,-0.016609907,2.7377608,0.11026907,0.08446908,-0.3628826,0.0271554,0.09733915,0.3743968,0.7838347,-1.0149283,0.41281462,0.70474863,-1.0731807,0.035268784,-0.39857864,-1.0794914,-0.1453762,0.46200085,-0.63931227,-1.0133152,-0.5214968,-0.685163,-1.543314,0.6265826,3.546811,0.5006552,0.04690838,-0.5862856,-1.2596517,0.000721,-1.1303654,1.184499,0.8961444,-0.5899253,0.02441454,-1.9964666,0.10229874,-1.2129469,-0.8578136,-2.3585057,0.22659278,-1.7410887,-0.76565504,0.55601835,0.6139159,0.022622108,-0.90484,1.1564386,-0.8654275,1.2681134,0.46486878,0.27276587,0.24988174,0.7103393,-0.69287014,1.7151413,"Sepsis"
"GSM7574091",-0.28679824,-1.0884025,3.8340204,-1.0671126,0.5442414,-0.6709044,1.2267566,0.47317886,1.162148,-0.5607786,-1.5281191,0.2660432,1.6771033,-0.009776354,-0.49049115,1.5321143,-0.67892337,1.6658463,-0.9267726,0.7441807,0.44399095,3.4631622,-0.7060952,3.1831725,0.78120613,-1.4404044,-0.35732794,-0.4363532,-1.2232888,0.63489676,0.30160856,1.4284368,-3.0721154,-0.25234985,1.4196081,0.775573,0.81502223,-0.3654003,0.6552925,1.5038986,-1.3907647,0.7486186,-0.67192745,-0.09741354,0.26679134,0.6845336,2.0602484,2.339404,-0.89851713,-0.7862086,0.99907017,4.5359926,0.7967801,0.98421144,-0.7703023,-0.05326271,0.15818119,1.76368,1.9627168,1.3157248,-1.40434,-0.60300004,-1.0034642,0.30298567,-0.2969842,-0.30295324,-0.39775038,1.8133371,3.0092287,2.367039,-1.2640254,-1.4597647,-0.16536283,-1.2387943,1.1168723,0.24294853,"Sepsis"
"GSM7574092",-0.34010005,-1.879689,2.8158896,0.37213123,0.46491814,-1.0735857,0.51802444,0.8815489,1.0365705,-0.4081087,-0.3273859,0.061353683,-0.11359143,0.37272668,0.39639878,0.573694,0.7400205,-0.19211864,0.75629234,0.77895164,0.8913486,0.7560756,-0.17636538,1.2652204,-0.66756344,0.6721215,-0.2724104,-0.7797694,0.20902324,0.7137909,-0.16208267,-0.946537,0.43203163,-0.5838299,-1.7000842,-0.46840405,-0.45635247,-0.7251854,0.65581894,-0.24493647,-1.7488041,-0.14014626,-0.20207357,0.3805971,1.2023616,-0.73013926,0.095650196,-1.9317455,1.2443523,0.082669735,-0.20292616,1.4667299,0.2380209,0.28099823,-1.1356692,0.7827401,-0.001012325,-0.37874937,0.27361608,-2.2916164,1.1026003,-0.1681422,1.72e-05,-0.6477432,-0.64698744,-0.63824224,0.30705976,-1.6607149,-1.2860422,-1.4575284,-0.21299148,-0.33995605,-0.9580107,-1.1059313,1.2032905,-0.6396427,"Sepsis"
"GSM7574096",-0.5890024,-0.576329,0.3757918,0.41746128,0.2603836,-1.6603372,-0.52957535,0.65599775,-0.34235048,-0.95306015,-1.7572441,0.3748927,-0.18232179,-0.5195987,0.15799356,0.8201711,-0.6181319,-0.16571236,0.5864029,0.68678474,-0.7602179,0.09105992,-1.5588694,-0.3934195,-1.2767591,0.44254065,1.2706099,-1.2598195,1.3730934,0.06448269,0.83172226,-2.0537071,0.14516544,-0.59762,-0.84335566,-0.12120175,-0.314358,-1.1520996,0.08634949,-0.10614824,-0.3767147,-0.81198215,-0.06955099,0.000178,0.052166462,-1.1705074,0.30405474,0.43990803,1.3306603,-0.41921663,-0.53947496,-1.7728722,-0.8145418,-0.023783684,-1.579361,-1.2956204,-0.53159475,-0.5201855,-0.34845805,1.8878069,0.97189355,0.20639718,-0.066251755,-1.1027799,-1.0917416,-1.5444746,0.1330905,-2.457465,0.1563344,-2.3871195,0.9455502,0.80956054,-0.9878359,-0.6631813,0.4713931,-1.0908303,"Sepsis"
"GSM7574103",0.9526675,-1.640604,-2.0843742,-1.5242652,-0.9861059,3.818741,-1.7867875,-0.047354102,-0.5669755,0.81926584,2.3069134,1.2333183,-1.3217041,-3.5445633,-2.7561574,-0.97653985,-2.0026374,-0.015462399,-1.2878842,-0.66026974,-2.0602849,1.6385095,3.0758634,-2.3253567,2.8538363,-2.1256926,1.7905874,4.623437,1.3997371,-2.8920093,-1.0325761,-2.8867564,-0.391057,0.09932327,3.8487697,-2.3989663,1.0161555,3.4401932,-1.5781078,-1.3936524,2.3376665,-0.9718418,-0.63374615,-1.214047,-0.23266983,3.436328,-3.959701,2.193365,-0.5373821,2.9246573,-0.867352,-4.979289,-1.900495,-1.4059696,3.029677,-0.60584545,-1.0970135,0.06791878,3.5090559,-0.93825746,-2.0847375,-0.6220678,-0.45336723,3.5321403,4.7337503,4.286534,-1.2815907,-4.4961147,2.108523,-3.3218458,2.8123229,0.9419744,0.91707516,2.0149403,-1.1221213,3.4678926,"Sepsis"
"GSM7574105",-0.28378224,-1.7124283,4.9470654,2.3032293,0.15561676,-1.5940874,0.6104107,0.12042332,6.2147455,-0.24005699,-1.4933863,-1.4623275,0.30925727,0.55662656,0.52228665,4.06275,0.5806329,0.17613411,-0.42452812,0.41593647,0.71774364,4.739999,-0.5318332,4.9742355,-2.0997458,-0.6956825,-1.4940243,-0.8449888,-0.71577096,0.47078514,1.0365286,2.7763567,-0.10423851,-0.22477055,0.14518833,0.21132922,2.081424,-0.7942443,1.0909338,-0.17087984,2.3103433,-0.75775146,-0.9194474,0.46661282,4.1614165,-0.78687954,0.86116076,0.001708031,0.56205606,-0.8748026,-0.33518267,-0.09414315,-0.10347271,0.37696934,-1.2157822,0.11562681,-0.23287249,0.64201546,2.5431535,-1.3865318,0.58197904,-0.003549457,-0.20823383,-0.70770264,-0.69479084,-0.15239382,0.83533716,2.0108254,0.115706444,2.7612426,-0.5148332,-1.4801285,-0.11045551,0.47485638,1.5573907,-0.7199831,"Sepsis"
"GSM7574108",1.1827056,-0.99670386,1.6284678,-0.30186665,0.865098,-0.06285882,0.19380188,-0.6073675,1.1243644,-0.7656212,-0.23548937,-0.41234636,1.0065181,0.057763338,-0.57254004,1.8533113,-1.5683339,-0.23531818,-0.6010475,-0.33350182,0.44741416,2.013734,-0.7357359,1.3130052,-1.3583713,-0.6770406,-1.3159924,-0.5401888,-1.2329085,0.5321102,-0.9390516,-0.68465805,-3.3065948,-0.3050146,0.7815089,1.0504138,0.12890506,-0.03142023,-0.36890316,1.3621392,-1.5111461,0.79021645,-2.2653365,0.12046814,2.9384627,-0.2589965,1.9593654,-1.0492439,-0.3102045,-0.000721,-0.270514,2.7974956,0.33778667,-0.27613163,-0.6971159,-1.088448,0.9091239,0.5720496,1.2497537,-1.0773854,-0.4627149,-1.6031379,-1.7494926,-0.2447362,-0.18906593,-0.96584177,-0.37411833,1.3398821,-0.119550705,1.8566644,-1.3241179,-1.1909249,0.4658842,0.3459437,-0.189919,0.47453785,"Sepsis"
"GSM7574113",-0.19140887,1.6136868,2.7595866,0.05679357,0.21014595,0.33461404,0.8921919,-1.2750835,-1.4175038,-0.578598,0.003705978,-0.7410917,1.0808446,-0.08577132,0.0989058,-0.28901124,-0.08370614,-0.5724249,-0.59984493,0.047050476,0.5159395,-0.18438792,0.26195955,2.0174215,1.2866831,-0.12096834,-1.2674026,-0.8417702,-1.1809723,0.23238087,-0.56693935,0.38059044,0.29171562,-0.77547073,0.08177233,0.941118,-1.255604,-0.54612255,-0.35336304,-0.95653486,-1.6176014,0.40111542,-0.00289011,0.44653988,-0.29324102,-0.8056779,1.5378242,-0.064594746,0.967278,0.8994193,0.18577719,2.1953647,0.07529831,-0.039414406,2.5500174,0.18119764,-0.37403822,1.2674637,0.89829516,5.302413,1.0575535,-0.52379024,-0.6903801,-0.6968317,0.24917221,-1.1913948,0.7844949,0.6351063,0.7264118,1.1119792,-0.005722761,-0.93817544,0.2490673,-1.9018602,-0.047228336,-0.7341747,"Sepsis"
"GSM7574118",-1.0938478,-0.5557182,2.67039,0.13309038,-0.5169358,-0.963469,0.45198202,0.7210536,1.27462,-0.33151722,-0.57525015,-2.0369272,-0.60198474,0.6665075,-0.023176432,1.0644515,-0.724303,-0.87192297,0.8309121,0.6551094,0.5252812,2.0349958,0.20128584,2.4510415,-0.1090436,1.0191684,-0.6301656,0.41867733,-0.02370429,0.19743967,-0.4405856,1.130506,-1.8138604,0.5479126,-0.49256086,-0.32537246,-0.12625027,0.6324253,1.1360435,-1.8413105,-0.46247482,-0.04779005,0.5774956,0.065274715,2.913188,2.3639987,0.7171345,-0.74193335,0.89360857,0.017027378,-0.5182848,3.1400301,0.35449457,0.26436853,0.19437504,-0.45072174,-0.5513773,-0.014818668,0.91667485,0.41015148,0.52183414,0.5389935,-1.72e-05,0.67541504,0.7080374,0.060674667,-0.4171362,-0.11579156,-0.77175426,-0.03887725,0.59097505,-0.9252579,-0.0537467,0.077438116,1.3172126,1.5055137,"Sepsis"
"GSM7574122",-0.39599395,-1.7937024,-5.6088905,0.7290405,1.2991681,-0.46099448,0.41547823,1.3702374,0.017656803,0.24341536,-0.39442778,0.49252176,0.46661115,0.3940103,0.7937095,-0.18300033,0.10054326,-0.046864033,1.6943727,0.66618156,1.3947566,-0.68211675,0.85525084,-5.303135,-0.84933186,1.8271589,-0.19818068,-0.18337297,-0.00718379,0.89227724,-1.514092,-4.1235633,1.9987946,-0.36101532,-1.109941,-0.29710317,-2.2075102,0.6009989,0.41298485,0.29358482,-1.0739632,0.063242435,0.6333952,0.2904172,-5.7825313,-0.07687092,-0.14292812,0.23781562,1.7821455,-0.593102,0.166152,-1.0411546,-0.061430454,0.8859019,-0.5225916,1.8749733,0.7892027,-0.5058036,-2.2216384,1.8407216,1.1081712,0.3722397,0.4441414,0.002435207,-0.005045891,-0.57339334,0.43121338,-3.8449924,0.3714254,-3.5083954,-0.17918944,0.4852345,-0.73388624,-1.575285,0.65399504,-0.07139015,"Sepsis"
"GSM7574127",0.43197465,-1.3085902,6.42299,0.052451015,1.0332193,0.73689246,2.2373457,1.455545,2.6127062,-0.19985294,0.6011224,-0.34001255,0.78529143,0.944216,0.21091008,4.1910543,-0.6206744,1.2281189,-0.8984051,2.0296679,0.5332153,6.281768,-0.4881692,5.988802,-0.04061508,-0.87001085,-0.76840115,0.086731434,-0.22219491,1.177268,1.2019081,3.4986296,-1.4358416,0.10408497,0.115074635,1.0667713,-1.8797581,-0.31178665,1.8347387,0.12197256,0.73361874,1.2722082,-0.67037725,-0.044651985,5.895391,-0.26173306,2.2427325,-1.5172758,-1.51337,-0.7872324,0.7207303,4.148823,0.98887444,1.2526951,-0.44316387,-2.0505328,0.62203264,1.214284,3.6633956,1.7515478,-1.2860992,-0.5649003,-0.45190334,-0.20761395,-0.19595623,-0.2657919,-1.029489,1.8691046,0.8242769,2.5283735,-0.036465406,-0.90289664,0.4202919,-0.72396326,2.345961,-0.29175425,"Sepsis"
"GSM7574129",-0.6171706,2.2262938,-5.35388,-1.356412,0.44858646,-0.55854535,-0.48878956,-1.7252784,-1.8928709,0.7842064,-2.410913,1.5800576,0.12683082,-0.5137794,-0.6136091,0.037724257,-0.48709798,-1.2811022,-0.4097414,0.033971786,-1.5117981,-1.5175822,-1.6529245,-6.984721,0.6313629,-0.25132513,0.8661852,-0.22299814,0.62193274,-0.21811199,-0.117902756,-3.6851807,0.29585552,-1.3915844,-1.1798415,-0.07464051,0.2571957,-0.6217127,-1.4419012,0.097837925,1.3658576,-0.8692417,-0.17092276,0.31573105,-3.380465,-1.2648268,-0.3259492,-0.14340544,0.112737656,-1.774869,-0.8493867,-1.6442406,-0.80692196,-0.907321,0.056135178,-0.13339663,-0.20023012,-0.35692787,-3.3789446,3.4612303,0.1554358,-0.05086887,-0.48664665,-1.1950006,-1.1950436,-1.7166924,1.239305,-2.4099796,-0.39360714,-2.020078,1.0035603,2.0082328,-0.468009,-2.6579971,-1.1987844,-0.97838736,"Sepsis"
"GSM7574136",0.3988397,4.0606527,-0.746022,-0.41446793,-0.28192234,-0.06417537,-0.08573723,-0.9954872,-1.7122946,-0.10625267,-0.681324,1.9363747,0.042205572,0.26320195,-0.5305288,0.023185492,0.6293733,0.12171364,-1.2448587,-0.5793352,-0.7548945,-1.5403197,-1.3120213,-1.4345438,0.17488861,-1.2088838,-0.7379141,-1.0447974,0.17553401,0.22396755,-0.14296532,-0.288929,-0.45375633,-0.9605503,-1.1764464,1.22597,-0.8733885,-0.987556,-1.2304516,-0.039106846,-2.0081806,1.4718018,-1.4372725,0.24466038,-2.495895,-0.9433956,0.9300027,-2.1569066,-0.6987624,-1.346952,-0.5445523,2.9886491,1.1697216,0.15435696,2.1632104,-1.0564408,-0.32855558,0.43719387,-2.6663334,4.2522316,-0.77588344,-1.1432036,-1.7819815,2.1214304,-0.8764901,-1.3607407,2.8755183,1.1140301,-2.2677984,1.3398302,0.31179547,-0.36399484,0.65970325,0.6947756,-1.0956292,-0.92718935,"Sepsis"
"GSM7574140",0.4086902,3.9180481,1.4696372,-0.71397793,-0.39301205,1.2149017,-0.40056992,-0.9829178,-1.6177545,-0.35968256,-0.68202496,-0.23529148,0.47464538,0.87003636,0.29991555,-1.2903388,0.30016303,-1.6581411,-1.254859,0.35580254,0.533942,-0.546818,-0.28744078,0.7403648,-1.3158445,-0.49441767,-0.8930826,0.000552,-0.5595467,0.54074097,0.24004745,0.1762743,-0.09657478,0.11844921,-0.9897828,0.3952725,-1.2111418,0.038757324,-0.41326046,0.19918776,-0.99165297,0.8423157,0.06017542,0.15174675,-0.72524786,0.072479725,2.134892,-0.51531315,-0.24885416,-0.29874182,0.4882455,2.3351104,1.9741621,-0.14719772,3.1235962,-0.626328,0.039464474,1.4971914,1.0778282,4.953761,-0.523443,-0.4159788,-0.10817528,0.16294432,0.1377759,-0.39254045,2.1566644,1.0650189,-0.5037818,0.42038321,0.26876044,-0.6454241,0.8936968,-0.45362377,-0.66207266,0.19776917,"Sepsis"
"GSM7574143",-0.35958552,3.027837,-0.2662413,-0.27455246,-0.093764305,-0.65382934,0.4703846,-1.047226,0.38112164,-0.7022495,-0.32794237,0.49010324,1.5063922,1.2930214,0.41071725,-1.2204525,1.1572635,-0.06971359,-0.45178032,0.2598524,0.51369166,-0.6392844,-1.0319939,-0.532428,-1.9383564,-0.516664,-3.3809566,0.4055004,-0.24044633,0.9286108,0.52057266,0.26434517,-0.46358776,-0.3665266,-1.7569308,1.1201637,-1.7327721,-0.7467375,0.33938694,-0.29549932,-1.5340557,1.2181206,0.21475077,-0.24701881,-0.14553213,-0.71361494,0.87461233,-0.29916954,0.5189948,-1.1093774,0.24256277,2.4387271,0.9372463,0.67377186,1.3092575,-0.6296582,-0.08735132,0.9119215,-1.4934199,3.4907198,0.4343474,0.5595056,-0.33072186,-0.5925975,-0.6656275,0.02566719,2.4349284,0.5211184,1.2230539,0.6867168,-0.33249927,-0.8129885,0.818203,0.2719965,0.7049699,-0.6545191,"Sepsis"
"GSM7574149",-0.7724664,-2.74799,0.87287545,-0.9934851,-0.067007065,-0.41010404,-1.4476643,-1.2501445,-0.47799873,1.5025578,-1.219244,1.5465002,-0.42715192,-0.028235197,-0.23168445,-2.058303,-1.1941941,-1.3764887,-1.0620718,-0.58810425,0.20350146,-0.032356977,0.15422964,0.6546352,1.333426,-0.21441746,0.34537125,-0.12878942,0.9182594,-0.13555717,0.22165298,-1.7514572,1.3159609,-0.64880276,-1.0641708,-0.59153676,0.84861064,-0.18746138,-0.9985695,-0.6541333,-1.1508293,-1.2649803,-1.6345105,0.11155796,0.26887894,0.21994543,0.12244463,2.4615564,1.150331,0.5237403,-1.3115711,-1.3279955,0.27302265,-0.84894466,-0.5471573,-0.07342291,-0.05647707,-0.72440386,-1.3028181,-3.3936539,0.6294539,-1.4035662,-0.5244255,-0.015559673,-0.07353306,-0.56868744,-1.2525287,-1.5367706,3.0223432,-1.9787819,1.302994,1.0896165,-0.41308832,-1.2743669,-0.85086584,-0.06154251,"Sepsis"
"GSM7574153",0.017208815,-0.84287095,-0.900409,-0.04284489,0.67394257,-0.9961345,0.359828,1.3975787,0.90258646,-1.5351963,-1.6438246,-1.4752607,0.44475627,0.963732,0.9250748,-0.26442933,0.7854917,-0.68069935,1.5787916,0.7541046,1.4121091,-2.5011861,-1.0931935,-0.94100976,-0.68457794,1.6292853,-1.6539431,-0.72769403,-1.2501786,0.81548786,-0.55416965,-2.3480206,0.2601471,-0.041585922,-1.7248425,0.24285674,-1.4973261,-0.6908698,0.6391926,-0.029679775,-1.6018038,0.55478287,0.5388217,-0.000187,-1.8584003,-0.6728134,0.70275736,0.987206,1.8530898,-1.1877785,0.36949492,1.7952716,-0.047810555,0.305048,-1.112998,1.2258096,0.46932268,0.22216797,-1.481075,-1.145937,1.239713,0.7119609,0.5074997,-0.6286411,-0.5956454,-1.1916714,1.162085,-0.5403898,1.6556253,-0.60638165,-1.0831945,-1.1186526,-0.26052666,-0.09782028,0.9098964,-0.66996384,"Sepsis"
"GSM7574158",-0.57785773,-1.198385,-2.4048197,-0.34052336,0.6650791,-0.46737456,-0.39879322,0.71800375,-1.160306,0.3596468,-1.7942386,0.035494804,-0.70805573,0.6011641,0.025919199,0.96354175,0.7001264,-0.47140408,0.863534,0.6611433,-0.0447371,-0.4274447,-1.117455,-2.6443799,0.17131996,1.2464938,0.76064587,0.42788363,0.8593509,0.09215832,-0.4937048,-2.4600248,0.23555756,-0.33990955,-0.4641719,-0.23549962,-0.7390435,-0.77428627,0.6358919,-0.30282164,-1.7475142,-0.4622488,-0.48667383,0.69235134,1.4096475,-0.7608981,0.78130484,-0.9565582,0.84111595,-1.1078291,-0.26936483,-1.339988,-0.23693371,-0.34832382,-1.1553135,-0.17453909,0.5895591,-0.2953391,-2.8507059,-0.95590067,0.51299787,-0.33477867,0.005112648,-0.67803,-0.66091585,-0.66923,0.2339549,-2.5824668,0.2800455,-2.6383636,1.1390517,1.4340427,-0.77571106,-2.089551,1.177073,-0.6789117,"Sepsis"
"GSM7574161",0.22952247,1.119755,-0.67709565,0.91763866,0.8294563,-0.8627455,0.6211586,2.297171,0.54168844,-2.008811,-1.0539093,-2.6997957,0.21393275,1.8388007,0.8851054,-0.71297145,1.0724666,0.60320663,1.6911077,0.89171314,1.4168355,-0.7694943,0.39823198,-1.0382168,-1.8922186,1.4672847,-2.515005,-0.6686387,-2.1231596,0.9094038,-0.09497452,-1.318162,-1.4638929,0.11144924,-1.5281415,0.7524564,-0.9582689,-0.37185192,0.98935604,0.66829157,-1.0750704,0.9961872,0.037713528,0.19472599,-2.2428818,-0.5345268,1.64778,-1.3573284,0.8731594,-0.2054429,-0.31125212,3.2149885,0.28716946,0.92781353,0.213624,-0.4326787,0.77286196,-0.24911451,0.002922773,1.7011747,0.39172196,0.63513005,0.51385975,-0.4894061,-0.44239378,-1.0133643,1.1263452,0.12556863,-0.10357952,0.4950788,-1.85306,-2.7602317,0.32695866,0.01192379,1.450253,-0.52783966,"Sepsis"
"GSM7574163",0.079345465,-0.4956882,1.7447636,-1.1992413,-0.6057739,2.085409,-0.8608475,-0.28658152,-0.46971607,0.9571285,1.7268915,0.61812973,0.54449344,0.33240914,-1.5779836,-0.39531016,-1.5408695,-0.7977705,-1.194356,0.07755375,-0.7264302,0.12173176,0.9135947,0.86731505,0.017016888,-1.1937604,-0.7221937,-0.1708827,-0.7702944,-0.5018482,0.082406044,-0.36424446,-1.5153847,-0.0887804,1.756331,0.24512315,-0.7589452,-0.001341343,-0.17490673,-0.26003218,-0.7562065,0.2166357,-1.0179343,0.684639,-0.13090372,0.019665718,0.6565919,-1.3863325,-2.0185754,1.0957046,-0.38758516,2.5788648,1.877882,-1.0342693,-0.42269897,-2.665155,0.109696865,0.76620674,-0.32126045,0.9320259,-1.3159683,-0.66680896,-1.3502731,0.0719533,0.08361912,-0.57611656,-0.98543406,-2.6207426,-1.3949947,-2.8730147,-0.00837779,-0.63378644,0.4281206,0.84496355,-0.1260438,-0.007343769,"Sepsis"
"GSM7574170",0.78175426,2.0847166,2.2415092,-0.071398854,0.03316641,1.9939258,0.3079095,0.04320717,-0.3983035,-1.713573,1.4047146,-2.456615,1.523536,1.1996353,-0.4944203,1.6684725,0.14227223,0.87662077,-0.99812555,0.57556534,-1.093828,1.6808789,-0.22681046,1.9769785,0.65128446,-0.46627188,-0.49542093,0.69395494,-1.1864607,0.26152754,1.3468623,0.97362566,-2.3205438,0.5941601,-0.8792267,1.2600901,-2.3245366,2.159613,0.9212494,1.2010994,-0.91709614,0.13882113,-0.40761662,0.20590353,2.9236937,0.13137817,2.136345,-1.1890678,-1.3069515,-0.305861,0.16021061,1.2059901,1.9615092,0.3999772,-0.29078817,-3.0209436,0.650424,1.5799651,2.1657016,3.6928935,-0.86916566,0.09361613,-0.34399033,0.22299623,0.18693638,-0.2866149,1.2416458,1.0510519,-1.1738605,1.060672,0.026592493,-2.1005867,1.3717923,1.0274734,1.0829692,0.19087029,"Sepsis"
"GSM7574183",0.17047143,1.3227041,1.5765779,0.95078886,0.580914,-0.5745375,-0.075170994,0.37809324,0.13914871,-1.4892874,0.033646584,-2.567319,0.5371392,1.064388,0.61265254,-0.7820337,0.21504998,-0.56772375,0.2692294,1.146246,-0.25073218,-0.70425344,0.31113577,1.1238234,0.5786691,0.6087265,-0.057612896,-0.49929428,-0.21739268,0.905046,0.46304464,-1.7278562,1.390552,-0.3011341,-0.020409107,0.40535188,0.61824536,-0.3879795,0.47542953,1.5669765,-1.2822752,0.032927036,-0.40254402,0.08930254,-0.07956123,-0.37260723,1.248477,-1.6851697,0.52007055,-0.86435556,-0.15614891,1.4398901,0.6687274,0.39222288,-0.6853523,-0.7164202,0.41623497,0.28218412,0.9621217,2.238626,0.21632648,-0.5164789,0.005302429,-0.32029057,-0.30347824,-0.8611922,1.4340086,0.08458972,-0.16689348,-0.025869131,0.14436889,-0.17552686,0.10917616,-1.0063896,0.941072,-0.090233326,"Sepsis"
"GSM7574184",-1.0590847,-1.8736722,0.44827628,1.4189633,0.15731049,-0.5707824,0.13616657,-0.15261602,0.11806631,0.4855833,0.8429146,0.14555788,-0.1949408,-2.3892481,-0.030771017,-0.71446776,-0.89441514,0.25621605,0.8106985,-0.2309618,1.1118467,0.028683186,1.4295297,0.73111415,0.3924601,-0.5567837,0.60292625,1.9918435,0.62841964,-0.48575783,0.18577003,1.592782,1.0882492,0.23313236,0.2585063,-0.8309128,2.5385764,0.029725552,0.112921715,-0.025790691,-0.8900051,0.73311806,1.1021533,-0.55331135,2.6612353,0.059181213,-1.900845,1.8745055,-0.8548403,-0.3539629,0.027011395,0.8836553,-0.19358826,0.8434839,-0.39571714,0.41528177,-0.9360299,-0.8382907,-0.16108942,-2.9608986,0.2612822,0.7879249,0.68251896,0.11173868,0.14787388,1.2622201,-0.8056464,1.7027409,-0.5459919,1.8120515,-1.4192688,-0.37012076,-1.187727,-1.3287134,0.2250514,0.09514284,"Sepsis"
"GSM7574187",-1.9876711,2.0192015,4.8044004,2.3120441,-0.2671051,-0.526592,-0.5651636,-1.0208759,-0.73564625,1.0792074,-1.0471854,2.5539856,0.5970075,-2.3809297,0.82717824,-2.451824,-1.3196709,0.72805977,-0.85964394,-0.88864326,1.2185724,-1.7604349,0.2786603,2.6720264,-0.13815498,-1.8235917,0.98702145,-0.0483284,0.4034965,-0.28304958,1.0855236,0.57965565,2.4673176,0.118165016,0.1972251,0.1903832,1.7417023,0.040275097,-0.051016808,1.0357194,-1.0052686,-0.16117764,0.22422934,-1.1004515,-1.1343722,0.053908825,-1.7376394,-0.37608004,-0.46392965,-0.41649485,0.6606498,-1.8622353,-0.5028906,0.41339493,3.4118743,-0.56054354,-1.5635257,-0.22633219,1.4400814,3.3638277,-0.40491652,0.23049462,-0.24831581,0.12880898,0.13416958,1.1605163,-0.98622036,0.29083753,-1.2449274,0.2262094,-0.4109161,0.36991,-1.004889,-1.1340008,-0.3228383,0.08879948,"Sepsis"
"GSM7574191",-0.5356791,0.1007359,-0.73598266,1.0890464,0.5309992,-2.0632637,0.5445385,0.5288844,-0.4670968,0.75726604,-2.5091395,2.826684,-0.31957555,-2.7666347,0.2974217,0.6924827,-0.38945413,0.24246883,1.0726328,-0.5678396,-0.30909562,1.2721093,-1.2143798,-0.74447274,-1.2354522,0.625092,0.69890785,-1.5376287,1.5040538,0.055048943,0.27087688,-0.31494522,1.9529047,-0.9982729,-0.5721464,0.4982841,1.8369238,-0.30538654,-0.5460329,-0.23449183,-1.8898411,-0.107580185,0.8852782,-0.10493851,-3.6605372,-1.4341316,-1.3478703,0.9568839,1.3932204,-0.92617273,0.9987645,-3.2838576,-2.8008022,0.82206535,-1.8878522,-0.010086536,-1.0316253,0.2174797,-2.0003865,-1.8886061,0.29321694,0.7765771,-0.2563238,-1.3748932,-1.3415079,-1.4935699,-0.63563585,-0.31987453,-0.24298906,-0.047954798,-1.6921875,0.4908178,-1.7242432,-1.3750925,0.00988245,-1.4100447,"Sepsis"
