"Sample","TNFSF10","TREM1","CD177","PTX3","TNFSF10.1","CCL19","ITGAM","IL10","ELANE","PDCD1","LBP","IFNG","ICAM1","C5AR1","PLAUR","LCN2","TREM1.1","SOCS3","CCR2","S100A9","C3AR1","MMP8","IFNA2","CD177.1","CALCA","CCR2.1","CCR7","VCAM1","BCL2","MYD88","TNF","MMP9","CX3CR1","S100A8","CCL25","NOTCH1","IL6","IFNB1","S100A12","IL1B","CCL2","TLR2","NLRP3","HMGB1","OLFM4","CALCA.1","MAPK14","CXCL10","P2RX7","CRP","HIF1A","IL1R2","TLR4","TLR4.1","IL8","HLA-DRA","TNFSF10.2","HIF1A.1","CD177.2","IL8.1","P2RX7.1","NLRP3.1","CD14","CCL25.1","CRP.1","CALCA.2","TREM1.2","ARG1","CXCL10.1","ARG1.1","BCL2.1","GATA3","NOTCH1.1","CCL19.1","S100A12.1","IL6.1","Label"
"GSM7574067",1.3742926,0.08446622,0.31253648,1.0629753,-0.05264902,-0.1381762,0.12410593,-1.4129949,2.935001,0.3147111,-1.2858701,0.14416647,0.22106767,0.22415233,-1.2569473,2.6316102,-0.6406982,-0.7377143,0.092247486,-0.36400366,-0.10185599,2.035703,-0.33476448,0.22333837,-1.4659634,-0.15559769,-1.4767442,-0.11372948,-0.6173618,0.17176962,-0.24104452,0.21832609,-1.3949647,-0.048631668,1.2641234,-0.27472472,-2.2837012,0.12274265,-0.5586567,0.9458761,-1.1355562,0.020877361,-1.1039429,0.44898462,5.091772,0.07923508,0.40395737,-1.4513278,-1.7227261,-0.5054765,-0.7319975,1.8687279,0.12992239,-0.11089659,-0.28628922,-0.87674236,0.24097157,-0.57540464,0.61417747,-1.9399781,-0.11345506,-0.69738615,-1.1109052,0.14934683,0.13067818,-0.59970665,-0.002152443,1.4931543,-1.3615961,1.7892153,-0.6758139,-0.246979,0.30496168,0.39940977,-0.57980347,0.080759525,"Sepsis"
"GSM7574077",1.4268506,0.3674767,1.378536,0.96786106,0.19522142,1.2279642,0.03549719,-0.54561377,0.21364498,0.6611638,-0.15357208,-0.91141224,0.23412347,1.4396932,-0.9069989,2.1864188,0.64023805,-0.10672903,-0.49201345,0.3652897,0.7925608,2.2439644,-0.23685122,1.9884369,-1.2478886,0.3663187,0.33842993,0.07351208,0.26589036,-0.75964594,0.8561301,0.8629813,-1.6711726,0.6765499,-0.1408143,-0.9856713,-0.060157776,0.061985016,0.69470406,-0.047589302,-0.55736494,-0.2179904,-0.67419434,0.410666,4.623824,0.08274269,0.57896614,0.53339386,-2.0195947,-0.267941,-0.06578636,1.0214732,0.6708379,0.26472712,-0.3142066,-2.0129595,0.57824516,0.18588352,1.0393875,0.349648,0.002286673,-0.6661285,0.13037872,0.2020793,0.13238621,-0.3056264,-0.12070894,1.0128496,-1.1827602,0.70452714,0.29583097,0.75594115,1.2583928,-0.42873287,0.7193847,0.49093628,"Sepsis"
"GSM7574079",1.4688656,-0.8028648,3.0407512,3.3173232,-0.29438543,2.014518,0.19500303,-0.6367779,1.5231638,0.0483284,-0.4646039,-1.9565825,-1.0887744,0.9719703,-1.4262669,3.3683388,-0.61673,-1.5840421,-1.035049,-0.05763626,0.004365206,3.832565,1.088687,3.3279545,-0.120970726,0.049143314,-1.4346757,0.62515116,-0.8695209,-0.6835971,-0.16002703,2.2973328,-1.5965781,0.6033001,-0.32913256,-1.2239034,0.8886545,0.73845243,0.39094162,-1.2923198,-0.3624196,-0.70351076,-1.6049623,-0.11472845,5.4147043,0.758101,0.5408821,-0.5963931,-3.1957312,0.27131176,-0.5896716,2.197842,0.69983244,0.009542942,0.3372078,-1.1381159,0.35790253,0.29050875,2.478267,-1.7719367,-1.0243022,-1.4836425,-0.81331396,0.83288765,0.80522156,0.25070333,-0.49224377,3.1417968,-0.6018729,2.787161,-0.85869145,-1.7764194,1.1841683,1.0938339,0.26861858,0.77540493,"Sepsis"
"GSM7574084",0.7800133,-1.014663,1.3268173,1.5836328,0.9183469,0.9351294,0.50061274,-0.63223267,3.2281127,-0.7467408,-0.332448,-0.12049532,-0.16045737,1.2960832,0.69672084,0.8765538,1.3948567,1.2943301,0.76890135,0.95274734,-0.788512,2.1037495,0.82051945,1.1725132,1.7846937,-0.45979452,0.41896296,1.4439881,0.13870549,0.40652323,0.49929,4.2762184,0.48483324,0.4888134,2.2012744,0.13733888,0.5835841,1.4540615,1.7675304,1.3550158,0.76011133,0.82967615,1.3131485,1.1682305,5.5639505,1.2188768,0.7708826,-1.2162209,-0.6706133,-0.39745474,1.1790419,2.0993207,1.4088483,1.897119,-0.3799796,-1.0613089,1.0173845,0.4815488,2.0488856,-4.3374767,-0.13612008,0.76741946,0.56492233,0.15157557,0.11500645,2.2998428,1.1184273,3.0418546,-1.316112,3.036195,-0.41026568,0.1566813,-0.4231677,1.554275,2.3280215,0.7277546,"Sepsis"
"GSM7574087",2.1088088,-0.8468387,-0.34742522,0.105602145,0.25553417,0.28596044,0.41920185,0.17301512,-3.1955776,0.31215572,-0.3892269,0.58196354,0.6135671,0.10900617,-1.492388,0.5195272,0.15264869,0.20078468,0.13096237,0.6417675,-0.004365206,-1.0747683,0.64723444,0.243572,-0.47151804,-0.86320305,-0.07610512,1.6237135,0.7100885,0.32717896,1.1046181,-1.699606,1.1063681,0.3732891,0.4332111,-1.0737278,-0.3112979,0.52136135,-0.23922443,0.7400298,-0.21193457,0.17978,-0.006392956,0.57201576,-2.8873506,0.51987743,-1.2689795,0.5667734,-1.8469148,2.9948597,0.000556,-1.1117451,-0.56267834,0.30828,0.09643793,0.46716547,0.23314905,-0.4046712,-0.80774426,-1.7510471,1.3606036,-0.12899053,0.4706049,0.5962386,0.6180396,0.9740164,-0.42304707,-2.3210328,0.4710307,-2.023214,-0.50508666,1.2772281,0.080142975,-0.68054485,-9.68e-05,1.4350533,"Sepsis"
"GSM7574094",-0.57175374,0.33812356,-4.542989,-0.8126861,0.8440304,-1.1974995,-0.13076115,-0.38675404,-0.45083904,-0.829443,-1.1915088,-0.8966894,-0.14856935,-0.09530616,0.03250432,0.12082267,0.61427855,-0.4274168,0.5212431,0.15195274,-0.27144647,-0.8550565,-0.8374629,-5.2557344,-0.6870885,0.36249018,0.8691931,-1.4457593,0.59112144,0.091630936,-0.42748928,-3.0915213,0.29083252,-1.0797882,-1.7364507,0.05279708,0.19712329,-1.4250402,-0.36444855,-0.6374974,-0.49456835,-0.19237614,0.5838313,-0.13694477,-2.7669506,-1.3904057,-0.18384314,-0.73620415,1.2844234,0.5788803,-0.4314704,-2.3632882,-0.85171986,0.22110462,0.06459379,0.6581731,0.37559652,-0.12308216,-3.504801,0.9653702,0.9950583,0.77130044,-0.40920067,-1.2814603,-1.3374329,-1.7649388,0.6009364,-2.531659,0.5440273,-2.3527157,0.4488423,0.48803496,-0.65780926,-1.6956091,-0.001896381,-1.3430023,"Sepsis"
"GSM7574097",-1.3385746,1.7659667,-0.7555878,-0.20791972,0.017791748,-1.1983907,-1.0661316,-1.140266,-0.06929207,-0.7875509,-1.4293566,0.38711834,-0.030701876,-0.1732738,-0.000331,2.142224,0.09682536,-0.1648674,-0.8270607,-0.1062603,-0.7982676,1.801832,0.8241644,-1.3898633,-0.6620345,-0.6693816,0.65673447,-1.022161,0.76176524,-0.115148544,-0.14716816,-2.2193718,0.010894775,-0.96863174,-0.634253,0.2666042,0.11827159,-0.08681679,-1.3137627,-0.90760756,-1.1915469,-0.738492,-0.3926549,0.24283314,2.0545373,-0.9350276,0.30538797,0.22441244,0.7064724,0.41694212,-0.123734,-0.8243849,-0.55117035,-0.42074776,-0.36877918,-0.08582163,-0.48271513,0.47588825,-0.6338036,3.1401138,0.46059728,-0.08850753,-0.7668247,-0.68627024,-0.024838448,-1.3666086,1.0780444,-0.7891414,0.5982795,-0.79539895,1.129,0.5795944,-0.39246082,0.03358221,-1.0743041,-0.8875513,"Sepsis"
"GSM7574098",1.3056009,0.92897105,1.5010545,0.5611733,-1.0754075,5.0765505,-0.3481841,-1.1785123,-0.7795615,1.4622054,1.9961658,-0.48013043,-0.8365514,0.044082403,-2.2003224,2.1910427,-0.90940404,0.9365306,-0.6246314,-0.21792746,-0.22877383,1.6798172,1.170351,1.6210396,0.22208929,-0.08860159,1.0520005,1.4736142,1.0314343,-1.5693622,-0.38114643,1.2607446,-1.2677054,0.67318153,0.88626385,-2.448104,-0.91964364,1.5069447,0.003480911,-1.2300758,0.5094776,-0.93357515,-1.4763288,0.38445044,4.645109,1.5389831,0.24597979,0.3592081,-2.04171,1.1727724,-0.3374195,0.70318055,0.8082366,-0.50000334,1.105176,-1.9763088,0.06960487,0.3255601,0.6100602,-0.90286255,-0.8920901,-1.7059249,-0.53142166,1.6145363,1.6267004,1.143374,-0.58231115,1.1666028,0.2509904,1.1464646,1.8601162,1.05456,1.1713977,0.1523838,-0.06826973,2.1770256,"Sepsis"
"GSM7574106",-1.0529494,-0.98241687,3.8426259,1.2755355,0.034321785,-1.6788051,0.33210564,-1.2727585,3.1959305,-0.93592167,-1.414536,-0.7410617,0.51009345,0.41048074,0.0763638,2.7135751,0.55455947,-0.018127441,-0.90269184,0.43281937,0.104127645,4.5123024,-1.0145159,3.5892198,2.9900513,-1.2171712,0.3967533,-0.7861161,0.84280276,0.4105711,0.000855,1.8277397,-1.8523569,-0.20124817,1.720881,0.5130098,0.7613485,-0.71109724,0.66002846,0.10122061,-1.3536625,-0.087986946,-2.1392217,0.031514168,3.041593,-0.66686106,1.343595,-1.9458351,-0.9077792,-0.65694,0.044920444,2.6643274,-0.40342808,0.065039635,-1.1159062,0.038763523,-0.16286898,0.49200535,2.3887365,1.6285982,-1.5434902,-1.9153031,-1.3817053,0.4975257,-0.61377954,-1.1354713,0.26831675,2.0603573,-2.0313368,2.3571136,0.5890372,-0.40466905,0.013035774,-2.099872,0.98593664,-0.018546104,"Sepsis"
"GSM7574119",-0.5007274,-1.5407946,0.44182134,0.46093166,-0.11336136,-1.4218647,0.14945507,-0.1819644,-0.08339262,-0.12822914,-1.8499346,-2.2637343,-0.044956446,0.4318335,0.052185297,1.2164228,-0.59469056,-0.8983412,0.7078934,0.14863777,-0.37774682,1.5265744,0.79218245,0.35061622,-1.4970269,0.94773626,-0.8937912,-0.8297639,0.025087118,0.004542351,0.9476032,-0.41338062,-0.7567196,-0.51869583,0.11095905,-0.4788506,-0.20816588,-0.7205572,-0.07796097,-1.5989003,-1.2337399,-0.54681396,0.42347097,0.5470896,1.6607451,-0.6870551,0.004198551,-0.50644445,0.96841955,0.20852423,-0.65490866,-1.047477,-0.331748,0.040808678,-1.1358671,-0.24698782,-0.37013292,-0.2805524,-0.59506917,0.92827797,0.59263253,0.44567406,0.25891685,0.5705228,-0.61848354,-1.1876483,-0.22792101,-1.5091636,-1.2535357,-1.1309083,0.24699426,-0.051222086,-0.49167347,-1.06952,0.18444109,-0.6787033,"Sepsis"
"GSM7574126",0.82913375,-2.0831397,5.485568,1.8564023,-0.33456612,-0.8334048,0.34139633,-1.2145305,0.68305254,0.5600462,-1.7763481,0.5771036,-0.7882998,-1.0699794,-0.9657867,2.4613445,-1.1799166,-0.7459135,-0.8695631,-0.95944214,-0.47589898,5.223032,-0.82975626,3.6657884,0.2771659,-0.88832426,0.67211914,-0.73104143,1.0450132,-0.15633678,0.5236187,0.53011703,-0.1979084,-1.0959091,0.014939785,-0.33187413,0.5033572,-0.8998852,-1.1177835,-0.8328519,-1.0588455,-1.2932816,-1.0168986,0.068081856,3.5410342,-0.8456607,0.10649061,-2.041109,0.09798384,-0.58522224,-0.794538,-0.18875623,-0.46350288,-1.3903589,-1.2990999,-0.52022314,-0.4460206,-0.32129478,1.6099899,-1.0326362,0.08546662,-0.9543885,-1.2181034,-0.7683425,-0.7782955,-0.28416443,-0.9598675,0.5942242,-1.036253,1.4389217,0.99278665,0.76413894,-0.5323725,-0.3362794,-0.7533765,-0.82078123,"Sepsis"
"GSM7574130",0.43626046,1.2494586,3.1709359,-0.50338805,-0.053337097,-0.605108,0.39390087,-0.07285452,-1.0551801,-0.25791264,0.005738258,0.44652033,0.38055873,0.56433225,0.029107332,1.0474546,0.48046947,-0.41793728,0.1418724,-0.17773342,-0.31011987,2.185496,-0.11163044,2.4781044,-1.0465279,0.0739274,-2.255478,-0.9764333,-0.8429692,0.31745148,0.8546667,1.101635,0.30997086,-0.16103077,-0.56148815,0.3996055,-1.5351136,-0.9357543,0.3379488,-0.32235575,-1.6407151,-0.2579651,0.36685038,-0.47094727,1.273274,-0.79276276,1.3881211,-2.0058804,0.79427147,0.60363054,-0.108539104,1.0718114,0.44593906,-0.14282894,-1.3479848,-0.41404104,-0.047194004,1.0187244,2.238454,1.6464548,0.5091984,0.4640628,-0.49535465,-0.80866814,-0.81536007,-1.2944875,0.5851407,0.9767277,-0.6241884,1.1783063,-0.64319825,-0.36609626,0.58433056,-0.43902636,0.3962903,-0.8692093,"Sepsis"
"GSM7574133",0.23058057,3.407478,-1.4168212,-0.60391057,0.11396456,-1.1079252,-0.2735715,-1.3046288,-0.7831135,1.303618,0.07052851,1.3882351,-0.46034408,0.3959701,-0.34206414,0.15376878,0.3247645,-2.4721951,-0.5542054,-0.67699194,-0.88536334,-1.5614822,0.85578585,-1.8836296,0.2788682,-0.42125845,-1.8290315,-0.5552573,-0.089740515,-0.07984209,-1.6538405,-0.7068753,0.34262514,-1.0398636,-0.2634921,0.7297461,-1.6674788,-0.52534485,-1.3300166,-0.58558846,-1.354372,0.7318797,-0.6106224,0.21189833,0.7413397,-0.4623685,0.7465534,0.007015705,0.67622757,-0.026375294,-0.49846268,2.7322085,0.5599408,-0.3461337,-0.34634972,-0.38872433,-0.055820465,0.32097387,-1.2172854,1.9873271,0.17696834,-0.34335458,-1.571176,-0.36445713,-0.41340542,-0.7753606,2.08315,0.89795184,0.76823664,0.87811875,-0.31528068,-0.18823028,0.14393854,-1.8379555,-1.2233458,-0.4624505,"Sepsis"
"GSM7574137",-0.30440688,2.2410939,-3.4683383,-0.50148785,-0.6314993,-0.45985103,-0.86660576,-1.0889244,-0.76509905,1.2680473,-0.7081766,1.1263113,-0.30364442,-0.6158149,-1.1503656,-0.10643029,-0.08201051,-1.8461542,-0.54854774,-0.50378036,-0.5787995,-0.41964793,0.5158582,-3.746216,1.0263324,0.1785388,-0.34582138,0.34892225,0.3244064,-0.87643147,-1.562252,-1.9443836,-0.7021742,-0.7391367,-0.72246313,0.38535666,-0.9864857,0.30718994,-0.90760136,-1.9552817,-1.6625328,0.22016335,-1.0011783,0.35855293,-0.14049673,-0.6029835,0.17688704,-1.4533281,0.52998734,-0.9023342,-0.9782052,0.815686,-0.10542202,-0.73300934,-0.36266136,-0.7239852,-0.460402,-0.1292305,-3.151663,3.2917404,0.24230981,-0.36449993,-0.97827244,-0.93959665,-0.94840765,-0.24007368,1.6786485,-1.1781042,-0.5907836,-0.99867654,1.4823124,0.038899183,0.3842163,0.06940222,-0.82114553,-0.9963293,"Sepsis"
"GSM7574144",-0.12911677,2.1207545,-0.74088836,0.7675389,0.38292503,-1.2295997,0.33728027,-0.11617994,0.6374526,-0.7267771,-2.2871432,1.9672484,0.5209844,0.33058953,0.34340882,-1.57919,-0.090961695,-1.3257275,0.2113285,0.59326744,0.79170585,-2.3109238,-1.4829631,-1.2816193,-0.9702501,0.27301645,-4.047002,-0.35544634,-0.03939557,0.73263264,-0.06182766,-1.1130695,-0.31726074,-0.53580284,-1.7616897,0.66505885,-1.8808186,0.18200016,0.20024109,-0.69480085,-2.0173426,0.6828184,0.103931904,-0.14995384,-0.30459642,0.003175736,0.89228773,1.9273529,1.131743,-0.44579983,-0.44120073,2.1603973,0.43675613,0.67528343,0.5360317,-0.26005888,0.21209478,-0.21066952,-3.1502445,2.8379784,0.66816545,0.47570813,-0.36731148,-1.0521684,-1.1025162,-1.5825973,1.1599793,-0.74338984,2.1100044,-0.6889689,0.06618619,-0.5562184,0.09889984,-0.3303089,0.5445647,-0.36232948,"Sepsis"
