"Metric","Mean","SD"
"MCC",0.848130298423538,0.224323718952363
"F1",0.939828312277292,0.0872656794497848
"AUC",0.978316326530612,0.0641546692483603
"TPR",0.936224489795918,0.125956262300148
"TNR",0.897959183673469,0.214898485666127
"PPV",0.958163265306123,0.0881347017182211
"NPV",0.909863945578231,0.182524563061558
