"Metric","Mean","SD"
"MCC",0.981563218281693,0.0334490056140098
"F1",0.996718474318474,0.00602743195036381
"AUC",0.999901315789474,0.000513236270408932
"TPR",0.997631578947368,0.00844278827010062
"TNR",0.98,0.0460566186471838
"PPV",0.995897435897436,0.00944751151737105
"NPV",0.990222222222222,0.0343568997171505
