"Sample","S100A12","CCL2","IFNG","MYD88","C5AR1","TLR2","HIF1A","CCL25","CALCA","ELA2","CCL25.1","TNF","C3AR1","IL10","TNFSF10","BCL2","SOCS3","LBP","CIAS1","PTX3","HMGB1","CX3CR1","CD177","HLA-DRA","OLFM4","IL1R2","HIF1A.1","ICAM1","GATA3","CIAS1.1","P2RX7","PDCD1","IL6","MAPK14","PLAUR","CCR2","CALCA.1","CCR2.1","BCL2.1","IFNA1","IFNB1","VCAM1","MMP9","TLR4","CRP","FCGR1A","CCL19","IL1R2.1","IL1R2.2","PLAUR.1","MAPK14.1","S100A8","BCL2.2","TREM1","IL8","CCR7","IL1B","ITGAM","MAPK14.2","ARG1","NOTCH1","LCN2","CCR2.2","MMP8","IFNA2","CXCL10","S100A9","CD14","Label"
"GSM326090",11098.2735820896,11.7108603134328,19.4103537313433,1078.13675074627,1481.96243283582,447.471491044776,701.376768656716,1.62902667462687,-7.1408927761194,104.942677910448,2.08911468656716,29.8532125373134,158.467590746269,17.1097527910448,1497.47749253731,-0.858847708238806,424.702226865672,3.55970004477612,1264.11746865672,20.7650868656716,35.5012056716418,74.5770450746269,1159.59563880597,744.362519402985,264.812556716418,15.1990493432836,931.072452238806,68.0940170149254,-2.07515992537313,120.542264925373,45.7355401492537,14.7839126567164,-6.32597941791045,2.98217943283582,215.567011940298,-5.70636265671642,-7.11010143283582,-7.88580904477612,141.348154328358,-7.90528998507463,-5.14922831343284,4.85261147761194,14065.9143283582,1000.95092686567,-0.640601559104478,278.095276119403,5.98066368656716,506.06521641791,12818.1252238806,250.281953731343,351.148982089552,18551.4886567164,4.9716511641791,195.723937313433,163.302232537313,114.10428761194,1043.85515820896,3048.73995522388,385.933258208955,3130.12835820896,1255.2140238806,8321.87886567164,330.313189552239,3313.42697014925,1.70892702985075,16.2836467910448,13205.9995522388,4079.89273134328,"Sepsis"
"GSM326091",9123.32426865672,18.4940185074627,150.093009850746,1089.65153432836,842.163714925373,311.324840298507,409.719185074627,5.7898877761194,1.7656348358209,1369.81041343284,-3.41097545671642,301.652286567164,595.697755223881,7.55643558208955,2008.24720895522,-2.63996734477612,334.703935820896,3.36667207462687,237.784956716418,23.1733459701493,25.6871959701493,167.781041791045,840.227237313433,2280.89941791045,7.46772135820895,15.6905357910448,575.956898507463,137.300444477612,9.0254382238806,23.8114386567164,93.4776147761194,15.5712099253731,2.72306789552239,4.28431280597015,283.063334328358,-16.6571681343284,-7.10279708955224,-8.54954641791045,75.1863026865672,-10.5336994925373,-9.25111353731343,5.78776228358209,9350.16974626866,571.128365671642,0.695694601940299,515.199019402985,4.39600473134328,245.633271641791,13689.7323880597,293.120041791045,383.42801641791,20346.9629850746,7.20667632835821,30.1181267164179,49.224816119403,200.900774626866,1352.15729104478,1978.41397014925,539.589873134328,1956.11735820896,874.371525373134,11246.2673134328,274.754189552239,3263.1536119403,-0.383065673134328,840.840223880597,13435.2859701493,3337.36756716418,"Sepsis"
"GSM326092",5528.93928358209,6.4656788358209,61.5522970149254,1147.54375074627,1251.19314029851,157.876383283582,276.297249253731,4.69238576119403,-2.83723078507463,13.7831210895522,0.374696484626866,148.420325223881,91.6205094029851,1.0157325780597,3465.79252238806,2.57609255223881,106.555678208955,8.90932537313433,237.422441791045,14.5979045671642,26.5471346268657,412.999114925373,18.6815976119403,7909.21420895522,-2.73027539402985,4.89105673134328,371.458491044776,32.0893907462687,16.4262272985075,21.6237217910448,277.405641791045,11.0932584626866,2.32502965671642,1.76279488059701,487.324026865672,-8.55443520895522,-7.32276395522388,-7.39308726865672,179.291652238806,-12.0477343880597,-7.50540807462687,9.88372314925373,2082.41362686567,487.030301492537,3.97353452238806,567.17902238806,8.83170882089552,84.1527876119403,685.070759701493,305.515882089552,80.658537761194,18551.4886567164,7.31455117910448,73.0091379104478,54.328516119403,357.297682089552,1145.39669402985,1597.70420895522,185.347304477612,380.819025373134,1040.88852686567,108.009351343284,1445.42337313433,37.6298713432836,4.98875958208955,106.644755223881,10173.643,4422.48274626866,"Sepsis"
"GSM326093",9533.68089552239,6.5308082238806,15.568444358209,1315.07232686567,1493.61862686567,209.96008358209,395.39483880597,4.52320743283582,0.08511535,281.814413432836,4.79016213432836,192.89897761194,400.2959,4.94760435820896,1762.83173134328,2.88986234328358,149.041922835821,5.38424049253731,126.606924029851,18.4020756716418,49.6330914925373,92.0921019402985,357.8285,915.494608955224,11.7752359701493,19.0374313432836,530.990007462687,78.9690497014925,-1.35771160134328,18.0862907313433,35.447682238806,1.28397417164179,7.22408925373134,3.452315,264.593868656716,-6.57352252238806,-8.83161217910448,-10.1032202537313,145.457351791045,-8.27551255223881,-1.97420667910448,7.62443601492537,5550.21964179104,713.847852238806,2.24822034328358,108.716845223881,4.9820816119403,384.974094029851,11665.3050597015,190.267847761194,151.943299402985,21895.4874626866,6.82670146268657,75.1642073134328,54.948747761194,170.432547761194,1215.89240746269,2715.8057761194,329.652192537313,1940.96191044776,1458.3001641791,443.431468656716,631.984004477612,351.582737313433,1.73494440298507,11.6428331044776,11021.9685820896,3873.81764179104,"Sepsis"
"GSM326096",1382.82956716418,18.0285062686567,74.8664934328358,643.604037313433,1291.41126716418,71.8253665671642,237.335008955224,-4.41867594029851,-2.43658347313433,33.1827911940299,-3.86753479104478,100.62823,40.1164807462687,3.15308302985075,1799.33294029851,-5.95827055223881,27.6370617910448,4.63098685074627,267.284973134328,18.9278364179104,49.224816119403,224.89653880597,-3.61031080597015,5666.80697014925,1.16363361641791,0.702617714477612,315.093432835821,20.7402340298507,32.5360695522388,29.4948014925373,89.8255159701493,9.86550586567164,-2.23539076865672,0.0114395120746269,216.195101492537,-7.46707432835821,-8.07003920895522,-1.0468736061194,450.528798507463,-6.49946347761194,-1.70400289,9.06502920895522,1294.37460149254,466.176544776119,-1.24457980646269,24.0033082089552,-0.210781588059701,102.079166716418,695.669364179104,258.402528358209,61.6705752238806,16019.3686567164,4.33136052238806,120.420993880597,354.253749253731,818.293571641791,769.050332835821,692.678186567164,113.009991940299,172.694017910448,1228.53202238806,174.006019402985,826.711498507463,12.4201439701493,3.35884301492537,47.9269629850746,4200.51192537313,2666.4478358209,"healthy"
"GSM326097",2969.31359701493,10.7444218208955,153.074981940298,817.178370149254,830.526765671642,166.581907462687,255.266853731343,5.34588520895522,-7.33349343283582,1340.3733880597,-3.83958459701493,142.77332761194,142.680721940298,0.0154032044477612,2479.64114925373,-3.01200424029851,52.1484862686567,13.0371825820896,250.579270149254,60.9967211940299,31.1566973134328,314.697956716418,30.7938719402985,3949.38576119403,69.035482238806,3.18036673134328,367.1653,43.561713880597,12.3185991791045,20.1464586567164,157.146971791045,13.0833848059701,-0.57472663880597,2.4278172238806,441.35376119403,-8.88525853731343,-7.03112752238806,-13.2220840746269,211.345092537313,-7.55887168656716,-0.53736586119403,9.97298019402985,2826.17459701493,437.518810447761,-2.21759078507463,552.454313432836,7.52174841791045,106.613925820896,1017.8774358209,351.936674626866,100.62823,17035.4540298507,11.279746880597,133.747632238806,230.878567164179,289.384637313433,1392.57664179104,1099.65334029851,218.223432835821,1050.09420746269,1105.71003731343,3048.73995522388,665.73173880597,863.126971641791,-1.06101938862687,296.948113432836,7909.21420895522,1984.84402985075,"Sepsis"
"GSM326098",2838.61795522388,120.37823358209,32.0807240298507,1079.13167313433,935.575829850746,153.441485373134,185.94063880597,4.54878035820896,-4.36500708955224,50.1519986567164,-0.372010180597015,139.217004179104,73.7885665671642,3.00051547761194,3567.62114925373,-4.03380488059701,46.5596802985075,-3.15228655970149,347.575053731343,23.0459465671642,36.1064129850746,265.024485074627,-4.7889967761194,3543.12485074627,-2.2036048761194,-2.08463325970149,248.928735820896,38.3730997014925,39.2593482089552,29.398563880597,136.842834477612,13.5224319552239,3.50688946268657,0.208382984626866,289.513531343284,-9.96456226865672,-13.4018859104478,-8.48071531343284,591.396053731343,-17.4535221791045,1.77429319402985,9.34602014925373,1143.14414925373,344.806319402985,1.05146470735821,131.71199880597,4.40382373134328,76.5121662686567,537.994731343284,263.10086119403,62.8506873134328,18051.8302985075,6.61305286567164,74.0021885074627,69.326921641791,913.870850746269,617.532619402985,1260.37579552239,93.7807162686567,74.8479156716418,1017.8774358209,180.616691044776,1358.12835223881,21.6697340298507,1.52275573880597,273.867941791045,6010.34389552239,4648.4178358209,"Sepsis"
"GSM326101",4355.02346268657,9.68795285074627,41.756568358209,1245.23507761194,1148.81506716418,232.259664179104,383.638626865672,7.85151758208955,-3.69458617910448,26.3657953731343,-0.922442420537313,145.960360149254,93.5373634328358,6.4331526119403,3101.76925373134,-8.63234402985075,68.4011419402985,3.04754356716418,257.659337313433,15.6216966567164,28.9912431343284,296.373565671642,247.611735820896,3196.63449253731,-6.36395958208955,3.90638902985075,521.885220895522,47.489402238806,8.29525814925373,21.4001588059702,191.469623880597,3.7747907761194,-0.414349965671642,-2.44002699552239,469.594319402985,-6.96988713432836,-9.09283037313433,-2.84407417462687,167.682728358209,-5.98105997014925,-3.89194504477612,10.2326824029851,2311.20256716418,686.748510447761,-1.51601296180597,552.820907462687,7.264673,160.043545671642,1461.48011940299,391.599429850746,311.324840298507,20346.9629850746,6.53511205970149,126.64538761194,35.2791913432836,551.178304477612,1590.2102238806,1428.57964179104,581.90672238806,240.613950746269,1278.98347014925,196.996405970149,977.027435820896,45.4761370149254,4.35183286567164,730.830010447761,9867.09011940298,4183.84911940298,"Sepsis"
"GSM326102",10665.9965223881,1.78696897014925,42.2172862686567,1530.02976119403,1651.88958208955,211.09507761194,398.504901492537,4.96449168656716,-1.49797498776119,320.486249253731,1.92192556716418,107.515265820896,536.014907462687,2.14418405970149,2738.38373134328,-0.729632991940299,243.396594029851,3.2523617761194,247.393255223881,20.5733873134328,42.4557059701493,65.5074479104478,1073.84892537313,1539.3663880597,16.4432801641791,10.5496260447761,411.871579104478,129.377875820896,9.90839231343284,23.3145946268657,72.7220440298507,8.08885137313433,-0.57472663880597,0.157983622089552,361.772,-6.30269559701493,-7.09914453731343,-5.37740141791045,208.336498507463,-7.16228243283582,-0.30299216119403,9.29895128358209,11894.4143731343,810.9517,1.98236243283582,470.148158208955,6.37260108955224,382.265873134328,11590.7018059701,231.129747761194,179.479429850746,20346.9629850746,10.7766111940299,48.2815935820896,38.1963994029851,342.373298507463,974.387823880597,3608.57976119403,295.439262686567,1178.05708059701,1571.00752238806,510.738028358209,975.358335820895,283.195440298507,-3.14881169104478,57.256303880597,13689.7323880597,7096.8777761194,"Sepsis"
"GSM326103",12902.1858208955,102.549464328358,11.674213238806,1325.67952537313,1707.33210447761,347.575053731343,552.153379104478,8.17406368656716,-3.00348556268657,713.847852238806,-3.9453708358209,313.6214,727.464228358209,15.3723489701493,1281.55842835821,0.200958615358209,108.361488955224,11.0070043134328,200.359180597015,19.3858401492537,41.8476988059701,23.344463880597,873.405540298508,1241.43913134328,121.706318656716,11.9291407313433,672.209785074627,48.2057840298507,-4.69837147761194,17.5637183731343,73.4753052238806,4.24493931343284,12.974315119403,0.447567222835821,606.366644776119,-3.46831430746269,-10.3323628059701,-3.89533186567164,94.2784556716418,-12.3109175970149,-0.552198780597015,7.81952953731343,13823.7335820896,804.837843283582,-0.30396137761194,207.295270149254,3.95073147761194,353.58046119403,10813.5684626866,440.881585074627,257.343605970149,21895.4874626866,9.76553525373134,90.0236289552239,1997.83714925373,126.569249402985,498.547943283582,3188.70467164179,571.93028358209,2846.82447761194,1231.19668208955,6485.62114925373,456.298349253731,4700.46867164179,1.8863013880597,69.7801029850746,14065.9143283582,4800.25817910448,"Sepsis"
"GSM326104",4667.03292537313,873.405540298508,226.449731343284,968.509329850746,413.395404477612,450.061552238806,916.207508955224,1.58704449701493,0.655310710149254,30.3191553731343,1.69855088059701,1098.43684328358,863.854856716418,4.73010058208955,2064.96597014925,-3.70437950746269,310.474444776119,5.67916429850746,398.270404477612,120.340040597015,56.0786017910448,21.2838532835821,144.052669552239,2465.57398507463,197.956394029851,0.130047319104478,1260.37579552239,343.495401492537,12.8081972686567,31.9048119402985,181.447103731343,9.31111832835821,137.96502119403,2.93043229850746,924.091082089552,-9.88242058208955,-13.8274778059701,-13.0293851641791,325.03267761194,-14.5733449104478,-0.799016122835821,11.3052812238806,1129.7832119403,616.322373134328,1.43976611641791,87.5069537313433,149.565960895522,134.849247313433,4169.98485074627,550.573095522388,73.4940305970149,17712.1334328358,5.85378402985075,261.385904477612,5216.03625373134,1981.37968656716,3619.40391044776,1096.31019701493,128.227681343284,241.832126865672,566.779295522388,4183.84911940298,91.8181035820895,888.122597014925,0.645810895522388,4407.18853731343,6938.0172238806,1869.47334328358,"Sepsis"
