"Sample","OLFM4","NLRP3","CCR7","CRP","MAPK14","CX3CR1","ELANE","FCGR1A","GATA3","HIF1A","HLA-DRA","HMGB1","ICAM1","IFNA1","IFNA2","IFNB1","IFNG","IL1B","IL6","CXCL8","IL10","CXCL10","ITGAM","ARG1","LBP","LCN2","MMP8","MMP9","MYD88","NOTCH1","P2RX7","PDCD1","PLAUR","TREM1","CD177","PTX3","BCL2","S100A8","S100A9","S100A12","CCL2","CCL19","CCL25","TLR2","TLR4","TNF","C3AR1","C5AR1","CCR2","VCAM1","IL1R2","CALCA","TNFSF10","SOCS3","CD14","Label"
"GSM1479433",9.54929804955417,9.40973261310691,11.6615365646094,2.07156775076138,11.3146003634844,10.652869909313,7.65304006846221,9.60331940571775,8.39702400563971,9.57054738958007,13.626662087728,11.1975318860913,9.60919878597406,2.07156775076138,2.07156775076138,2.07156775076138,3.74902619325075,10.5458210604522,3.83991594340767,8.05320834289132,2.69378237139525,4.90942735108124,12.5728282819249,7.36396552260645,2.94494978276384,10.7257116292569,8.51447117024945,11.4729058805791,11.9540572352942,12.4832318040322,7.86450710294774,5.64788990046358,10.3287264983088,12.3887689427494,8.53623795889047,5.3968566307945,9.69186207735238,15.4017391787696,16.6580957581175,11.4599507446656,2.94494978276384,2.07156775076138,2.69378237139525,12.4449121922967,10.8970969755673,7.42527253549759,8.68562373997731,13.0108760224893,10.2377268262514,2.07156775076138,10.1756887724851,2.07156775076138,11.6857335780588,10.4646456334163,12.5424249463204,"healthy"
"GSM1479438",10.843589053326,11.1346750148724,3.76484701695182,2.07156775076138,13.1496324042325,9.24625041491108,6.88907802230661,11.1662366554208,2.07156775076138,12.6621976072122,6.75089803449993,11.5625295085577,11.6726909663995,2.07156775076138,2.07156775076138,2.07156775076138,2.07156775076138,11.6534532489326,2.07156775076138,15.2841827107624,3.08528710826428,2.07156775076138,14.2527999147495,9.04835583460177,2.07156775076138,11.2364397404161,10.6397157595009,13.178518626426,13.9175839700531,14.863371920787,3.47844633653062,2.07156775076138,11.9484278311341,15.1027386930582,10.316749406065,5.68104162192249,4.64369698133697,16.8423506128051,18.0104886917449,12.5428607420697,3.08528710826428,2.07156775076138,2.07156775076138,14.2323629467807,13.9596984984907,7.29905316106228,8.57080590770385,15.4383270629762,3.08528710826428,2.07156775076138,12.3139092164428,2.07156775076138,13.5162483298377,14.5457773504329,13.2274743606483,"healthy"
"GSM1479439",2.78374967984634,12.3914721217244,2.78374967984634,2.07156775076138,10.8087701254253,10.9039260523022,5.47884067822273,9.5356238753765,3.06901764682082,12.1685199089577,14.9354788212551,11.6427703904387,11.5776542865811,2.07156775076138,2.07156775076138,2.07156775076138,2.07156775076138,14.1791180489872,4.5440457508838,13.8150383243856,5.25771048913183,6.34625234255966,13.614660151032,4.60926197958162,2.78374967984634,2.78374967984634,2.07156775076138,6.18928981403315,12.7865110858833,11.55277130686,10.7122952122849,4.99524230924637,12.8389096074237,12.838703759207,2.78374967984634,8.67862315960381,7.0402051114241,14.8114742407305,16.1197636540516,11.7372341075207,5.60914437822383,2.78374967984634,2.07156775076138,12.3159940650262,12.0401283096431,7.30169626990042,8.73634418580101,13.4152674450893,10.3023480189761,2.07156775076138,5.89065201999166,2.78374967984634,10.1867727384187,11.8892799074623,13.7556564368927,"healthy"
"GSM1479440",2.07156775076138,2.9762280716758,11.9204763991692,2.07156775076138,9.33965283367004,2.9762280716758,2.07156775076138,2.71641004575177,3.5928211753348,11.4905143043746,15.4797559531663,11.7265520937372,7.67137327073885,2.07156775076138,2.07156775076138,2.07156775076138,2.71641004575177,3.17099097992443,10.8973574142396,3.33158443150565,2.71641004575177,2.07156775076138,8.99074736137637,5.06586444939581,2.07156775076138,2.07156775076138,2.07156775076138,6.04879432006472,9.68017382360139,10.5744313813913,7.13573595194828,2.71641004575177,3.17099097992443,4.90777034005738,2.07156775076138,2.9762280716758,11.4943622556153,4.82141931420145,5.64071489263038,3.17099097992443,2.07156775076138,2.07156775076138,2.71641004575177,6.08568041409196,5.80493859483651,4.77613152434092,2.07156775076138,4.40846861192504,3.47010518021591,2.07156775076138,2.07156775076138,2.07156775076138,7.1789191840387,9.12698050410128,3.17099097992443,"healthy"
"GSM1479441",2.07156775076138,5.63408347649337,12.1408227465181,2.07156775076138,9.19737648920674,3.90381708928734,2.07156775076138,2.07156775076138,10.6475872425097,10.4670339270912,7.28866210139118,11.8011395307072,6.35290608767758,2.75731418248094,2.07156775076138,2.75731418248094,4.53145267859048,3.03264498652904,2.07156775076138,3.68219856637529,2.75731418248094,2.07156775076138,7.097850848988,4.40040682118073,2.07156775076138,2.07156775076138,2.07156775076138,6.11096266741034,9.64030443158355,10.6114555077935,8.04866262177321,6.94744094334072,4.91057169781604,3.23845953600337,2.75731418248094,2.75731418248094,12.7888263463285,4.40040682118073,5.51605592798037,3.03264498652904,2.07156775076138,2.07156775076138,2.07156775076138,6.41982507882518,2.75731418248094,4.46752870373955,5.00217124095647,4.46752870373955,7.2059092100046,2.07156775076138,3.23845953600337,2.07156775076138,8.37736358783087,12.4381391834031,3.90381708928734,"healthy"
"GSM1479442",3.13374489645843,5.28303166736847,11.9650795076962,2.07156775076138,9.26427356469835,6.31622041090772,2.07156775076138,2.83092335133106,10.8529168216666,10.5839279325281,8.36675417160841,11.8013251708442,8.32982271531525,2.07156775076138,2.07156775076138,2.07156775076138,6.24980041776083,3.13374489645843,2.07156775076138,3.5432293223937,2.07156775076138,2.07156775076138,9.45516681542433,4.87049061883527,2.07156775076138,3.7011796344841,3.13374489645843,6.20374727307247,9.92722264333621,10.6485434279595,8.11094880682671,7.12268899834862,4.92923728615533,3.35890891549853,2.07156775076138,3.13374489645843,12.2669990218335,4.98559935867285,5.7376442202259,2.83092335133106,2.07156775076138,2.07156775076138,2.07156775076138,4.98559935867285,3.7011796344841,7.82273498784413,5.86176494496014,4.87049061883527,6.51774071881487,3.84027992929682,2.83092335133106,2.07156775076138,6.72731332328366,10.9620851255454,3.35890891549853,"healthy"
"GSM1479443",2.07156775076138,4.73223878081345,5.7633762287275,2.07156775076138,10.0449825004834,10.8660759451417,2.07156775076138,2.07156775076138,9.99501521852576,10.0022602369054,6.26069970097871,12.0203994163419,8.48951509142748,2.07156775076138,2.07156775076138,3.33324565654704,8.21799372127812,4.14425421438609,2.07156775076138,3.98685478075376,2.07156775076138,2.07156775076138,13.4013223402258,5.06900483584257,2.07156775076138,2.97745575991563,2.07156775076138,6.1945605981902,10.0773577319941,12.7375073649042,8.76979670627197,2.97745575991563,4.73223878081345,3.8067593383411,2.07156775076138,2.97745575991563,10.3247225094546,5.34013104294085,6.12522103841182,2.07156775076138,2.07156775076138,2.07156775076138,2.97745575991563,4.52686848186767,4.52686848186767,6.26069970097871,7.13074667339118,5.97557480240372,4.99215606469277,2.07156775076138,2.97745575991563,2.07156775076138,6.7258988541889,7.54233920605149,3.33324565654704,"healthy"
"GSM1479465",7.22249986293228,10.6759254129192,3.76763895578721,2.07156775076138,14.6078383019864,9.53924391427835,4.36235622302784,12.7949785572668,2.07156775076138,13.1198225189327,4.987359630527,11.8067676753567,12.3856378504207,2.07156775076138,2.07156775076138,2.07156775076138,2.07156775076138,11.5280702169749,2.07156775076138,11.9662781323329,4.1930897302929,2.07156775076138,15.6555121414153,11.543885140043,2.07156775076138,7.97376477288488,8.60843067025009,14.6059562593628,14.5015776016036,14.8111196883411,3.48083985654326,2.07156775076138,11.6264132033188,14.0842380411862,16.2390814353937,4.987359630527,4.987359630527,18.425782156965,19.2395108414494,15.2312431223238,2.07156775076138,2.07156775076138,2.07156775076138,13.9961652978683,14.8256400883434,7.17991634661563,10.7468737839502,15.2440463649375,4.1930897302929,2.07156775076138,13.1438890831935,2.07156775076138,13.2140993202967,14.8983847293897,13.8259498291394,"Sepsis"
"GSM1479466",2.07156775076138,12.4916372788424,2.80424005105175,2.07156775076138,11.0577857375268,11.4691497612031,4.38203404046921,10.8274472375287,3.09716121034838,12.9500909908396,14.5770973000076,11.695114518306,11.7770791153818,2.07156775076138,2.07156775076138,2.07156775076138,2.07156775076138,13.8297470380484,4.21174854895686,14.4342005580298,5.6155404931241,5.24205328090303,14.2307348451421,4.21174854895686,2.07156775076138,2.07156775076138,4.21174854895686,5.40345392920821,12.8277248161721,11.5513119331174,10.3551753643985,4.11748354417509,13.0115623255365,12.9074663572971,3.09716121034838,9.38959694039387,6.6778115238336,15.5433109463282,16.6768954287089,12.6454542645048,5.01015798478856,2.07156775076138,2.07156775076138,12.4511188351958,12.8616129241864,6.90843884214952,10.3576132440232,13.9019873603504,11.0652625040111,2.07156775076138,6.44035494488234,2.07156775076138,10.5414676429291,12.3476148664532,14.5393431509328,"Sepsis"
"GSM1479467",2.07156775076138,8.65355462811775,11.0833827960796,2.07156775076138,9.44746305012239,7.31685961321805,3.10986761007652,6.23304999950602,3.10986761007652,11.951592234148,14.7293539724266,11.7077507853923,9.52961801616249,2.07156775076138,2.07156775076138,2.07156775076138,4.14016628567803,9.6790994122765,10.1421455029827,9.99727730200671,3.33051579850087,2.07156775076138,11.7554771977292,4.93342539097996,3.33051579850087,2.07156775076138,2.81350159300207,4.81949144568918,10.0569812991339,10.2416452795225,8.35616487474954,4.14016628567803,8.72891401458563,8.97032034072087,3.33051579850087,5.71121084374164,12.0507583583646,10.6463626942592,11.7887584161223,8.05077048519064,3.10986761007652,2.07156775076138,3.92593015269972,9.03738444168773,8.89310470674993,6.39809348303177,5.91621972489712,9.50274954457489,7.43533320254489,2.07156775076138,3.51134482030369,2.07156775076138,7.05831261223808,10.2087735235415,10.1128324441797,"Sepsis"
