"Avg_Accuracy","SD_Accuracy","Avg_Sensitivity","SD_Sensitivity","Avg_Specificity","SD_Specificity","Avg_F1_Score","SD_F1_Score","Avg_MCC","SD_MCC"
0.968333333333333,0.0513291353392996,0.9975,0.0175881617670362,0.91,0.152917750388365,0.97793739250086,0.0349648710007799,0.930419581371072,0.113725929126492
